CODMUNRES,ano_nasc,Qtd_Menor20,Qtd_Total
290140,2018,42,184
290140,2019,54,190
290150,2012,32,101
290150,2013,23,89
290150,2014,22,92
290150,2015,28,95
290150,2016,23,80
290150,2017,19,82
290150,2018,13,79
290150,2019,3,44
290160,2012,50,153
290160,2013,38,137
290160,2014,60,160
290160,2015,40,126
290160,2016,46,142
290160,2017,53,140
290160,2018,46,146
290160,2019,40,133
290170,2012,51,175
290170,2013,41,162
290170,2014,50,188
290170,2015,41,140
290170,2016,25,136
290170,2017,27,137
290170,2018,23,122
290170,2019,22,99
290180,2012,42,119
290180,2013,42,151
290180,2014,33,110
290180,2015,22,97
290180,2016,36,116
290180,2017,45,165
290180,2018,45,166
290180,2019,39,165
290190,2012,63,213
290190,2013,71,204
290190,2014,54,193
290190,2015,76,230
290190,2016,67,210
290190,2017,56,190
290190,2018,50,163
290190,2019,47,177
290195,2012,30,99
290195,2013,23,68
290195,2014,22,63
290195,2015,28,92
290195,2016,29,81
290195,2017,21,84
290195,2018,29,93
290195,2019,23,104
290200,2012,32,163
290200,2013,43,163
290200,2014,32,154
290200,2015,31,158
290200,2016,30,159
290200,2017,38,162
290200,2018,30,172
290200,2019,26,163
290205,2012,60,172
290205,2013,46,163
290205,2014,70,192
290205,2015,52,176
290205,2016,43,185
290205,2017,42,152
290205,2018,31,154
290205,2019,42,164
290210,2012,250,752
290210,2013,262,794
290210,2014,220,659
290210,2015,253,665
290210,2016,241,708
290210,2017,260,750
290210,2018,225,732
290210,2019,180,629
290220,2012,40,113
290220,2013,30,110
290220,2014,29,109
290220,2015,30,132
290220,2016,43,142
290220,2017,27,119
290220,2018,31,114
290220,2019,26,110
290225,2012,68,146
290225,2013,55,138
290225,2014,51,130
290225,2015,47,124
290225,2016,56,131
290225,2017,45,118
290225,2018,44,118
290225,2019,33,108
290230,2012,44,119
290230,2013,41,132
290230,2014,38,129
290230,2015,39,121
290230,2016,32,127
290230,2017,43,135
290230,2018,20,135
290230,2019,32,124
290240,2012,113,244
290240,2013,68,204
290240,2014,89,226
290240,2015,70,194
290240,2016,82,208
290240,2017,80,207
290240,2018,59,182
290240,2019,50,178
290250,2012,68,221
290250,2013,43,178
290250,2014,54,214
290250,2015,44,188
290250,2016,42,172
290250,2017,43,166
290250,2018,38,134
290250,2019,29,168
290260,2012,68,230
290260,2013,71,239
290260,2014,60,225
290260,2015,59,207
290260,2016,54,221
290260,2017,63,223
290260,2018,57,223
290260,2019,39,206
290265,2012,51,200
290265,2013,48,164
290265,2014,51,177
290265,2015,55,178
290265,2016,53,174
290265,2017,58,197
290265,2018,52,179
290265,2019,44,184
290270,2012,268,863
290270,2013,283,879
290270,2014,291,883
290270,2015,326,981
290270,2016,291,868
290270,2017,299,963
290270,2018,296,943
290270,2019,291,936
290280,2012,91,357
290280,2013,101,374
290280,2014,110,351
290280,2015,110,398
290280,2016,98,417
290280,2017,101,414
290280,2018,106,420
290280,2019,63,391
290290,2012,193,610
290290,2013,146,533
290290,2014,178,563
290290,2015,158,620
290290,2016,162,560
290290,2017,143,541
290290,2018,127,490
290290,2019,111,484
290300,2012,60,175
290300,2013,58,167
290300,2014,49,170
290300,2015,48,196
290300,2016,53,185
290300,2017,64,205
290300,2018,41,164
290300,2019,47,182
290310,2012,29,79
290310,2013,31,82
290310,2014,22,70
290310,2015,31,75
290310,2016,18,65
290310,2017,11,60
290310,2018,15,63
290310,2019,23,77
290320,2012,629,2498
290320,2013,607,2606
290320,2014,681,2743
290320,2015,649,2649
290320,2016,575,2570
290320,2017,593,2804
290320,2018,493,2716
290320,2019,492,2713
290323,2012,58,178
290323,2013,45,153
290323,2014,37,148
290323,2015,34,155
290323,2016,55,163
290323,2017,50,175
290323,2018,57,193
290323,2019,38,157
290327,2012,45,199
290327,2013,54,215
290327,2014,46,230
290327,2015,56,243
290327,2016,46,193
290327,2017,39,217
290327,2018,39,205
290327,2019,39,206
290330,2012,23,90
290330,2013,31,84
290330,2014,32,78
290330,2015,36,80
290330,2016,36,95
290330,2017,28,101
290330,2018,40,97
290330,2019,17,73
290340,2012,158,393
290340,2013,129,326
290340,2014,130,319
290340,2015,119,319
290340,2016,117,284
290340,2017,121,343
290340,2018,126,320
290340,2019,120,307
290350,2012,54,222
290350,2013,65,216
290350,2014,64,215
290350,2015,57,218
290350,2016,51,216
290350,2017,64,227
290350,2018,55,243
290350,2019,41,222
290360,2012,61,230
290360,2013,77,248
290360,2014,69,240
290360,2015,68,206
290360,2016,55,196
290360,2017,59,185
290360,2018,59,212
290360,2019,49,210
290370,2012,32,150
290370,2013,49,162
290370,2014,58,154
290370,2015,42,170
290370,2016,50,164
290370,2017,60,193
290370,2018,65,225
290370,2019,49,181
290380,2012,108,270
290380,2013,75,244
290380,2014,79,241
290380,2015,73,240
290380,2016,67,247
290380,2017,75,238
290380,2018,67,226
290380,2019,47,195
290390,2012,299,1025
290390,2013,304,1088
290390,2014,334,1136
290390,2015,330,1110
290390,2016,284,1142
290390,2017,297,1157
290390,2018,283,1197
290390,2019,267,1097
290395,2012,41,156
290395,2013,32,120
290395,2014,31,123
290395,2015,28,113
290395,2016,32,127
290395,2017,27,133
290395,2018,29,120
290395,2019,14,111
290400,2012,39,170
290400,2013,34,156
290400,2014,35,146
290400,2015,36,162
290400,2016,42,152
290400,2017,36,178
290400,2018,43,196
290400,2019,43,181
290405,2012,110,255
290405,2013,119,305
290405,2014,75,207
290405,2015,107,256
290405,2016,113,233
290405,2017,88,262
290405,2018,84,264
290405,2019,79,254
290410,2012,62,254
290410,2013,70,263
290410,2014,68,252
290410,2015,74,278
290410,2016,79,266
290410,2017,63,254
290410,2018,62,282
290410,2019,75,288
290420,2012,28,137
290420,2013,39,160
290420,2014,22,119
290420,2015,31,125
290420,2016,27,136
290420,2017,20,122
290420,2018,24,140
290420,2019,20,137
290430,2012,63,198
290430,2013,51,169
290430,2014,45,181
290430,2015,50,177
290430,2016,36,150
290430,2017,35,171
290430,2018,48,169
290430,2019,29,148
290440,2012,22,114
290440,2013,17,90
290440,2014,13,69
290440,2015,9,49
290440,2016,23,78
290440,2017,20,84
290440,2018,19,99
290440,2019,15,102
290450,2012,31,130
290450,2013,40,131
290450,2014,38,114
290450,2015,35,135
290450,2016,38,126
290450,2017,40,136
290450,2018,33,136
290450,2019,33,114
290460,2012,206,939
290460,2013,198,925
290460,2014,188,924
290460,2015,199,982
290460,2016,162,849
290460,2017,163,868
290460,2018,164,920
290460,2019,150,850
290470,2012,97,264
290470,2013,83,259
290470,2014,80,243
290470,2015,76,225
290470,2016,88,245
290470,2017,74,229
290470,2018,82,239
290470,2019,65,215
290475,2012,81,293
290475,2013,77,263
290475,2014,92,324
290475,2015,84,290
290475,2016,86,286
290475,2017,95,319
290475,2018,88,325
290475,2019,97,349
290480,2012,23,88
290480,2013,26,103
290480,2014,31,106
290480,2015,29,97
290480,2016,20,84
290480,2017,20,72
290480,2018,23,70
290480,2019,21,84
290485,2012,62,226
290485,2013,72,250
290485,2014,65,216
290485,2015,66,241
290485,2016,60,236
290485,2017,73,250
290485,2018,57,221
290485,2019,53,238
290490,2012,119,419
290490,2013,101,410
290490,2014,117,442
290490,2015,95,392
290490,2016,100,424
290490,2017,99,396
290490,2018,101,404
290490,2019,80,358
290500,2012,46,277
290500,2013,61,284
290500,2014,44,304
290500,2015,64,342
290500,2016,58,303
290500,2017,37,268
290500,2018,49,295
290500,2019,54,291
290510,2012,57,165
290510,2013,56,171
290510,2014,37,128
290510,2015,41,130
290510,2016,43,119
290510,2017,55,161
290510,2018,35,140
290510,2019,29,126
290515,2012,45,145
290515,2013,37,140
290515,2014,23,143
290515,2015,31,153
290515,2016,30,132
290515,2017,28,113
290515,2018,24,117
290515,2019,22,129
290520,2012,171,782
290520,2013,143,744
290520,2014,143,693
290520,2015,145,769
290520,2016,145,697
290520,2017,113,692
290520,2018,115,724
290520,2019,103,673
290530,2012,120,336
290530,2013,93,257
290530,2014,109,301
290530,2015,109,288
290530,2016,94,274
290530,2017,105,282
290530,2018,99,334
290530,2019,93,310
290540,2012,77,229
290540,2013,71,242
290540,2014,77,245
290540,2015,67,281
290540,2016,89,301
290540,2017,69,288
290540,2018,94,336
290540,2019,73,315
290550,2012,56,186
290550,2013,50,156
290550,2014,48,163
290550,2015,50,179
290550,2016,67,195
290550,2017,74,206
290550,2018,56,220
290550,2019,67,220
290560,2012,168,509
290560,2013,146,431
290560,2014,141,406
290560,2015,128,407
290560,2016,132,380
290560,2017,136,372
290560,2018,126,400
290560,2019,95,337
290570,2012,986,4160
290570,2013,1037,4257
290570,2014,995,4322
290570,2015,1011,4579
290570,2016,897,4228
290570,2017,876,4379
290570,2018,863,4383
290570,2019,741,4255
290580,2012,238,628
290580,2013,205,548
290580,2014,189,434
290580,2015,214,611
290580,2016,201,553
290580,2017,240,706
290580,2018,178,565
290580,2019,185,578
290590,2012,139,493
290590,2013,150,453
290590,2014,137,485
290590,2015,155,531
290590,2016,140,450
290590,2017,136,482
290590,2018,156,548
290590,2019,140,500
290600,2012,365,1090
290600,2013,275,1038
290600,2014,325,1077
290600,2015,340,1161
290600,2016,332,1148
290600,2017,346,1082
290600,2018,324,1238
290600,2019,324,1182
290610,2012,41,152
290610,2013,44,160
290610,2014,37,143
290610,2015,37,130
290610,2016,35,134
290610,2017,42,150
290610,2018,28,118
290610,2019,29,130
290620,2012,142,417
290620,2013,106,368
290620,2014,130,336
290620,2015,132,382
290620,2016,120,357
290620,2017,113,374
290620,2018,105,349
290620,2019,121,380
290630,2012,183,498
290630,2013,194,490
290630,2014,184,461
290630,2015,183,457
290630,2016,189,496
290630,2017,193,483
290630,2018,164,504
290630,2019,113,398
290640,2012,35,130
290640,2013,31,112
290640,2014,25,91
290640,2015,22,91
290640,2016,16,97
290640,2017,33,110
290640,2018,23,87
290640,2019,10,66
290650,2012,264,1141
290650,2013,265,1170
290650,2014,262,1138
290650,2015,268,1096
290650,2016,225,1017
290650,2017,241,1006
290650,2018,238,1106
290650,2019,189,1013
290660,2012,39,170
290660,2013,39,159
290660,2014,36,147
290660,2015,29,164
290660,2016,33,137
290660,2017,30,163
290660,2018,30,156
290660,2019,20,142
290670,2012,91,332
290670,2013,106,375
290670,2014,104,358
290670,2015,93,345
290670,2016,86,360
290670,2017,91,341
290670,2018,74,318
290670,2019,71,293
290680,2012,156,480
290680,2013,123,437
290680,2014,144,481
290680,2015,169,480
290680,2016,155,476
290680,2017,167,502
290680,2018,138,467
290680,2019,129,469
290682,2012,78,221
290682,2013,65,191
290682,2014,81,247
290682,2015,85,233
290682,2016,73,209
290682,2017,63,232
290682,2018,72,220
290682,2019,70,241
290685,2012,31,99
290685,2013,31,94
290685,2014,19,98
290685,2015,21,99
290685,2016,24,96
290685,2017,18,107
290685,2018,22,112
290685,2019,24,99
290687,2012,130,448
290687,2013,104,405
290687,2014,146,450
290687,2015,130,477
290687,2016,125,493
290687,2017,130,513
290687,2018,111,524
290687,2019,100,476
290689,2012,24,123
290689,2013,16,88
290689,2014,22,101
290689,2015,20,107
290689,2016,20,98
290689,2017,19,103
290689,2018,18,103
290689,2019,13,84
290690,2012,77,254
290690,2013,62,221
290690,2014,75,238
290690,2015,90,262
290690,2016,92,278
290690,2017,74,260
290690,2018,74,283
290690,2019,74,273
290700,2012,52,141
290700,2013,36,122
290700,2014,34,127
290700,2015,48,141
290700,2016,43,118
290700,2017,39,129
290700,2018,39,121
290700,2019,32,124
290710,2012,166,499
290710,2013,147,452
290710,2014,148,481
290710,2015,123,411
290710,2016,118,448
290710,2017,114,422
290710,2018,139,476
290710,2019,113,418
290720,2012,344,1120
290720,2013,343,1086
290720,2014,349,1092
290720,2015,330,1098
290720,2016,337,997
290720,2017,336,1087
290720,2018,325,1050
290720,2019,301,1061
290730,2012,102,389
290730,2013,101,340
290730,2014,80,260
290730,2015,103,340
290730,2016,90,318
290730,2017,92,354
290730,2018,66,311
290730,2019,72,290
290740,2012,15,49
290740,2013,10,46
290740,2014,10,49
290740,2015,27,65
290740,2016,12,45
290740,2017,15,59
290740,2018,14,38
290740,2019,8,50
290750,2012,163,679
290750,2013,181,698
290750,2014,155,686
290750,2015,172,672
290750,2016,131,595
290750,2017,112,563
290750,2018,113,540
290750,2019,102,527
290755,2012,20,109
290755,2013,24,107
290755,2014,10,74
290755,2015,20,86
290755,2016,20,113
290755,2017,15,79
290755,2018,21,108
290755,2019,20,90
290760,2012,92,263
290760,2013,79,227
290760,2014,72,248
290760,2015,68,211
290760,2016,63,212
290760,2017,68,240
290760,2018,73,237
290760,2019,66,217
290770,2012,49,180
290770,2013,36,151
290770,2014,39,163
290770,2015,49,160
290770,2016,40,155
290770,2017,50,181
290770,2018,58,181
290770,2019,45,145
290780,2012,106,353
290780,2013,118,364
290780,2014,99,329
290780,2015,75,310
290780,2016,90,337
290780,2017,107,358
290780,2018,77,326
290780,2019,74,312
290790,2012,65,290
290790,2013,92,291
290790,2014,66,220
290790,2015,73,256
290790,2016,70,273
290790,2017,78,297
290790,2018,72,286
290790,2019,70,308
290800,2012,113,302
290800,2013,90,283
290800,2014,101,266
290800,2015,83,276
290800,2016,104,255
290800,2017,80,266
290800,2018,81,255
290800,2019,60,228
290810,2012,82,260
290810,2013,76,228
290810,2014,71,284
290810,2015,70,261
290810,2016,57,231
290810,2017,70,274
290810,2018,71,274
290810,2019,57,287
290820,2012,82,296
290820,2013,71,233
290820,2014,63,224
290820,2015,61,242
290820,2016,59,207
290820,2017,61,223
290820,2018,64,289
290820,2019,63,244
290830,2012,38,168
290830,2013,42,138
290830,2014,35,146
290830,2015,33,163
290830,2016,46,180
290830,2017,43,153
290830,2018,40,172
290830,2019,32,146
290840,2012,250,1041
290840,2013,266,1020
290840,2014,268,1074
290840,2015,241,1096
290840,2016,266,1048
290840,2017,273,1074
290840,2018,237,1059
290840,2019,227,1022
290850,2012,122,436
290850,2013,111,414
290850,2014,112,419
290850,2015,100,410
290850,2016,85,370
290850,2017,87,363
290850,2018,87,359
290850,2019,58,309
290860,2012,98,331
290860,2013,109,319
290860,2014,123,356
290860,2015,135,358
290860,2016,99,318
290860,2017,109,362
290860,2018,95,351
290860,2019,87,337
290870,2012,41,186
290870,2013,35,213
290870,2014,37,196
290870,2015,37,199
290870,2016,36,212
290870,2017,39,179
290870,2018,31,188
290870,2019,22,201
290880,2012,11,52
290880,2013,10,45
290880,2014,12,55
290880,2015,11,41
290880,2016,1,38
290880,2017,9,34
290880,2018,14,41
290880,2019,7,47
290890,2012,89,330
290890,2013,62,283
290890,2014,77,282
290890,2015,59,280
290890,2016,57,261
290890,2017,71,268
290890,2018,48,263
290890,2019,41,236
290900,2012,13,76
290900,2013,7,76
290900,2014,17,72
290900,2015,14,76
290900,2016,12,87
290900,2017,20,80
290900,2018,13,84
290900,2019,17,81
290910,2012,42,154
290910,2013,42,157
290910,2014,43,193
290910,2015,43,163
290910,2016,49,178
290910,2017,35,168
290910,2018,35,209
290910,2019,50,197
290920,2012,53,216
290920,2013,63,216
290920,2014,58,183
290920,2015,53,186
290920,2016,61,191
290920,2017,56,192
290920,2018,57,209
290920,2019,50,213
290930,2012,137,454
290930,2013,120,425
290930,2014,107,421
290930,2015,114,470
290930,2016,114,431
290930,2017,104,422
290930,2018,87,439
290930,2019,90,400
290940,2012,57,178
290940,2013,64,184
290940,2014,50,178
290940,2015,50,170
290940,2016,49,154
290940,2017,39,155
290940,2018,32,177
290940,2019,40,168
290950,2012,18,51
290950,2013,18,50
290950,2014,12,56
290950,2015,19,58
290950,2016,19,67
290950,2017,25,76
290950,2018,15,58
290950,2019,15,58
290960,2012,78,278
290960,2013,64,254
290960,2014,75,253
290960,2015,84,285
290960,2016,71,274
290960,2017,75,265
290960,2018,64,262
290960,2019,42,209
290970,2012,60,205
290970,2013,45,169
290970,2014,39,186
290970,2015,37,179
290970,2016,43,151
290970,2017,39,170
290970,2018,45,174
290970,2019,42,197
290980,2012,148,762
290980,2013,171,816
290980,2014,149,765
290980,2015,162,838
290980,2016,139,797
290980,2017,163,843
290980,2018,134,809
290980,2019,131,717
290990,2012,155,525
290990,2013,156,459
290990,2014,148,524
290990,2015,162,495
290990,2016,130,477
290990,2017,149,567
290990,2018,149,561
290990,2019,172,586
291000,2012,71,183
291000,2013,61,142
291000,2014,54,130
291000,2015,48,144
291000,2016,78,170
291000,2017,58,169
291000,2018,59,147
291000,2019,45,153
291005,2012,291,1116
291005,2013,256,960
291005,2014,246,1066
291005,2015,235,1096
291005,2016,269,1191
291005,2017,277,1179
291005,2018,248,1143
291005,2019,204,1074
291010,2012,21,127
291010,2013,13,116
291010,2014,15,125
291010,2015,23,120
291010,2016,28,133
291010,2017,32,166
291010,2018,21,142
291010,2019,17,130
291020,2012,7,40
291020,2013,11,50
291020,2014,12,38
291020,2015,8,46
291020,2016,14,58
291020,2017,11,58
291020,2018,10,51
291020,2019,5,54
291030,2012,11,75
291030,2013,22,102
291030,2014,9,61
291030,2015,16,87
291030,2016,17,67
291030,2017,13,79
291030,2018,14,80
291030,2019,15,83
291040,2012,114,300
291040,2013,111,301
291040,2014,79,239
291040,2015,112,294
291040,2016,82,275
291040,2017,86,252
291040,2018,84,275
291040,2019,80,268
291050,2012,187,603
291050,2013,200,608
291050,2014,162,529
291050,2015,160,537
291050,2016,169,558
291050,2017,168,550
291050,2018,140,539
291050,2019,137,529
291060,2012,170,521
291060,2013,171,512
291060,2014,167,449
291060,2015,145,468
291060,2016,149,457
291060,2017,137,480
291060,2018,178,553
291060,2019,124,485
291070,2012,231,815
291070,2013,189,704
291070,2014,202,765
291070,2015,212,769
291070,2016,220,745
291070,2017,231,786
291070,2018,208,880
291070,2019,182,789
291072,2012,519,1837
291072,2013,498,1694
291072,2014,520,1705
291072,2015,484,1795
291072,2016,505,1786
291072,2017,483,1819
291072,2018,506,1989
291072,2019,452,1973
291075,2012,52,199
291075,2013,48,203
291075,2014,49,197
291075,2015,44,166
291075,2016,55,198
291075,2017,41,191
291075,2018,54,218
291075,2019,34,182
291077,2012,16,52
291077,2013,8,36
291077,2014,14,48
291077,2015,10,48
291077,2016,10,51
291077,2017,7,36
291077,2018,6,32
291077,2019,5,46
291080,2012,2057,9561
291080,2013,1956,9278
291080,2014,2092,9671
291080,2015,2119,10350
291080,2016,2084,10222
291080,2017,1931,10294
291080,2018,1812,10315
291080,2019,1591,9816
291085,2012,77,261
291085,2013,80,281
291085,2014,59,261
291085,2015,62,248
291085,2016,77,251
291085,2017,70,257
291085,2018,71,275
291085,2019,61,253
291090,2012,24,86
291090,2013,20,66
291090,2014,13,53
291090,2015,26,79
291090,2016,21,62
291090,2017,10,44
291090,2018,11,50
291090,2019,13,48
291100,2012,44,120
291100,2013,55,135
291100,2014,40,121
291100,2015,37,103
291100,2016,37,130
291100,2017,36,108
291100,2018,17,74
291100,2019,32,99
291110,2012,139,401
291110,2013,144,405
291110,2014,122,390
291110,2015,101,336
291110,2016,143,459
291110,2017,119,395
291110,2018,115,448
291110,2019,136,448
291120,2012,177,508
291120,2013,163,522
291120,2014,129,445
291120,2015,139,416
291120,2016,155,450
291120,2017,135,455
291120,2018,147,471
291120,2019,131,446
291125,2012,16,55
291125,2013,16,49
291125,2014,11,45
