CODMUNRES,ano_nasc,Qtd_Menor20,Qtd_Total
330530,2016,27,101
330530,2017,22,95
330530,2018,21,106
330530,2019,19,99
330540,2012,40,216
330540,2013,45,185
330540,2014,38,181
330540,2015,56,191
330540,2016,47,192
330540,2017,40,192
330540,2018,54,213
330540,2019,42,187
330550,2012,267,989
330550,2013,239,915
330550,2014,271,1006
330550,2015,304,1233
330550,2016,282,1258
330550,2017,286,1207
330550,2018,249,1259
330550,2019,233,1252
330555,2012,266,1006
330555,2013,246,1026
330555,2014,315,1145
330555,2015,298,1149
330555,2016,284,1122
330555,2017,272,1066
330555,2018,258,1179
330555,2019,223,1135
330560,2012,87,290
330560,2013,85,297
330560,2014,92,314
330560,2015,80,299
330560,2016,65,272
330560,2017,76,286
330560,2018,73,307
330560,2019,58,271
330570,2012,57,217
330570,2013,57,196
330570,2014,56,212
330570,2015,40,216
330570,2016,37,195
330570,2017,56,228
330570,2018,53,226
330570,2019,53,247
330575,2012,107,419
330575,2013,140,495
330575,2014,122,477
330575,2015,141,504
330575,2016,129,455
330575,2017,117,461
330575,2018,123,478
330575,2019,96,448
330580,2012,555,2236
330580,2013,554,2357
330580,2014,515,2291
330580,2015,535,2359
330580,2016,449,2198
330580,2017,447,2300
330580,2018,408,2281
330580,2019,331,2168
330590,2012,16,80
330590,2013,9,87
330590,2014,29,114
330590,2015,22,123
330590,2016,26,106
330590,2017,25,114
330590,2018,23,120
330590,2019,17,107
330600,2012,273,1142
330600,2013,253,1095
330600,2014,302,1235
330600,2015,287,1221
330600,2016,290,1108
330600,2017,253,1194
330600,2018,262,1188
330600,2019,195,1051
330610,2012,189,847
330610,2013,225,878
330610,2014,210,873
330610,2015,210,894
330610,2016,194,793
330610,2017,194,822
330610,2018,198,896
330610,2019,169,836
330615,2012,30,153
330615,2013,47,171
330615,2014,37,127
330615,2015,29,143
330615,2016,30,165
330615,2017,41,156
330615,2018,25,167
330615,2019,31,152
330620,2012,117,441
330620,2013,106,452
330620,2014,145,573
330620,2015,123,513
330620,2016,132,504
330620,2017,115,489
330620,2018,132,534
330620,2019,87,492
330630,2012,617,3315
330630,2013,647,3390
330630,2014,602,3270
330630,2015,612,3439
330630,2016,587,3364
330630,2017,517,3272
330630,2018,506,3376
330630,2019,402,3096
350000,2012,2,12
350000,2013,4,15
350000,2014,1,15
350000,2015,1,9
350000,2016,0,16
350000,2017,0,5
350000,2018,0,4
350000,2019,2,8
350010,2012,69,358
350010,2013,59,353
350010,2014,60,381
350010,2015,60,357
350010,2016,56,370
350010,2017,67,344
350010,2018,58,366
350010,2019,48,393
350020,2012,8,47
350020,2013,11,43
350020,2014,17,56
350020,2015,10,52
350020,2016,7,45
350020,2017,10,38
350020,2018,8,46
350020,2019,5,41
350030,2012,116,467
350030,2013,120,414
350030,2014,95,393
350030,2015,87,413
350030,2016,77,390
350030,2017,82,436
350030,2018,100,451
350030,2019,80,420
350040,2012,12,67
350040,2013,15,69
350040,2014,15,90
350040,2015,13,81
350040,2016,8,85
350040,2017,8,79
350040,2018,9,85
350040,2019,8,52
350050,2012,52,255
350050,2013,52,237
350050,2014,44,222
350050,2015,40,217
350050,2016,28,217
350050,2017,37,239
350050,2018,33,198
350050,2019,41,258
350055,2012,14,85
350055,2013,18,65
350055,2014,17,76
350055,2015,17,86
350055,2016,19,86
350055,2017,11,71
350055,2018,13,65
350055,2019,8,68
350060,2012,2,18
350060,2013,1,33
350060,2014,4,26
350060,2015,2,26
350060,2016,1,29
350060,2017,5,37
350060,2018,3,26
350060,2019,0,19
350070,2012,108,493
350070,2013,131,540
350070,2014,148,515
350070,2015,103,488
350070,2016,105,512
350070,2017,108,577
350070,2018,114,543
350070,2019,82,530
350075,2012,10,58
350075,2013,25,68
350075,2014,18,58
350075,2015,10,63
350075,2016,13,80
350075,2017,9,70
350075,2018,17,69
350075,2019,12,80
350080,2012,8,47
350080,2013,8,46
350080,2014,7,41
350080,2015,14,46
350080,2016,11,42
350080,2017,6,48
350080,2018,6,60
350080,2019,9,44
350090,2012,14,46
350090,2013,10,44
350090,2014,13,46
350090,2015,13,41
350090,2016,16,53
350090,2017,11,49
350090,2018,11,40
350090,2019,9,45
350100,2012,45,164
350100,2013,46,194
350100,2014,33,181
350100,2015,41,198
350100,2016,31,180
350100,2017,32,183
350100,2018,36,187
350100,2019,36,197
350110,2012,7,44
350110,2013,10,47
350110,2014,12,53
350110,2015,7,30
350110,2016,12,38
350110,2017,9,49
350110,2018,4,33
350110,2019,1,34
350115,2012,52,236
350115,2013,55,262
350115,2014,52,236
350115,2015,51,229
350115,2016,60,266
350115,2017,58,246
350115,2018,38,211
350115,2019,41,243
350120,2012,6,41
350120,2013,13,33
350120,2014,6,38
350120,2015,4,29
350120,2016,6,37
350120,2017,7,30
350120,2018,4,28
350120,2019,6,32
350130,2012,115,444
350130,2013,99,400
350130,2014,91,333
350130,2015,81,359
350130,2016,65,339
350130,2017,51,331
350130,2018,53,334
350130,2019,54,326
350140,2012,13,50
350140,2013,12,49
350140,2014,16,43
350140,2015,12,57
350140,2016,9,46
350140,2017,5,40
350140,2018,10,42
350140,2019,12,52
350150,2012,13,37
350150,2013,12,47
350150,2014,6,46
350150,2015,11,45
350150,2016,10,42
350150,2017,12,42
350150,2018,11,53
350150,2019,13,44
350160,2012,380,2762
350160,2013,368,2657
350160,2014,326,2687
350160,2015,348,2868
350160,2016,262,2495
350160,2017,237,2678
350160,2018,250,2680
350160,2019,260,2642
350170,2012,118,566
350170,2013,128,541
350170,2014,126,559
350170,2015,100,537
350170,2016,76,463
350170,2017,117,500
350170,2018,79,447
350170,2019,83,459
350180,2012,13,69
350180,2013,8,51
350180,2014,14,69
350180,2015,7,58
350180,2016,8,39
350180,2017,5,47
350180,2018,12,62
350180,2019,7,58
350190,2012,167,806
350190,2013,165,850
350190,2014,160,874
350190,2015,143,909
350190,2016,148,815
350190,2017,123,885
350190,2018,123,854
350190,2019,106,834
350200,2012,9,44
350200,2013,10,35
350200,2014,9,50
350200,2015,14,52
350200,2016,14,55
350200,2017,9,47
350200,2018,5,47
350200,2019,8,39
350210,2012,144,728
350210,2013,179,716
350210,2014,154,727
350210,2015,134,753
350210,2016,138,690
350210,2017,106,674
350210,2018,128,739
350210,2019,92,667
350220,2012,81,306
350220,2013,85,306
350220,2014,86,333
350220,2015,83,341
350220,2016,78,349
350220,2017,71,317
350220,2018,76,337
350220,2019,69,307
350230,2012,22,93
350230,2013,25,81
350230,2014,26,90
350230,2015,18,71
350230,2016,25,82
350230,2017,23,76
350230,2018,24,92
350230,2019,20,82
350240,2012,20,60
350240,2013,14,50
350240,2014,3,38
350240,2015,10,48
350240,2016,10,60
350240,2017,13,57
350240,2018,7,55
350240,2019,6,51
350250,2012,99,481
350250,2013,100,510
350250,2014,118,520
350250,2015,102,475
350250,2016,84,505
350250,2017,78,480
350250,2018,75,418
350250,2019,69,417
350260,2012,8,36
350260,2013,12,46
350260,2014,6,38
350260,2015,14,51
350260,2016,6,47
350260,2017,11,43
350260,2018,12,48
350260,2019,6,40
350270,2012,93,378
350270,2013,90,352
350270,2014,99,386
350270,2015,118,393
350270,2016,76,342
350270,2017,87,360
350270,2018,81,345
350270,2019,76,333
350275,2012,72,282
350275,2013,80,301
350275,2014,67,324
350275,2015,65,305
350275,2016,79,303
350275,2017,60,333
350275,2018,68,372
350275,2019,78,385
350280,2012,447,2303
350280,2013,413,2288
350280,2014,446,2496
350280,2015,442,2471
350280,2016,382,2241
350280,2017,418,2451
350280,2018,335,2426
350280,2019,336,2394
350290,2012,67,374
350290,2013,77,406
350290,2014,69,361
350290,2015,70,454
350290,2016,97,442
350290,2017,62,415
350290,2018,65,360
350290,2019,44,371
350300,2012,14,47
350300,2013,13,56
350300,2014,12,77
350300,2015,18,69
350300,2016,11,58
350300,2017,19,83
350300,2018,17,72
350300,2019,10,64
350310,2012,17,73
350310,2013,25,72
350310,2014,20,73
350310,2015,16,75
350310,2016,14,72
350310,2017,25,97
350310,2018,24,84
350310,2019,20,90
350315,2012,6,24
350315,2013,5,17
350315,2014,5,20
350315,2015,5,14
350315,2016,4,16
350315,2017,2,14
350315,2018,2,16
350315,2019,2,12
350320,2012,460,2740
350320,2013,423,2702
350320,2014,446,2926
350320,2015,441,2956
350320,2016,388,2743
350320,2017,363,2773
350320,2018,345,2803
350320,2019,315,2598
350330,2012,264,1558
350330,2013,317,1507
350330,2014,284,1626
350330,2015,283,1603
350330,2016,236,1517
350330,2017,248,1486
350330,2018,231,1579
350330,2019,200,1554
350335,2012,7,30
350335,2013,5,19
350335,2014,8,29
350335,2015,11,30
350335,2016,5,21
350335,2017,2,16
350335,2018,6,19
350335,2019,1,19
350340,2012,12,69
350340,2013,12,69
350340,2014,20,82
350340,2015,17,78
350340,2016,21,95
350340,2017,14,67
350340,2018,23,64
350340,2019,15,77
350350,2012,21,51
350350,2013,8,40
350350,2014,11,35
350350,2015,11,50
350350,2016,9,43
350350,2017,14,47
350350,2018,12,46
350350,2019,8,39
350360,2012,33,114
350360,2013,38,137
350360,2014,39,155
350360,2015,41,148
350360,2016,37,129
350360,2017,26,131
350360,2018,29,144
350360,2019,28,120
350370,2012,22,107
350370,2013,35,124
350370,2014,30,96
350370,2015,24,103
350370,2016,17,80
350370,2017,13,70
350370,2018,9,88
350370,2019,21,86
350380,2012,122,642
350380,2013,118,597
350380,2014,119,574
350380,2015,116,624
350380,2016,147,664
350380,2017,124,679
350380,2018,109,663
350380,2019,105,606
350390,2012,297,1355
350390,2013,265,1315
350390,2014,295,1349
350390,2015,263,1477
350390,2016,276,1446
350390,2017,265,1409
350390,2018,236,1405
350390,2019,202,1389
350395,2012,3,15
350395,2013,3,14
350395,2014,6,23
350395,2015,2,24
350395,2016,6,26
350395,2017,5,21
350395,2018,5,20
350395,2019,3,21
350400,2012,242,1219
350400,2013,239,1258
350400,2014,253,1333
350400,2015,243,1314
350400,2016,206,1230
350400,2017,211,1301
350400,2018,225,1230
350400,2019,160,1203
350410,2012,393,2007
350410,2013,400,2040
350410,2014,369,1971
350410,2015,407,2090
350410,2016,346,2061
350410,2017,347,2078
350410,2018,357,2126
350410,2019,296,2089
350420,2012,36,176
350420,2013,23,144
350420,2014,54,186
350420,2015,41,176
350420,2016,18,147
350420,2017,33,171
350420,2018,26,140
350420,2019,18,153
350430,2012,24,73
350430,2013,26,79
350430,2014,24,71
350430,2015,21,70
350430,2016,16,63
350430,2017,14,60
350430,2018,11,58
350430,2019,9,58
350440,2012,46,140
350440,2013,35,155
350440,2014,39,135
350440,2015,43,153
350440,2016,36,151
350440,2017,36,157
350440,2018,32,147
350440,2019,26,127
350450,2012,296,1257
350450,2013,298,1272
350450,2014,289,1372
350450,2015,295,1374
350450,2016,275,1298
350450,2017,248,1306
350450,2018,235,1371
350450,2019,196,1185
350460,2012,47,199
350460,2013,38,217
350460,2014,38,225
350460,2015,47,240
350460,2016,33,215
350460,2017,35,238
350460,2018,34,277
350460,2019,34,307
350470,2012,3,14
350470,2013,6,18
350470,2014,2,12
350470,2015,3,15
350470,2016,2,16
350470,2017,4,15
350470,2018,2,15
350470,2019,1,8
350480,2012,12,102
350480,2013,17,91
350480,2014,10,69
350480,2015,16,95
350480,2016,11,67
350480,2017,14,85
350480,2018,13,82
350480,2019,14,93
350490,2012,16,85
350490,2013,27,92
350490,2014,14,82
350490,2015,23,90
350490,2016,19,90
350490,2017,17,94
350490,2018,13,82
350490,2019,17,88
350500,2012,16,36
350500,2013,14,42
350500,2014,12,52
350500,2015,12,44
350500,2016,18,54
350500,2017,22,57
350500,2018,15,43
350500,2019,6,30
350510,2012,25,85
350510,2013,36,84
350510,2014,26,88
350510,2015,33,100
350510,2016,27,88
350510,2017,28,93
350510,2018,23,97
350510,2019,19,83
350520,2012,92,411
350520,2013,94,423
350520,2014,88,396
350520,2015,82,407
350520,2016,81,402
350520,2017,81,401
350520,2018,78,412
350520,2019,72,403
350530,2012,60,409
350530,2013,50,360
350530,2014,50,326
350530,2015,41,334
350530,2016,54,315
350530,2017,40,298
350530,2018,41,350
350530,2019,30,311
350535,2012,22,68
350535,2013,16,79
350535,2014,29,70
350535,2015,17,72
350535,2016,15,67
350535,2017,25,88
350535,2018,30,84
350535,2019,20,74
350540,2012,37,94
350540,2013,29,92
350540,2014,16,63
350540,2015,16,83
350540,2016,27,91
350540,2017,18,76
350540,2018,24,83
350540,2019,23,88
350550,2012,312,1486
350550,2013,328,1493
350550,2014,284,1549
350550,2015,322,1623
350550,2016,256,1391
350550,2017,278,1579
350550,2018,229,1526
350550,2019,201,1435
350560,2012,118,475
350560,2013,100,437
350560,2014,105,476
350560,2015,111,498
350560,2016,142,472
350560,2017,88,470
350560,2018,73,491
350560,2019,78,428
350570,2012,1126,5682
350570,2013,1077,5788
350570,2014,1022,5547
350570,2015,964,5666
350570,2016,850,5446
350570,2017,826,5666
350570,2018,777,5779
350570,2019,740,5729
350580,2012,69,283
350580,2013,55,272
350580,2014,63,266
350580,2015,74,327
350580,2016,69,280
350580,2017,64,290
350580,2018,56,294
350580,2019,58,298
350590,2012,162,767
350590,2013,145,659
350590,2014,159,698
350590,2015,161,753
350590,2016,144,677
350590,2017,136,746
350590,2018,113,742
350590,2019,98,746
350600,2012,921,4763
350600,2013,911,4821
350600,2014,958,4947
350600,2015,918,5035
350600,2016,764,4677
350600,2017,752,4699
350600,2018,740,4634
350600,2019,667,4582
350610,2012,166,926
350610,2013,166,837
350610,2014,185,928
350610,2015,161,948
350610,2016,174,912
350610,2017,144,1012
350610,2018,138,930
350610,2019,125,918
350620,2012,15,45
350620,2013,5,36
350620,2014,6,38
350620,2015,11,37
350620,2016,7,34
350620,2017,9,26
350620,2018,8,26
350620,2019,6,34
350630,2012,22,121
350630,2013,36,123
350630,2014,26,123
350630,2015,34,148
350630,2016,27,126
350630,2017,25,148
350630,2018,30,134
350630,2019,26,150
350635,2012,237,956
350635,2013,234,896
350635,2014,240,961
350635,2015,221,981
350635,2016,211,1025
350635,2017,231,1045
350635,2018,202,1045
350635,2019,201,963
350640,2012,14,79
350640,2013,9,73
350640,2014,30,96
350640,2015,19,105
350640,2016,14,72
350640,2017,14,75
350640,2018,9,69
350640,2019,18,83
350650,2012,249,1437
350650,2013,265,1451
350650,2014,260,1529
350650,2015,242,1540
350650,2016,219,1363
350650,2017,225,1500
350650,2018,187,1512
350650,2019,207,1402
350660,2012,98,386
350660,2013,91,364
350660,2014,112,403
350660,2015,83,343
350660,2016,97,396
350660,2017,105,394
350660,2018,88,372
350660,2019,97,406
350670,2012,63,197
350670,2013,51,193
350670,2014,59,215
350670,2015,49,174
350670,2016,41,154
350670,2017,47,170
350670,2018,32,169
350670,2019,36,169
350680,2012,47,158
350680,2013,44,160
350680,2014,41,166
350680,2015,27,141
350680,2016,26,142
350680,2017,28,125
350680,2018,28,153
350680,2019,29,127
350690,2012,34,124
350690,2013,35,125
350690,2014,29,114
350690,2015,42,135
350690,2016,31,124
350690,2017,37,130
350690,2018,37,147
350690,2019,27,121
350700,2012,174,796
350700,2013,173,804
350700,2014,174,863
350700,2015,177,848
350700,2016,174,804
350700,2017,135,811
350700,2018,120,857
350700,2019,116,756
350710,2012,49,285
350710,2013,76,299
350710,2014,66,303
350710,2015,55,326
350710,2016,61,327
350710,2017,62,329
350710,2018,51,319
350710,2019,45,322
350715,2012,22,59
350715,2013,26,70
350715,2014,22,78
350715,2015,22,81
350715,2016,22,70
350715,2017,11,66
350715,2018,14,57
350715,2019,12,66
350720,2012,5,17
350720,2013,1,5
350720,2014,2,16
350720,2015,3,11
350720,2016,0,9
350720,2017,0,12
350720,2018,0,16
350720,2019,2,12
350730,2012,24,74
350730,2013,13,62
350730,2014,13,52
350730,2015,11,58
350730,2016,9,55
350730,2017,14,65
350730,2018,10,56
350730,2019,15,65
350740,2012,32,164
350740,2013,36,144
350740,2014,29,168
350740,2015,21,141
350740,2016,18,151
350740,2017,33,163
350740,2018,19,141
350740,2019,20,139
350745,2012,10,31
350745,2013,5,30
350745,2014,12,42
350745,2015,16,45
350745,2016,4,30
350745,2017,11,43
350745,2018,7,28
350745,2019,3,22
350750,2012,331,1690
350750,2013,327,1655
350750,2014,370,1877
350750,2015,387,1901
350750,2016,337,1724
350750,2017,277,1715
350750,2018,287,1818
350750,2019,258,1722
350760,2012,417,2119
350760,2013,398,2047
350760,2014,424,2214
350760,2015,384,2258
350760,2016,351,2173
350760,2017,324,2224
350760,2018,300,2271
350760,2019,310,2116
350770,2012,11,65
350770,2013,17,64
350770,2014,23,74
350770,2015,22,66
350770,2016,16,64
350770,2017,11,75
350770,2018,21,77
350770,2019,8,65
350775,2012,14,38
350775,2013,7,27
350775,2014,7,24
350775,2015,10,37
350775,2016,7,31
350775,2017,5,35
350775,2018,6,23
350775,2019,3,27
350780,2012,75,294
350780,2013,64,287
350780,2014,70,308
350780,2015,63,285
350780,2016,67,287
350780,2017,48,330
350780,2018,58,335
350780,2019,49,311
350790,2012,86,307
350790,2013,74,293
350790,2014,76,283
350790,2015,59,330
350790,2016,56,293
350790,2017,59,273
350790,2018,62,334
350790,2019,53,300
350800,2012,111,333
350800,2013,91,298
350800,2014,95,299
350800,2015,99,324
350800,2016,93,307
350800,2017,77,304
350800,2018,94,340
350800,2019,81,301
350810,2012,55,229
350810,2013,56,220
350810,2014,43,217
350810,2015,41,217
350810,2016,37,179
350810,2017,44,179
350810,2018,35,206
350810,2019,39,202
350820,2012,2,38
350820,2013,10,48
350820,2014,10,47
350820,2015,9,54
350820,2016,14,53
350820,2017,7,41
350820,2018,4,44
350820,2019,8,48
350830,2012,28,75
350830,2013,19,66
350830,2014,19,62
350830,2015,11,52
350830,2016,18,54
350830,2017,11,59
350830,2018,12,60
350830,2019,10,56
350840,2012,161,734
350840,2013,164,669
350840,2014,155,731
350840,2015,189,817
350840,2016,159,791
350840,2017,153,782
350840,2018,150,764
350840,2019,119,714
350850,2012,287,1316
350850,2013,259,1268
350850,2014,268,1302
350850,2015,271,1330
350850,2016,202,1194
350850,2017,224,1263
350850,2018,223,1306
350850,2019,194,1242
350860,2012,86,420
350860,2013,75,415
350860,2014,62,357
350860,2015,60,388
350860,2016,88,402
350860,2017,73,404
350860,2018,59,424
350860,2019,58,387
350870,2012,45,190
350870,2013,44,176
350870,2014,33,181
350870,2015,44,199
350870,2016,44,192
350870,2017,41,212
350870,2018,45,219
350870,2019,39,201
350880,2012,55,254
350880,2013,72,245
350880,2014,45,207
350880,2015,68,235
350880,2016,48,225
350880,2017,61,229
350880,2018,50,233
350880,2019,49,245
350890,2012,12,44
350890,2013,10,47
350890,2014,10,48
350890,2015,7,35
350890,2016,2,28
350890,2017,11,41
350890,2018,5,42
350890,2019,7,38
350900,2012,234,1310
350900,2013,252,1351
350900,2014,266,1398
350900,2015,269,1426
350900,2016,278,1414
350900,2017,240,1458
350900,2018,220,1424
350900,2019,227,1367
350910,2012,12,38
350910,2013,11,40
350910,2014,9,43
350910,2015,9,38
350910,2016,7,49
350910,2017,7,47
350910,2018,15,48
350910,2019,11,43
350920,2012,249,1150
350920,2013,208,1102
350920,2014,240,1208
350920,2015,213,1304
350920,2016,201,1302
350920,2017,220,1331
350920,2018,203,1246
350920,2019,187,1332
350925,2012,134,493
350925,2013,128,457
350925,2014,137,506
350925,2015,137,470
350925,2016,126,480
350925,2017,125,497
350925,2018,132,466
350925,2019,99,431
350930,2012,28,116
350930,2013,30,108
350930,2014,26,114
350930,2015,45,137
350930,2016,17,92
350930,2017,22,96
350930,2018,19,92
350930,2019,29,114
350940,2012,102,369
350940,2013,92,362
350940,2014,114,371
350940,2015,103,380
350940,2016,92,361
350940,2017,74,341
350940,2018,63,357
350940,2019,79,324
350945,2012,21,76
350945,2013,23,71
350945,2014,19,71
350945,2015,25,75
350945,2016,14,80
350945,2017,19,75
350945,2018,20,95
350945,2019,7,66
350950,2012,2600,15128
350950,2013,2537,15346
350950,2014,2802,15997
350950,2015,2678,16196
350950,2016,2406,15159
350950,2017,2129,15433
350950,2018,1948,15060
350950,2019,1767,14583
350960,2012,247,1252
350960,2013,267,1185
350960,2014,250,1212
350960,2015,237,1224
350960,2016,201,1095
350960,2017,198,1057
350960,2018,144,1018
350960,2019,134,943
350970,2012,149,725
350970,2013,169,725
350970,2014,167,725
350970,2015,151,758
350970,2016,166,762
350970,2017,148,767
350970,2018,157,762
350970,2019,129,724
350980,2012,19,53
350980,2013,13,73
350980,2014,12,59
350980,2015,18,55
350980,2016,15,53
350980,2017,20,77
350980,2018,17,59
350980,2019,18,64
350990,2012,48,168
350990,2013,43,170
350990,2014,44,183
350990,2015,59,212
350990,2016,38,170
350990,2017,31,190
350990,2018,43,182
350990,2019,39,174
350995,2012,16,59
350995,2013,23,85
350995,2014,20,87
350995,2015,23,81
350995,2016,23,78
350995,2017,21,85
350995,2018,17,83
350995,2019,15,72
351000,2012,107,341
351000,2013,89,322
351000,2014,64,297
351000,2015,89,334
351000,2016,65,303
351000,2017,62,337
351000,2018,71,322
351000,2019,69,338
351010,2012,3,16
351010,2013,5,31
351010,2014,2,19
351010,2015,2,21
351010,2016,0,20
351010,2017,3,15
351010,2018,4,29
351010,2019,4,30
351015,2012,22,57
351015,2013,22,66
351015,2014,17,62
351015,2015,19,65
351015,2016,22,64
351015,2017,14,70
351015,2018,22,67
351015,2019,16,73
351020,2012,179,679
351020,2013,190,728
351020,2014,182,712
351020,2015,165,662
351020,2016,130,654
351020,2017,134,669
351020,2018,130,659
351020,2019,95,638
351030,2012,66,259
351030,2013,72,231
351030,2014,61,263
351030,2015,81,258
351030,2016,64,281
351030,2017,76,285
351030,2018,64,308
351030,2019,57,243
351040,2012,162,752
351040,2013,160,685
351040,2014,169,711
351040,2015,149,713
351040,2016,142,692
351040,2017,129,682
351040,2018,109,683
351040,2019,103,684
351050,2012,357,1579
351050,2013,332,1543
351050,2014,347,1615
351050,2015,376,1770
351050,2016,339,1719
351050,2017,336,1757
351050,2018,328,1840
351050,2019,293,1714
351060,2012,1420,6960
351060,2013,1478,6937
351060,2014,1509,7096
351060,2015,1507,7252
351060,2016,1415,7061
351060,2017,1239,6966
351060,2018,1257,6998
351060,2019,1055,6561
351070,2012,33,133
351070,2013,28,141
351070,2014,31,123
351070,2015,28,118
351070,2016,23,140
351070,2017,27,118
351070,2018,18,113
351070,2019,23,103
351080,2012,65,347
351080,2013,73,300
351080,2014,52,296
351080,2015,54,323
351080,2016,59,292
351080,2017,52,316
351080,2018,58,312
351080,2019,50,296
351090,2012,10,27
351090,2013,4,19
351090,2014,3,23
351090,2015,5,24
351090,2016,6,26
351090,2017,4,29
351090,2018,3,24
351090,2019,3,21
351100,2012,70,245
351100,2013,78,276
351100,2014,70,267
351100,2015,64,239
351100,2016,54,257
351100,2017,69,246
351100,2018,39,223
351100,2019,53,257
351110,2012,268,1494
351110,2013,250,1351
351110,2014,257,1440
351110,2015,258,1417
351110,2016,223,1353
351110,2017,193,1352
351110,2018,199,1347
351110,2019,175,1329
351120,2012,17,94
351120,2013,23,89
351120,2014,18,95
351120,2015,17,95
351120,2016,14,90
351120,2017,16,93
351120,2018,6,75
351120,2019,8,64
351130,2012,10,82
351130,2013,12,82
351130,2014,12,82
351130,2015,19,115
351130,2016,25,99
351130,2017,17,102
351130,2018,15,115
351130,2019,18,118
351140,2012,66,248
351140,2013,65,240
351140,2014,52,233
351140,2015,50,261
351140,2016,69,256
351140,2017,58,244
351140,2018,58,263
351140,2019,50,267
351150,2012,96,526
351150,2013,101,514
351150,2014,84,553
351150,2015,83,560
351150,2016,76,545
351150,2017,68,503
351150,2018,62,506
351150,2019,54,508
351160,2012,39,222
351160,2013,57,228
351160,2014,63,250
351160,2015,63,243
351160,2016,50,252
351160,2017,49,282
351160,2018,54,247
351160,2019,48,233
351170,2012,41,197
351170,2013,42,194
351170,2014,49,208
351170,2015,49,228
351170,2016,36,196
351170,2017,36,206
351170,2018,38,225
351170,2019,27,175
351190,2012,30,127
351190,2013,34,115
351190,2014,28,107
351190,2015,23,117
351190,2016,26,90
351190,2017,21,107
351190,2018,21,116
351190,2019,22,98
351200,2012,57,236
351200,2013,62,242
351200,2014,64,245
351200,2015,61,261
351200,2016,51,224
351200,2017,57,247
351200,2018,45,229
351200,2019,40,201
351210,2012,27,91
351210,2013,34,112
351210,2014,36,115
351210,2015,31,106
351210,2016,25,93
351210,2017,18,85
351210,2018,17,102
351210,2019,21,90
351220,2012,107,384
351220,2013,101,408
351220,2014,117,404
351220,2015,103,398
351220,2016,119,397
351220,2017,98,410
351220,2018,99,486
351220,2019,97,447
351230,2012,48,215
351230,2013,47,212
351230,2014,46,219
351230,2015,59,207
351230,2016,47,203
351230,2017,52,208
351230,2018,44,216
351230,2019,35,209
351240,2012,62,273
351240,2013,77,306
351240,2014,69,299
351240,2015,47,293
351240,2016,62,317
351240,2017,56,282
351240,2018,41,288
351240,2019,41,290
351250,2012,15,69
351250,2013,19,78
351250,2014,20,66
351250,2015,19,65
351250,2016,18,71
351250,2017,18,72
351250,2018,8,58
351250,2019,7,54
351260,2012,12,57
351260,2013,12,46
351260,2014,15,48
351260,2015,9,49
351260,2016,14,54
351260,2017,17,51
351260,2018,6,41
351260,2019,13,52
351270,2012,11,51
351270,2013,11,67
351270,2014,11,53
351270,2015,14,52
351270,2016,12,47
351270,2017,10,54
351270,2018,12,45
351270,2019,6,58
351280,2012,157,829
351280,2013,176,888
351280,2014,160,832
351280,2015,153,774
351280,2016,125,686
351280,2017,123,739
351280,2018,114,756
351280,2019,81,653
351290,2012,14,74
351290,2013,17,69
351290,2014,19,75
351290,2015,22,88
351290,2016,14,60
351290,2017,17,68
351290,2018,22,92
351290,2019,17,94
351300,2012,702,3934
351300,2013,770,4069
351300,2014,761,4259
351300,2015,785,4450
351300,2016,736,4260
351300,2017,693,4311
351300,2018,633,4214
351300,2019,584,4189
351310,2012,78,415
351310,2013,82,433
351310,2014,79,409
351310,2015,84,449
351310,2016,72,416
351310,2017,77,402
351310,2018,59,414
351310,2019,46,400
351320,2012,17,90
351320,2013,28,122
351320,2014,22,101
351320,2015,25,119
351320,2016,14,105
351320,2017,17,121
351320,2018,22,104
351320,2019,20,115
351330,2012,2,23
351330,2013,6,23
351330,2014,3,15
351330,2015,1,23
351330,2016,3,26
351330,2017,2,28
351330,2018,5,26
351330,2019,0,14
351340,2012,193,1093
351340,2013,187,1018
351340,2014,252,1072
351340,2015,221,1040
351340,2016,169,946
351340,2017,174,925
351340,2018,169,924
351340,2019,149,885
351350,2012,421,1985
351350,2013,421,1890
351350,2014,410,1897
351350,2015,397,1914
351350,2016,340,1681
351350,2017,271,1620
351350,2018,287,1624
351350,2019,238,1489
351360,2012,70,265
351360,2013,57,231
351360,2014,54,227
351360,2015,62,221
351360,2016,66,227
351360,2017,42,241
351360,2018,53,249
351360,2019,48,262
351370,2012,80,393
351370,2013,85,405
351370,2014,67,368
351370,2015,79,381
351370,2016,48,333
351370,2017,65,359
351370,2018,56,366
351370,2019,52,341
351380,2012,1315,6455
351380,2013,1208,6321
351380,2014,1268,6392
351380,2015,1171,6292
351380,2016,1137,6040
351380,2017,999,5880
351380,2018,853,5584
351380,2019,791,5412
351385,2012,5,13
351385,2013,7,36
351385,2014,3,16
351385,2015,1,13
351385,2016,0,18
351385,2017,0,13
351385,2018,2,13
351385,2019,1,15
351390,2012,26,141
351390,2013,31,144
351390,2014,22,121
351390,2015,23,127
351390,2016,17,127
351390,2017,28,116
351390,2018,22,129
351390,2019,19,139
351400,2012,20,111
351400,2013,26,123
351400,2014,35,128
351400,2015,36,121
351400,2016,23,97
351400,2017,24,120
351400,2018,19,99
351400,2019,10,99
351410,2012,94,370
351410,2013,100,344
351410,2014,88,368
351410,2015,103,350
351410,2016,92,354
