CODMUNRES,ano_nasc,Qtd_Gravidez,Qtd_Total
351250,2013,0,78
351250,2014,0,66
351250,2015,2,65
351250,2016,2,71
351250,2017,4,72
351250,2018,4,58
351250,2019,0,54
351260,2012,0,57
351260,2013,0,46
351260,2014,2,48
351260,2015,0,49
351260,2016,0,54
351260,2017,0,51
351260,2018,2,41
351260,2019,0,52
351270,2012,0,51
351270,2013,0,67
351270,2014,0,53
351270,2015,2,52
351270,2016,0,47
351270,2017,3,54
351270,2018,2,45
351270,2019,7,58
351280,2012,16,829
351280,2013,21,888
351280,2014,30,832
351280,2015,13,774
351280,2016,12,686
351280,2017,16,739
351280,2018,10,756
351280,2019,19,653
351290,2012,2,74
351290,2013,2,69
351290,2014,2,75
351290,2015,4,88
351290,2016,1,60
351290,2017,3,68
351290,2018,0,92
351290,2019,2,94
351300,2012,90,3934
351300,2013,103,4069
351300,2014,114,4259
351300,2015,119,4450
351300,2016,106,4260
351300,2017,93,4311
351300,2018,123,4214
351300,2019,111,4189
351310,2012,2,415
351310,2013,6,433
351310,2014,6,409
351310,2015,14,449
351310,2016,8,416
351310,2017,10,402
351310,2018,13,414
351310,2019,2,400
351320,2012,4,90
351320,2013,2,122
351320,2014,2,101
351320,2015,2,119
351320,2016,0,105
351320,2017,2,121
351320,2018,2,104
351320,2019,2,115
351330,2012,0,23
351330,2013,0,23
351330,2014,0,15
351330,2015,0,23
351330,2016,0,26
351330,2017,0,28
351330,2018,0,26
351330,2019,0,14
351340,2012,22,1093
351340,2013,25,1018
351340,2014,10,1072
351340,2015,24,1040
351340,2016,16,946
351340,2017,10,925
351340,2018,27,924
351340,2019,24,885
351350,2012,41,1985
351350,2013,44,1890
351350,2014,41,1897
351350,2015,40,1914
351350,2016,35,1681
351350,2017,27,1620
351350,2018,45,1624
351350,2019,46,1489
351360,2012,5,265
351360,2013,9,231
351360,2014,8,227
351360,2015,4,221
351360,2016,3,227
351360,2017,2,241
351360,2018,4,249
351360,2019,4,262
351370,2012,11,393
351370,2013,12,405
351370,2014,14,368
351370,2015,10,381
351370,2016,8,333
351370,2017,2,359
351370,2018,12,366
351370,2019,6,341
351380,2012,132,6455
351380,2013,134,6321
351380,2014,167,6392
351380,2015,98,6292
351380,2016,128,6040
351380,2017,120,5880
351380,2018,106,5584
351380,2019,102,5412
351385,2012,0,13
351385,2013,2,36
351385,2014,0,16
351385,2015,0,13
351385,2016,0,18
351385,2017,0,13
351385,2018,0,13
351385,2019,0,15
351390,2012,3,141
351390,2013,0,144
351390,2014,2,121
351390,2015,2,127
351390,2016,6,127
351390,2017,2,116
351390,2018,2,129
351390,2019,6,139
351400,2012,2,111
351400,2013,4,123
351400,2014,2,128
351400,2015,0,121
351400,2016,3,97
351400,2017,0,120
351400,2018,0,99
351400,2019,4,99
351410,2012,13,370
351410,2013,4,344
351410,2014,6,368
351410,2015,6,350
351410,2016,10,354
351410,2017,7,334
351410,2018,10,331
351410,2019,8,303
351420,2012,0,14
351420,2013,0,20
351420,2014,0,26
351420,2015,3,19
351420,2016,2,16
351420,2017,0,25
351420,2018,2,19
351420,2019,0,22
351430,2012,2,91
351430,2013,2,82
351430,2014,4,75
351430,2015,3,100
351430,2016,6,102
351430,2017,5,96
351430,2018,4,85
351430,2019,2,90
351440,2012,4,495
351440,2013,17,464
351440,2014,16,491
351440,2015,13,484
351440,2016,16,517
351440,2017,13,491
351440,2018,5,497
351440,2019,10,496
351450,2012,2,149
351450,2013,5,142
351450,2014,4,138
351450,2015,4,138
351450,2016,4,122
351450,2017,0,147
351450,2018,2,135
351450,2019,10,150
351460,2012,2,99
351460,2013,4,95
351460,2014,0,100
351460,2015,6,119
351460,2016,2,103
351460,2017,4,99
351460,2018,0,128
351460,2019,4,108
351470,2012,2,84
351470,2013,0,59
351470,2014,0,67
351470,2015,0,82
351470,2016,2,88
351470,2017,0,81
351470,2018,2,89
351470,2019,0,81
351480,2012,6,211
351480,2013,4,229
351480,2014,0,211
351480,2015,2,232
351480,2016,2,213
351480,2017,6,206
351480,2018,9,238
351480,2019,2,183
351490,2012,5,248
351490,2013,4,180
351490,2014,9,208
351490,2015,8,230
351490,2016,8,200
351490,2017,5,208
351490,2018,3,214
351490,2019,3,204
351492,2012,3,35
351492,2013,2,41
351492,2014,0,44
351492,2015,2,43
351492,2016,0,38
351492,2017,2,28
351492,2018,0,34
351492,2019,2,35
351495,2012,2,20
351495,2013,0,23
351495,2014,0,20
351495,2015,0,18
351495,2016,3,23
351495,2017,0,18
351495,2018,0,24
351495,2019,0,23
351500,2012,91,4568
351500,2013,111,4580
351500,2014,95,4575
351500,2015,131,4554
351500,2016,92,4240
351500,2017,84,4295
351500,2018,107,4223
351500,2019,109,4024
351510,2012,9,965
351510,2013,20,975
351510,2014,20,927
351510,2015,13,1005
351510,2016,13,972
351510,2017,25,1008
351510,2018,16,958
351510,2019,20,857
351512,2012,0,30
351512,2013,2,27
351512,2014,2,27
351512,2015,0,40
351512,2016,2,21
351512,2017,2,32
351512,2018,2,35
351512,2019,0,33
351515,2012,6,243
351515,2013,14,253
351515,2014,6,249
351515,2015,10,286
351515,2016,8,254
351515,2017,5,272
351515,2018,19,291
351515,2019,3,261
351518,2012,10,467
351518,2013,16,496
351518,2014,11,487
351518,2015,15,452
351518,2016,10,422
351518,2017,14,478
351518,2018,11,476
351518,2019,16,441
351519,2012,0,69
351519,2013,2,53
351519,2014,2,56
351519,2015,2,66
351519,2016,1,53
351519,2017,2,55
351519,2018,3,59
351519,2019,0,76
351520,2012,2,84
351520,2013,0,88
351520,2014,6,110
351520,2015,0,93
351520,2016,2,79
351520,2017,2,109
351520,2018,1,83
351520,2019,0,95
351530,2012,0,35
351530,2013,0,42
351530,2014,2,28
351530,2015,0,50
351530,2016,2,33
351530,2017,0,39
351530,2018,2,32
351530,2019,4,42
351535,2012,0,120
351535,2013,0,130
351535,2014,0,102
351535,2015,2,120
351535,2016,0,105
351535,2017,6,110
351535,2018,4,111
351535,2019,4,102
351540,2012,2,186
351540,2013,4,190
351540,2014,12,210
351540,2015,4,225
351540,2016,4,200
351540,2017,0,178
351540,2018,2,210
351540,2019,2,226
351550,2012,18,754
351550,2013,26,773
351550,2014,23,800
351550,2015,22,865
351550,2016,29,713
351550,2017,10,793
351550,2018,20,800
351550,2019,26,754
351560,2012,6,65
351560,2013,4,43
351560,2014,5,53
351560,2015,4,54
351560,2016,2,53
351560,2017,2,67
351560,2018,0,56
351560,2019,0,48
351565,2012,0,15
351565,2013,0,20
351565,2014,0,18
351565,2015,2,14
351565,2016,2,20
351565,2017,0,18
351565,2018,0,23
351565,2019,0,15
351570,2012,60,2918
351570,2013,86,2885
351570,2014,68,2772
351570,2015,61,3197
351570,2016,60,2971
351570,2017,55,2900
351570,2018,54,2846
351570,2019,48,2777
351580,2012,0,15
351580,2013,0,17
351580,2014,0,22
351580,2015,0,13
351580,2016,2,20
351580,2017,0,21
351580,2018,0,12
351580,2019,0,15
351590,2012,2,19
351590,2013,0,28
351590,2014,0,24
351590,2015,0,33
351590,2016,0,18
351590,2017,0,26
351590,2018,0,27
351590,2019,0,14
351600,2012,2,131
351600,2013,0,110
351600,2014,0,119
351600,2015,0,125
351600,2016,2,102
351600,2017,2,130
351600,2018,2,95
351600,2019,4,112
351610,2012,2,37
351610,2013,2,39
351610,2014,0,40
351610,2015,2,40
351610,2016,0,34
351610,2017,0,33
351610,2018,0,21
351610,2019,0,31
351620,2012,95,4468
351620,2013,118,4635
351620,2014,102,4830
351620,2015,136,4911
351620,2016,107,4954
351620,2017,116,5002
351620,2018,125,4976
351620,2019,135,4657
351630,2012,52,2833
351630,2013,60,2948
351630,2014,54,3067
351630,2015,69,3114
351630,2016,62,2922
351630,2017,69,2928
351630,2018,78,2880
351630,2019,58,2838
351640,2012,38,2132
351640,2013,34,2066
351640,2014,42,2243
351640,2015,40,2368
351640,2016,45,2239
351640,2017,49,2318
351640,2018,40,2204
351640,2019,66,2160
351650,2012,2,36
351650,2013,0,43
351650,2014,5,33
351650,2015,0,32
351650,2016,2,28
351650,2017,0,25
351650,2018,2,38
351650,2019,0,22
351660,2012,0,77
351660,2013,4,72
351660,2014,0,72
351660,2015,0,67
351660,2016,2,65
351660,2017,3,78
351660,2018,2,79
351660,2019,2,64
351670,2012,28,538
351670,2013,6,538
351670,2014,5,545
351670,2015,16,553
351670,2016,8,509
351670,2017,13,530
351670,2018,9,528
351670,2019,14,516
351680,2012,0,54
351680,2013,0,49
351680,2014,4,44
351680,2015,0,44
351680,2016,0,49
351680,2017,4,49
351680,2018,2,35
351680,2019,0,29
351685,2012,2,58
351685,2013,2,66
351685,2014,0,60
351685,2015,8,67
351685,2016,0,55
351685,2017,0,69
351685,2018,0,61
351685,2019,0,78
351690,2012,4,108
351690,2013,0,124
351690,2014,4,134
351690,2015,2,102
351690,2016,4,113
351690,2017,2,122
351690,2018,0,121
351690,2019,0,93
351700,2012,2,106
351700,2013,4,113
351700,2014,0,117
351700,2015,0,123
351700,2016,0,104
351700,2017,2,100
351700,2018,2,92
351700,2019,5,91
351710,2012,0,54
351710,2013,4,61
351710,2014,2,65
351710,2015,2,63
351710,2016,2,37
351710,2017,0,58
351710,2018,0,53
351710,2019,2,51
351720,2012,2,164
351720,2013,0,127
351720,2014,6,156
351720,2015,2,135
351720,2016,0,160
351720,2017,4,152
351720,2018,4,140
351720,2019,2,142
351730,2012,6,106
351730,2013,0,78
351730,2014,2,69
351730,2015,0,69
351730,2016,2,80
351730,2017,4,89
351730,2018,0,50
351730,2019,0,72
351740,2012,13,477
351740,2013,14,474
351740,2014,12,480
351740,2015,4,442
351740,2016,11,441
351740,2017,19,479
351740,2018,12,457
351740,2019,6,487
351750,2012,2,212
351750,2013,5,201
351750,2014,10,232
351750,2015,2,246
351750,2016,2,256
351750,2017,2,240
351750,2018,12,254
351750,2019,8,238
351760,2012,3,248
351760,2013,6,254
351760,2014,3,244
351760,2015,5,258
351760,2016,2,222
351760,2017,6,272
351760,2018,4,259
351760,2019,9,248
351770,2012,8,239
351770,2013,8,222
351770,2014,6,251
351770,2015,5,267
351770,2016,7,188
351770,2017,4,240
351770,2018,11,235
351770,2019,4,219
351780,2012,0,81
351780,2013,4,78
351780,2014,0,71
351780,2015,0,77
351780,2016,4,82
351780,2017,4,71
351780,2018,2,77
351780,2019,4,75
351790,2012,3,120
351790,2013,3,127
351790,2014,2,114
351790,2015,2,113
351790,2016,5,95
351790,2017,2,123
351790,2018,7,111
351790,2019,0,114
351800,2012,0,16
351800,2013,2,18
351800,2014,0,23
351800,2015,0,20
351800,2016,0,17
351800,2017,0,11
351800,2018,0,25
351800,2019,0,24
351810,2012,0,92
351810,2013,0,72
351810,2014,0,68
351810,2015,0,74
351810,2016,3,77
351810,2017,0,86
351810,2018,0,80
351810,2019,0,63
351820,2012,8,399
351820,2013,14,390
351820,2014,6,381
351820,2015,18,425
351820,2016,2,377
351820,2017,16,370
351820,2018,6,339
351820,2019,14,357
351830,2012,8,406
351830,2013,6,411
351830,2014,8,426
351830,2015,14,429
351830,2016,6,415
351830,2017,8,406
351830,2018,19,419
351830,2019,6,412
351840,2012,42,1428
351840,2013,25,1410
351840,2014,34,1530
351840,2015,35,1461
351840,2016,31,1386
351840,2017,40,1523
351840,2018,32,1481
351840,2019,45,1567
351850,2012,2,138
351850,2013,4,155
351850,2014,6,164
351850,2015,9,123
351850,2016,6,157
351850,2017,6,152
351850,2018,0,179
351850,2019,0,158
351860,2012,11,560
351860,2013,8,583
351860,2014,8,530
351860,2015,4,486
351860,2016,9,498
351860,2017,10,502
351860,2018,22,528
351860,2019,14,480
351870,2012,117,4937
351870,2013,85,4637
351870,2014,89,4674
351870,2015,118,4752
351870,2016,84,4444
351870,2017,102,4429
351870,2018,111,4497
351870,2019,93,4139
351880,2012,433,21455
351880,2013,501,21325
351880,2014,452,21775
351880,2015,574,22315
351880,2016,522,20969
351880,2017,533,21219
351880,2018,471,21112
351880,2019,530,20479
351885,2012,5,106
351885,2013,0,79
351885,2014,2,114
351885,2015,2,108
351885,2016,2,88
351885,2017,0,110
351885,2018,3,88
351885,2019,3,104
351890,2012,0,66
351890,2013,2,63
351890,2014,0,59
351890,2015,2,64
351890,2016,0,62
351890,2017,0,53
351890,2018,0,51
351890,2019,2,49
351900,2012,0,116
351900,2013,2,96
351900,2014,0,102
351900,2015,0,108
351900,2016,2,103
351900,2017,0,104
351900,2018,4,90
351900,2019,0,116
351905,2012,4,186
351905,2013,3,160
351905,2014,6,193
351905,2015,10,226
351905,2016,12,214
351905,2017,7,222
351905,2018,4,206
351905,2019,8,185
351907,2012,93,2954
351907,2013,79,2987
351907,2014,59,3025
351907,2015,96,3170
351907,2016,61,3065
351907,2017,81,3094
351907,2018,69,3054
351907,2019,77,2954
351910,2012,5,106
351910,2013,2,127
351910,2014,1,155
351910,2015,3,166
351910,2016,2,124
351910,2017,0,131
351910,2018,3,138
351910,2019,4,154
351920,2012,2,70
351920,2013,1,75
351920,2014,0,66
351920,2015,0,59
351920,2016,2,49
351920,2017,2,56
351920,2018,2,68
351920,2019,0,63
351925,2012,0,56
351925,2013,2,82
351925,2014,3,78
351925,2015,0,74
351925,2016,0,99
351925,2017,0,70
351925,2018,2,68
351925,2019,4,77
351930,2012,9,518
351930,2013,8,498
351930,2014,13,525
351930,2015,4,481
351930,2016,5,479
351930,2017,10,502
351930,2018,10,524
351930,2019,16,514
351940,2012,0,108
351940,2013,9,132
351940,2014,2,174
351940,2015,2,132
351940,2016,4,146
351940,2017,2,146
351940,2018,0,128
351940,2019,2,141
351950,2012,4,94
351950,2013,0,91
351950,2014,2,72
351950,2015,2,74
351950,2016,0,72
351950,2017,2,67
351950,2018,0,76
351950,2019,1,60
351960,2012,12,709
351960,2013,16,693
351960,2014,22,739
351960,2015,23,790
351960,2016,14,708
351960,2017,24,742
351960,2018,21,784
351960,2019,14,757
351970,2012,6,1034
351970,2013,14,1074
351970,2014,31,1086
351970,2015,11,1106
351970,2016,12,1145
351970,2017,23,1177
351970,2018,22,1045
351970,2019,14,1050
351980,2012,2,91
351980,2013,2,104
351980,2014,4,97
351980,2015,2,113
351980,2016,0,89
351980,2017,0,110
351980,2018,0,100
351980,2019,2,89
351990,2012,2,93
351990,2013,0,99
351990,2014,0,92
351990,2015,4,114
351990,2016,3,93
351990,2017,7,103
351990,2018,7,109
351990,2019,1,77
352000,2012,6,298
352000,2013,3,279
352000,2014,4,291
352000,2015,4,271
352000,2016,12,278
352000,2017,4,289
352000,2018,9,297
352000,2019,7,279
352010,2012,6,310
352010,2013,6,297
352010,2014,13,319
352010,2015,11,329
352010,2016,4,298
352010,2017,1,346
352010,2018,4,316
352010,2019,0,294
352020,2012,0,123
352020,2013,6,141
352020,2014,0,128
352020,2015,4,130
352020,2016,0,122
352020,2017,4,118
352020,2018,6,146
352020,2019,4,139
352030,2012,12,393
352030,2013,8,338
352030,2014,3,313
352030,2015,10,394
352030,2016,10,367
352030,2017,10,366
352030,2018,14,373
352030,2019,7,330
352040,2012,14,461
352040,2013,14,448
352040,2014,10,449
352040,2015,10,470
352040,2016,12,488
352040,2017,8,530
352040,2018,14,508
352040,2019,14,541
352042,2012,2,112
352042,2013,2,116
352042,2014,4,136
352042,2015,2,156
352042,2016,4,151
352042,2017,6,159
352042,2018,4,174
352042,2019,4,150
352044,2012,5,297
352044,2013,4,280
352044,2014,5,287
352044,2015,0,275
352044,2016,0,285
352044,2017,12,289
352044,2018,10,261
352044,2019,16,255
352050,2012,76,2995
352050,2013,57,2975
352050,2014,80,3118
352050,2015,101,3121
352050,2016,77,3068
352050,2017,101,3195
352050,2018,82,3357
352050,2019,97,3227
352060,2012,0,65
352060,2013,2,63
352060,2014,2,69
352060,2015,2,63
352060,2016,0,50
352060,2017,0,55
352060,2018,0,70
352060,2019,0,56
352070,2012,0,40
352070,2013,2,35
352070,2014,0,44
352070,2015,0,49
352070,2016,2,33
352070,2017,0,37
352070,2018,2,41
352070,2019,0,34
352080,2012,0,34
352080,2013,2,43
352080,2014,0,37
352080,2015,2,36
352080,2016,0,37
352080,2017,0,34
352080,2018,0,43
352080,2019,2,25
352090,2012,4,200
352090,2013,8,163
352090,2014,0,179
352090,2015,2,148
352090,2016,2,169
352090,2017,4,191
352090,2018,6,190
352090,2019,3,187
352100,2012,7,361
352100,2013,3,345
352100,2014,3,359
352100,2015,17,416
352100,2016,9,333
352100,2017,14,348
352100,2018,11,322
352100,2019,12,367
352110,2012,0,122
352110,2013,4,100
352110,2014,0,114
352110,2015,0,99
352110,2016,0,87
352110,2017,2,104
352110,2018,2,88
352110,2019,2,81
352115,2012,0,73
352115,2013,3,56
352115,2014,0,50
352115,2015,0,70
352115,2016,0,68
352115,2017,4,59
352115,2018,0,87
352115,2019,2,83
352120,2012,0,44
352120,2013,1,62
352120,2014,3,73
352120,2015,2,53
352120,2016,0,57
352120,2017,2,67
352120,2018,0,49
352120,2019,2,45
352130,2012,10,203
352130,2013,6,183
352130,2014,8,177
352130,2015,4,193
352130,2016,4,165
352130,2017,4,190
352130,2018,3,176
352130,2019,2,169
352140,2012,5,215
352140,2013,3,227
352140,2014,9,281
352140,2015,4,247
352140,2016,4,272
352140,2017,8,232
352140,2018,11,292
352140,2019,5,252
352150,2012,0,92
352150,2013,6,84
352150,2014,4,100
352150,2015,4,79
352150,2016,0,82
352150,2017,6,80
352150,2018,0,86
352150,2019,0,74
352160,2012,2,76
352160,2013,2,66
352160,2014,0,62
352160,2015,4,70
352160,2016,2,58
352160,2017,0,80
352160,2018,2,66
352160,2019,2,66
352170,2012,6,226
352170,2013,4,240
352170,2014,4,249
352170,2015,6,268
352170,2016,10,212
352170,2017,4,217
352170,2018,4,214
352170,2019,4,259
352180,2012,6,365
352180,2013,6,325
352180,2014,15,332
352180,2015,3,294
352180,2016,8,296
352180,2017,4,330
352180,2018,2,335
352180,2019,4,327
352190,2012,5,162
352190,2013,0,159
352190,2014,2,148
352190,2015,2,145
352190,2016,1,162
352190,2017,6,174
352190,2018,4,167
352190,2019,1,229
352200,2012,0,40
352200,2013,4,42
352200,2014,0,32
352200,2015,0,41
352200,2016,0,41
352200,2017,1,33
352200,2018,0,40
352200,2019,0,35
352210,2012,25,1476
352210,2013,27,1442
352210,2014,43,1434
352210,2015,15,1423
352210,2016,26,1338
352210,2017,27,1527
352210,2018,37,1463
352210,2019,38,1340
352215,2012,2,37
352215,2013,0,45
352215,2014,0,43
352215,2015,6,46
352215,2016,2,42
352215,2017,2,42
352215,2018,0,46
352215,2019,0,39
352220,2012,48,2973
352220,2013,65,2929
352220,2014,48,2911
352220,2015,53,2872
352220,2016,59,2680
352220,2017,67,2790
352220,2018,70,2676
352220,2019,67,2554
352230,2012,48,2111
352230,2013,63,2156
352230,2014,49,2139
352230,2015,50,2238
352230,2016,44,2076
352230,2017,52,2180
352230,2018,46,2203
352230,2019,34,2100
352240,2012,31,1412
352240,2013,39,1427
352240,2014,50,1465
352240,2015,34,1505
352240,2016,46,1436
352240,2017,22,1373
352240,2018,20,1424
352240,2019,41,1463
352250,2012,79,3984
352250,2013,67,4112
352250,2014,80,4322
352250,2015,101,4474
352250,2016,89,4087
352250,2017,94,4364
352250,2018,83,4132
352250,2019,90,4001
352260,2012,19,814
352260,2013,18,779
352260,2014,12,816
352260,2015,21,865
352260,2016,26,803
352260,2017,13,803
352260,2018,23,851
352260,2019,30,821
352265,2012,2,52
352265,2013,0,50
352265,2014,0,53
352265,2015,2,66
352265,2016,0,58
352265,2017,1,71
352265,2018,0,59
352265,2019,0,74
352270,2012,10,525
352270,2013,6,505
352270,2014,6,485
352270,2015,9,452
352270,2016,8,448
352270,2017,12,455
352270,2018,10,483
352270,2019,16,467
352280,2012,6,221
352280,2013,6,208
352280,2014,4,193
352280,2015,3,197
352280,2016,0,201
352280,2017,0,198
352280,2018,2,167
352280,2019,10,177
352290,2012,4,157
352290,2013,2,161
352290,2014,3,148
352290,2015,4,172
352290,2016,6,186
352290,2017,0,154
352290,2018,2,154
352290,2019,4,193
352300,2012,0,66
352300,2013,0,62
352300,2014,4,62
352300,2015,0,71
352300,2016,2,60
352300,2017,4,80
352300,2018,0,57
352300,2019,2,49
352310,2012,113,5847
352310,2013,132,5740
352310,2014,116,6017
352310,2015,106,6337
352310,2016,113,6100
352310,2017,126,5960
352310,2018,138,6094
352310,2019,114,5867
352320,2012,20,711
352320,2013,15,675
352320,2014,20,648
352320,2015,13,662
352320,2016,14,647
352320,2017,4,643
352320,2018,10,668
352320,2019,14,621
352330,2012,4,178
352330,2013,6,152
352330,2014,6,149
352330,2015,2,152
352330,2016,2,185
352330,2017,2,156
352330,2018,4,211
352330,2019,4,159
352340,2012,36,1399
352340,2013,37,1504
352340,2014,42,1464
352340,2015,38,1487
352340,2016,37,1355
352340,2017,31,1405
352340,2018,35,1452
352340,2019,42,1418
352350,2012,6,321
352350,2013,4,252
352350,2014,2,244
352350,2015,2,285
352350,2016,2,284
352350,2017,2,275
352350,2018,8,245
352350,2019,6,264
352360,2012,4,171
352360,2013,6,173
352360,2014,4,178
352360,2015,2,147
352360,2016,8,153
352360,2017,2,171
352360,2018,5,178
352360,2019,2,161
352370,2012,2,67
352370,2013,2,72
352370,2014,0,69
352370,2015,0,68
352370,2016,2,71
352370,2017,0,69
352370,2018,0,67
352370,2019,4,74
352380,2012,2,83
352380,2013,4,76
352380,2014,4,88
352380,2015,4,86
352380,2016,2,84
352380,2017,2,101
352380,2018,0,85
352380,2019,0,85
352390,2012,55,2491
352390,2013,37,2370
352390,2014,58,2476
352390,2015,77,2469
352390,2016,40,2290
352390,2017,60,2320
352390,2018,36,2227
352390,2019,50,2248
352400,2012,23,836
352400,2013,26,848
352400,2014,23,885
352400,2015,22,903
352400,2016,18,891
352400,2017,15,847
352400,2018,22,864
352400,2019,22,869
352410,2012,19,483
352410,2013,21,451
352410,2014,20,448
352410,2015,9,493
352410,2016,14,418
352410,2017,14,481
352410,2018,12,453
352410,2019,10,434
352420,2012,1,81
352420,2013,0,88
352420,2014,0,49
352420,2015,4,67
352420,2016,0,71
352420,2017,6,62
352420,2018,0,68
352420,2019,0,62
352430,2012,16,879
352430,2013,21,811
352430,2014,22,856
352430,2015,23,881
352430,2016,13,768
352430,2017,16,768
352430,2018,20,785
352430,2019,31,766
352440,2012,84,3273
352440,2013,75,3202
352440,2014,89,3391
352440,2015,87,3308
352440,2016,85,3112
352440,2017,74,3076
352440,2018,58,3000
352440,2019,73,2889
352450,2012,2,84
352450,2013,1,82
352450,2014,0,73
352450,2015,0,92
352450,2016,3,87
352450,2017,0,95
352450,2018,6,95
352450,2019,2,94
352460,2012,4,226
352460,2013,3,227
352460,2014,0,256
352460,2015,2,251
352460,2016,2,267
352460,2017,4,262
352460,2018,9,244
352460,2019,0,228
352470,2012,23,686
352470,2013,21,719
352470,2014,22,684
352470,2015,19,864
352470,2016,22,770
352470,2017,12,800
352470,2018,27,828
352470,2019,23,778
352480,2012,14,517
352480,2013,18,536
352480,2014,10,536
352480,2015,20,545
352480,2016,10,540
352480,2017,15,516
352480,2018,20,502
352480,2019,22,529
352490,2012,4,60
352490,2013,0,82
352490,2014,0,69
352490,2015,0,76
352490,2016,0,72
352490,2017,2,67
352490,2018,4,75
352490,2019,0,67
352500,2012,44,1733
352500,2013,37,1727
352500,2014,36,1847
352500,2015,55,1921
352500,2016,38,1773
352500,2017,54,1800
352500,2018,35,1676
352500,2019,27,1596
352510,2012,11,503
352510,2013,12,573
352510,2014,8,488
352510,2015,12,576
352510,2016,18,562
352510,2017,15,620
352510,2018,11,586
352510,2019,32,593
352520,2012,4,370
352520,2013,6,417
352520,2014,16,467
352520,2015,4,469
352520,2016,4,388
352520,2017,8,474
352520,2018,15,484
352520,2019,13,495
352530,2012,42,1656
352530,2013,44,1601
352530,2014,45,1729
352530,2015,40,1779
352530,2016,44,1676
352530,2017,27,1630
352530,2018,43,1677
352530,2019,33,1534
352540,2012,0,40
352540,2013,0,35
352540,2014,0,31
352540,2015,0,46
352540,2016,5,48
352540,2017,0,36
352540,2018,1,47
352540,2019,2,27
352550,2012,4,143
352550,2013,2,140
352550,2014,4,131
352550,2015,2,156
352550,2016,0,135
352550,2017,2,138
352550,2018,4,157
352550,2019,4,155
352560,2012,2,55
352560,2013,4,64
352560,2014,8,56
352560,2015,7,85
352560,2016,6,82
352560,2017,4,62
352560,2018,0,52
352560,2019,0,49
352570,2012,10,466
352570,2013,13,430
352570,2014,5,433
352570,2015,13,460
352570,2016,12,447
352570,2017,13,469
352570,2018,8,437
352570,2019,8,449
352580,2012,0,63
352580,2013,0,62
352580,2014,2,66
352580,2015,0,59
352580,2016,0,66
352580,2017,2,58
352580,2018,4,58
352580,2019,0,63
352585,2012,0,45
352585,2013,0,35
352585,2014,2,34
352585,2015,0,33
352585,2016,0,52
352585,2017,0,35
352585,2018,3,39
352585,2019,0,40
352590,2012,114,5367
352590,2013,137,5469
352590,2014,139,5405
352590,2015,123,5822
352590,2016,165,5830
352590,2017,190,6066
352590,2018,198,6366
352590,2019,168,6144
352600,2012,6,237
352600,2013,8,257
352600,2014,14,248
352600,2015,2,241
352600,2016,6,234
352600,2017,8,227
352600,2018,6,240
352600,2019,6,235
352610,2012,4,286
352610,2013,10,318
352610,2014,5,332
352610,2015,4,287
352610,2016,4,265
352610,2017,4,278
352610,2018,10,286
352610,2019,6,281
352620,2012,9,446
352620,2013,17,472
352620,2014,18,449
352620,2015,15,482
352620,2016,7,459
352620,2017,4,452
352620,2018,5,477
352620,2019,11,452
352630,2012,2,38
352630,2013,0,33
352630,2014,0,25
352630,2015,0,36
352630,2016,0,38
352630,2017,2,40
352630,2018,0,37
352630,2019,0,55
352640,2012,1,341
352640,2013,0,342
352640,2014,7,399
352640,2015,6,358
352640,2016,6,396
352640,2017,4,332
352640,2018,14,417
352640,2019,15,362
352650,2012,2,61
352650,2013,0,46
352650,2014,2,44
352650,2015,0,53
352650,2016,6,47
352650,2017,0,69
352650,2018,0,43
352650,2019,4,45
352660,2012,2,116
352660,2013,2,100
352660,2014,0,98
352660,2015,2,114
352660,2016,2,97
352660,2017,0,101
352660,2018,0,99
352660,2019,0,82
352670,2012,26,1262
352670,2013,25,1236
352670,2014,24,1301
352670,2015,26,1245
352670,2016,31,1192
352670,2017,40,1213
352670,2018,26,1197
352670,2019,47,1125
352680,2012,17,819
352680,2013,12,864
352680,2014,17,955
352680,2015,12,895
352680,2016,12,775
352680,2017,25,860
352680,2018,22,836
352680,2019,14,814
352690,2012,52,3619
352690,2013,80,3512
352690,2014,94,3605
352690,2015,93,3605
352690,2016,95,3591
352690,2017,74,3620
352690,2018,115,3905
352690,2019,75,3499
352700,2012,0,82
352700,2013,0,80
352700,2014,0,77
352700,2015,0,76
352700,2016,0,64
352700,2017,2,70
352700,2018,2,75
352700,2019,2,73
352710,2012,26,983
352710,2013,20,952
352710,2014,14,957
352710,2015,17,920
352710,2016,18,904
352710,2017,30,938
352710,2018,30,1016
352710,2019,26,905
352720,2012,36,1239
352720,2013,41,1248
352720,2014,25,1205
352720,2015,27,1275
352720,2016,23,1223
352720,2017,37,1263
352720,2018,29,1242
352720,2019,32,1098
352725,2012,0,26
352725,2013,0,18
352725,2014,0,28
352725,2015,0,23
352725,2016,0,22
352725,2017,0,21
352725,2018,0,20
352725,2019,0,13
352730,2012,13,715
352730,2013,20,704
352730,2014,9,739
352730,2015,20,761
352730,2016,14,755
352730,2017,4,798
352730,2018,25,792
352730,2019,12,808
352740,2012,9,209
352740,2013,4,211
352740,2014,4,209
352740,2015,2,183
352740,2016,2,193
352740,2017,5,171
352740,2018,2,192
352740,2019,6,203
352750,2012,0,25
352750,2013,0,22
352750,2014,0,23
352750,2015,2,28
352750,2016,0,27
