CODMUNRES,ano_nasc,Qtd_Maior35,Qtd_Total
412030,2014,7,49
412030,2015,5,51
412030,2016,3,44
412030,2017,8,54
412030,2018,13,56
412030,2019,3,39
412033,2012,4,49
412033,2013,4,55
412033,2014,7,44
412033,2015,5,69
412033,2016,7,58
412033,2017,7,50
412033,2018,8,44
412033,2019,4,64
412035,2012,7,56
412035,2013,6,59
412035,2014,8,64
412035,2015,6,82
412035,2016,7,65
412035,2017,14,96
412035,2018,12,80
412035,2019,14,90
412040,2012,3,65
412040,2013,3,70
412040,2014,8,66
412040,2015,1,61
412040,2016,8,64
412040,2017,10,69
412040,2018,14,81
412040,2019,14,72
412050,2012,16,105
412050,2013,11,91
412050,2014,20,116
412050,2015,16,98
412050,2016,22,112
412050,2017,17,96
412050,2018,18,90
412050,2019,15,85
412060,2012,72,658
412060,2013,75,635
412060,2014,87,746
412060,2015,88,696
412060,2016,105,681
412060,2017,94,665
412060,2018,100,599
412060,2019,97,591
412065,2012,5,48
412065,2013,2,61
412065,2014,5,63
412065,2015,2,58
412065,2016,5,47
412065,2017,4,55
412065,2018,4,54
412065,2019,9,55
412070,2012,10,95
412070,2013,7,85
412070,2014,10,94
412070,2015,9,94
412070,2016,15,91
412070,2017,15,99
412070,2018,17,92
412070,2019,15,95
412080,2012,37,339
412080,2013,45,356
412080,2014,38,368
412080,2015,57,357
412080,2016,48,332
412080,2017,46,334
412080,2018,38,303
412080,2019,35,302
412085,2012,5,31
412085,2013,5,30
412085,2014,5,43
412085,2015,6,46
412085,2016,9,51
412085,2017,10,40
412085,2018,16,64
412085,2019,11,51
412090,2012,51,511
412090,2013,55,446
412090,2014,47,434
412090,2015,52,493
412090,2016,57,464
412090,2017,69,506
412090,2018,62,493
412090,2019,57,444
412100,2012,17,178
412100,2013,18,192
412100,2014,16,171
412100,2015,21,180
412100,2016,14,180
412100,2017,16,171
412100,2018,12,175
412100,2019,15,162
412110,2012,4,64
412110,2013,0,50
412110,2014,7,62
412110,2015,9,79
412110,2016,2,56
412110,2017,10,73
412110,2018,8,63
412110,2019,10,54
412120,2012,19,180
412120,2013,31,207
412120,2014,26,185
412120,2015,30,222
412120,2016,38,232
412120,2017,31,241
412120,2018,45,239
412120,2019,22,231
412125,2012,3,37
412125,2013,6,67
412125,2014,4,48
412125,2015,6,55
412125,2016,6,64
412125,2017,9,66
412125,2018,12,64
412125,2019,9,77
412130,2012,8,40
412130,2013,4,47
412130,2014,2,43
412130,2015,6,52
412130,2016,7,43
412130,2017,6,27
412130,2018,6,36
412130,2019,4,32
412135,2012,1,32
412135,2013,3,28
412135,2014,2,35
412135,2015,1,32
412135,2016,1,17
412135,2017,10,42
412135,2018,3,31
412135,2019,7,32
412140,2012,26,220
412140,2013,20,225
412140,2014,33,195
412140,2015,26,238
412140,2016,30,240
412140,2017,34,210
412140,2018,34,219
412140,2019,33,212
412150,2012,19,202
412150,2013,22,203
412150,2014,14,209
412150,2015,31,230
412150,2016,26,215
412150,2017,31,234
412150,2018,26,198
412150,2019,32,197
412160,2012,11,77
412160,2013,8,86
412160,2014,12,100
412160,2015,11,90
412160,2016,19,103
412160,2017,10,87
412160,2018,15,97
412160,2019,15,97
412170,2012,37,384
412170,2013,41,391
412170,2014,45,407
412170,2015,39,407
412170,2016,37,398
412170,2017,39,396
412170,2018,47,381
412170,2019,64,374
412175,2012,13,128
412175,2013,11,112
412175,2014,16,130
412175,2015,16,120
412175,2016,10,106
412175,2017,10,109
412175,2018,14,109
412175,2019,12,103
412180,2012,13,115
412180,2013,17,140
412180,2014,17,150
412180,2015,16,146
412180,2016,21,151
412180,2017,19,178
412180,2018,25,139
412180,2019,22,142
412190,2012,21,174
412190,2013,17,171
412190,2014,25,181
412190,2015,18,178
412190,2016,29,199
412190,2017,28,175
412190,2018,28,199
412190,2019,28,165
412200,2012,17,200
412200,2013,21,190
412200,2014,14,170
412200,2015,30,200
412200,2016,19,189
412200,2017,28,207
412200,2018,32,202
412200,2019,23,171
412210,2012,3,34
412210,2013,6,38
412210,2014,2,28
412210,2015,6,33
412210,2016,5,35
412210,2017,4,42
412210,2018,7,45
412210,2019,6,34
412215,2012,19,196
412215,2013,23,205
412215,2014,20,247
412215,2015,14,227
412215,2016,25,259
412215,2017,34,245
412215,2018,28,227
412215,2019,38,238
412217,2012,3,42
412217,2013,5,48
412217,2014,3,43
412217,2015,0,63
412217,2016,7,67
412217,2017,5,73
412217,2018,8,69
412217,2019,8,52
412220,2012,50,603
412220,2013,46,609
412220,2014,49,613
412220,2015,60,641
412220,2016,49,606
412220,2017,50,562
412220,2018,63,584
412220,2019,57,559
412230,2012,49,381
412230,2013,42,345
412230,2014,44,333
412230,2015,47,404
412230,2016,58,366
412230,2017,65,406
412230,2018,51,376
412230,2019,49,385
412240,2012,89,843
412240,2013,111,883
412240,2014,103,897
412240,2015,105,911
412240,2016,122,883
412240,2017,141,967
412240,2018,166,1072
412240,2019,152,923
412250,2012,13,152
412250,2013,11,164
412250,2014,20,142
412250,2015,8,142
412250,2016,12,162
412250,2017,17,164
412250,2018,17,140
412250,2019,21,148
412260,2012,14,113
412260,2013,5,131
412260,2014,26,146
412260,2015,11,124
412260,2016,9,117
412260,2017,16,135
412260,2018,11,111
412260,2019,12,107
412265,2012,7,83
412265,2013,4,65
412265,2014,8,69
412265,2015,8,70
412265,2016,6,60
412265,2017,13,82
412265,2018,8,80
412265,2019,8,66
412270,2012,14,77
412270,2013,4,79
412270,2014,11,93
412270,2015,9,101
412270,2016,12,115
412270,2017,13,97
412270,2018,13,109
412270,2019,12,108
412280,2012,4,46
412280,2013,8,65
412280,2014,7,56
412280,2015,5,48
412280,2016,7,60
412280,2017,9,65
412280,2018,9,51
412280,2019,4,50
412290,2012,3,56
412290,2013,4,49
412290,2014,6,56
412290,2015,6,59
412290,2016,5,51
412290,2017,6,34
412290,2018,12,66
412290,2019,10,71
412300,2012,19,162
412300,2013,22,203
412300,2014,25,198
412300,2015,27,174
412300,2016,19,167
412300,2017,29,211
412300,2018,28,188
412300,2019,32,188
412310,2012,7,60
412310,2013,1,51
412310,2014,7,56
412310,2015,7,46
412310,2016,3,44
412310,2017,8,46
412310,2018,10,61
412310,2019,5,36
412320,2012,7,52
412320,2013,4,49
412320,2014,2,46
412320,2015,4,50
412320,2016,7,44
412320,2017,6,63
412320,2018,2,49
412320,2019,6,46
412330,2012,8,97
412330,2013,5,104
412330,2014,6,124
412330,2015,12,123
412330,2016,16,107
412330,2017,15,141
412330,2018,19,120
412330,2019,12,123
412340,2012,8,120
412340,2013,19,120
412340,2014,15,140
412340,2015,19,138
412340,2016,22,137
412340,2017,29,116
412340,2018,18,132
412340,2019,21,132
412350,2012,39,325
412350,2013,41,326
412350,2014,36,340
412350,2015,37,303
412350,2016,46,328
412350,2017,44,376
412350,2018,53,388
412350,2019,55,343
412360,2012,3,16
412360,2013,4,26
412360,2014,3,23
412360,2015,3,22
412360,2016,1,25
412360,2017,2,20
412360,2018,3,19
412360,2019,2,21
412370,2012,10,103
412370,2013,20,118
412370,2014,17,126
412370,2015,13,106
412370,2016,16,121
412370,2017,13,98
412370,2018,17,106
412370,2019,12,97
412380,2012,11,135
412380,2013,15,138
412380,2014,19,165
412380,2015,20,172
412380,2016,9,166
412380,2017,11,160
412380,2018,12,140
412380,2019,16,160
412382,2012,2,52
412382,2013,2,43
412382,2014,2,41
412382,2015,3,46
412382,2016,9,53
412382,2017,3,45
412382,2018,6,41
412382,2019,2,48
412385,2012,23,153
412385,2013,14,145
412385,2014,15,153
412385,2015,18,150
412385,2016,20,138
412385,2017,19,145
412385,2018,12,138
412385,2019,17,140
412390,2012,10,111
412390,2013,8,120
412390,2014,18,144
412390,2015,19,158
412390,2016,10,132
412390,2017,18,136
412390,2018,14,143
412390,2019,21,149
412395,2012,4,44
412395,2013,4,55
412395,2014,5,50
412395,2015,4,42
412395,2016,7,55
412395,2017,6,56
412395,2018,7,57
412395,2019,4,52
412400,2012,7,66
412400,2013,4,45
412400,2014,8,51
412400,2015,4,46
412400,2016,6,58
412400,2017,9,62
412400,2018,9,59
412400,2019,9,82
412402,2012,14,165
412402,2013,17,156
412402,2014,15,183
412402,2015,18,199
412402,2016,22,192
412402,2017,24,200
412402,2018,29,203
412402,2019,21,180
412405,2012,34,296
412405,2013,26,298
412405,2014,39,311
412405,2015,40,315
412405,2016,30,302
412405,2017,54,382
412405,2018,36,298
412405,2019,60,343
412410,2012,81,631
412410,2013,64,569
412410,2014,76,587
412410,2015,58,610
412410,2016,88,673
412410,2017,94,678
412410,2018,93,623
412410,2019,91,604
412420,2012,3,24
412420,2013,2,30
412420,2014,5,38
412420,2015,1,23
412420,2016,5,31
412420,2017,4,20
412420,2018,5,33
412420,2019,1,32
412430,2012,1,25
412430,2013,1,33
412430,2014,0,21
412430,2015,1,17
412430,2016,4,21
412430,2017,6,22
412430,2018,1,25
412430,2019,6,20
412440,2012,29,238
412440,2013,30,233
412440,2014,34,262
412440,2015,32,293
412440,2016,39,271
412440,2017,39,306
412440,2018,40,265
412440,2019,44,274
412450,2012,5,78
412450,2013,8,103
412450,2014,9,79
412450,2015,9,72
412450,2016,13,96
412450,2017,14,108
412450,2018,13,78
412450,2019,15,89
412460,2012,6,86
412460,2013,5,91
412460,2014,11,96
412460,2015,9,98
412460,2016,11,91
412460,2017,10,84
412460,2018,11,79
412460,2019,10,100
412470,2012,14,165
412470,2013,19,174
412470,2014,14,151
412470,2015,15,153
412470,2016,23,130
412470,2017,17,129
412470,2018,17,149
412470,2019,20,144
412480,2012,13,123
412480,2013,14,133
412480,2014,19,137
412480,2015,16,135
412480,2016,15,142
412480,2017,22,146
412480,2018,32,133
412480,2019,27,154
412490,2012,8,80
412490,2013,5,69
412490,2014,5,79
412490,2015,6,76
412490,2016,5,89
412490,2017,11,83
412490,2018,7,87
412490,2019,14,71
412500,2012,12,121
412500,2013,12,141
412500,2014,17,134
412500,2015,19,147
412500,2016,20,141
412500,2017,18,145
412500,2018,12,134
412500,2019,19,111
412510,2012,13,144
412510,2013,19,159
412510,2014,16,166
412510,2015,22,169
412510,2016,18,177
412510,2017,22,163
412510,2018,23,174
412510,2019,33,197
412520,2012,11,107
412520,2013,11,108
412520,2014,15,140
412520,2015,13,124
412520,2016,15,131
412520,2017,14,112
412520,2018,17,122
412520,2019,15,126
412530,2012,7,64
412530,2013,5,47
412530,2014,4,56
412530,2015,9,52
412530,2016,9,50
412530,2017,4,49
412530,2018,10,62
412530,2019,6,41
412535,2012,6,83
412535,2013,6,76
412535,2014,6,87
412535,2015,8,79
412535,2016,4,77
412535,2017,12,88
412535,2018,12,77
412535,2019,10,83
412540,2012,4,62
412540,2013,9,61
412540,2014,9,65
412540,2015,5,60
412540,2016,5,66
412540,2017,6,75
412540,2018,7,75
412540,2019,11,78
412545,2012,4,53
412545,2013,4,54
412545,2014,9,61
412545,2015,7,59
412545,2016,5,52
412545,2017,9,74
412545,2018,8,41
412545,2019,7,60
412550,2012,548,4752
412550,2013,636,5011
412550,2014,664,5157
412550,2015,676,5078
412550,2016,699,4875
412550,2017,748,4669
412550,2018,757,4616
412550,2019,752,4551
412555,2012,5,31
412555,2013,0,20
412555,2014,4,20
412555,2015,2,20
412555,2016,1,26
412555,2017,0,24
412555,2018,1,26
412555,2019,4,20
412560,2012,67,590
412560,2013,78,600
412560,2014,65,638
412560,2015,94,618
412560,2016,67,575
412560,2017,81,648
412560,2018,98,569
412560,2019,83,579
412570,2012,40,376
412570,2013,42,382
412570,2014,39,428
412570,2015,53,433
412570,2016,46,437
412570,2017,53,412
412570,2018,54,431
412570,2019,68,430
412575,2012,9,77
412575,2013,10,78
412575,2014,13,75
412575,2015,5,60
412575,2016,8,78
412575,2017,10,76
412575,2018,6,89
412575,2019,10,90
412580,2012,8,138
412580,2013,9,101
412580,2014,16,134
412580,2015,7,102
412580,2016,10,115
412580,2017,15,100
412580,2018,20,110
412580,2019,14,94
412590,2012,1,29
412590,2013,6,36
412590,2014,3,27
412590,2015,4,56
412590,2016,2,29
412590,2017,7,40
412590,2018,4,30
412590,2019,2,36
412600,2012,11,120
412600,2013,8,127
412600,2014,7,112
412600,2015,8,115
412600,2016,15,113
412600,2017,10,113
412600,2018,16,124
412600,2019,9,91
412610,2012,7,82
412610,2013,9,97
412610,2014,9,80
412610,2015,8,70
412610,2016,12,81
412610,2017,5,77
412610,2018,9,68
412610,2019,10,63
412620,2012,7,72
412620,2013,5,78
412620,2014,6,89
412620,2015,9,90
412620,2016,7,84
412620,2017,15,97
412620,2018,12,80
412620,2019,9,80
412625,2012,105,1329
412625,2013,141,1374
412625,2014,135,1402
412625,2015,162,1551
412625,2016,156,1520
412625,2017,165,1630
412625,2018,211,1630
412625,2019,225,1655
412627,2012,4,90
412627,2013,5,73
412627,2014,7,67
412627,2015,6,74
412627,2016,9,104
412627,2017,6,100
412627,2018,17,97
412627,2019,5,87
412630,2012,30,282
412630,2013,18,267
412630,2014,27,288
412630,2015,25,252
412630,2016,19,250
412630,2017,17,225
412630,2018,13,214
412630,2019,28,263
412635,2012,8,58
412635,2013,9,62
412635,2014,7,58
412635,2015,7,53
412635,2016,7,73
412635,2017,3,46
412635,2018,9,56
412635,2019,4,62
412640,2012,9,69
412640,2013,11,80
412640,2014,8,77
412640,2015,4,46
412640,2016,5,64
412640,2017,5,58
412640,2018,6,55
412640,2019,10,53
412650,2012,22,190
412650,2013,32,210
412650,2014,26,194
412650,2015,18,178
412650,2016,27,177
412650,2017,21,185
412650,2018,39,204
412650,2019,28,203
412660,2012,24,257
412660,2013,29,279
412660,2014,26,245
412660,2015,28,266
412660,2016,46,287
412660,2017,40,268
412660,2018,36,294
412660,2019,48,299
412665,2012,3,26
412665,2013,4,41
412665,2014,5,42
412665,2015,6,33
412665,2016,5,35
412665,2017,5,38
412665,2018,8,29
412665,2019,9,31
412667,2012,11,164
412667,2013,12,165
412667,2014,16,167
412667,2015,16,169
412667,2016,17,194
412667,2017,14,201
412667,2018,24,187
412667,2019,28,176
412670,2012,2,65
412670,2013,6,60
412670,2014,3,54
412670,2015,11,69
412670,2016,6,58
412670,2017,5,70
412670,2018,9,59
412670,2019,12,70
412680,2012,15,227
412680,2013,22,225
412680,2014,27,235
412680,2015,19,235
412680,2016,16,194
412680,2017,15,206
412680,2018,19,210
412680,2019,21,216
412690,2012,8,70
412690,2013,7,65
412690,2014,9,85
412690,2015,6,74
412690,2016,8,57
412690,2017,4,60
412690,2018,7,73
412690,2019,14,77
412700,2012,16,141
412700,2013,9,125
412700,2014,16,144
412700,2015,12,122
412700,2016,12,121
412700,2017,15,125
412700,2018,19,172
412700,2019,12,134
412710,2012,113,1117
412710,2013,105,1086
412710,2014,116,1103
412710,2015,125,1170
412710,2016,151,1195
412710,2017,153,1152
412710,2018,157,1153
412710,2019,168,1128
412720,2012,18,199
412720,2013,27,230
412720,2014,16,220
412720,2015,22,211
412720,2016,19,240
412720,2017,31,231
412720,2018,26,218
412720,2019,40,233
412730,2012,33,258
412730,2013,30,227
412730,2014,26,279
412730,2015,22,238
412730,2016,25,216
412730,2017,22,199
412730,2018,27,210
412730,2019,26,183
412740,2012,21,201
412740,2013,27,209
412740,2014,26,231
412740,2015,38,244
412740,2016,38,223
412740,2017,35,252
412740,2018,37,263
412740,2019,37,259
412750,2012,36,306
412750,2013,38,307
412750,2014,39,297
412750,2015,35,336
412750,2016,27,299
412750,2017,46,303
412750,2018,39,310
412750,2019,36,304
412760,2012,10,179
412760,2013,25,225
412760,2014,25,249
412760,2015,23,227
412760,2016,26,214
412760,2017,30,245
412760,2018,30,263
412760,2019,36,249
412770,2012,238,1824
412770,2013,225,1899
412770,2014,246,1995
412770,2015,258,2045
412770,2016,283,2056
412770,2017,329,2162
412770,2018,343,2034
412770,2019,342,2071
412780,2012,5,80
412780,2013,10,98
412780,2014,15,119
412780,2015,9,83
412780,2016,6,78
412780,2017,14,86
412780,2018,14,83
412780,2019,11,81
412785,2012,19,175
412785,2013,13,178
412785,2014,27,170
412785,2015,24,185
412785,2016,16,168
412785,2017,17,164
412785,2018,19,180
412785,2019,22,177
412788,2012,17,129
412788,2013,7,97
412788,2014,12,150
412788,2015,9,125
412788,2016,11,132
412788,2017,14,130
412788,2018,13,126
412788,2019,14,133
412790,2012,7,112
412790,2013,9,104
412790,2014,13,118
412790,2015,10,104
412790,2016,8,98
412790,2017,7,116
412790,2018,21,116
412790,2019,16,103
412795,2012,7,72
412795,2013,8,87
412795,2014,12,81
412795,2015,16,88
412795,2016,12,81
412795,2017,10,91
412795,2018,7,91
412795,2019,15,91
412796,2012,19,198
412796,2013,24,215
412796,2014,25,205
412796,2015,27,235
412796,2016,22,227
412796,2017,31,226
412796,2018,26,217
412796,2019,22,189
412800,2012,38,310
412800,2013,26,238
412800,2014,29,273
412800,2015,46,291
412800,2016,41,285
412800,2017,41,315
412800,2018,37,295
412800,2019,44,310
412810,2012,153,1381
412810,2013,178,1381
412810,2014,212,1575
412810,2015,181,1493
412810,2016,192,1471
412810,2017,247,1567
412810,2018,252,1555
412810,2019,272,1610
412820,2012,77,738
412820,2013,86,772
412820,2014,90,821
412820,2015,101,889
412820,2016,99,758
412820,2017,133,842
412820,2018,115,816
412820,2019,117,848
412830,2012,2,36
412830,2013,4,22
412830,2014,4,28
412830,2015,4,39
412830,2016,3,24
412830,2017,3,27
412830,2018,1,21
412830,2019,6,27
412840,2012,16,160
412840,2013,18,113
412840,2014,14,120
412840,2015,12,132
412840,2016,12,116
412840,2017,14,98
412840,2018,18,113
412840,2019,15,100
412850,2012,29,247
412850,2013,17,276
412850,2014,25,282
412850,2015,37,252
412850,2016,18,248
412850,2017,38,258
412850,2018,35,275
412850,2019,49,286
412853,2012,11,129
412853,2013,13,129
412853,2014,11,135
412853,2015,12,131
412853,2016,18,133
412853,2017,14,158
412853,2018,14,135
412853,2019,10,136
412855,2012,6,85
412855,2013,16,110
412855,2014,11,113
412855,2015,11,108
412855,2016,14,107
412855,2017,15,108
412855,2018,21,99
412855,2019,15,107
412860,2012,12,93
412860,2013,10,98
412860,2014,7,119
412860,2015,10,77
412860,2016,23,102
412860,2017,12,114
412860,2018,28,105
412860,2019,18,94
412862,2012,5,38
412862,2013,1,46
412862,2014,7,55
412862,2015,0,29
412862,2016,6,50
412862,2017,5,45
412862,2018,1,52
412862,2019,7,58
412863,2012,9,61
412863,2013,3,63
412863,2014,3,65
412863,2015,7,75
412863,2016,6,66
412863,2017,6,70
412863,2018,6,80
412863,2019,10,68
412865,2012,4,48
412865,2013,7,55
412865,2014,5,53
412865,2015,6,61
412865,2016,8,60
412865,2017,6,56
412865,2018,13,59
412865,2019,14,61
412870,2012,13,84
412870,2013,6,89
412870,2014,9,104
412870,2015,15,113
412870,2016,22,128
412870,2017,21,131
412870,2018,24,119
412870,2019,15,119
412880,2012,3,64
412880,2013,7,63
412880,2014,11,73
412880,2015,10,83
412880,2016,5,65
412880,2017,10,73
412880,2018,13,78
412880,2019,13,74
420000,2013,0,1
420000,2015,1,2
420000,2016,0,1
420000,2017,0,1
420000,2019,0,3
420005,2012,1,33
420005,2013,7,48
420005,2014,2,33
420005,2015,3,27
420005,2016,3,27
420005,2017,5,41
420005,2018,8,35
420005,2019,3,25
420010,2012,29,269
420010,2013,24,258
420010,2014,34,299
420010,2015,29,290
420010,2016,26,314
420010,2017,46,277
420010,2018,36,299
420010,2019,52,285
420020,2012,12,142
420020,2013,22,138
420020,2014,13,125
420020,2015,19,166
420020,2016,13,138
420020,2017,21,159
420020,2018,21,140
420020,2019,17,124
420030,2012,5,66
420030,2013,7,41
420030,2014,2,54
420030,2015,2,53
420030,2016,8,48
420030,2017,11,68
420030,2018,10,76
420030,2019,13,70
420040,2012,7,91
420040,2013,4,73
420040,2014,8,89
420040,2015,12,103
420040,2016,6,74
420040,2017,9,106
420040,2018,13,98
420040,2019,18,112
420050,2012,11,69
420050,2013,5,71
420050,2014,6,64
420050,2015,7,77
420050,2016,14,86
420050,2017,4,54
420050,2018,13,76
420050,2019,18,92
420055,2012,2,29
420055,2013,5,32
420055,2014,4,28
420055,2015,3,38
420055,2016,3,23
420055,2017,2,28
420055,2018,7,40
420055,2019,5,33
420060,2012,6,67
420060,2013,13,60
420060,2014,10,60
420060,2015,3,65
420060,2016,8,77
420060,2017,14,78
420060,2018,12,78
420060,2019,13,74
420070,2012,10,105
420070,2013,13,114
420070,2014,15,128
420070,2015,13,122
420070,2016,15,110
420070,2017,15,134
420070,2018,16,118
420070,2019,20,99
420075,2012,4,18
420075,2013,4,8
420075,2014,4,16
420075,2015,0,13
420075,2016,3,21
420075,2017,1,6
420075,2018,4,18
420075,2019,5,21
420080,2012,11,73
420080,2013,10,78
420080,2014,8,80
420080,2015,6,63
420080,2016,9,64
420080,2017,5,66
420080,2018,13,64
420080,2019,6,58
420090,2012,6,58
420090,2013,6,51
420090,2014,10,57
420090,2015,6,47
420090,2016,6,53
420090,2017,10,54
420090,2018,10,59
420090,2019,13,64
420100,2012,17,96
420100,2013,10,114
420100,2014,21,109
420100,2015,15,97
420100,2016,11,102
420100,2017,17,83
420100,2018,19,117
420100,2019,12,96
420110,2012,5,25
420110,2013,4,30
420110,2014,2,29
420110,2015,4,30
420110,2016,0,18
420110,2017,3,32
420110,2018,4,38
420110,2019,7,35
420120,2012,14,102
420120,2013,13,97
420120,2014,20,116
420120,2015,19,123
420120,2016,18,128
420120,2017,16,125
420120,2018,27,129
420120,2019,25,130
420125,2012,13,123
420125,2013,9,125
420125,2014,13,156
420125,2015,14,127
420125,2016,15,116
420125,2017,18,145
420125,2018,15,139
420125,2019,19,127
420127,2012,6,42
420127,2013,11,45
420127,2014,2,42
420127,2015,6,44
420127,2016,7,46
420127,2017,15,55
420127,2018,12,44
420127,2019,11,54
420130,2012,46,499
420130,2013,54,459
420130,2014,51,494
420130,2015,54,549
420130,2016,60,549
420130,2017,69,560
420130,2018,74,588
420130,2019,65,572
420140,2012,118,872
420140,2013,104,829
420140,2014,94,893
420140,2015,125,942
420140,2016,138,895
420140,2017,130,917
420140,2018,164,910
420140,2019,192,1004
420150,2012,15,103
420150,2013,15,95
420150,2014,14,107
420150,2015,14,124
420150,2016,15,94
420150,2017,20,132
420150,2018,10,113
420150,2019,24,117
420160,2012,6,28
420160,2013,6,32
420160,2014,3,34
420160,2015,6,26
420160,2016,10,40
420160,2017,9,43
420160,2018,7,31
420160,2019,6,41
420165,2012,2,24
420165,2013,3,24
420165,2014,3,28
420165,2015,3,25
420165,2016,2,14
420165,2017,3,32
420165,2018,2,15
420165,2019,5,23
420170,2012,8,102
420170,2013,9,79
420170,2014,11,99
420170,2015,11,99
420170,2016,11,102
420170,2017,19,84
420170,2018,16,126
420170,2019,14,100
420180,2012,3,33
420180,2013,4,45
420180,2014,5,48
420180,2015,11,48
420180,2016,6,28
420180,2017,8,51
420180,2018,3,32
420180,2019,7,44
420190,2012,9,78
420190,2013,4,68
420190,2014,7,70
420190,2015,11,72
420190,2016,8,63
420190,2017,8,80
420190,2018,14,89
420190,2019,15,84
420195,2012,15,158
420195,2013,16,149
420195,2014,15,138
420195,2015,20,166
420195,2016,24,143
420195,2017,22,162
420195,2018,31,155
420195,2019,20,166
420200,2012,227,1354
420200,2013,225,1442
420200,2014,258,1536
420200,2015,287,1607
420200,2016,283,1601
420200,2017,368,1695
420200,2018,351,1635
420200,2019,378,1595
420205,2012,16,108
420205,2013,17,107
420205,2014,14,139
420205,2015,12,134
420205,2016,17,137
420205,2017,22,146
420205,2018,24,149
420205,2019,20,142
420207,2012,5,95
420207,2013,16,118
420207,2014,19,130
420207,2015,23,130
420207,2016,24,139
420207,2017,20,145
420207,2018,26,161
420207,2019,25,151
420208,2012,4,38
420208,2013,3,32
420208,2014,4,35
420208,2015,6,40
420208,2016,9,40
420208,2017,6,34
420208,2018,8,41
420208,2019,7,44
420209,2012,1,24
420209,2013,5,18
420209,2014,4,21
420209,2015,0,14
420209,2016,1,14
420209,2017,4,24
420209,2018,2,10
420209,2019,1,20
420210,2012,38,361
420210,2013,50,411
420210,2014,43,417
420210,2015,63,475
420210,2016,69,510
420210,2017,68,515
420210,2018,73,524
420210,2019,82,506
420213,2012,7,66
420213,2013,12,68
420213,2014,8,78
420213,2015,8,53
420213,2016,6,53
420213,2017,18,69
420213,2018,11,87
420213,2019,14,65
420215,2012,3,34
420215,2013,6,29
420215,2014,2,32
420215,2015,6,26
420215,2016,7,34
420215,2017,4,41
420215,2018,4,28
420215,2019,2,33
420220,2012,15,102
420220,2013,13,110
420220,2014,9,99
420220,2015,10,119
420220,2016,18,119
420220,2017,16,102
420220,2018,17,125
420220,2019,15,97
420230,2012,100,875
420230,2013,96,889
420230,2014,101,965
420230,2015,118,992
420230,2016,127,952
420230,2017,147,994
420230,2018,133,958
420230,2019,157,965
420240,2012,602,4401
420240,2013,638,4268
420240,2014,678,4480
420240,2015,710,4511
420240,2016,710,4401
420240,2017,790,4510
420240,2018,866,4532
420240,2019,810,4411
420243,2012,1,34
420243,2013,6,48
420243,2014,7,53
420243,2015,6,59
420243,2016,6,39
420243,2017,2,50
420243,2018,3,35
420243,2019,10,33
420245,2012,25,229
420245,2013,28,265
420245,2014,33,253
420245,2015,34,277
420245,2016,48,285
420245,2017,43,292
420245,2018,37,299
420245,2019,47,302
420250,2012,3,39
420250,2013,2,39
420250,2014,5,51
420250,2015,5,45
420250,2016,12,48
420250,2017,10,51
420250,2018,6,53
420250,2019,4,35
420253,2012,5,48
420253,2013,2,34
420253,2014,9,49
420253,2015,5,36
420253,2016,3,34
420253,2017,6,30
420253,2018,3,32
420253,2019,5,36
420257,2012,2,25
420257,2013,5,26
420257,2014,3,22
420257,2015,3,23
420257,2016,3,21
420257,2017,7,29
420257,2018,2,21
420257,2019,3,22
420260,2012,12,117
420260,2013,3,110
420260,2014,15,108
420260,2015,11,151
420260,2016,9,131
420260,2017,14,156
420260,2018,17,120
420260,2019,14,124
420270,2012,11,63
420270,2013,8,57
420270,2014,6,45
420270,2015,11,65
420270,2016,7,59
420270,2017,9,54
420270,2018,7,60
420270,2019,9,72
420280,2012,49,459
420280,2013,48,456
420280,2014,49,453
420280,2015,49,495
420280,2016,53,469
420280,2017,65,498
420280,2018,73,516
420280,2019,97,573
420285,2012,7,48
420285,2013,8,59
420285,2014,5,50
420285,2015,8,47
420285,2016,2,45
420285,2017,7,44
420285,2018,2,42
420285,2019,8,44
420287,2012,5,33
420287,2013,8,34
420287,2014,3,30
420287,2015,5,23
420287,2016,5,32
420287,2017,1,28
420287,2018,5,37
420287,2019,0,32
420290,2012,170,1526
420290,2013,230,1625
420290,2014,210,1657
420290,2015,221,1730
420290,2016,245,1731
420290,2017,308,1841
420290,2018,309,1923
420290,2019,325,1960
420300,2012,128,1115
420300,2013,127,1175
420300,2014,131,1221
420300,2015,156,1202
420300,2016,166,1216
420300,2017,151,1150
420300,2018,168,1230
420300,2019,178,1161
420310,2012,2,58
420310,2013,8,71
420310,2014,7,61
420310,2015,12,71
420310,2016,6,62
420310,2017,21,69
420310,2018,12,68
420310,2019,16,89
420315,2012,4,62
420315,2013,3,74
420315,2014,4,63
420315,2015,8,69
420315,2016,5,58
420315,2017,8,68
420315,2018,1,64
420315,2019,6,63
420320,2012,120,1191
420320,2013,124,1191
420320,2014,138,1186
420320,2015,156,1322
420320,2016,164,1297
420320,2017,189,1418
420320,2018,202,1438
420320,2019,207,1453
420325,2012,5,31
420325,2013,5,26
420325,2014,3,30
420325,2015,4,22
420325,2016,5,27
420325,2017,5,25
420325,2018,1,30
420325,2019,3,36
420330,2012,15,137
420330,2013,15,106
420330,2014,13,117
420330,2015,19,141
420330,2016,8,147
420330,2017,20,146
420330,2018,16,154
420330,2019,18,153
420340,2012,12,100
