CODMUNRES,ano_nasc,Qtd_Mais_de_5_Consultas_Pre_Natal,Qtd_Total
351280,2014,719,832
351280,2015,673,774
351280,2016,589,686
351280,2017,646,739
351280,2018,682,756
351280,2019,596,653
351290,2012,45,74
351290,2013,0,69
351290,2014,67,75
351290,2015,81,88
351290,2016,56,60
351290,2017,66,68
351290,2018,85,92
351290,2019,87,94
351300,2012,3183,3934
351300,2013,0,4069
351300,2014,3425,4259
351300,2015,1500,4450
351300,2016,3436,4260
351300,2017,3487,4311
351300,2018,3525,4214
351300,2019,3372,4189
351310,2012,374,415
351310,2013,0,433
351310,2014,381,409
351310,2015,405,449
351310,2016,376,416
351310,2017,376,402
351310,2018,374,414
351310,2019,372,400
351320,2012,65,90
351320,2013,0,122
351320,2014,95,101
351320,2015,104,119
351320,2016,94,105
351320,2017,97,121
351320,2018,85,104
351320,2019,112,115
351330,2012,2,23
351330,2013,0,23
351330,2014,14,15
351330,2015,22,23
351330,2016,24,26
351330,2017,27,28
351330,2018,24,26
351330,2019,13,14
351340,2012,667,1093
351340,2013,0,1018
351340,2014,834,1072
351340,2015,724,1040
351340,2016,745,946
351340,2017,731,925
351340,2018,707,924
351340,2019,712,885
351350,2012,1693,1985
351350,2013,0,1890
351350,2014,1661,1897
351350,2015,1696,1914
351350,2016,1502,1681
351350,2017,1421,1620
351350,2018,1373,1624
351350,2019,1248,1489
351360,2012,139,265
351360,2013,0,231
351360,2014,198,227
351360,2015,195,221
351360,2016,183,227
351360,2017,217,241
351360,2018,224,249
351360,2019,227,262
351370,2012,317,393
351370,2013,0,405
351370,2014,327,368
351370,2015,343,381
351370,2016,312,333
351370,2017,334,359
351370,2018,345,366
351370,2019,320,341
351380,2012,5619,6455
351380,2013,0,6321
351380,2014,5551,6392
351380,2015,5472,6292
351380,2016,5238,6040
351380,2017,5150,5880
351380,2018,4912,5584
351380,2019,4796,5412
351385,2012,2,13
351385,2013,0,36
351385,2014,15,16
351385,2015,12,13
351385,2016,18,18
351385,2017,13,13
351385,2018,13,13
351385,2019,14,15
351390,2012,67,141
351390,2013,0,144
351390,2014,111,121
351390,2015,120,127
351390,2016,112,127
351390,2017,112,116
351390,2018,122,129
351390,2019,129,139
351400,2012,88,111
351400,2013,0,123
351400,2014,117,128
351400,2015,107,121
351400,2016,75,97
351400,2017,103,120
351400,2018,93,99
351400,2019,86,99
351410,2012,202,370
351410,2013,0,344
351410,2014,316,368
351410,2015,288,350
351410,2016,309,354
351410,2017,302,334
351410,2018,289,331
351410,2019,264,303
351420,2012,2,14
351420,2013,0,20
351420,2014,26,26
351420,2015,14,19
351420,2016,14,16
351420,2017,23,25
351420,2018,18,19
351420,2019,21,22
351430,2012,82,91
351430,2013,0,82
351430,2014,70,75
351430,2015,95,100
351430,2016,92,102
351430,2017,85,96
351430,2018,75,85
351430,2019,85,90
351440,2012,442,495
351440,2013,0,464
351440,2014,451,491
351440,2015,435,484
351440,2016,461,517
351440,2017,436,491
351440,2018,449,497
351440,2019,456,496
351450,2012,86,149
351450,2013,0,142
351450,2014,110,138
351450,2015,119,138
351450,2016,105,122
351450,2017,100,147
351450,2018,117,135
351450,2019,128,150
351460,2012,83,99
351460,2013,0,95
351460,2014,86,100
351460,2015,97,119
351460,2016,92,103
351460,2017,87,99
351460,2018,116,128
351460,2019,96,108
351470,2012,0,84
351470,2013,0,59
351470,2014,62,67
351470,2015,77,82
351470,2016,76,88
351470,2017,74,81
351470,2018,85,89
351470,2019,75,81
351480,2012,37,211
351480,2013,0,229
351480,2014,154,211
351480,2015,204,232
351480,2016,185,213
351480,2017,180,206
351480,2018,216,238
351480,2019,161,183
351490,2012,178,248
351490,2013,0,180
351490,2014,188,208
351490,2015,204,230
351490,2016,184,200
351490,2017,190,208
351490,2018,198,214
351490,2019,185,204
351492,2012,19,35
351492,2013,0,41
351492,2014,38,44
351492,2015,42,43
351492,2016,33,38
351492,2017,27,28
351492,2018,27,34
351492,2019,31,35
351495,2012,10,20
351495,2013,0,23
351495,2014,16,20
351495,2015,17,18
351495,2016,19,23
351495,2017,17,18
351495,2018,21,24
351495,2019,21,23
351500,2012,3539,4568
351500,2013,0,4580
351500,2014,3569,4575
351500,2015,3553,4554
351500,2016,3409,4240
351500,2017,3479,4295
351500,2018,3485,4223
351500,2019,3355,4024
351510,2012,752,965
351510,2013,0,975
351510,2014,773,927
351510,2015,831,1005
351510,2016,802,972
351510,2017,872,1008
351510,2018,832,958
351510,2019,745,857
351512,2012,16,30
351512,2013,0,27
351512,2014,16,27
351512,2015,35,40
351512,2016,19,21
351512,2017,31,32
351512,2018,33,35
351512,2019,29,33
351515,2012,203,243
351515,2013,0,253
351515,2014,203,249
351515,2015,226,286
351515,2016,209,254
351515,2017,238,272
351515,2018,240,291
351515,2019,241,261
351518,2012,281,467
351518,2013,0,496
351518,2014,421,487
351518,2015,388,452
351518,2016,370,422
351518,2017,429,478
351518,2018,441,476
351518,2019,414,441
351519,2012,25,69
351519,2013,0,53
351519,2014,55,56
351519,2015,63,66
351519,2016,50,53
351519,2017,55,55
351519,2018,57,59
351519,2019,73,76
351520,2012,29,84
351520,2013,0,88
351520,2014,101,110
351520,2015,88,93
351520,2016,75,79
351520,2017,99,109
351520,2018,77,83
351520,2019,83,95
351530,2012,20,35
351530,2013,0,42
351530,2014,24,28
351530,2015,47,50
351530,2016,29,33
351530,2017,34,39
351530,2018,29,32
351530,2019,40,42
351535,2012,96,120
351535,2013,0,130
351535,2014,93,102
351535,2015,111,120
351535,2016,96,105
351535,2017,100,110
351535,2018,100,111
351535,2019,85,102
351540,2012,135,186
351540,2013,0,190
351540,2014,204,210
351540,2015,210,225
351540,2016,184,200
351540,2017,163,178
351540,2018,202,210
351540,2019,216,226
351550,2012,58,754
351550,2013,0,773
351550,2014,734,800
351550,2015,789,865
351550,2016,653,713
351550,2017,748,793
351550,2018,747,800
351550,2019,689,754
351560,2012,45,65
351560,2013,0,43
351560,2014,47,53
351560,2015,46,54
351560,2016,45,53
351560,2017,65,67
351560,2018,55,56
351560,2019,46,48
351565,2012,3,15
351565,2013,0,20
351565,2014,15,18
351565,2015,14,14
351565,2016,18,20
351565,2017,18,18
351565,2018,22,23
351565,2019,13,15
351570,2012,2015,2918
351570,2013,0,2885
351570,2014,2027,2772
351570,2015,1991,3197
351570,2016,2069,2971
351570,2017,2297,2900
351570,2018,2206,2846
351570,2019,2144,2777
351580,2012,11,15
351580,2013,0,17
351580,2014,20,22
351580,2015,13,13
351580,2016,18,20
351580,2017,17,21
351580,2018,12,12
351580,2019,14,15
351590,2012,13,19
351590,2013,0,28
351590,2014,23,24
351590,2015,32,33
351590,2016,17,18
351590,2017,23,26
351590,2018,25,27
351590,2019,14,14
351600,2012,5,131
351600,2013,0,110
351600,2014,110,119
351600,2015,117,125
351600,2016,90,102
351600,2017,118,130
351600,2018,92,95
351600,2019,108,112
351610,2012,4,37
351610,2013,0,39
351610,2014,35,40
351610,2015,31,40
351610,2016,29,34
351610,2017,28,33
351610,2018,20,21
351610,2019,27,31
351620,2012,3211,4468
351620,2013,0,4635
351620,2014,4204,4830
351620,2015,4054,4911
351620,2016,4202,4954
351620,2017,4139,5002
351620,2018,4265,4976
351620,2019,3878,4657
351630,2012,2082,2833
351630,2013,0,2948
351630,2014,2509,3067
351630,2015,2578,3114
351630,2016,2492,2922
351630,2017,2459,2928
351630,2018,2360,2880
351630,2019,2365,2838
351640,2012,1467,2132
351640,2013,0,2066
351640,2014,1753,2243
351640,2015,1892,2368
351640,2016,1793,2239
351640,2017,1868,2318
351640,2018,1860,2204
351640,2019,1825,2160
351650,2012,22,36
351650,2013,0,43
351650,2014,33,33
351650,2015,31,32
351650,2016,27,28
351650,2017,22,25
351650,2018,37,38
351650,2019,21,22
351660,2012,2,77
351660,2013,0,72
351660,2014,62,72
351660,2015,59,67
351660,2016,57,65
351660,2017,71,78
351660,2018,75,79
351660,2019,60,64
351670,2012,3,538
351670,2013,0,538
351670,2014,494,545
351670,2015,487,553
351670,2016,466,509
351670,2017,480,530
351670,2018,477,528
351670,2019,455,516
351680,2012,39,54
351680,2013,0,49
351680,2014,42,44
351680,2015,38,44
351680,2016,37,49
351680,2017,42,49
351680,2018,29,35
351680,2019,21,29
351685,2012,53,58
351685,2013,0,66
351685,2014,59,60
351685,2015,64,67
351685,2016,44,55
351685,2017,65,69
351685,2018,57,61
351685,2019,74,78
351690,2012,64,108
351690,2013,0,124
351690,2014,116,134
351690,2015,82,102
351690,2016,104,113
351690,2017,110,122
351690,2018,108,121
351690,2019,82,93
351700,2012,88,106
351700,2013,0,113
351700,2014,98,117
351700,2015,110,123
351700,2016,88,104
351700,2017,86,100
351700,2018,86,92
351700,2019,84,91
351710,2012,45,54
351710,2013,0,61
351710,2014,59,65
351710,2015,53,63
351710,2016,34,37
351710,2017,56,58
351710,2018,49,53
351710,2019,45,51
351720,2012,112,164
351720,2013,0,127
351720,2014,124,156
351720,2015,110,135
351720,2016,118,160
351720,2017,119,152
351720,2018,103,140
351720,2019,113,142
351730,2012,26,106
351730,2013,0,78
351730,2014,56,69
351730,2015,58,69
351730,2016,57,80
351730,2017,76,89
351730,2018,44,50
351730,2019,65,72
351740,2012,232,477
351740,2013,0,474
351740,2014,469,480
351740,2015,432,442
351740,2016,417,441
351740,2017,458,479
351740,2018,438,457
351740,2019,457,487
351750,2012,178,212
351750,2013,0,201
351750,2014,215,232
351750,2015,230,246
351750,2016,235,256
351750,2017,223,240
351750,2018,235,254
351750,2019,222,238
351760,2012,175,248
351760,2013,0,254
351760,2014,228,244
351760,2015,246,258
351760,2016,209,222
351760,2017,253,272
351760,2018,249,259
351760,2019,239,248
351770,2012,55,239
351770,2013,0,222
351770,2014,208,251
351770,2015,239,267
351770,2016,163,188
351770,2017,208,240
351770,2018,225,235
351770,2019,208,219
351780,2012,77,81
351780,2013,0,78
351780,2014,60,71
351780,2015,68,77
351780,2016,79,82
351780,2017,69,71
351780,2018,70,77
351780,2019,72,75
351790,2012,61,120
351790,2013,0,127
351790,2014,99,114
351790,2015,102,113
351790,2016,85,95
351790,2017,109,123
351790,2018,96,111
351790,2019,104,114
351800,2012,2,16
351800,2013,0,18
351800,2014,21,23
351800,2015,20,20
351800,2016,17,17
351800,2017,11,11
351800,2018,24,25
351800,2019,23,24
351810,2012,12,92
351810,2013,0,72
351810,2014,54,68
351810,2015,59,74
351810,2016,66,77
351810,2017,70,86
351810,2018,68,80
351810,2019,59,63
351820,2012,367,399
351820,2013,0,390
351820,2014,365,381
351820,2015,407,425
351820,2016,364,377
351820,2017,359,370
351820,2018,323,339
351820,2019,337,357
351830,2012,224,406
351830,2013,0,411
351830,2014,408,426
351830,2015,411,429
351830,2016,398,415
351830,2017,393,406
351830,2018,397,419
351830,2019,392,412
351840,2012,731,1428
351840,2013,0,1410
351840,2014,1332,1530
351840,2015,1246,1461
351840,2016,1201,1386
351840,2017,1358,1523
351840,2018,1285,1481
351840,2019,1333,1567
351850,2012,102,138
351850,2013,0,155
351850,2014,147,164
351850,2015,112,123
351850,2016,149,157
351850,2017,144,152
351850,2018,174,179
351850,2019,150,158
351860,2012,411,560
351860,2013,0,583
351860,2014,434,530
351860,2015,403,486
351860,2016,407,498
351860,2017,424,502
351860,2018,449,528
351860,2019,425,480
351870,2012,3704,4937
351870,2013,0,4637
351870,2014,3783,4674
351870,2015,3967,4752
351870,2016,3717,4444
351870,2017,3704,4429
351870,2018,3745,4497
351870,2019,3432,4139
351880,2012,17619,21455
351880,2013,0,21325
351880,2014,17798,21775
351880,2015,18217,22315
351880,2016,17002,20969
351880,2017,17238,21219
351880,2018,16553,21112
351880,2019,15819,20479
351885,2012,93,106
351885,2013,0,79
351885,2014,98,114
351885,2015,97,108
351885,2016,73,88
351885,2017,102,110
351885,2018,83,88
351885,2019,99,104
351890,2012,58,66
351890,2013,0,63
351890,2014,58,59
351890,2015,54,64
351890,2016,53,62
351890,2017,48,53
351890,2018,48,51
351890,2019,49,49
351900,2012,0,116
351900,2013,0,96
351900,2014,84,102
351900,2015,94,108
351900,2016,88,103
351900,2017,96,104
351900,2018,83,90
351900,2019,100,116
351905,2012,172,186
351905,2013,0,160
351905,2014,174,193
351905,2015,202,226
351905,2016,188,214
351905,2017,197,222
351905,2018,182,206
351905,2019,165,185
351907,2012,2485,2954
351907,2013,0,2987
351907,2014,2510,3025
351907,2015,2736,3170
351907,2016,2615,3065
351907,2017,2762,3094
351907,2018,2713,3054
351907,2019,2586,2954
351910,2012,16,106
351910,2013,0,127
351910,2014,152,155
351910,2015,81,166
351910,2016,55,124
351910,2017,122,131
351910,2018,128,138
351910,2019,143,154
351920,2012,2,70
351920,2013,0,75
351920,2014,56,66
351920,2015,53,59
351920,2016,42,49
351920,2017,52,56
351920,2018,63,68
351920,2019,54,63
351925,2012,42,56
351925,2013,0,82
351925,2014,61,78
351925,2015,60,74
351925,2016,77,99
351925,2017,56,70
351925,2018,54,68
351925,2019,60,77
351930,2012,447,518
351930,2013,0,498
351930,2014,469,525
351930,2015,418,481
351930,2016,437,479
351930,2017,454,502
351930,2018,474,524
351930,2019,473,514
351940,2012,87,108
351940,2013,0,132
351940,2014,163,174
351940,2015,125,132
351940,2016,142,146
351940,2017,139,146
351940,2018,120,128
351940,2019,130,141
351950,2012,21,94
351950,2013,0,91
351950,2014,57,72
351950,2015,32,74
351950,2016,66,72
351950,2017,59,67
351950,2018,71,76
351950,2019,55,60
351960,2012,639,709
351960,2013,0,693
351960,2014,671,739
351960,2015,720,790
351960,2016,645,708
351960,2017,688,742
351960,2018,738,784
351960,2019,718,757
351970,2012,678,1034
351970,2013,0,1074
351970,2014,873,1086
351970,2015,855,1106
351970,2016,905,1145
351970,2017,982,1177
351970,2018,898,1045
351970,2019,889,1050
351980,2012,75,91
351980,2013,0,104
351980,2014,94,97
351980,2015,101,113
351980,2016,80,89
351980,2017,94,110
351980,2018,89,100
351980,2019,81,89
351990,2012,65,93
351990,2013,0,99
351990,2014,86,92
351990,2015,108,114
351990,2016,90,93
351990,2017,97,103
351990,2018,98,109
351990,2019,75,77
352000,2012,141,298
352000,2013,0,279
352000,2014,223,291
352000,2015,235,271
352000,2016,228,278
352000,2017,254,289
352000,2018,271,297
352000,2019,247,279
352010,2012,158,310
352010,2013,0,297
352010,2014,254,319
352010,2015,273,329
352010,2016,266,298
352010,2017,288,346
352010,2018,278,316
352010,2019,269,294
352020,2012,74,123
352020,2013,0,141
352020,2014,97,128
352020,2015,103,130
352020,2016,105,122
352020,2017,98,118
352020,2018,115,146
352020,2019,111,139
352030,2012,81,393
352030,2013,0,338
352030,2014,253,313
352030,2015,336,394
352030,2016,314,367
352030,2017,303,366
352030,2018,335,373
352030,2019,289,330
352040,2012,198,461
352040,2013,0,448
352040,2014,423,449
352040,2015,447,470
352040,2016,452,488
352040,2017,503,530
352040,2018,480,508
352040,2019,496,541
352042,2012,30,112
352042,2013,0,116
352042,2014,112,136
352042,2015,130,156
352042,2016,126,151
352042,2017,146,159
352042,2018,145,174
352042,2019,128,150
352044,2012,219,297
352044,2013,0,280
352044,2014,258,287
352044,2015,238,275
352044,2016,260,285
352044,2017,265,289
352044,2018,245,261
352044,2019,233,255
352050,2012,2759,2995
352050,2013,0,2975
352050,2014,2824,3118
352050,2015,2882,3121
352050,2016,2845,3068
352050,2017,3015,3195
352050,2018,3174,3357
352050,2019,3027,3227
352060,2012,34,65
352060,2013,0,63
352060,2014,60,69
352060,2015,50,63
352060,2016,47,50
352060,2017,48,55
352060,2018,63,70
352060,2019,50,56
352070,2012,2,40
352070,2013,0,35
352070,2014,42,44
352070,2015,48,49
352070,2016,32,33
352070,2017,37,37
352070,2018,40,41
352070,2019,32,34
352080,2012,1,34
352080,2013,0,43
352080,2014,34,37
352080,2015,34,36
352080,2016,33,37
352080,2017,31,34
352080,2018,42,43
352080,2019,23,25
352090,2012,13,200
352090,2013,0,163
352090,2014,142,179
352090,2015,134,148
352090,2016,157,169
352090,2017,172,191
352090,2018,172,190
352090,2019,171,187
352100,2012,298,361
352100,2013,0,345
352100,2014,317,359
352100,2015,363,416
352100,2016,291,333
352100,2017,322,348
352100,2018,307,322
352100,2019,337,367
352110,2012,93,122
352110,2013,0,100
352110,2014,96,114
352110,2015,84,99
352110,2016,79,87
352110,2017,96,104
352110,2018,83,88
352110,2019,71,81
352115,2012,58,73
352115,2013,0,56
352115,2014,41,50
352115,2015,66,70
352115,2016,62,68
352115,2017,50,59
352115,2018,83,87
352115,2019,79,83
352120,2012,7,44
352120,2013,0,62
352120,2014,64,73
352120,2015,45,53
352120,2016,48,57
352120,2017,61,67
352120,2018,47,49
352120,2019,37,45
352130,2012,57,203
352130,2013,0,183
352130,2014,149,177
352130,2015,188,193
352130,2016,155,165
352130,2017,181,190
352130,2018,169,176
352130,2019,148,169
352140,2012,188,215
352140,2013,0,227
352140,2014,264,281
352140,2015,224,247
352140,2016,252,272
352140,2017,212,232
352140,2018,265,292
352140,2019,235,252
352150,2012,50,92
352150,2013,0,84
352150,2014,91,100
352150,2015,74,79
352150,2016,75,82
352150,2017,76,80
352150,2018,80,86
352150,2019,70,74
352160,2012,66,76
352160,2013,0,66
352160,2014,57,62
352160,2015,54,70
352160,2016,47,58
352160,2017,74,80
352160,2018,60,66
352160,2019,53,66
352170,2012,195,226
352170,2013,0,240
352170,2014,232,249
352170,2015,250,268
352170,2016,201,212
352170,2017,209,217
352170,2018,210,214
352170,2019,251,259
352180,2012,294,365
352180,2013,0,325
352180,2014,273,332
352180,2015,242,294
352180,2016,253,296
352180,2017,281,330
352180,2018,281,335
352180,2019,284,327
352190,2012,104,162
352190,2013,0,159
352190,2014,142,148
352190,2015,138,145
352190,2016,150,162
352190,2017,163,174
352190,2018,161,167
352190,2019,217,229
352200,2012,4,40
352200,2013,0,42
352200,2014,31,32
352200,2015,38,41
352200,2016,36,41
352200,2017,31,33
352200,2018,40,40
352200,2019,31,35
352210,2012,1174,1476
352210,2013,0,1442
352210,2014,1232,1434
352210,2015,1222,1423
352210,2016,1172,1338
352210,2017,1348,1527
352210,2018,1292,1463
352210,2019,1161,1340
352215,2012,32,37
352215,2013,0,45
352215,2014,38,43
352215,2015,44,46
352215,2016,39,42
352215,2017,42,42
352215,2018,45,46
352215,2019,37,39
352220,2012,2346,2973
352220,2013,0,2929
352220,2014,2316,2911
352220,2015,2392,2872
352220,2016,2258,2680
352220,2017,2316,2790
352220,2018,2264,2676
352220,2019,2155,2554
352230,2012,1447,2111
352230,2013,0,2156
352230,2014,1873,2139
352230,2015,1976,2238
352230,2016,1901,2076
352230,2017,1995,2180
352230,2018,2036,2203
352230,2019,1974,2100
352240,2012,1279,1412
352240,2013,0,1427
352240,2014,1345,1465
352240,2015,1408,1505
352240,2016,1343,1436
352240,2017,1326,1373
352240,2018,1376,1424
352240,2019,1393,1463
352250,2012,3057,3984
352250,2013,0,4112
352250,2014,3427,4322
352250,2015,3311,4474
352250,2016,3085,4087
352250,2017,3415,4364
352250,2018,3247,4132
352250,2019,3117,4001
352260,2012,528,814
352260,2013,0,779
352260,2014,697,816
352260,2015,742,865
352260,2016,713,803
352260,2017,709,803
352260,2018,768,851
352260,2019,738,821
352265,2012,42,52
352265,2013,0,50
352265,2014,52,53
352265,2015,63,66
352265,2016,56,58
352265,2017,64,71
352265,2018,56,59
352265,2019,69,74
352270,2012,366,525
352270,2013,0,505
352270,2014,394,485
352270,2015,378,452
352270,2016,385,448
352270,2017,409,455
352270,2018,411,483
352270,2019,423,467
352280,2012,174,221
352280,2013,0,208
352280,2014,164,193
352280,2015,162,197
352280,2016,173,201
352280,2017,175,198
352280,2018,148,167
352280,2019,167,177
352290,2012,97,157
352290,2013,0,161
352290,2014,135,148
352290,2015,138,172
352290,2016,161,186
352290,2017,141,154
352290,2018,141,154
352290,2019,181,193
352300,2012,45,66
352300,2013,0,62
352300,2014,47,62
352300,2015,57,71
352300,2016,54,60
352300,2017,66,80
352300,2018,56,57
352300,2019,39,49
352310,2012,4532,5847
352310,2013,0,5740
352310,2014,4545,6017
352310,2015,4772,6337
352310,2016,4644,6100
352310,2017,4528,5960
352310,2018,4352,6094
352310,2019,4265,5867
352320,2012,579,711
352320,2013,0,675
352320,2014,610,648
352320,2015,616,662
352320,2016,563,647
352320,2017,581,643
352320,2018,605,668
352320,2019,543,621
352330,2012,147,178
352330,2013,0,152
352330,2014,126,149
352330,2015,132,152
352330,2016,157,185
352330,2017,144,156
352330,2018,194,211
352330,2019,147,159
352340,2012,910,1399
352340,2013,0,1504
352340,2014,1371,1464
352340,2015,1386,1487
352340,2016,1250,1355
352340,2017,1314,1405
352340,2018,1363,1452
352340,2019,1343,1418
352350,2012,280,321
352350,2013,0,252
352350,2014,226,244
352350,2015,254,285
352350,2016,261,284
352350,2017,251,275
352350,2018,217,245
352350,2019,241,264
352360,2012,40,171
352360,2013,0,173
352360,2014,144,178
352360,2015,124,147
352360,2016,139,153
352360,2017,154,171
352360,2018,156,178
352360,2019,136,161
352370,2012,48,67
352370,2013,0,72
352370,2014,58,69
352370,2015,47,68
352370,2016,44,71
352370,2017,47,69
352370,2018,51,67
352370,2019,62,74
352380,2012,27,83
352380,2013,0,76
352380,2014,66,88
352380,2015,80,86
352380,2016,80,84
352380,2017,97,101
352380,2018,80,85
352380,2019,82,85
352390,2012,1747,2491
352390,2013,0,2370
352390,2014,2190,2476
352390,2015,2114,2469
352390,2016,1944,2290
352390,2017,2018,2320
352390,2018,1942,2227
352390,2019,1930,2248
352400,2012,667,836
352400,2013,0,848
352400,2014,813,885
352400,2015,826,903
352400,2016,787,891
352400,2017,778,847
352400,2018,770,864
352400,2019,795,869
352410,2012,430,483
352410,2013,0,451
352410,2014,416,448
352410,2015,453,493
352410,2016,377,418
352410,2017,426,481
352410,2018,417,453
352410,2019,394,434
352420,2012,29,81
352420,2013,0,88
352420,2014,42,49
352420,2015,49,67
352420,2016,59,71
352420,2017,56,62
352420,2018,61,68
352420,2019,54,62
352430,2012,408,879
352430,2013,0,811
352430,2014,752,856
352430,2015,808,881
352430,2016,705,768
352430,2017,695,768
352430,2018,730,785
352430,2019,706,766
352440,2012,1776,3273
352440,2013,0,3202
352440,2014,2747,3391
352440,2015,2706,3308
352440,2016,2650,3112
352440,2017,2600,3076
352440,2018,2598,3000
352440,2019,2560,2889
352450,2012,67,84
352450,2013,0,82
352450,2014,68,73
352450,2015,89,92
352450,2016,83,87
352450,2017,89,95
352450,2018,87,95
352450,2019,84,94
352460,2012,59,226
352460,2013,0,227
352460,2014,220,256
352460,2015,213,251
352460,2016,234,267
352460,2017,243,262
352460,2018,219,244
352460,2019,200,228
352470,2012,535,686
352470,2013,0,719
352470,2014,621,684
352470,2015,775,864
352470,2016,705,770
352470,2017,735,800
352470,2018,778,828
352470,2019,730,778
352480,2012,173,517
352480,2013,0,536
352480,2014,492,536
352480,2015,493,545
352480,2016,500,540
352480,2017,474,516
352480,2018,460,502
352480,2019,479,529
352490,2012,27,60
352490,2013,0,82
352490,2014,61,69
352490,2015,72,76
352490,2016,66,72
352490,2017,61,67
352490,2018,71,75
352490,2019,59,67
352500,2012,1391,1733
352500,2013,0,1727
352500,2014,1447,1847
352500,2015,1573,1921
352500,2016,1462,1773
352500,2017,1470,1800
352500,2018,1393,1676
352500,2019,1298,1596
352510,2012,456,503
352510,2013,0,573
352510,2014,446,488
352510,2015,508,576
352510,2016,496,562
352510,2017,571,620
352510,2018,529,586
352510,2019,540,593
352520,2012,319,370
352520,2013,0,417
352520,2014,377,467
352520,2015,400,469
352520,2016,328,388
352520,2017,411,474
352520,2018,388,484
352520,2019,421,495
352530,2012,1131,1656
352530,2013,0,1601
352530,2014,1579,1729
352530,2015,1634,1779
352530,2016,1511,1676
352530,2017,1515,1630
352530,2018,1508,1677
352530,2019,1358,1534
352540,2012,25,40
352540,2013,0,35
352540,2014,28,31
352540,2015,37,46
352540,2016,44,48
352540,2017,32,36
352540,2018,43,47
352540,2019,25,27
352550,2012,113,143
352550,2013,0,140
352550,2014,115,131
352550,2015,139,156
352550,2016,122,135
352550,2017,127,138
352550,2018,143,157
352550,2019,146,155
352560,2012,35,55
352560,2013,0,64
352560,2014,49,56
352560,2015,67,85
352560,2016,69,82
352560,2017,55,62
352560,2018,43,52
352560,2019,48,49
352570,2012,351,466
352570,2013,0,430
352570,2014,323,433
352570,2015,373,460
352570,2016,372,447
352570,2017,411,469
352570,2018,387,437
352570,2019,407,449
352580,2012,1,63
352580,2013,0,62
352580,2014,60,66
352580,2015,57,59
352580,2016,54,66
352580,2017,54,58
352580,2018,54,58
352580,2019,56,63
352585,2012,32,45
352585,2013,0,35
352585,2014,32,34
352585,2015,30,33
352585,2016,51,52
352585,2017,34,35
352585,2018,38,39
352585,2019,38,40
352590,2012,4783,5367
352590,2013,0,5469
352590,2014,4963,5405
352590,2015,5369,5822
352590,2016,5425,5830
352590,2017,5651,6066
352590,2018,5877,6366
352590,2019,5716,6144
352600,2012,212,237
352600,2013,0,257
352600,2014,235,248
352600,2015,220,241
352600,2016,209,234
352600,2017,209,227
352600,2018,226,240
352600,2019,203,235
352610,2012,118,286
352610,2013,0,318
352610,2014,281,332
352610,2015,231,287
352610,2016,237,265
352610,2017,225,278
352610,2018,241,286
352610,2019,241,281
352620,2012,319,446
352620,2013,0,472
352620,2014,347,449
352620,2015,387,482
352620,2016,357,459
352620,2017,377,452
352620,2018,409,477
352620,2019,387,452
352630,2012,28,38
352630,2013,0,33
352630,2014,22,25
352630,2015,34,36
352630,2016,34,38
352630,2017,36,40
352630,2018,35,37
352630,2019,49,55
352640,2012,295,341
352640,2013,0,342
352640,2014,358,399
352640,2015,322,358
352640,2016,354,396
352640,2017,294,332
352640,2018,365,417
352640,2019,334,362
352650,2012,54,61
352650,2013,0,46
352650,2014,38,44
352650,2015,49,53
352650,2016,41,47
352650,2017,60,69
352650,2018,36,43
352650,2019,37,45
352660,2012,65,116
352660,2013,0,100
352660,2014,72,98
352660,2015,85,114
352660,2016,72,97
352660,2017,84,101
352660,2018,84,99
352660,2019,73,82
352670,2012,1039,1262
352670,2013,0,1236
352670,2014,1163,1301
352670,2015,1141,1245
352670,2016,1117,1192
352670,2017,1143,1213
352670,2018,1131,1197
352670,2019,1063,1125
352680,2012,670,819
352680,2013,0,864
352680,2014,891,955
352680,2015,825,895
352680,2016,723,775
352680,2017,811,860
352680,2018,787,836
352680,2019,774,814
352690,2012,3011,3619
352690,2013,0,3512
352690,2014,3096,3605
352690,2015,2984,3605
352690,2016,3031,3591
352690,2017,3072,3620
352690,2018,3369,3905
352690,2019,3030,3499
352700,2012,69,82
352700,2013,0,80
352700,2014,58,77
352700,2015,67,76
352700,2016,62,64
352700,2017,51,70
352700,2018,54,75
352700,2019,60,73
352710,2012,841,983
352710,2013,0,952
352710,2014,809,957
352710,2015,794,920
352710,2016,735,904
352710,2017,810,938
352710,2018,891,1016
352710,2019,788,905
352720,2012,434,1239
352720,2013,0,1248
352720,2014,940,1205
352720,2015,986,1275
352720,2016,990,1223
352720,2017,1046,1263
352720,2018,1053,1242
352720,2019,921,1098
352725,2012,25,26
352725,2013,0,18
352725,2014,28,28
352725,2015,23,23
352725,2016,21,22
352725,2017,21,21
352725,2018,19,20
352725,2019,11,13
352730,2012,614,715
352730,2013,0,704
352730,2014,683,739
352730,2015,716,761
352730,2016,708,755
352730,2017,756,798
352730,2018,750,792
352730,2019,774,808
352740,2012,8,209
352740,2013,0,211
352740,2014,195,209
352740,2015,174,183
352740,2016,176,193
352740,2017,150,171
352740,2018,176,192
352740,2019,187,203
352750,2012,10,25
352750,2013,0,22
352750,2014,19,23
352750,2015,25,28
352750,2016,22,27
352750,2017,19,24
352750,2018,24,26
352750,2019,24,25
352760,2012,173,190
352760,2013,0,165
