CODMUNRES,ano_nasc,Qtd_2Racacor,Qtd_Total
210825,2013,18,291
210825,2014,13,287
210825,2015,15,237
210825,2016,2,210
210825,2017,8,339
210825,2018,16,383
210825,2019,31,415
210830,2012,54,637
210830,2013,53,651
210830,2014,27,651
210830,2015,11,703
210830,2016,15,682
210830,2017,10,711
210830,2018,3,669
210830,2019,6,641
210840,2012,7,144
210840,2013,5,140
210840,2014,4,135
210840,2015,10,141
210840,2016,6,131
210840,2017,4,123
210840,2018,3,98
210840,2019,11,133
210845,2012,38,373
210845,2013,41,393
210845,2014,44,443
210845,2015,18,369
210845,2016,9,369
210845,2017,5,379
210845,2018,13,379
210845,2019,15,339
210850,2012,47,578
210850,2013,53,520
210850,2014,51,605
210850,2015,28,544
210850,2016,22,568
210850,2017,33,533
210850,2018,24,490
210850,2019,37,530
210860,2012,53,1430
210860,2013,44,1388
210860,2014,19,1442
210860,2015,35,1498
210860,2016,25,1461
210860,2017,32,1619
210860,2018,39,1637
210860,2019,60,1531
210870,2012,6,467
210870,2013,31,505
210870,2014,13,504
210870,2015,21,489
210870,2016,3,425
210870,2017,5,391
210870,2018,4,419
210870,2019,4,426
210880,2012,29,309
210880,2013,54,305
210880,2014,31,269
210880,2015,43,331
210880,2016,28,280
210880,2017,28,268
210880,2018,24,290
210880,2019,16,282
210890,2012,9,259
210890,2013,6,258
210890,2014,1,269
210890,2015,4,273
210890,2016,1,236
210890,2017,4,258
210890,2018,2,210
210890,2019,0,243
210900,2012,8,441
210900,2013,4,442
210900,2014,2,431
210900,2015,5,418
210900,2016,10,420
210900,2017,10,430
210900,2018,16,475
210900,2019,5,426
210905,2012,3,65
210905,2013,4,85
210905,2014,6,73
210905,2015,1,65
210905,2016,5,78
210905,2017,6,66
210905,2018,3,76
210905,2019,10,80
210910,2012,10,717
210910,2013,48,802
210910,2014,43,861
210910,2015,41,872
210910,2016,22,794
210910,2017,8,883
210910,2018,17,834
210910,2019,16,823
210920,2012,15,197
210920,2013,13,194
210920,2014,10,185
210920,2015,9,199
210920,2016,11,207
210920,2017,3,208
210920,2018,20,256
210920,2019,11,195
210923,2012,11,119
210923,2013,16,92
210923,2014,18,118
210923,2015,43,117
210923,2016,26,100
210923,2017,3,88
210923,2018,1,98
210923,2019,2,102
210927,2012,13,321
210927,2013,19,327
210927,2014,12,374
210927,2015,23,377
210927,2016,17,395
210927,2017,21,393
210927,2018,10,383
210927,2019,20,354
210930,2012,0,193
210930,2013,8,178
210930,2014,8,213
210930,2015,6,231
210930,2016,4,210
210930,2017,1,216
210930,2018,2,211
210930,2019,4,241
210940,2012,8,202
210940,2013,6,180
210940,2014,2,186
210940,2015,1,175
210940,2016,1,196
210940,2017,3,177
210940,2018,0,213
210940,2019,1,197
210945,2012,27,490
210945,2013,8,470
210945,2014,13,565
210945,2015,5,438
210945,2016,11,478
210945,2017,19,502
210945,2018,17,492
210945,2019,21,487
210950,2012,11,336
210950,2013,12,322
210950,2014,12,359
210950,2015,14,356
210950,2016,10,381
210950,2017,17,364
210950,2018,24,382
210950,2019,23,364
210955,2012,7,143
210955,2013,3,138
210955,2014,2,140
210955,2015,2,146
210955,2016,6,134
210955,2017,3,117
210955,2018,3,123
210955,2019,5,124
210960,2012,34,653
210960,2013,27,582
210960,2014,17,621
210960,2015,13,631
210960,2016,8,634
210960,2017,7,572
210960,2018,7,631
210960,2019,8,635
210970,2012,1,29
210970,2013,6,66
210970,2014,1,62
210970,2015,2,67
210970,2016,1,66
210970,2017,1,61
210970,2018,2,81
210970,2019,3,78
210975,2012,2,95
210975,2013,5,105
210975,2014,3,64
210975,2015,0,61
210975,2016,1,55
210975,2017,1,88
210975,2018,0,90
210975,2019,2,80
210980,2012,36,606
210980,2013,33,601
210980,2014,40,623
210980,2015,28,520
210980,2016,14,520
210980,2017,42,545
210980,2018,37,583
210980,2019,27,550
210990,2012,80,1606
210990,2013,75,1593
210990,2014,56,1541
210990,2015,32,1587
210990,2016,30,1519
210990,2017,41,1599
210990,2018,36,1690
210990,2019,50,1590
211000,2012,24,1326
211000,2013,40,1290
211000,2014,41,1317
211000,2015,30,1280
211000,2016,45,1156
211000,2017,49,1153
211000,2018,34,1156
211000,2019,27,1202
211003,2012,35,429
211003,2013,44,386
211003,2014,26,401
211003,2015,54,447
211003,2016,21,381
211003,2017,15,376
211003,2018,7,351
211003,2019,6,329
211010,2012,13,469
211010,2013,11,474
211010,2014,11,503
211010,2015,8,489
211010,2016,20,428
211010,2017,5,510
211010,2018,3,529
211010,2019,8,429
211020,2012,34,602
211020,2013,52,681
211020,2014,40,660
211020,2015,21,625
211020,2016,6,541
211020,2017,27,585
211020,2018,23,613
211020,2019,12,549
211023,2012,2,123
211023,2013,1,132
211023,2014,5,145
211023,2015,4,133
211023,2016,3,119
211023,2017,1,107
211023,2018,0,130
211023,2019,0,133
211027,2012,2,132
211027,2013,3,142
211027,2014,0,160
211027,2015,1,159
211027,2016,0,175
211027,2017,1,193
211027,2018,3,215
211027,2019,1,188
211030,2012,4,239
211030,2013,4,245
211030,2014,5,247
211030,2015,3,245
211030,2016,3,260
211030,2017,3,235
211030,2018,0,263
211030,2019,1,258
211040,2012,2,383
211040,2013,3,426
211040,2014,0,407
211040,2015,2,387
211040,2016,1,345
211040,2017,2,373
211040,2018,3,361
211040,2019,0,378
211050,2012,9,423
211050,2013,113,521
211050,2014,58,545
211050,2015,38,516
211050,2016,50,473
211050,2017,112,565
211050,2018,133,560
211050,2019,113,505
211060,2012,42,499
211060,2013,42,471
211060,2014,53,479
211060,2015,28,465
211060,2016,16,428
211060,2017,3,445
211060,2018,7,437
211060,2019,4,424
211065,2012,6,92
211065,2013,8,96
211065,2014,19,147
211065,2015,34,133
211065,2016,31,129
211065,2017,34,134
211065,2018,16,113
211065,2019,7,77
211070,2012,75,593
211070,2013,75,642
211070,2014,29,696
211070,2015,37,609
211070,2016,18,583
211070,2017,45,641
211070,2018,66,570
211070,2019,65,649
211080,2012,1,47
211080,2013,1,47
211080,2014,6,54
211080,2015,6,48
211080,2016,2,39
211080,2017,3,44
211080,2018,1,69
211080,2019,1,52
211085,2012,6,119
211085,2013,8,133
211085,2014,6,124
211085,2015,8,139
211085,2016,3,152
211085,2017,1,137
211085,2018,4,114
211085,2019,0,99
211090,2012,16,163
211090,2013,13,129
211090,2014,13,140
211090,2015,7,152
211090,2016,13,147
211090,2017,18,165
211090,2018,11,150
211090,2019,5,160
211100,2012,1,259
211100,2013,42,304
211100,2014,59,273
211100,2015,31,269
211100,2016,25,267
211100,2017,11,241
211100,2018,24,271
211100,2019,32,267
211102,2012,6,131
211102,2013,14,235
211102,2014,8,215
211102,2015,2,222
211102,2016,2,228
211102,2017,8,245
211102,2018,15,263
211102,2019,25,247
211105,2012,3,168
211105,2013,1,190
211105,2014,3,139
211105,2015,4,160
211105,2016,2,161
211105,2017,5,149
211105,2018,4,145
211105,2019,2,161
211107,2012,6,273
211107,2013,14,283
211107,2014,11,321
211107,2015,7,282
211107,2016,11,294
211107,2017,8,252
211107,2018,19,308
211107,2019,9,273
211110,2012,65,404
211110,2013,47,399
211110,2014,23,437
211110,2015,35,418
211110,2016,49,390
211110,2017,47,413
211110,2018,50,396
211110,2019,43,371
211120,2012,74,2757
211120,2013,90,3103
211120,2014,99,3388
211120,2015,73,3298
211120,2016,54,3229
211120,2017,97,3236
211120,2018,97,3791
211120,2019,160,3753
211125,2012,12,119
211125,2013,8,99
211125,2014,4,129
211125,2015,1,82
211125,2016,2,93
211125,2017,1,90
211125,2018,3,98
211125,2019,7,104
211130,2012,390,18059
211130,2013,369,17204
211130,2014,367,16536
211130,2015,571,16998
211130,2016,544,15930
211130,2017,529,15549
211130,2018,693,15959
211130,2019,890,15685
211140,2012,40,420
211140,2013,30,348
211140,2014,23,313
211140,2015,17,334
211140,2016,11,301
211140,2017,23,322
211140,2018,26,305
211140,2019,26,290
211150,2012,53,730
211150,2013,57,685
211150,2014,27,702
211150,2015,18,680
211150,2016,21,673
211150,2017,12,691
211150,2018,19,692
211150,2019,24,633
211153,2012,5,171
211153,2013,4,165
211153,2014,8,167
211153,2015,7,172
211153,2016,1,168
211153,2017,4,143
211153,2018,5,189
211153,2019,3,164
211157,2012,1,62
211157,2013,0,68
211157,2014,0,52
211157,2015,0,72
211157,2016,4,88
211157,2017,3,84
211157,2018,4,93
211157,2019,2,78
211160,2012,7,305
211160,2013,24,342
211160,2014,21,352
211160,2015,16,319
211160,2016,16,337
211160,2017,20,320
211160,2018,18,320
211160,2019,17,312
211163,2012,10,81
211163,2013,6,69
211163,2014,0,104
211163,2015,3,78
211163,2016,2,76
211163,2017,6,63
211163,2018,1,96
211163,2019,1,88
211167,2012,6,85
211167,2013,4,89
211167,2014,0,86
211167,2015,3,88
211167,2016,0,57
211167,2017,1,77
211167,2018,1,75
211167,2019,0,90
211170,2012,7,306
211170,2013,10,326
211170,2014,7,309
211170,2015,17,319
211170,2016,5,252
211170,2017,35,277
211170,2018,11,299
211170,2019,25,268
211172,2012,3,143
211172,2013,6,110
211172,2014,3,129
211172,2015,1,109
211172,2016,2,115
211172,2017,1,104
211172,2018,5,96
211172,2019,2,79
211174,2012,28,190
211174,2013,21,172
211174,2014,18,184
211174,2015,23,186
211174,2016,6,177
211174,2017,10,206
211174,2018,9,179
211174,2019,18,170
211176,2012,9,345
211176,2013,4,326
211176,2014,5,322
211176,2015,3,315
211176,2016,1,287
211176,2017,1,264
211176,2018,6,280
211176,2019,4,272
211178,2012,39,175
211178,2013,69,152
211178,2014,71,150
211178,2015,79,177
211178,2016,73,140
211178,2017,82,178
211178,2018,78,161
211178,2019,100,171
211180,2012,5,288
211180,2013,9,237
211180,2014,7,248
211180,2015,8,290
211180,2016,6,273
211180,2017,12,303
211180,2018,14,296
211180,2019,12,345
211190,2012,13,147
211190,2013,10,176
211190,2014,2,187
211190,2015,7,167
211190,2016,7,154
211190,2017,6,124
211190,2018,19,175
211190,2019,19,202
211195,2012,25,80
211195,2013,9,80
211195,2014,8,87
211195,2015,11,84
211195,2016,6,71
211195,2017,14,72
211195,2018,5,74
211195,2019,4,47
211200,2012,5,138
211200,2013,5,127
211200,2014,5,155
211200,2015,4,152
211200,2016,4,136
211200,2017,1,127
211200,2018,6,150
211200,2019,1,150
211210,2012,11,477
211210,2013,23,574
211210,2014,12,536
211210,2015,10,581
211210,2016,15,494
211210,2017,15,532
211210,2018,18,537
211210,2019,5,524
211220,2012,163,2658
211220,2013,138,2524
211220,2014,126,2805
211220,2015,113,2796
211220,2016,144,2805
211220,2017,132,2810
211220,2018,198,3086
211220,2019,223,3196
211223,2012,32,290
211223,2013,41,313
211223,2014,18,299
211223,2015,18,358
211223,2016,11,313
211223,2017,18,371
211223,2018,9,361
211223,2019,9,299
211227,2012,5,114
211227,2013,2,109
211227,2014,5,103
211227,2015,4,107
211227,2016,2,109
211227,2017,6,114
211227,2018,1,82
211227,2019,1,101
211230,2012,15,642
211230,2013,4,610
211230,2014,3,615
211230,2015,0,592
211230,2016,3,493
211230,2017,1,534
211230,2018,6,542
211230,2019,8,540
211240,2012,41,803
211240,2013,47,689
211240,2014,31,736
211240,2015,21,657
211240,2016,43,708
211240,2017,138,712
211240,2018,120,694
211240,2019,156,713
211245,2012,24,345
211245,2013,26,341
211245,2014,30,388
211245,2015,44,398
211245,2016,14,344
211245,2017,30,351
211245,2018,19,380
211245,2019,17,330
211250,2012,0,1005
211250,2013,2,985
211250,2014,6,990
211250,2015,12,1046
211250,2016,6,907
211250,2017,12,958
211250,2018,8,1008
211250,2019,4,1068
211260,2012,2,749
211260,2013,7,681
211260,2014,1,661
211260,2015,1,684
211260,2016,4,621
211260,2017,5,656
211260,2018,5,629
211260,2019,4,665
211270,2012,79,930
211270,2013,69,880
211270,2014,29,1015
211270,2015,22,932
211270,2016,12,860
211270,2017,24,903
211270,2018,30,933
211270,2019,15,795
211280,2012,182,981
211280,2013,59,1044
211280,2014,51,1118
211280,2015,23,1071
211280,2016,15,1018
211280,2017,38,1013
211280,2018,38,1046
211280,2019,26,948
211285,2012,4,145
211285,2013,10,123
211285,2014,12,161
211285,2015,0,167
211285,2016,2,161
211285,2017,2,172
211285,2018,6,183
211285,2019,10,171
211290,2012,21,572
211290,2013,28,607
211290,2014,21,531
211290,2015,5,570
211290,2016,7,522
211290,2017,7,493
211290,2018,6,502
211290,2019,4,510
211300,2012,16,527
211300,2013,10,483
211300,2014,5,529
211300,2015,4,521
211300,2016,10,461
211300,2017,10,503
211300,2018,10,490
211300,2019,7,515
211400,2012,60,813
211400,2013,66,837
211400,2014,51,797
211400,2015,18,777
211400,2016,21,803
211400,2017,14,716
211400,2018,14,804
211400,2019,3,731
220000,2015,1,1
220000,2018,0,1
220000,2019,0,2
220005,2012,0,78
220005,2013,1,80
220005,2014,3,87
220005,2015,7,87
220005,2016,3,85
220005,2017,7,105
220005,2018,4,95
220005,2019,7,89
220010,2012,10,72
220010,2013,3,50
220010,2014,3,76
220010,2015,3,84
220010,2016,6,73
220010,2017,7,81
220010,2018,3,76
220010,2019,2,74
220020,2012,17,274
220020,2013,25,295
220020,2014,9,273
220020,2015,9,294
220020,2016,3,278
220020,2017,13,308
220020,2018,13,298
220020,2019,17,329
220025,2012,2,90
220025,2013,5,89
220025,2014,1,78
220025,2015,0,85
220025,2016,1,85
220025,2017,1,85
220025,2018,0,85
220025,2019,3,91
220027,2012,2,67
220027,2013,0,69
220027,2014,0,59
220027,2015,1,71
220027,2016,1,54
220027,2017,1,77
220027,2018,1,54
220027,2019,0,48
220030,2012,7,130
220030,2013,9,134
220030,2014,8,126
220030,2015,10,129
220030,2016,6,126
220030,2017,14,146
220030,2018,6,159
220030,2019,3,112
220040,2012,21,559
220040,2013,20,528
220040,2014,16,588
220040,2015,22,626
220040,2016,28,604
220040,2017,24,643
220040,2018,33,679
220040,2019,25,672
220045,2012,9,84
220045,2013,7,74
220045,2014,4,74
220045,2015,3,84
220045,2016,3,80
220045,2017,2,91
220045,2018,8,79
220045,2019,6,73
220050,2012,71,274
220050,2013,62,256
220050,2014,34,251
220050,2015,45,309
220050,2016,26,304
220050,2017,39,274
220050,2018,38,299
220050,2019,44,306
220060,2012,9,83
220060,2013,14,95
220060,2014,5,81
220060,2015,7,90
220060,2016,9,115
220060,2017,6,85
220060,2018,12,87
220060,2019,18,93
220070,2012,10,138
220070,2013,13,143
220070,2014,11,150
220070,2015,4,144
220070,2016,3,142
220070,2017,1,124
220070,2018,0,123
220070,2019,5,135
220080,2012,1,38
220080,2013,2,44
220080,2014,2,50
220080,2015,0,35
220080,2016,4,45
220080,2017,2,41
220080,2018,3,40
220080,2019,5,57
220090,2012,1,51
220090,2013,0,59
220090,2014,0,67
220090,2015,2,75
220090,2016,1,86
220090,2017,0,63
220090,2018,0,70
220090,2019,0,65
220095,2012,0,29
220095,2013,2,21
220095,2014,0,25
220095,2015,1,42
220095,2016,0,19
220095,2017,0,20
220095,2018,0,33
220095,2019,1,35
220100,2012,8,64
220100,2013,9,51
220100,2014,1,50
220100,2015,1,54
220100,2016,4,46
220100,2017,4,60
220100,2018,9,69
220100,2019,11,60
220105,2012,6,121
220105,2013,15,109
220105,2014,11,131
220105,2015,13,151
220105,2016,6,116
220105,2017,4,111
220105,2018,3,124
220105,2019,6,117
220110,2012,0,190
220110,2013,1,184
220110,2014,4,182
220110,2015,3,159
220110,2016,3,170
220110,2017,0,190
220110,2018,0,176
220110,2019,1,212
220115,2012,5,172
220115,2013,12,243
220115,2014,30,220
220115,2015,28,283
220115,2016,40,208
220115,2017,9,250
220115,2018,20,265
220115,2019,16,284
220117,2012,2,55
220117,2013,1,46
220117,2014,1,50
220117,2015,1,44
220117,2016,1,58
220117,2017,1,44
220117,2018,1,52
220117,2019,1,36
220120,2012,26,757
220120,2013,19,765
220120,2014,17,706
220120,2015,18,780
220120,2016,17,731
220120,2017,10,738
220120,2018,11,797
220120,2019,5,678
220130,2012,5,46
220130,2013,9,48
220130,2014,6,25
220130,2015,4,34
220130,2016,5,35
220130,2017,4,39
220130,2018,5,51
220130,2019,1,43
220140,2012,8,116
220140,2013,5,102
220140,2014,8,117
220140,2015,6,92
220140,2016,2,94
220140,2017,6,81
220140,2018,4,97
220140,2019,7,73
220150,2012,34,330
220150,2013,19,340
220150,2014,22,336
220150,2015,16,378
220150,2016,13,365
220150,2017,12,352
220150,2018,12,383
220150,2019,10,344
220155,2012,1,57
220155,2013,1,50
220155,2014,1,48
220155,2015,0,50
220155,2016,1,51
220155,2017,1,39
220155,2018,0,51
220155,2019,1,61
220157,2012,1,31
220157,2013,0,38
220157,2014,0,30
220157,2015,2,36
220157,2016,1,36
220157,2017,0,39
220157,2018,0,23
220157,2019,1,34
220160,2012,7,136
220160,2013,8,128
220160,2014,9,126
220160,2015,15,143
220160,2016,8,127
220160,2017,11,121
220160,2018,5,124
220160,2019,6,113
220170,2012,4,90
220170,2013,8,93
220170,2014,4,82
220170,2015,4,83
220170,2016,5,75
220170,2017,3,69
220170,2018,8,88
220170,2019,6,73
220173,2012,1,110
220173,2013,1,90
220173,2014,5,98
220173,2015,6,117
220173,2016,7,118
220173,2017,6,104
220173,2018,7,116
220173,2019,4,105
220177,2012,5,103
220177,2013,2,90
220177,2014,1,107
220177,2015,2,98
220177,2016,1,82
220177,2017,0,73
220177,2018,0,99
220177,2019,1,85
220180,2012,0,51
220180,2013,0,36
220180,2014,0,42
220180,2015,0,38
220180,2016,0,46
220180,2017,1,39
220180,2018,0,48
220180,2019,0,52
220190,2012,27,425
220190,2013,44,472
220190,2014,19,452
220190,2015,23,482
220190,2016,8,488
220190,2017,19,467
220190,2018,20,517
220190,2019,22,569
220191,2012,3,87
220191,2013,2,87
220191,2014,1,90
220191,2015,3,97
220191,2016,1,75
220191,2017,1,100
220191,2018,0,85
220191,2019,3,89
220192,2012,7,85
220192,2013,10,76
220192,2014,5,78
220192,2015,1,79
220192,2016,3,103
220192,2017,1,85
220192,2018,2,75
220192,2019,2,75
220194,2012,1,117
220194,2013,0,101
220194,2014,1,116
220194,2015,0,122
220194,2016,0,85
220194,2017,0,97
220194,2018,1,77
220194,2019,0,73
220196,2012,2,102
220196,2013,10,91
220196,2014,3,90
220196,2015,2,113
220196,2016,3,100
220196,2017,1,85
220196,2018,0,92
220196,2019,0,88
220198,2012,2,36
220198,2013,13,63
220198,2014,4,45
220198,2015,3,47
220198,2016,4,51
220198,2017,1,44
220198,2018,1,46
220198,2019,3,63
220200,2012,15,285
220200,2013,4,308
220200,2014,8,314
220200,2015,15,348
220200,2016,7,289
220200,2017,9,328
220200,2018,9,348
220200,2019,5,326
220202,2012,2,93
220202,2013,4,74
220202,2014,2,72
220202,2015,0,87
220202,2016,2,71
220202,2017,0,78
220202,2018,2,65
220202,2019,0,63
220205,2012,1,155
220205,2013,7,113
220205,2014,1,118
220205,2015,4,140
220205,2016,1,119
220205,2017,1,101
220205,2018,3,111
220205,2019,3,130
220207,2012,5,39
220207,2013,1,25
220207,2014,7,37
220207,2015,2,41
220207,2016,1,43
220207,2017,1,38
220207,2018,1,36
220207,2019,2,45
220208,2012,1,84
220208,2013,1,88
220208,2014,1,117
220208,2015,6,93
220208,2016,1,118
220208,2017,4,110
220208,2018,3,102
220208,2019,4,112
220209,2012,2,73
220209,2013,0,54
220209,2014,0,56
220209,2015,1,76
220209,2016,2,64
220209,2017,0,65
220209,2018,1,76
220209,2019,1,67
220210,2012,4,64
220210,2013,7,71
220210,2014,8,59
220210,2015,6,57
220210,2016,0,49
220210,2017,4,56
220210,2018,2,54
220210,2019,2,58
220211,2012,5,70
220211,2013,1,66
220211,2014,6,56
220211,2015,5,67
220211,2016,1,58
220211,2017,3,60
220211,2018,4,69
220211,2019,8,47
220213,2012,5,98
220213,2013,1,71
220213,2014,2,72
220213,2015,1,99
220213,2016,1,94
220213,2017,1,66
220213,2018,5,93
220213,2019,1,91
220217,2012,13,105
220217,2013,9,103
220217,2014,7,116
220217,2015,12,144
220217,2016,5,107
220217,2017,3,96
220217,2018,2,90
220217,2019,1,106
220220,2012,5,946
220220,2013,7,795
220220,2014,8,735
220220,2015,2,629
220220,2016,5,560
220220,2017,6,605
220220,2018,6,589
220220,2019,6,614
220225,2012,1,33
220225,2013,6,42
220225,2014,3,43
220225,2015,2,44
220225,2016,3,31
220225,2017,4,47
220225,2018,1,51
220225,2019,5,50
220230,2012,13,228
220230,2013,15,264
220230,2014,10,252
220230,2015,10,289
220230,2016,7,282
220230,2017,5,268
220230,2018,9,254
220230,2019,11,295
220240,2012,6,141
220240,2013,13,166
220240,2014,4,199
220240,2015,2,145
220240,2016,2,149
220240,2017,4,168
220240,2018,3,173
220240,2019,3,156
220245,2012,5,44
220245,2013,1,27
220245,2014,5,51
220245,2015,2,49
220245,2016,2,62
220245,2017,1,48
220245,2018,2,52
220245,2019,3,41
220250,2012,29,194
220250,2013,31,173
220250,2014,15,156
220250,2015,22,177
220250,2016,15,180
220250,2017,11,198
220250,2018,3,174
220250,2019,4,189
220253,2012,6,95
220253,2013,1,70
220253,2014,7,80
220253,2015,6,60
220253,2016,1,80
220253,2017,3,78
220253,2018,0,74
220253,2019,1,72
220255,2012,3,84
220255,2013,4,74
220255,2014,5,72
220255,2015,0,81
220255,2016,2,60
220255,2017,1,82
220255,2018,4,59
220255,2019,2,79
220260,2012,11,291
220260,2013,20,311
220260,2014,15,287
220260,2015,10,286
220260,2016,4,268
220260,2017,5,312
220260,2018,11,290
220260,2019,6,297
220265,2012,2,93
220265,2013,0,87
220265,2014,1,75
220265,2015,4,86
220265,2016,0,101
220265,2017,1,82
220265,2018,1,89
220265,2019,2,98
