CODMUNRES,ano_nasc,Qtd_2Racacor,Qtd_Total
316310,2017,4,42
316310,2018,2,32
316310,2019,1,53
316320,2012,1,45
316320,2013,9,45
316320,2014,5,56
316320,2015,5,51
316320,2016,6,51
316320,2017,6,56
316320,2018,4,50
316320,2019,4,59
316330,2012,0,46
316330,2013,3,43
316330,2014,2,48
316330,2015,3,40
316330,2016,3,65
316330,2017,5,49
316330,2018,4,47
316330,2019,0,34
316340,2012,6,70
316340,2013,10,61
316340,2014,9,59
316340,2015,6,61
316340,2016,7,52
316340,2017,6,49
316340,2018,8,43
316340,2019,9,62
316350,2012,2,72
316350,2013,0,48
316350,2014,3,53
316350,2015,3,69
316350,2016,0,59
316350,2017,3,74
316350,2018,2,84
316350,2019,3,45
316360,2012,3,34
316360,2013,0,34
316360,2014,2,37
316360,2015,6,37
316360,2016,5,44
316360,2017,3,38
316360,2018,5,36
316360,2019,3,44
316370,2012,30,532
316370,2013,30,515
316370,2014,22,560
316370,2015,42,568
316370,2016,35,546
316370,2017,39,539
316370,2018,59,543
316370,2019,30,500
316380,2012,6,75
316380,2013,12,62
316380,2014,8,78
316380,2015,13,62
316380,2016,13,69
316380,2017,10,59
316380,2018,12,58
316380,2019,12,58
316390,2012,1,55
316390,2013,1,47
316390,2014,0,40
316390,2015,1,40
316390,2016,0,53
316390,2017,2,61
316390,2018,2,39
316390,2019,5,55
316400,2012,7,77
316400,2013,7,98
316400,2014,13,84
316400,2015,9,78
316400,2016,10,80
316400,2017,4,77
316400,2018,14,80
316400,2019,13,89
316410,2012,9,57
316410,2013,6,64
316410,2014,6,54
316410,2015,1,64
316410,2016,3,51
316410,2017,5,66
316410,2018,2,64
316410,2019,1,63
316420,2012,18,127
316420,2013,20,113
316420,2014,15,129
316420,2015,21,135
316420,2016,11,110
316420,2017,9,118
316420,2018,21,114
316420,2019,11,95
316430,2012,9,54
316430,2013,4,53
316430,2014,3,55
316430,2015,3,67
316430,2016,3,47
316430,2017,7,63
316430,2018,4,86
316430,2019,2,70
316440,2012,9,72
316440,2013,4,69
316440,2014,2,79
316440,2015,5,81
316440,2016,3,62
316440,2017,0,84
316440,2018,1,70
316440,2019,2,72
316443,2012,1,44
316443,2013,1,24
316443,2014,1,30
316443,2015,1,33
316443,2016,1,19
316443,2017,0,21
316443,2018,1,21
316443,2019,1,39
316447,2012,5,94
316447,2013,2,94
316447,2014,3,100
316447,2015,1,85
316447,2016,3,78
316447,2017,5,79
316447,2018,9,104
316447,2019,1,85
316450,2012,4,101
316450,2013,5,99
316450,2014,3,107
316450,2015,0,99
316450,2016,2,86
316450,2017,3,92
316450,2018,3,102
316450,2019,5,107
316460,2012,2,71
316460,2013,2,79
316460,2014,11,110
316460,2015,7,113
316460,2016,9,103
316460,2017,11,116
316460,2018,10,139
316460,2019,14,137
316470,2012,56,827
316470,2013,57,893
316470,2014,28,854
316470,2015,41,954
316470,2016,49,821
316470,2017,43,923
316470,2018,66,939
316470,2019,67,965
316480,2012,0,24
316480,2013,2,15
316480,2014,1,17
316480,2015,1,17
316480,2016,1,13
316480,2017,1,15
316480,2018,0,5
316480,2019,0,9
316490,2012,0,17
316490,2013,1,26
316490,2014,0,29
316490,2015,1,16
316490,2016,0,18
316490,2017,0,17
316490,2018,1,24
316490,2019,0,24
316500,2012,17,103
316500,2013,27,117
316500,2014,25,115
316500,2015,15,129
316500,2016,17,90
316500,2017,18,129
316500,2018,6,112
316500,2019,3,116
316510,2012,8,84
316510,2013,7,80
316510,2014,5,98
316510,2015,3,95
316510,2016,9,87
316510,2017,4,66
316510,2018,11,83
316510,2019,9,84
316520,2012,4,73
316520,2013,6,80
316520,2014,6,66
316520,2015,3,68
316520,2016,3,78
316520,2017,5,69
316520,2018,2,70
316520,2019,4,91
316530,2012,20,78
316530,2013,10,37
316530,2014,26,92
316530,2015,22,77
316530,2016,22,84
316530,2017,19,78
316530,2018,19,80
316530,2019,21,79
316540,2012,1,66
316540,2013,0,70
316540,2014,2,80
316540,2015,1,76
316540,2016,1,69
316540,2017,4,76
316540,2018,0,73
316540,2019,1,73
316550,2012,2,75
316550,2013,0,68
316550,2014,0,86
316550,2015,1,74
316550,2016,0,78
316550,2017,0,78
316550,2018,0,56
316550,2019,2,80
316553,2012,37,437
316553,2013,36,498
316553,2014,61,495
316553,2015,55,582
316553,2016,64,527
316553,2017,65,543
316553,2018,82,545
316553,2019,79,516
316555,2012,25,185
316555,2013,33,189
316555,2014,23,166
316555,2015,20,171
316555,2016,14,134
316555,2017,13,170
316555,2018,6,141
316555,2019,9,148
316556,2012,1,18
316556,2013,1,16
316556,2014,3,20
316556,2015,1,14
316556,2016,1,18
316556,2017,1,22
316556,2018,0,10
316556,2019,4,19
316557,2012,2,85
316557,2013,2,80
316557,2014,2,87
316557,2015,4,94
316557,2016,1,109
316557,2017,2,101
316557,2018,1,101
316557,2019,3,109
316560,2012,11,30
316560,2013,7,26
316560,2014,14,34
316560,2015,14,32
316560,2016,13,28
316560,2017,8,26
316560,2018,3,20
316560,2019,11,25
316570,2012,2,78
316570,2013,3,75
316570,2014,1,82
316570,2015,5,85
316570,2016,3,77
316570,2017,7,91
316570,2018,2,89
316570,2019,6,86
316580,2012,0,14
316580,2013,0,10
316580,2014,0,14
316580,2015,3,15
316580,2016,0,6
316580,2017,1,11
316580,2018,0,10
316580,2019,0,11
316590,2012,5,46
316590,2013,5,43
316590,2014,1,36
316590,2015,3,34
316590,2016,2,45
316590,2017,2,39
316590,2018,5,37
316590,2019,4,40
316600,2012,0,62
316600,2013,4,47
316600,2014,9,61
316600,2015,6,72
316600,2016,9,63
316600,2017,7,43
316600,2018,6,55
316600,2019,12,58
316610,2012,10,36
316610,2013,10,35
316610,2014,15,47
316610,2015,11,45
316610,2016,6,46
316610,2017,4,32
316610,2018,7,40
316610,2019,9,44
316620,2012,4,92
316620,2013,3,66
316620,2014,2,92
316620,2015,5,83
316620,2016,5,83
316620,2017,8,106
316620,2018,5,78
316620,2019,6,94
316630,2012,5,96
316630,2013,2,79
316630,2014,7,99
316630,2015,5,106
316630,2016,3,109
316630,2017,2,87
316630,2018,7,103
316630,2019,6,108
316640,2012,0,17
316640,2013,0,14
316640,2014,0,15
316640,2015,1,15
316640,2016,0,16
316640,2017,2,18
316640,2018,0,23
316640,2019,4,26
316650,2012,15,60
316650,2013,10,50
316650,2014,10,41
316650,2015,7,56
316650,2016,9,64
316650,2017,4,44
316650,2018,7,58
316650,2019,3,56
316660,2012,0,9
316660,2013,0,8
316660,2014,0,9
316660,2015,0,4
316660,2016,0,6
316660,2017,0,4
316660,2018,0,7
316660,2019,1,6
316670,2012,3,96
316670,2013,0,105
316670,2014,1,90
316670,2015,2,83
316670,2016,2,91
316670,2017,0,75
316670,2018,3,80
316670,2019,11,95
316680,2012,12,123
316680,2013,14,126
316680,2014,18,134
316680,2015,25,169
316680,2016,17,138
316680,2017,17,177
316680,2018,16,174
316680,2019,18,178
316690,2012,13,91
316690,2013,10,94
316690,2014,9,104
316690,2015,16,109
316690,2016,10,88
316690,2017,11,92
316690,2018,9,104
316690,2019,6,85
316695,2012,6,42
316695,2013,7,59
316695,2014,2,52
316695,2015,1,50
316695,2016,3,43
316695,2017,1,43
316695,2018,0,40
316695,2019,0,49
316700,2012,0,19
316700,2013,0,19
316700,2014,1,16
316700,2015,0,12
316700,2016,0,27
316700,2017,1,28
316700,2018,2,17
316700,2019,0,20
316710,2012,12,228
316710,2013,6,245
316710,2014,3,266
316710,2015,12,270
316710,2016,5,280
316710,2017,4,264
316710,2018,2,266
316710,2019,11,261
316720,2012,65,2906
316720,2013,73,2934
316720,2014,26,2990
316720,2015,13,2985
316720,2016,12,2599
316720,2017,11,2719
316720,2018,15,2821
316720,2019,127,2677
316730,2012,1,19
316730,2013,1,26
316730,2014,1,23
316730,2015,1,23
316730,2016,1,23
316730,2017,3,28
316730,2018,3,20
316730,2019,5,20
316740,2012,7,51
316740,2013,5,59
316740,2014,6,67
316740,2015,3,59
316740,2016,4,78
316740,2017,7,52
316740,2018,3,70
316740,2019,3,64
316750,2012,4,33
316750,2013,5,23
316750,2014,16,40
316750,2015,8,35
316750,2016,5,22
316750,2017,10,33
316750,2018,5,21
316750,2019,5,30
316760,2012,21,269
316760,2013,8,268
316760,2014,11,265
316760,2015,21,281
316760,2016,8,297
316760,2017,15,308
316760,2018,24,336
316760,2019,22,364
316770,2012,3,60
316770,2013,8,56
316770,2014,2,57
316770,2015,3,61
316770,2016,1,55
316770,2017,2,59
316770,2018,0,56
316770,2019,1,55
316780,2012,1,61
316780,2013,0,69
316780,2014,1,65
316780,2015,2,67
316780,2016,2,72
316780,2017,2,62
316780,2018,2,58
316780,2019,2,55
316790,2012,6,31
316790,2013,1,25
316790,2014,7,51
316790,2015,1,35
316790,2016,4,39
316790,2017,8,35
316790,2018,13,51
316790,2019,10,43
316800,2012,13,468
316800,2013,19,418
316800,2014,5,490
316800,2015,0,447
316800,2016,0,443
316800,2017,4,478
316800,2018,29,432
316800,2019,35,448
316805,2012,2,40
316805,2013,2,36
316805,2014,1,37
316805,2015,2,51
316805,2016,4,47
316805,2017,3,36
316805,2018,4,40
316805,2019,3,37
316810,2012,2,56
316810,2013,0,38
316810,2014,2,33
316810,2015,0,45
316810,2016,2,52
316810,2017,0,46
316810,2018,4,62
316810,2019,1,62
316820,2012,0,15
316820,2013,0,12
316820,2014,0,8
316820,2015,0,12
316820,2016,1,8
316820,2017,0,13
316820,2018,0,10
316820,2019,0,15
316830,2012,3,38
316830,2013,3,34
316830,2014,3,42
316830,2015,5,34
316830,2016,5,36
316830,2017,8,38
316830,2018,9,38
316830,2019,4,48
316840,2012,5,138
316840,2013,11,149
316840,2014,1,184
316840,2015,2,159
316840,2016,2,138
316840,2017,3,139
316840,2018,6,148
316840,2019,5,116
316850,2012,13,128
316850,2013,18,123
316850,2014,12,116
316850,2015,10,126
316850,2016,8,101
316850,2017,15,120
316850,2018,9,113
316850,2019,13,115
316860,2012,17,1796
316860,2013,20,1824
316860,2014,16,1946
316860,2015,15,1923
316860,2016,14,1824
316860,2017,11,1964
316860,2018,6,2007
316860,2019,8,1879
316870,2012,72,1098
316870,2013,78,1083
316870,2014,55,1096
316870,2015,79,1106
316870,2016,76,980
316870,2017,71,980
316870,2018,94,1031
316870,2019,89,961
316880,2012,2,72
316880,2013,2,77
316880,2014,1,90
316880,2015,3,84
316880,2016,3,104
316880,2017,2,82
316880,2018,5,74
316880,2019,9,87
316890,2012,2,48
316890,2013,0,47
316890,2014,3,64
316890,2015,3,71
316890,2016,3,62
316890,2017,3,78
316890,2018,3,77
316890,2019,4,87
316900,2012,16,193
316900,2013,22,202
316900,2014,13,198
316900,2015,16,196
316900,2016,23,182
316900,2017,25,214
316900,2018,22,189
316900,2019,26,187
316905,2012,1,33
316905,2013,0,21
316905,2014,0,39
316905,2015,1,28
316905,2016,0,29
316905,2017,1,34
316905,2018,0,42
316905,2019,0,38
316910,2012,3,93
316910,2013,3,65
316910,2014,3,72
316910,2015,0,48
316910,2016,1,70
316910,2017,2,64
316910,2018,0,55
316910,2019,1,92
316920,2012,11,104
316920,2013,10,89
316920,2014,10,114
316920,2015,2,100
316920,2016,0,96
316920,2017,0,88
316920,2018,1,99
316920,2019,1,84
316930,2012,129,1031
316930,2013,146,1004
316930,2014,160,1077
316930,2015,129,1068
316930,2016,88,1026
316930,2017,90,1077
316930,2018,110,1085
316930,2019,49,1010
316935,2012,45,391
316935,2013,12,374
316935,2014,6,381
316935,2015,10,399
316935,2016,2,366
316935,2017,14,340
316935,2018,35,379
316935,2019,36,379
316940,2012,94,775
316940,2013,105,745
316940,2014,101,712
316940,2015,64,752
316940,2016,74,657
316940,2017,76,709
316940,2018,75,733
316940,2019,87,692
316950,2012,6,91
316950,2013,1,69
316950,2014,3,66
316950,2015,0,89
316950,2016,1,75
316950,2017,0,81
316950,2018,2,72
316950,2019,4,76
316960,2012,18,178
316960,2013,11,250
316960,2014,16,243
316960,2015,9,255
316960,2016,14,221
316960,2017,12,276
316960,2018,17,216
316960,2019,13,251
316970,2012,4,256
316970,2013,0,246
316970,2014,0,233
316970,2015,0,212
316970,2016,0,225
316970,2017,2,241
316970,2018,2,178
316970,2019,0,250
316980,2012,6,48
316980,2013,1,51
316980,2014,5,71
316980,2015,5,64
316980,2016,2,53
316980,2017,3,50
316980,2018,2,75
316980,2019,2,64
316990,2012,144,1378
316990,2013,133,1329
316990,2014,116,1315
316990,2015,144,1405
316990,2016,163,1159
316990,2017,147,1262
316990,2018,144,1275
316990,2019,173,1342
317000,2012,20,154
317000,2013,20,165
317000,2014,19,134
317000,2015,17,147
317000,2016,12,156
317000,2017,11,132
317000,2018,16,145
317000,2019,17,133
317005,2012,13,155
317005,2013,15,157
317005,2014,15,174
317005,2015,6,177
317005,2016,8,133
317005,2017,13,137
317005,2018,12,156
317005,2019,12,155
317010,2012,324,4031
317010,2013,316,4167
317010,2014,330,4287
317010,2015,293,4443
317010,2016,248,4134
317010,2017,287,4255
317010,2018,321,4188
317010,2019,306,4187
317020,2012,990,8824
317020,2013,915,9006
317020,2014,925,9474
317020,2015,862,9687
317020,2016,776,9247
317020,2017,881,9639
317020,2018,963,9685
317020,2019,877,9676
317030,2012,1,34
317030,2013,2,39
317030,2014,0,43
317030,2015,1,41
317030,2016,1,28
317030,2017,3,45
317030,2018,0,36
317030,2019,1,40
317040,2012,77,1129
317040,2013,62,1128
317040,2014,71,1216
317040,2015,54,1134
317040,2016,67,1068
317040,2017,65,1256
317040,2018,54,1212
317040,2019,60,1214
317043,2012,4,53
317043,2013,3,60
317043,2014,7,57
317043,2015,4,52
317043,2016,7,38
317043,2017,4,46
317043,2018,3,40
317043,2019,6,40
317047,2012,0,38
317047,2013,4,40
317047,2014,3,45
317047,2015,3,43
317047,2016,2,26
317047,2017,4,38
317047,2018,4,35
317047,2019,0,24
317050,2012,13,136
317050,2013,13,130
317050,2014,22,136
317050,2015,14,124
317050,2016,11,124
317050,2017,11,132
317050,2018,21,140
317050,2019,20,139
317052,2012,1,128
317052,2013,4,132
317052,2014,2,140
317052,2015,3,145
317052,2016,3,127
317052,2017,3,99
317052,2018,8,122
317052,2019,3,107
317057,2012,8,89
317057,2013,8,84
317057,2014,2,68
317057,2015,7,69
317057,2016,4,58
317057,2017,6,61
317057,2018,12,79
317057,2019,7,69
317060,2012,0,21
317060,2013,1,27
317060,2014,1,19
317060,2015,2,23
317060,2016,0,13
317060,2017,5,30
317060,2018,0,22
317060,2019,1,22
317065,2012,2,54
317065,2013,1,44
317065,2014,2,69
317065,2015,0,58
317065,2016,0,54
317065,2017,0,85
317065,2018,2,70
317065,2019,1,71
317070,2012,177,1611
317070,2013,159,1589
317070,2014,137,1739
317070,2015,123,1726
317070,2016,142,1735
317070,2017,150,1857
317070,2018,139,1845
317070,2019,157,1799
317075,2012,12,103
317075,2013,10,82
317075,2014,9,87
317075,2015,10,105
317075,2016,10,104
317075,2017,3,84
317075,2018,10,107
317075,2019,9,121
317080,2012,40,446
317080,2013,29,439
317080,2014,29,493
317080,2015,29,430
317080,2016,17,339
317080,2017,17,365
317080,2018,2,415
317080,2019,2,423
317090,2012,31,270
317090,2013,19,271
317090,2014,29,260
317090,2015,21,259
317090,2016,21,220
317090,2017,13,248
317090,2018,32,286
317090,2019,23,262
317100,2012,16,239
317100,2013,19,246
317100,2014,15,231
317100,2015,21,246
317100,2016,16,229
317100,2017,20,282
317100,2018,16,233
317100,2019,15,250
317103,2012,4,148
317103,2013,4,148
317103,2014,6,142
317103,2015,5,130
317103,2016,3,139
317103,2017,6,149
317103,2018,7,135
317103,2019,5,116
317107,2012,3,64
317107,2013,0,58
317107,2014,1,54
317107,2015,0,37
317107,2016,0,53
317107,2017,1,65
317107,2018,2,52
317107,2019,0,60
317110,2012,7,34
317110,2013,3,35
317110,2014,4,36
317110,2015,0,28
317110,2016,5,32
317110,2017,8,48
317110,2018,7,41
317110,2019,3,18
317115,2012,7,65
317115,2013,4,59
317115,2014,4,50
317115,2015,2,54
317115,2016,4,52
317115,2017,5,44
317115,2018,3,68
317115,2019,2,56
317120,2012,161,1680
317120,2013,193,1827
317120,2014,164,1986
317120,2015,178,2058
317120,2016,154,1920
317120,2017,224,1954
317120,2018,281,1859
317120,2019,271,1804
317130,2012,132,959
317130,2013,142,942
317130,2014,112,911
317130,2015,157,930
317130,2016,135,854
317130,2017,163,988
317130,2018,172,1023
317130,2019,141,1009
317140,2012,0,47
317140,2013,1,33
317140,2014,0,37
317140,2015,0,22
317140,2016,2,31
317140,2017,1,32
317140,2018,2,31
317140,2019,2,37
317150,2012,3,51
317150,2013,0,38
317150,2014,7,69
317150,2015,1,47
317150,2016,1,38
317150,2017,1,34
317150,2018,1,35
317150,2019,0,38
317160,2012,24,131
317160,2013,14,111
317160,2014,8,122
317160,2015,18,150
317160,2016,7,98
317160,2017,9,133
317160,2018,15,124
317160,2019,10,125
317170,2012,2,86
317170,2013,2,84
317170,2014,2,80
317170,2015,3,92
317170,2016,1,86
317170,2017,5,101
317170,2018,3,97
317170,2019,1,94
317180,2012,12,115
317180,2013,12,159
317180,2014,16,134
317180,2015,7,142
317180,2016,3,152
317180,2017,8,128
317180,2018,6,130
317180,2019,6,136
317190,2012,1,61
317190,2013,3,52
317190,2014,6,66
317190,2015,5,62
317190,2016,1,47
317190,2017,2,40
317190,2018,2,60
317190,2019,0,43
317200,2012,38,516
317200,2013,47,493
317200,2014,47,493
317200,2015,62,539
317200,2016,73,486
317200,2017,84,534
317200,2018,65,522
317200,2019,86,529
317210,2012,16,49
317210,2013,13,52
317210,2014,16,55
317210,2015,25,61
317210,2016,9,50
317210,2017,15,63
317210,2018,18,53
317210,2019,20,61
317220,2012,1,20
317220,2013,1,17
317220,2014,0,25
317220,2015,0,25
317220,2016,1,24
317220,2017,2,22
317220,2018,0,30
317220,2019,0,19
320000,2012,0,10
320000,2013,0,4
320000,2016,0,1
320000,2018,0,1
320010,2012,47,416
320010,2013,32,420
320010,2014,24,382
320010,2015,14,406
320010,2016,26,353
320010,2017,19,364
320010,2018,20,465
320010,2019,14,378
320013,2012,6,118
320013,2013,3,90
320013,2014,5,127
320013,2015,1,125
320013,2016,1,105
320013,2017,1,128
320013,2018,2,116
320013,2019,2,126
320016,2012,5,168
320016,2013,5,153
320016,2014,3,152
320016,2015,4,163
320016,2016,2,160
320016,2017,2,161
320016,2018,4,153
320016,2019,8,190
320020,2012,44,405
320020,2013,41,369
320020,2014,41,418
320020,2015,28,400
320020,2016,30,333
320020,2017,32,392
320020,2018,31,433
320020,2019,37,386
320030,2012,2,141
320030,2013,4,138
320030,2014,2,125
320030,2015,1,132
320030,2016,1,119
320030,2017,0,138
320030,2018,1,146
320030,2019,0,155
320035,2012,4,92
320035,2013,5,91
320035,2014,5,102
320035,2015,1,102
320035,2016,1,100
320035,2017,1,92
320035,2018,6,103
320035,2019,6,100
320040,2012,21,367
320040,2013,22,436
320040,2014,50,453
320040,2015,32,433
320040,2016,20,385
320040,2017,18,352
320040,2018,9,391
320040,2019,10,397
320050,2012,13,74
320050,2013,9,66
320050,2014,13,99
320050,2015,7,58
320050,2016,11,69
320050,2017,17,93
320050,2018,15,78
320050,2019,12,64
320060,2012,126,1398
320060,2013,83,1419
320060,2014,95,1524
320060,2015,58,1409
320060,2016,53,1452
320060,2017,74,1418
320060,2018,65,1457
320060,2019,121,1512
320070,2012,16,145
320070,2013,5,153
320070,2014,6,165
320070,2015,7,156
320070,2016,13,151
320070,2017,5,140
320070,2018,7,134
320070,2019,11,149
320080,2012,7,351
320080,2013,36,401
320080,2014,27,399
320080,2015,15,421
320080,2016,17,357
320080,2017,23,423
320080,2018,17,400
320080,2019,25,397
320090,2012,6,648
320090,2013,12,614
320090,2014,21,645
320090,2015,7,688
320090,2016,7,701
320090,2017,12,662
320090,2018,12,691
320090,2019,23,641
320100,2012,15,161
320100,2013,6,198
320100,2014,6,198
320100,2015,4,215
320100,2016,8,184
320100,2017,18,191
320100,2018,25,211
320100,2019,12,185
320110,2012,16,100
320110,2013,14,122
320110,2014,19,116
320110,2015,10,104
320110,2016,11,105
320110,2017,12,94
320110,2018,10,105
320110,2019,8,87
320115,2012,23,198
320115,2013,20,197
320115,2014,9,172
320115,2015,15,173
320115,2016,13,193
320115,2017,19,195
320115,2018,10,205
320115,2019,23,241
320120,2012,297,2774
320120,2013,89,2703
320120,2014,106,2919
320120,2015,107,2973
320120,2016,128,2654
320120,2017,107,2742
320120,2018,166,2732
320120,2019,157,2579
320130,2012,142,6033
320130,2013,160,6111
320130,2014,156,6338
320130,2015,239,6258
320130,2016,128,5863
320130,2017,196,6090
320130,2018,339,5878
320130,2019,445,5650
320140,2012,41,425
320140,2013,27,451
320140,2014,26,470
320140,2015,19,437
320140,2016,17,397
320140,2017,10,442
320140,2018,12,474
320140,2019,7,435
320150,2012,12,1398
320150,2013,62,1451
320150,2014,24,1532
320150,2015,25,1670
320150,2016,31,1600
320150,2017,69,1546
320150,2018,92,1754
320150,2019,71,1575
320160,2012,75,387
320160,2013,80,423
320160,2014,93,412
320160,2015,82,411
320160,2016,73,401
320160,2017,70,430
320160,2018,97,417
320160,2019,67,406
320170,2012,23,168
320170,2013,19,163
320170,2014,23,179
320170,2015,24,183
320170,2016,17,155
320170,2017,16,173
320170,2018,16,162
320170,2019,14,180
320180,2012,3,56
320180,2013,4,55
320180,2014,5,58
320180,2015,5,50
320180,2016,4,48
320180,2017,7,61
320180,2018,4,63
320180,2019,7,58
320190,2012,16,399
320190,2013,17,489
320190,2014,11,473
320190,2015,10,473
320190,2016,5,454
320190,2017,13,468
320190,2018,12,508
320190,2019,12,505
320200,2012,9,81
320200,2013,7,73
320200,2014,6,64
320200,2015,1,66
320200,2016,3,54
320200,2017,8,73
320200,2018,5,101
320200,2019,0,84
320210,2012,2,313
320210,2013,9,267
320210,2014,22,324
320210,2015,3,342
320210,2016,4,280
320210,2017,4,278
320210,2018,8,296
320210,2019,10,287
320220,2012,11,249
320220,2013,13,254
320220,2014,9,241
320220,2015,15,260
320220,2016,7,228
320220,2017,11,268
320220,2018,14,264
320220,2019,15,267
320225,2012,0,114
320225,2013,8,120
320225,2014,3,113
320225,2015,5,134
320225,2016,2,124
320225,2017,6,118
320225,2018,11,135
320225,2019,6,133
320230,2012,51,465
320230,2013,74,449
320230,2014,62,454
320230,2015,71,426
320230,2016,56,396
320230,2017,45,428
320230,2018,49,421
320230,2019,37,418
320240,2012,87,1558
320240,2013,76,1637
320240,2014,91,1759
320240,2015,48,1880
320240,2016,48,1743
320240,2017,44,1772
320240,2018,47,1798
320240,2019,60,1789
320245,2012,14,315
320245,2013,11,324
320245,2014,11,342
320245,2015,7,344
320245,2016,10,331
320245,2017,15,354
320245,2018,29,368
320245,2019,20,397
320250,2012,11,157
320250,2013,6,154
320250,2014,12,163
320250,2015,9,170
320250,2016,7,136
320250,2017,8,159
320250,2018,10,172
320250,2019,17,190
320255,2012,11,145
320255,2013,6,137
320255,2014,11,144
320255,2015,9,127
320255,2016,3,140
320255,2017,13,165
320255,2018,8,176
320255,2019,7,137
320260,2012,3,144
320260,2013,2,138
320260,2014,1,142
320260,2015,0,131
320260,2016,0,132
320260,2017,1,178
320260,2018,0,141
320260,2019,1,135
320265,2012,12,180
320265,2013,10,141
320265,2014,7,164
320265,2015,11,177
320265,2016,12,147
320265,2017,16,175
320265,2018,6,167
320265,2019,12,218
320270,2012,2,142
320270,2013,4,114
320270,2014,4,152
320270,2015,2,124
320270,2016,2,130
320270,2017,4,146
320270,2018,5,141
320270,2019,2,140
320280,2012,32,481
320280,2013,28,520
320280,2014,20,562
320280,2015,5,578
320280,2016,4,586
320280,2017,3,612
320280,2018,0,602
320280,2019,6,620
320290,2012,0,98
320290,2013,3,98
320290,2014,2,101
320290,2015,0,104
320290,2016,2,100
320290,2017,0,103
320290,2018,0,122
320290,2019,0,112
320300,2012,28,383
320300,2013,20,286
320300,2014,20,378
320300,2015,21,411
320300,2016,20,399
320300,2017,29,393
320300,2018,18,403
320300,2019,13,381
320305,2012,64,415
320305,2013,62,471
320305,2014,60,518
320305,2015,36,507
320305,2016,39,472
320305,2017,32,469
320305,2018,41,531
320305,2019,51,476
320310,2012,22,125
320310,2013,3,128
320310,2014,8,125
320310,2015,10,167
320310,2016,6,145
320310,2017,12,140
320310,2018,11,170
320310,2019,17,144
320313,2012,18,204
320313,2013,7,213
320313,2014,15,207
320313,2015,7,204
320313,2016,5,173
320313,2017,5,194
320313,2018,12,209
320313,2019,5,171
320316,2012,1,101
320316,2013,3,91
320316,2014,5,95
320316,2015,3,103
320316,2016,1,72
320316,2017,0,88
320316,2018,1,113
320316,2019,1,118
320320,2012,40,2361
320320,2013,54,2451
320320,2014,10,2667
320320,2015,26,2669
320320,2016,31,2514
320320,2017,15,2524
320320,2018,18,2627
320320,2019,26,2518
320330,2012,3,183
320330,2013,6,163
320330,2014,3,180
320330,2015,3,174
320330,2016,4,159
320330,2017,6,174
320330,2018,7,164
320330,2019,7,163
320332,2012,20,492
320332,2013,14,538
320332,2014,10,556
320332,2015,1,556
320332,2016,1,544
320332,2017,0,551
320332,2018,1,577
320332,2019,5,574
320334,2012,11,171
320334,2013,8,208
320334,2014,16,249
320334,2015,12,246
320334,2016,5,236
320334,2017,9,248
320334,2018,9,225
320334,2019,7,225
320335,2012,2,119
320335,2013,8,120
320335,2014,1,114
320335,2015,4,153
320335,2016,2,139
320335,2017,3,130
320335,2018,8,155
320335,2019,8,171
320340,2012,31,305
320340,2013,39,292
320340,2014,31,302
320340,2015,22,253
320340,2016,28,243
320340,2017,19,297
320340,2018,28,237
320340,2019,26,280
320350,2012,21,279
320350,2013,13,243
320350,2014,13,276
320350,2015,16,263
320350,2016,12,212
320350,2017,12,271
320350,2018,21,263
320350,2019,22,269
320360,2012,4,67
320360,2013,4,77
320360,2014,5,94
320360,2015,14,88
320360,2016,8,89
320360,2017,5,92
320360,2018,9,79
320360,2019,6,72
320370,2012,26,253
320370,2013,22,228
320370,2014,15,248
320370,2015,8,223
320370,2016,13,218
320370,2017,11,260
320370,2018,15,258
320370,2019,14,264
320380,2012,11,158
320380,2013,11,150
320380,2014,12,196
320380,2015,24,167
320380,2016,14,169
320380,2017,17,161
320380,2018,18,185
320380,2019,5,169
320390,2012,42,631
320390,2013,39,678
320390,2014,30,675
320390,2015,18,711
320390,2016,21,686
320390,2017,54,696
320390,2018,52,740
320390,2019,47,724
320400,2012,12,236
320400,2013,12,234
320400,2014,3,224
320400,2015,3,247
320400,2016,8,238
320400,2017,10,222
320400,2018,8,229
320400,2019,9,238
320405,2012,18,339
320405,2013,12,397
320405,2014,33,387
320405,2015,32,360
320405,2016,39,327
320405,2017,29,319
320405,2018,44,355
320405,2019,40,380
320410,2012,42,359
320410,2013,38,372
320410,2014,35,367
320410,2015,32,381
320410,2016,20,341
320410,2017,27,379
320410,2018,31,394
320410,2019,27,373
320420,2012,21,285
320420,2013,17,285
320420,2014,18,326
320420,2015,3,315
320420,2016,5,291
320420,2017,3,327
320420,2018,2,343
320420,2019,2,339
320425,2012,4,69
320425,2013,6,85
320425,2014,3,88
320425,2015,7,89
320425,2016,8,76
320425,2017,4,84
320425,2018,4,88
320425,2019,11,77
320430,2012,13,170
320430,2013,3,160
320430,2014,9,142
320430,2015,4,166
320430,2016,4,189
320430,2017,9,198
320430,2018,16,217
320430,2019,9,221
320435,2012,6,228
320435,2013,6,250
320435,2014,2,245
320435,2015,3,232
320435,2016,2,244
320435,2017,4,202
320435,2018,1,293
320435,2019,2,294
320440,2012,9,150
320440,2013,3,125
320440,2014,3,151
320440,2015,2,134
320440,2016,2,137
320440,2017,0,155
320440,2018,0,134
320440,2019,1,157
