CODMUNRES,Ano,Qtd_Total,Pop
110092,2016,11,1054
110092,2017,10,1112
110092,2018,13,1169
110092,2019,17,1226
110006,2012,20,1897
110006,2013,18,1883
110006,2014,25,1869
110006,2015,23,1853
110006,2016,25,1849
110006,2017,18,1845
110006,2018,29,1840
110006,2019,33,1834
110007,2012,8,853
110007,2013,11,862
110007,2014,13,871
110007,2015,8,879
110007,2016,12,872
110007,2017,6,867
110007,2018,8,861
110007,2019,6,855
110008,2012,13,1212
110008,2013,13,1288
110008,2014,21,1363
110008,2015,16,1439
110008,2016,13,1516
110008,2017,18,1594
110008,2018,21,1670
110008,2019,24,1745
110094,2012,12,1571
110094,2013,10,1699
110094,2014,18,1828
110094,2015,16,1959
110094,2016,16,2116
110094,2017,17,2272
110094,2018,20,2429
110094,2019,17,2584
110009,2012,31,2957
110009,2013,35,3053
110009,2014,38,3148
110009,2015,42,3244
110009,2016,44,3332
110009,2017,57,3422
110009,2018,48,3509
110009,2019,49,3594
110100,2012,11,955
110100,2013,4,956
110100,2014,10,954
110100,2015,7,952
110100,2016,6,935
110100,2017,10,917
110100,2018,10,900
110100,2019,6,882
110010,2012,83,4027
110010,2013,94,4131
110010,2014,71,4231
110010,2015,96,4333
110010,2016,95,4419
110010,2017,112,4507
110010,2018,103,4589
110010,2019,96,4670
110110,2012,12,837
110110,2013,7,870
110110,2014,5,903
110110,2015,5,937
110110,2016,12,968
110110,2017,6,1001
110110,2018,15,1030
110110,2019,17,1061
110011,2012,53,5314
110011,2013,66,5427
110011,2014,65,5539
110011,2015,54,5650
110011,2016,68,5745
110011,2017,85,5841
110011,2018,92,5934
110011,2019,98,6023
110012,2012,154,12976
110012,2013,143,13246
110012,2014,156,13517
110012,2015,215,13785
110012,2016,207,14069
110012,2017,222,14350
110012,2018,261,14638
110012,2019,249,14904
110013,2012,35,3055
110013,2013,28,3197
110013,2014,36,3337
110013,2015,25,3479
110013,2016,27,3647
110013,2017,42,3814
110013,2018,42,3985
110013,2019,55,4147
110120,2012,9,1009
110120,2013,14,1020
110120,2014,6,1032
110120,2015,11,1045
110120,2016,8,1044
110120,2017,5,1044
110120,2018,10,1041
110120,2019,15,1039
110130,2012,8,1099
110130,2013,8,1116
110130,2014,10,1132
110130,2015,13,1149
110130,2016,8,1162
110130,2017,14,1174
110130,2018,5,1186
110130,2019,21,1197
110140,2012,7,1323
110140,2013,13,1375
110140,2014,11,1425
110140,2015,12,1476
110140,2016,10,1536
110140,2017,22,1595
110140,2018,16,1654
110140,2019,23,1713
110014,2012,12,2029
110014,2013,16,2088
110014,2014,16,2147
110014,2015,16,2207
110014,2016,20,2256
110014,2017,14,2305
110014,2018,27,2354
110014,2019,24,2401
110033,2012,16,2207
110033,2013,25,2344
110033,2014,22,2483
110033,2015,39,2621
110033,2016,22,2777
110033,2017,35,2934
110033,2018,44,3091
110033,2019,44,3244
110143,2012,5,714
110143,2013,5,728
110143,2014,10,741
110143,2015,3,754
110143,2016,9,763
110143,2017,10,774
110143,2018,10,782
110143,2019,11,792
110050,2012,12,1034
110050,2013,7,1038
110050,2014,5,1042
110050,2015,9,1041
110050,2016,13,1032
110050,2017,9,1023
110050,2018,13,1012
110050,2019,12,997
110015,2012,48,4095
110015,2013,51,4123
110015,2014,56,4151
110015,2015,61,4176
110015,2016,47,4194
110015,2017,56,4214
110015,2018,70,4231
110015,2019,86,4243
110145,2012,7,463
110145,2013,1,477
110145,2014,3,491
110145,2015,4,505
110145,2016,2,528
110145,2017,3,552
110145,2018,6,575
110145,2019,7,597
110018,2012,28,3716
110018,2013,48,3767
110018,2014,43,3819
110018,2015,52,3872
110018,2016,39,3943
110018,2017,39,4013
110018,2018,71,4083
110018,2019,47,4149
110146,2012,2,233
110146,2013,6,237
110146,2014,2,242
110146,2015,3,246
110146,2016,3,245
110146,2017,5,243
110146,2018,6,240
110146,2019,2,239
110020,2012,685,46322
110020,2013,771,47820
110020,2014,831,49340
110020,2015,901,50874
110020,2016,957,52517
110020,2017,1004,54167
110020,2018,1071,55813
110020,2019,1093,57419
110025,2012,13,2314
110025,2013,19,2301
110025,2014,25,2289
110025,2015,27,2275
110025,2016,28,2263
110025,2017,34,2249
110025,2018,34,2237
110025,2019,35,2216
110147,2012,2,356
110147,2013,4,358
110147,2014,1,361
110147,2015,7,363
110147,2016,1,357
110147,2017,3,351
110147,2018,3,346
110147,2019,5,339
110026,2012,1,328
110026,2013,5,338
110026,2014,1,347
110026,2015,2,356
110026,2016,2,369
110026,2017,5,384
110026,2018,3,397
110026,2019,5,410
110028,2012,47,5582
110028,2013,63,5714
110028,2014,89,5847
110028,2015,70,5978
110028,2016,61,6108
110028,2017,96,6237
110028,2018,94,6366
110028,2019,120,6488
110029,2012,4,929
110029,2013,7,913
110029,2014,8,895
110029,2015,5,874
110029,2016,9,845
110029,2017,6,815
110029,2018,14,784
110029,2019,8,753
110148,2012,2,600
110148,2013,8,602
110148,2014,3,603
110148,2015,8,605
110148,2016,2,605
110148,2017,8,608
110148,2018,7,607
110148,2019,8,608
110149,2012,12,1601
110149,2013,10,1684
110149,2014,20,1770
110149,2015,28,1854
110149,2016,18,1919
110149,2017,20,1985
110149,2018,24,2050
110149,2019,31,2113
110032,2012,25,2086
110032,2013,19,2141
110032,2014,31,2197
110032,2015,26,2254
110032,2016,23,2309
110032,2017,21,2365
110032,2018,32,2419
110032,2019,36,2472
110150,2012,9,1150
110150,2013,4,1174
110150,2014,8,1199
110150,2015,11,1224
110150,2016,12,1240
110150,2017,12,1257
110150,2018,9,1273
110150,2019,15,1288
110155,2012,3,493
110155,2013,4,498
110155,2014,5,503
110155,2015,11,507
110155,2016,4,502
110155,2017,5,498
110155,2018,5,492
110155,2019,3,486
110160,2012,5,1017
110160,2013,7,1040
110160,2014,9,1065
110160,2015,10,1090
110160,2016,13,1116
110160,2017,18,1141
110160,2018,12,1169
110160,2019,11,1192
110170,2012,10,1188
110170,2013,11,1190
110170,2014,7,1192
110170,2015,15,1193
110170,2016,12,1212
110170,2017,19,1231
110170,2018,16,1249
110170,2019,19,1267
110175,2012,4,917
110175,2013,7,960
110175,2014,13,1003
110175,2015,10,1047
110175,2016,7,1099
110175,2017,9,1151
110175,2018,7,1202
110175,2019,8,1253
110180,2012,6,801
110180,2013,8,810
110180,2014,5,818
110180,2015,5,827
110180,2016,7,823
110180,2017,8,820
110180,2018,8,816
110180,2019,7,813
110030,2012,80,8803
110030,2013,91,9151
110030,2014,108,9500
110030,2015,157,9856
110030,2016,139,10220
110030,2017,145,10585
110030,2018,174,10952
110030,2019,191,11307
120001,2012,13,1114
120001,2013,24,1166
120001,2014,24,1218
120001,2015,16,1270
120001,2016,14,1318
120001,2017,18,1365
120001,2018,24,1412
120001,2019,34,1457
120005,2012,27,494
120005,2013,15,520
120005,2014,20,544
120005,2015,24,570
120005,2016,27,594
120005,2017,30,618
120005,2018,35,641
120005,2019,37,663
120010,2012,35,1982
120010,2013,37,2068
120010,2014,44,2155
120010,2015,55,2243
120010,2016,31,2319
120010,2017,50,2396
120010,2018,55,2471
120010,2019,47,2542
120013,2012,15,668
120013,2013,16,710
120013,2014,23,752
120013,2015,25,794
120013,2016,28,828
120013,2017,33,860
120013,2018,37,893
120013,2019,46,924
120017,2012,20,801
120017,2013,17,841
120017,2014,31,883
120017,2015,24,925
120017,2016,24,960
120017,2017,27,994
120017,2018,25,1027
120017,2019,28,1060
120020,2012,127,6178
120020,2013,137,6432
120020,2014,159,6694
120020,2015,179,6949
120020,2016,166,7266
120020,2017,195,7578
120020,2018,218,7885
120020,2019,215,8184
120025,2012,21,1400
120025,2013,22,1454
120025,2014,21,1507
120025,2015,30,1560
120025,2016,29,1617
120025,2017,22,1674
120025,2018,31,1729
120025,2019,37,1782
120030,2012,91,2123
120030,2013,58,2189
120030,2014,92,2255
120030,2015,65,2322
120030,2016,93,2369
120030,2017,96,2416
120030,2018,92,2460
120030,2019,93,2500
120032,2012,31,342
120032,2013,30,360
120032,2014,32,379
120032,2015,25,397
120032,2016,34,419
120032,2017,24,442
120032,2018,24,464
120032,2019,18,485
120033,2012,29,1104
120033,2013,32,1162
120033,2014,36,1221
120033,2015,33,1280
120033,2016,30,1365
120033,2017,32,1450
120033,2018,30,1533
120033,2019,42,1616
120034,2012,25,557
120034,2013,18,585
120034,2014,19,613
120034,2015,28,641
120034,2016,23,677
120034,2017,25,713
120034,2018,22,748
120034,2019,20,783
120035,2012,48,761
120035,2013,33,798
120035,2014,58,836
120035,2015,51,874
120035,2016,40,944
120035,2017,46,1014
120035,2018,55,1084
120035,2019,39,1152
120038,2012,36,1508
120038,2013,23,1553
120038,2014,37,1598
120038,2015,33,1642
120038,2016,42,1679
120038,2017,31,1717
120038,2018,32,1752
120038,2019,44,1786
120080,2012,28,1316
120080,2013,35,1382
120080,2014,47,1450
120080,2015,33,1516
120080,2016,46,1563
120080,2017,49,1608
120080,2018,60,1653
120080,2019,34,1696
120039,2012,43,512
120039,2013,32,545
120039,2014,33,578
120039,2015,22,612
120039,2016,26,649
120039,2017,25,685
120039,2018,18,720
120039,2019,28,755
120040,2012,619,35037
120040,2013,707,36470
120040,2014,736,37934
120040,2015,809,39382
120040,2016,760,40693
120040,2017,844,41981
120040,2018,933,43242
120040,2019,908,44453
120042,2012,29,973
120042,2013,30,1047
120042,2014,31,1121
120042,2015,36,1195
120042,2016,30,1285
120042,2017,42,1375
120042,2018,44,1465
120042,2019,34,1551
120043,2012,39,282
120043,2013,25,301
120043,2014,33,319
120043,2015,14,338
120043,2016,18,359
120043,2017,21,381
120043,2018,19,401
120043,2019,33,422
120050,2012,73,2931
120050,2013,71,3076
120050,2014,59,3221
120050,2015,75,3366
120050,2016,80,3529
120050,2017,81,3693
120050,2018,72,3852
120050,2019,76,4004
120045,2012,29,1786
120045,2013,28,1847
120045,2014,41,1908
120045,2015,44,1970
120045,2016,41,2046
120045,2017,49,2121
120045,2018,53,2195
120045,2019,44,2267
120060,2012,111,2322
120060,2013,95,2407
120060,2014,106,2495
120060,2015,115,2581
120060,2016,92,2683
120060,2017,99,2784
120060,2018,100,2882
120060,2019,98,2977
120070,2012,25,1349
120070,2013,28,1402
120070,2014,27,1457
120070,2015,28,1510
120070,2016,30,1560
120070,2017,29,1609
120070,2018,29,1657
120070,2019,42,1703
130002,2012,13,812
130002,2013,16,846
130002,2014,11,881
130002,2015,16,917
130002,2016,20,950
130002,2017,26,984
130002,2018,21,1017
130002,2019,20,1049
130006,2012,21,636
130006,2013,11,673
130006,2014,21,709
130006,2015,17,745
130006,2016,23,780
130006,2017,27,815
130006,2018,18,848
130006,2019,26,882
130008,2012,21,743
130008,2013,13,788
130008,2014,12,834
130008,2015,12,882
130008,2016,14,945
130008,2017,10,1008
130008,2018,19,1071
130008,2019,18,1133
130010,2012,11,1249
130010,2013,13,1314
130010,2014,19,1378
130010,2015,13,1445
130010,2016,16,1532
130010,2017,19,1619
130010,2018,18,1706
130010,2019,12,1790
130014,2012,5,1540
130014,2013,10,1589
130014,2014,4,1641
130014,2015,8,1694
130014,2016,10,1770
130014,2017,13,1845
130014,2018,10,1920
130014,2019,11,1993
130020,2012,27,1065
130020,2013,34,1110
130020,2014,41,1156
130020,2015,39,1202
130020,2016,38,1262
130020,2017,32,1323
130020,2018,38,1382
130020,2019,33,1441
130030,2012,62,2344
130030,2013,63,2444
130030,2014,57,2546
130030,2015,57,2651
130030,2016,71,2760
130030,2017,64,2871
130030,2018,59,2980
130030,2019,70,3087
130040,2012,34,1588
130040,2013,26,1618
130040,2014,19,1650
130040,2015,42,1683
130040,2016,45,1734
130040,2017,40,1786
130040,2018,47,1837
130040,2019,51,1888
130050,2012,61,1708
130050,2013,72,1769
130050,2014,76,1833
130050,2015,75,1896
130050,2016,64,1963
130050,2017,95,2030
130050,2018,92,2097
130050,2019,91,2160
130060,2012,102,2239
130060,2013,98,2318
130060,2014,98,2400
130060,2015,90,2484
130060,2016,95,2594
130060,2017,102,2705
130060,2018,103,2818
130060,2019,108,2925
130063,2012,31,950
130063,2013,35,995
130063,2014,30,1040
130063,2015,39,1086
130063,2016,32,1152
130063,2017,46,1218
130063,2018,33,1285
130063,2019,40,1349
130068,2012,11,982
130068,2013,14,1028
130068,2014,25,1075
130068,2015,13,1122
130068,2016,27,1186
130068,2017,24,1249
130068,2018,16,1313
130068,2019,27,1374
130070,2012,35,2389
130070,2013,51,2481
130070,2014,49,2577
130070,2015,33,2674
130070,2016,51,2778
130070,2017,61,2883
130070,2018,56,2987
130070,2019,50,3089
130080,2012,47,2278
130080,2013,39,2384
130080,2014,33,2490
130080,2015,49,2599
130080,2016,32,2737
130080,2017,50,2876
130080,2018,57,3014
130080,2019,54,3150
130083,2012,11,766
130083,2013,11,802
130083,2014,15,838
130083,2015,10,876
130083,2016,14,918
130083,2017,10,960
130083,2018,13,1002
130083,2019,16,1044
130090,2012,12,1027
130090,2013,10,1062
130090,2014,17,1099
130090,2015,10,1137
130090,2016,6,1187
130090,2017,7,1237
130090,2018,9,1287
130090,2019,9,1335
130100,2012,31,1792
130100,2013,45,1849
130100,2014,27,1908
130100,2015,48,1969
130100,2016,53,2025
130100,2017,42,2082
130100,2018,47,2139
130100,2019,57,2192
130110,2012,35,2619
130110,2013,29,2753
130110,2014,41,2890
130110,2015,40,3029
130110,2016,45,3139
130110,2017,51,3250
130110,2018,67,3360
130110,2019,74,3467
130115,2012,19,2170
130115,2013,15,2274
130115,2014,9,2381
130115,2015,21,2490
130115,2016,17,2595
130115,2017,27,2703
130115,2018,29,2809
130115,2019,30,2914
130120,2012,102,5046
130120,2013,120,5262
130120,2014,126,5483
130120,2015,127,5706
130120,2016,127,5933
130120,2017,152,6162
130120,2018,148,6390
130120,2019,145,6610
130130,2012,17,1683
130130,2013,31,1764
130130,2014,21,1846
130130,2015,27,1928
130130,2016,26,2039
130130,2017,29,2152
130130,2018,27,2263
130130,2019,26,2371
130140,2012,63,2030
130140,2013,60,2105
130140,2014,73,2180
130140,2015,66,2257
130140,2016,61,2346
130140,2017,69,2435
130140,2018,64,2523
130140,2019,51,2609
130150,2012,20,1090
130150,2013,32,1154
130150,2014,38,1218
130150,2015,26,1284
130150,2016,39,1351
130150,2017,39,1418
130150,2018,36,1486
130150,2019,36,1552
130160,2012,28,1256
130160,2013,29,1253
130160,2014,28,1249
130160,2015,39,1247
130160,2016,17,1241
130160,2017,33,1235
130160,2018,46,1229
130160,2019,35,1220
130165,2012,31,1005
130165,2013,35,1034
130165,2014,27,1062
130165,2015,35,1093
130165,2016,23,1145
130165,2017,30,1196
130165,2018,27,1248
130165,2019,31,1300
130170,2012,51,3396
130170,2013,67,3563
130170,2014,62,3735
130170,2015,53,3908
130170,2016,68,4135
130170,2017,72,4365
130170,2018,75,4594
130170,2019,66,4816
130180,2012,44,1476
130180,2013,32,1554
130180,2014,39,1634
130180,2015,44,1714
130180,2016,34,1813
130180,2017,48,1914
130180,2018,22,2014
130180,2019,34,2111
130185,2012,52,3251
130185,2013,55,3416
130185,2014,45,3586
130185,2015,53,3757
130185,2016,81,3899
130185,2017,77,4044
130185,2018,83,4187
130185,2019,92,4326
130190,2012,167,7047
130190,2013,142,7359
130190,2014,161,7677
130190,2015,172,7996
130190,2016,153,8318
130190,2017,160,8644
130190,2018,207,8963
130190,2019,214,9276
130195,2012,18,500
130195,2013,18,519
130195,2014,19,537
130195,2015,17,556
130195,2016,22,573
130195,2017,17,588
130195,2018,42,607
130195,2019,22,621
130200,2012,7,581
130200,2013,13,607
130200,2014,8,634
130200,2015,10,661
130200,2016,13,691
130200,2017,18,721
130200,2018,14,752
130200,2019,12,782
130210,2012,7,392
130210,2013,12,371
130210,2014,7,349
130210,2015,21,328
130210,2016,14,297
130210,2017,19,265
130210,2018,8,234
130210,2019,4,203
130220,2012,10,718
130220,2013,17,770
130220,2014,10,823
130220,2015,10,876
130220,2016,14,929
130220,2017,18,980
130220,2018,18,1032
130220,2019,22,1083
130230,2012,57,934
130230,2013,55,930
130230,2014,57,922
130230,2015,64,919
130230,2016,53,919
130230,2017,63,919
130230,2018,59,918
130230,2019,65,917
130240,2012,35,2639
130240,2013,48,2754
130240,2014,44,2871
130240,2015,34,2990
130240,2016,22,3145
130240,2017,47,3301
130240,2018,55,3456
130240,2019,67,3607
130250,2012,96,6575
130250,2013,113,6832
130250,2014,128,7096
130250,2015,126,7364
130250,2016,123,7673
130250,2017,148,7985
130250,2018,141,8294
130250,2019,175,8594
130255,2012,12,1844
130255,2013,10,1942
130255,2014,21,2043
130255,2015,19,2146
130255,2016,19,2284
130255,2017,33,2422
130255,2018,16,2562
130255,2019,32,2697
130260,2012,3870,194834
130260,2013,3959,202669
130260,2014,4334,210721
130260,2015,4580,218906
130260,2016,4565,226676
130260,2017,5053,234543
130260,2018,5220,242376
130260,2019,5300,249930
130270,2012,56,3369
130270,2013,51,3503
130270,2014,67,3639
130270,2015,87,3779
130270,2016,75,3964
130270,2017,60,4149
130270,2018,74,4334
130270,2019,93,4514
130280,2012,28,966
130280,2013,25,984
130280,2014,38,1002
130280,2015,26,1022
130280,2016,37,1046
130280,2017,33,1070
130280,2018,36,1094
130280,2019,25,1117
130290,2012,108,3426
130290,2013,116,3561
130290,2014,122,3699
130290,2015,112,3840
130290,2016,131,4018
130290,2017,149,4196
130290,2018,142,4375
130290,2019,126,4548
130300,2012,18,1332
130300,2013,32,1399
130300,2014,30,1466
130300,2015,20,1535
130300,2016,16,1621
130300,2017,23,1708
130300,2018,26,1789
130300,2019,39,1872
130310,2012,50,2221
130310,2013,45,2305
130310,2014,44,2393
130310,2015,37,2481
130310,2016,43,2615
130310,2017,34,2750
130310,2018,50,2884
130310,2019,39,3014
130320,2012,9,1124
130320,2013,14,1187
130320,2014,10,1253
130320,2015,12,1318
130320,2016,13,1387
130320,2017,16,1459
130320,2018,29,1529
130320,2019,26,1597
130330,2012,13,1514
130330,2013,18,1598
130330,2014,21,1686
130330,2015,22,1773
130330,2016,26,1859
130330,2017,26,1947
130330,2018,32,2034
130330,2019,24,2118
130340,2012,156,7500
130340,2013,154,7745
130340,2014,153,7988
130340,2015,158,8240
130340,2016,164,8535
130340,2017,196,8855
130340,2018,185,9154
130340,2019,178,9446
130350,2012,20,1072
130350,2013,27,1100
130350,2014,27,1128
130350,2015,16,1157
130350,2016,24,1204
130350,2017,20,1249
130350,2018,27,1297
130350,2019,24,1341
130353,2012,40,2371
130353,2013,39,2497
130353,2014,42,2626
130353,2015,49,2755
130353,2016,55,2873
130353,2017,52,2993
130353,2018,40,3112
130353,2019,55,3228
130356,2012,24,2227
130356,2013,27,2350
130356,2014,33,2478
130356,2015,32,2606
130356,2016,36,2743
130356,2017,40,2880
130356,2018,52,3017
130356,2019,54,3152
130360,2012,40,1179
130360,2013,33,1228
130360,2014,26,1279
130360,2015,28,1330
130360,2016,36,1376
130360,2017,34,1422
130360,2018,31,1467
130360,2019,34,1511
130370,2012,47,1432
130370,2013,54,1443
130370,2014,54,1453
130370,2015,59,1464
130370,2016,70,1464
130370,2017,54,1464
130370,2018,61,1463
130370,2019,62,1461
130380,2012,155,2774
130380,2013,139,2869
130380,2014,162,2967
130380,2015,144,3066
130380,2016,155,3146
130380,2017,152,3227
130380,2018,146,3308
130380,2019,175,3384
130390,2012,121,2142
130390,2013,92,2231
130390,2014,113,2321
130390,2015,80,2412
130390,2016,115,2498
130390,2017,110,2586
130390,2018,131,2672
130390,2019,98,2756
130395,2012,10,771
130395,2013,4,824
130395,2014,10,878
130395,2015,7,933
130395,2016,6,998
130395,2017,12,1063
130395,2018,15,1128
130395,2019,6,1192
130400,2012,15,594
130400,2013,18,610
130400,2014,14,628
130400,2015,15,646
130400,2016,24,665
130400,2017,12,684
130400,2018,18,703
130400,2019,19,720
130406,2012,173,3941
130406,2013,179,4120
130406,2014,211,4303
130406,2015,172,4488
130406,2016,228,4673
130406,2017,210,4859
130406,2018,209,5045
130406,2019,211,5225
130410,2012,18,1132
130410,2013,21,1153
130410,2014,16,1175
130410,2015,16,1197
130410,2016,14,1231
130410,2017,27,1265
130410,2018,25,1298
130410,2019,30,1331
130420,2012,100,4176
130420,2013,112,4267
130420,2014,101,4365
130420,2015,105,4460
130420,2016,105,4555
130420,2017,137,4652
130420,2018,132,4748
130420,2019,163,4838
130423,2012,27,1043
130423,2013,23,1069
130423,2014,35,1097
130423,2015,39,1126
130423,2016,43,1138
130423,2017,48,1151
130423,2018,33,1163
130423,2019,37,1174
130426,2012,14,682
130426,2013,11,716
130426,2014,10,750
130426,2015,12,784
130426,2016,12,814
130426,2017,13,843
130426,2018,8,873
130426,2019,11,901
130430,2012,24,1167
130430,2013,12,1183
130430,2014,15,1200
130430,2015,20,1217
130430,2016,26,1232
130430,2017,21,1246
130430,2018,16,1261
130430,2019,21,1275
130440,2012,21,1173
130440,2013,25,1223
130440,2014,26,1274
130440,2015,18,1325
130440,2016,26,1406
130440,2017,20,1488
130440,2018,23,1570
130440,2019,27,1650
140005,2012,82,1071
140005,2013,87,1068
140005,2014,72,1066
140005,2015,59,1067
140005,2016,77,1056
140005,2017,64,1050
140005,2018,72,1048
140005,2019,94,1045
140002,2012,29,635
140002,2013,24,673
140002,2014,28,713
140002,2015,41,755
140002,2016,37,795
140002,2017,36,842
140002,2018,41,892
140002,2019,47,943
140010,2012,499,28643
140010,2013,575,29883
140010,2014,595,31196
140010,2015,669,32625
140010,2016,733,34247
140010,2017,785,36654
140010,2018,946,39909
140010,2019,1068,43161
140015,2012,45,739
140015,2013,32,767
140015,2014,35,794
140015,2015,54,826
140015,2016,48,842
140015,2017,54,862
140015,2018,55,885
140015,2019,61,908
140017,2012,27,1159
140017,2013,28,1225
140017,2014,32,1293
140017,2015,31,1367
140017,2016,34,1425
140017,2017,39,1486
140017,2018,37,1550
140017,2019,51,1616
140020,2012,19,1497
140020,2013,27,1555
140020,2014,30,1616
140020,2015,26,1679
140020,2016,35,1754
140020,2017,29,1827
140020,2018,38,1912
140020,2019,35,1988
140023,2012,11,675
140023,2013,10,707
140023,2014,11,740
140023,2015,8,777
140023,2016,8,818
140023,2017,20,863
140023,2018,10,909
140023,2019,18,957
140028,2012,15,762
140028,2013,15,818
140028,2014,13,876
140028,2015,12,937
140028,2016,15,990
140028,2017,14,1047
140028,2018,14,1104
140028,2019,13,1161
140030,2012,25,1207
140030,2013,28,1268
140030,2014,26,1330
140030,2015,24,1396
140030,2016,23,1456
140030,2017,26,1517
140030,2018,31,1581
140030,2019,35,1644
140040,2012,35,496
140040,2013,59,520
140040,2014,47,545
140040,2015,48,572
140040,2016,48,589
140040,2017,42,609
140040,2018,34,631
140040,2019,70,654
140045,2012,33,773
140045,2013,32,804
140045,2014,32,835
140045,2015,25,873
140045,2016,43,924
140045,2017,32,1024
140045,2018,38,1184
140045,2019,50,1344
140047,2012,16,1952
140047,2013,21,2008
140047,2014,27,2080
140047,2015,26,2151
140047,2016,41,2278
140047,2017,44,2418
140047,2018,47,2557
140047,2019,56,2696
140050,2012,3,546
140050,2013,7,572
140050,2014,13,598
140050,2015,11,626
140050,2016,9,658
140050,2017,12,691
140050,2018,10,727
140050,2019,14,763
140060,2012,2,570
140060,2013,6,589
140060,2014,3,610
140060,2015,6,631
140060,2016,7,665
140060,2017,7,700
140060,2018,3,736
140060,2019,10,770
140070,2012,37,423
140070,2013,48,430
140070,2014,44,439
140070,2015,61,450
140070,2016,45,462
140070,2017,60,477
140070,2018,50,495
140070,2019,77,513
150010,2012,152,12084
150010,2013,129,12567
150010,2014,132,13064
150010,2015,165,13568
150010,2016,161,14131
150010,2017,192,14700
150010,2018,184,15265
150010,2019,186,15821
150013,2012,3,599
150013,2013,12,618
150013,2014,4,636
150013,2015,5,656
150013,2016,7,673
150013,2017,10,691
150013,2018,8,709
150013,2019,14,727
150020,2012,65,4002
150020,2013,58,4105
150020,2014,52,4211
150020,2015,53,4319
150020,2016,60,4407
150020,2017,58,4496
150020,2018,58,4584
150020,2019,65,4670
150030,2012,85,2210
150030,2013,74,2293
150030,2014,85,2379
150030,2015,93,2467
150030,2016,93,2569
150030,2017,97,2673
150030,2018,119,2776
150030,2019,109,2877
150034,2012,2,2257
150034,2013,9,2347
150034,2014,6,2440
150034,2015,7,2534
150034,2016,13,2620
150034,2017,15,2705
150034,2018,10,2792
150034,2019,12,2878
150040,2012,86,3961
150040,2013,83,4115
150040,2014,104,4274
150040,2015,99,4435
150040,2016,82,4582
150040,2017,103,4733
150040,2018,106,4877
150040,2019,122,5021
150050,2012,29,2622
150050,2013,44,2688
150050,2014,48,2755
150050,2015,50,2822
150050,2016,56,2864
150050,2017,64,2906
150050,2018,61,2947
150050,2019,56,2986
150060,2012,112,9387
150060,2013,151,9727
150060,2014,177,10076
150060,2015,163,10432
150060,2016,206,10796
150060,2017,195,11163
150060,2018,211,11529
150060,2019,212,11885
150070,2012,60,1482
150070,2013,61,1549
150070,2014,56,1618
150070,2015,52,1689
150070,2016,80,1771
150070,2017,65,1853
150070,2018,83,1936
150070,2019,68,2016
150080,2012,646,54745
150080,2013,644,56436
150080,2014,681,58170
150080,2015,788,59961
150080,2016,830,61401
150080,2017,879,62887
150080,2018,969,64344
150080,2019,965,65763
150085,2012,25,1588
150085,2013,24,1681
150085,2014,19,1777
150085,2015,32,1874
150085,2016,36,1996
150085,2017,31,2117
150085,2018,30,2239
150085,2019,33,2360
150090,2012,70,2836
150090,2013,60,2948
