CODMUNRES,ano_nasc,Qtd_Termo_Precoce,Qtd_Total
420160,2015,6,26
420160,2016,10,40
420160,2017,9,43
420160,2018,9,31
420160,2019,8,41
420165,2012,9,24
420165,2013,6,24
420165,2014,12,28
420165,2015,16,25
420165,2016,7,14
420165,2017,14,32
420165,2018,7,15
420165,2019,12,23
420170,2012,29,102
420170,2013,20,79
420170,2014,25,99
420170,2015,23,99
420170,2016,27,102
420170,2017,14,84
420170,2018,37,126
420170,2019,27,100
420180,2012,7,33
420180,2013,15,45
420180,2014,12,48
420180,2015,16,48
420180,2016,10,28
420180,2017,13,51
420180,2018,6,32
420180,2019,16,44
420190,2012,22,78
420190,2013,27,68
420190,2014,27,70
420190,2015,29,72
420190,2016,19,63
420190,2017,28,80
420190,2018,34,89
420190,2019,35,84
420195,2012,52,158
420195,2013,51,149
420195,2014,38,138
420195,2015,36,166
420195,2016,32,143
420195,2017,48,162
420195,2018,46,155
420195,2019,44,166
420200,2012,451,1354
420200,2013,412,1442
420200,2014,481,1536
420200,2015,486,1607
420200,2016,464,1601
420200,2017,413,1695
420200,2018,403,1635
420200,2019,372,1595
420205,2012,25,108
420205,2013,31,107
420205,2014,33,139
420205,2015,26,134
420205,2016,33,137
420205,2017,42,146
420205,2018,37,149
420205,2019,38,142
420207,2012,17,95
420207,2013,32,118
420207,2014,38,130
420207,2015,37,130
420207,2016,44,139
420207,2017,38,145
420207,2018,44,161
420207,2019,46,151
420208,2012,8,38
420208,2013,9,32
420208,2014,11,35
420208,2015,15,40
420208,2016,13,40
420208,2017,7,34
420208,2018,13,41
420208,2019,14,44
420209,2012,8,24
420209,2013,9,18
420209,2014,11,21
420209,2015,2,14
420209,2016,6,14
420209,2017,5,24
420209,2018,3,10
420209,2019,9,20
420210,2012,79,361
420210,2013,106,411
420210,2014,116,417
420210,2015,127,475
420210,2016,126,510
420210,2017,119,515
420210,2018,140,524
420210,2019,126,506
420213,2012,17,66
420213,2013,15,68
420213,2014,12,78
420213,2015,12,53
420213,2016,15,53
420213,2017,13,69
420213,2018,24,87
420213,2019,9,65
420215,2012,4,34
420215,2013,7,29
420215,2014,6,32
420215,2015,5,26
420215,2016,13,34
420215,2017,10,41
420215,2018,6,28
420215,2019,8,33
420220,2012,42,102
420220,2013,31,110
420220,2014,34,99
420220,2015,37,119
420220,2016,30,119
420220,2017,24,102
420220,2018,47,125
420220,2019,32,97
420230,2012,213,875
420230,2013,227,889
420230,2014,239,965
420230,2015,230,992
420230,2016,240,952
420230,2017,248,994
420230,2018,247,958
420230,2019,255,965
420240,2012,1503,4401
420240,2013,1417,4268
420240,2014,1431,4480
420240,2015,1417,4511
420240,2016,1379,4401
420240,2017,1320,4510
420240,2018,1343,4532
420240,2019,1284,4411
420243,2012,9,34
420243,2013,13,48
420243,2014,14,53
420243,2015,21,59
420243,2016,15,39
420243,2017,10,50
420243,2018,8,35
420243,2019,8,33
420245,2012,65,229
420245,2013,79,265
420245,2014,77,253
420245,2015,94,277
420245,2016,105,285
420245,2017,85,292
420245,2018,84,299
420245,2019,81,302
420250,2012,11,39
420250,2013,6,39
420250,2014,18,51
420250,2015,12,45
420250,2016,17,48
420250,2017,25,51
420250,2018,20,53
420250,2019,9,35
420253,2012,18,48
420253,2013,7,34
420253,2014,15,49
420253,2015,9,36
420253,2016,9,34
420253,2017,5,30
420253,2018,9,32
420253,2019,7,36
420257,2012,9,25
420257,2013,7,26
420257,2014,9,22
420257,2015,10,23
420257,2016,10,21
420257,2017,16,29
420257,2018,6,21
420257,2019,10,22
420260,2012,30,117
420260,2013,32,110
420260,2014,29,108
420260,2015,32,151
420260,2016,24,131
420260,2017,38,156
420260,2018,32,120
420260,2019,32,124
420270,2012,16,63
420270,2013,12,57
420270,2014,14,45
420270,2015,22,65
420270,2016,24,59
420270,2017,19,54
420270,2018,23,60
420270,2019,23,72
420280,2012,166,459
420280,2013,172,456
420280,2014,154,453
420280,2015,179,495
420280,2016,160,469
420280,2017,142,498
420280,2018,146,516
420280,2019,134,573
420285,2012,13,48
420285,2013,25,59
420285,2014,16,50
420285,2015,21,47
420285,2016,13,45
420285,2017,10,44
420285,2018,17,42
420285,2019,12,44
420287,2012,9,33
420287,2013,6,34
420287,2014,9,30
420287,2015,7,23
420287,2016,11,32
420287,2017,5,28
420287,2018,10,37
420287,2019,9,32
420290,2012,470,1526
420290,2013,442,1625
420290,2014,510,1657
420290,2015,487,1730
420290,2016,486,1731
420290,2017,513,1841
420290,2018,521,1923
420290,2019,550,1960
420300,2012,388,1115
420300,2013,347,1175
420300,2014,251,1221
420300,2015,327,1202
420300,2016,308,1216
420300,2017,347,1150
420300,2018,369,1230
420300,2019,312,1161
420310,2012,13,58
420310,2013,33,71
420310,2014,22,61
420310,2015,27,71
420310,2016,18,62
420310,2017,27,69
420310,2018,22,68
420310,2019,36,89
420315,2012,13,62
420315,2013,14,74
420315,2014,14,63
420315,2015,12,69
420315,2016,23,58
420315,2017,11,68
420315,2018,15,64
420315,2019,18,63
420320,2012,337,1191
420320,2013,263,1191
420320,2014,323,1186
420320,2015,390,1322
420320,2016,419,1297
420320,2017,343,1418
420320,2018,324,1438
420320,2019,336,1453
420325,2012,11,31
420325,2013,7,26
420325,2014,12,30
420325,2015,3,22
420325,2016,5,27
420325,2017,5,25
420325,2018,4,30
420325,2019,8,36
420330,2012,39,137
420330,2013,35,106
420330,2014,30,117
420330,2015,35,141
420330,2016,45,147
420330,2017,35,146
420330,2018,46,154
420330,2019,47,153
420340,2012,29,100
420340,2013,33,109
420340,2014,19,89
420340,2015,17,70
420340,2016,30,89
420340,2017,36,115
420340,2018,29,95
420340,2019,22,79
420350,2012,37,136
420350,2013,34,139
420350,2014,37,146
420350,2015,48,163
420350,2016,57,158
420350,2017,46,140
420350,2018,45,152
420350,2019,57,144
420360,2012,4,470
420360,2013,62,482
420360,2014,159,543
420360,2015,147,502
420360,2016,161,550
420360,2017,156,510
420360,2018,177,578
420360,2019,177,556
420370,2012,15,126
420370,2013,38,141
420370,2014,38,140
420370,2015,36,117
420370,2016,26,121
420370,2017,23,118
420370,2018,41,149
420370,2019,37,160
420380,2012,211,802
420380,2013,220,824
420380,2014,217,802
420380,2015,245,882
420380,2016,254,846
420380,2017,236,793
420380,2018,270,842
420380,2019,279,814
420390,2012,3,296
420390,2013,25,325
420390,2014,79,280
420390,2015,88,306
420390,2016,81,318
420390,2017,111,325
420390,2018,94,333
420390,2019,85,309
420395,2012,107,299
420395,2013,122,319
420395,2014,107,310
420395,2015,112,354
420395,2016,102,338
420395,2017,94,327
420395,2018,91,310
420395,2019,87,347
420400,2012,3,140
420400,2013,16,136
420400,2014,34,124
420400,2015,39,134
420400,2016,44,143
420400,2017,57,187
420400,2018,63,161
420400,2019,67,187
420410,2012,7,46
420410,2013,8,48
420410,2014,15,58
420410,2015,31,70
420410,2016,20,55
420410,2017,18,57
420410,2018,13,47
420410,2019,26,64
420415,2012,0,36
420415,2013,6,31
420415,2014,3,23
420415,2015,11,35
420415,2016,15,35
420415,2017,12,31
420415,2018,9,29
420415,2019,10,30
420417,2012,13,41
420417,2013,8,35
420417,2014,14,48
420417,2015,9,49
420417,2016,6,30
420417,2017,11,36
420417,2018,8,35
420417,2019,11,40
420419,2012,16,37
420419,2013,15,44
420419,2014,8,28
420419,2015,16,41
420419,2016,11,49
420419,2017,9,43
420419,2018,6,35
420419,2019,12,44
420420,2012,1020,3006
420420,2013,1066,3183
420420,2014,1115,3273
420420,2015,1164,3449
420420,2016,1063,3314
420420,2017,1090,3516
420420,2018,1189,3626
420420,2019,1074,3657
420425,2012,63,182
420425,2013,72,196
420425,2014,67,216
420425,2015,70,212
420425,2016,58,195
420425,2017,61,202
420425,2018,57,212
420425,2019,54,193
420430,2012,342,917
420430,2013,355,889
420430,2014,406,1009
420430,2015,402,1055
420430,2016,379,1035
420430,2017,399,1130
420430,2018,383,1063
420430,2019,427,1111
420435,2012,18,38
420435,2013,17,42
420435,2014,20,50
420435,2015,16,41
420435,2016,24,54
420435,2017,21,67
420435,2018,21,68
420435,2019,26,61
420440,2012,34,96
420440,2013,43,102
420440,2014,49,112
420440,2015,45,97
420440,2016,40,114
420440,2017,38,109
420440,2018,45,119
420440,2019,53,137
420445,2012,7,21
420445,2013,7,15
420445,2014,10,26
420445,2015,3,15
420445,2016,10,30
420445,2017,6,34
420445,2018,6,20
420445,2019,7,17
420450,2012,56,178
420450,2013,64,167
420450,2014,53,175
420450,2015,87,215
420450,2016,48,212
420450,2017,65,182
420450,2018,56,192
420450,2019,56,177
420455,2012,39,199
420455,2013,66,216
420455,2014,61,223
420455,2015,50,196
420455,2016,48,214
420455,2017,54,217
420455,2018,57,229
420455,2019,55,237
420460,2012,862,2731
420460,2013,915,2812
420460,2014,916,2868
420460,2015,934,2925
420460,2016,930,2841
420460,2017,830,2871
420460,2018,862,2839
420460,2019,796,2728
420470,2012,15,94
420470,2013,36,138
420470,2014,59,144
420470,2015,60,138
420470,2016,42,131
420470,2017,44,131
420470,2018,61,123
420470,2019,53,130
420475,2012,4,23
420475,2013,7,17
420475,2014,8,21
420475,2015,10,24
420475,2016,5,18
420475,2017,6,17
420475,2018,6,24
420475,2019,11,27
420480,2012,167,617
420480,2013,130,624
420480,2014,176,660
420480,2015,153,632
420480,2016,164,659
420480,2017,152,618
420480,2018,179,687
420480,2019,206,646
420490,2012,21,71
420490,2013,20,84
420490,2014,26,94
420490,2015,29,94
420490,2016,31,81
420490,2017,25,101
420490,2018,32,111
420490,2019,27,96
420500,2012,75,244
420500,2013,72,241
420500,2014,83,259
420500,2015,63,251
420500,2016,58,240
420500,2017,48,211
420500,2018,70,250
420500,2019,68,240
420510,2012,13,48
420510,2013,12,42
420510,2014,10,39
420510,2015,21,58
420510,2016,16,52
420510,2017,18,55
420510,2018,19,61
420510,2019,20,65
420515,2012,20,49
420515,2013,15,36
420515,2014,14,42
420515,2015,5,28
420515,2016,3,32
420515,2017,10,31
420515,2018,12,42
420515,2019,12,39
420517,2012,16,52
420517,2013,12,51
420517,2014,20,63
420517,2015,12,55
420517,2016,13,50
420517,2017,19,61
420517,2018,13,55
420517,2019,12,58
420519,2012,7,37
420519,2013,8,33
420519,2014,9,32
420519,2015,10,27
420519,2016,12,39
420519,2017,15,41
420519,2018,8,32
420519,2019,14,34
420520,2012,0,50
420520,2013,3,43
420520,2014,20,65
420520,2015,10,57
420520,2016,14,48
420520,2017,23,68
420520,2018,23,56
420520,2019,20,66
420530,2012,49,136
420530,2013,39,167
420530,2014,46,140
420530,2015,45,130
420530,2016,53,146
420530,2017,60,164
420530,2018,49,165
420530,2019,52,161
420535,2012,4,12
420535,2013,6,20
420535,2014,11,22
420535,2015,9,16
420535,2016,9,22
420535,2017,6,15
420535,2018,15,26
420535,2019,8,23
420540,2012,1553,5495
420540,2013,1486,5630
420540,2014,1465,5813
420540,2015,1548,6135
420540,2016,1570,6235
420540,2017,1503,6355
420540,2018,1522,6368
420540,2019,1512,6134
420543,2012,6,25
420543,2013,8,25
420543,2014,8,27
420543,2015,6,19
420543,2016,9,24
420543,2017,15,39
420543,2018,14,40
420543,2019,13,25
420545,2012,101,346
420545,2013,105,348
420545,2014,128,411
420545,2015,98,386
420545,2016,128,409
420545,2017,133,435
420545,2018,136,454
420545,2019,114,446
420550,2012,173,549
420550,2013,171,530
420550,2014,201,562
420550,2015,209,587
420550,2016,209,570
420550,2017,183,516
420550,2018,173,538
420550,2019,17,521
420555,2012,8,24
420555,2013,16,37
420555,2014,6,26
420555,2015,7,32
420555,2016,9,26
420555,2017,5,23
420555,2018,4,25
420555,2019,10,22
420560,2012,20,50
420560,2013,15,45
420560,2014,17,44
420560,2015,14,36
420560,2016,18,41
420560,2017,20,51
420560,2018,15,48
420560,2019,10,32
420570,2012,82,251
420570,2013,78,252
420570,2014,82,255
420570,2015,74,258
420570,2016,96,280
420570,2017,89,317
420570,2018,82,308
420570,2019,97,320
420580,2012,67,253
420580,2013,89,279
420580,2014,83,314
420580,2015,77,267
420580,2016,82,263
420580,2017,69,293
420580,2018,72,305
420580,2019,79,281
420590,2012,246,765
420590,2013,262,800
420590,2014,250,823
420590,2015,280,901
420590,2016,275,829
420590,2017,288,906
420590,2018,261,935
420590,2019,333,995
420600,2012,47,166
420600,2013,38,139
420600,2014,37,163
420600,2015,42,159
420600,2016,43,174
420600,2017,34,176
420600,2018,53,209
420600,2019,36,162
420610,2012,26,73
420610,2013,33,70
420610,2014,36,85
420610,2015,30,80
420610,2016,30,73
420610,2017,24,70
420610,2018,24,85
420610,2019,27,84
420620,2012,46,145
420620,2013,59,127
420620,2014,40,122
420620,2015,39,125
420620,2016,53,143
420620,2017,40,128
420620,2018,35,141
420620,2019,46,140
420630,2012,56,247
420630,2013,68,250
420630,2014,88,267
420630,2015,73,250
420630,2016,71,285
420630,2017,87,302
420630,2018,91,322
420630,2019,99,335
420640,2012,43,115
420640,2013,20,85
420640,2014,54,108
420640,2015,47,112
420640,2016,32,85
420640,2017,34,123
420640,2018,29,116
420640,2019,52,138
420650,2012,232,629
420650,2013,241,638
420650,2014,195,539
420650,2015,199,630
420650,2016,180,572
420650,2017,191,646
420650,2018,189,598
420650,2019,207,602
420660,2012,16,70
420660,2013,16,59
420660,2014,17,45
420660,2015,20,58
420660,2016,17,57
420660,2017,15,57
420660,2018,21,59
420660,2019,18,62
420665,2012,18,65
420665,2013,14,77
420665,2014,32,91
420665,2015,32,89
420665,2016,39,97
420665,2017,38,118
420665,2018,40,108
420665,2019,37,106
420670,2012,3,275
420670,2013,37,273
420670,2014,97,303
420670,2015,110,298
420670,2016,90,309
420670,2017,93,320
420670,2018,106,335
420670,2019,88,322
420675,2012,0,18
420675,2013,0,26
420675,2014,4,20
420675,2015,6,20
420675,2016,6,23
420675,2017,6,24
420675,2018,5,16
420675,2019,5,15
420680,2012,0,39
420680,2013,2,32
420680,2014,9,26
420680,2015,15,39
420680,2016,10,37
420680,2017,8,28
420680,2018,22,51
420680,2019,9,26
420690,2012,76,256
420690,2013,83,252
420690,2014,73,266
420690,2015,72,240
420690,2016,85,256
420690,2017,62,243
420690,2018,86,290
420690,2019,62,226
420700,2012,242,842
420700,2013,222,703
420700,2014,200,708
420700,2015,225,795
420700,2016,231,770
420700,2017,197,747
420700,2018,210,836
420700,2019,192,755
420710,2012,47,166
420710,2013,49,166
420710,2014,54,181
420710,2015,62,197
420710,2016,52,180
420710,2017,49,168
420710,2018,49,183
420710,2019,56,194
420720,2012,25,95
420720,2013,39,118
420720,2014,46,109
420720,2015,38,109
420720,2016,39,110
420720,2017,42,111
420720,2018,33,105
420720,2019,30,106
420730,2012,211,525
420730,2013,231,512
420730,2014,195,504
420730,2015,199,523
420730,2016,234,640
420730,2017,201,657
420730,2018,238,665
420730,2019,200,640
420740,2012,25,65
420740,2013,24,69
420740,2014,29,75
420740,2015,23,100
420740,2016,23,75
420740,2017,32,81
420740,2018,22,69
420740,2019,35,97
420750,2012,243,808
420750,2013,242,797
420750,2014,230,823
420750,2015,247,822
420750,2016,306,864
420750,2017,321,967
420750,2018,299,901
420750,2019,301,910
420757,2012,13,27
420757,2013,16,31
420757,2014,6,17
420757,2015,5,26
420757,2016,12,28
420757,2017,14,47
420757,2018,7,19
420757,2019,12,43
420760,2012,13,54
420760,2013,17,44
420760,2014,15,50
420760,2015,13,40
420760,2016,18,51
420760,2017,11,49
420760,2018,21,60
420760,2019,14,52
420765,2012,11,87
420765,2013,23,84
420765,2014,29,119
420765,2015,31,89
420765,2016,28,90
420765,2017,30,108
420765,2018,27,106
420765,2019,35,120
420768,2012,35,120
420768,2013,30,129
420768,2014,35,118
420768,2015,43,188
420768,2016,46,165
420768,2017,38,179
420768,2018,36,153
420768,2019,33,130
420770,2012,35,79
420770,2013,35,108
420770,2014,37,94
420770,2015,44,114
420770,2016,25,72
420770,2017,38,112
420770,2018,25,86
420770,2019,35,96
420775,2012,14,39
420775,2013,11,39
420775,2014,13,31
420775,2015,18,41
420775,2016,16,43
420775,2017,22,49
420775,2018,26,47
420775,2019,15,37
420780,2012,29,112
420780,2013,37,124
420780,2014,50,128
420780,2015,50,148
420780,2016,29,98
420780,2017,36,117
420780,2018,46,133
420780,2019,48,154
420785,2012,5,21
420785,2013,14,30
420785,2014,9,22
420785,2015,9,22
420785,2016,11,22
420785,2017,13,28
420785,2018,7,21
420785,2019,14,32
420790,2012,21,112
420790,2013,39,134
420790,2014,36,138
420790,2015,48,135
420790,2016,31,116
420790,2017,46,145
420790,2018,37,138
420790,2019,28,143
420800,2012,24,73
420800,2013,21,58
420800,2014,20,58
420800,2015,26,70
420800,2016,27,60
420800,2017,26,51
420800,2018,20,55
420800,2019,33,88
420810,2012,72,267
420810,2013,64,283
420810,2014,68,291
420810,2015,72,315
420810,2016,87,312
420810,2017,71,293
420810,2018,70,280
420810,2019,39,296
420820,2012,848,3030
420820,2013,820,3028
420820,2014,873,3319
420820,2015,846,3571
420820,2016,896,3465
420820,2017,889,3599
420820,2018,940,3808
420820,2019,951,3667
420830,2012,204,671
420830,2013,235,700
420830,2014,219,751
420830,2015,297,834
420830,2016,297,828
420830,2017,244,872
420830,2018,224,890
420830,2019,231,926
420840,2012,57,214
420840,2013,47,179
420840,2014,27,179
420840,2015,69,219
420840,2016,55,208
420840,2017,57,210
420840,2018,45,218
420840,2019,68,220
420845,2012,50,205
420845,2013,52,200
420845,2014,54,244
420845,2015,67,290
420845,2016,62,255
420845,2017,69,264
420845,2018,70,271
420845,2019,78,293
420850,2012,112,349
420850,2013,103,328
420850,2014,135,372
420850,2015,137,400
420850,2016,115,373
420850,2017,115,379
420850,2018,129,423
420850,2019,148,424
420860,2012,5,49
420860,2013,15,63
420860,2014,12,44
420860,2015,26,57
420860,2016,18,48
420860,2017,27,66
420860,2018,12,50
420860,2019,17,57
420870,2012,34,133
420870,2013,35,121
420870,2014,36,123
420870,2015,26,94
420870,2016,40,129
420870,2017,39,127
420870,2018,51,147
420870,2019,43,130
420880,2012,106,255
420880,2013,80,226
420880,2014,72,210
420880,2015,70,234
420880,2016,75,242
420880,2017,70,253
420880,2018,79,266
420880,2019,83,260
420890,2012,781,2333
420890,2013,823,2310
420890,2014,863,2408
420890,2015,832,2519
420890,2016,773,2312
420890,2017,857,2421
420890,2018,803,2352
420890,2019,766,2311
420895,2012,4,16
420895,2013,6,25
420895,2014,14,26
420895,2015,5,15
420895,2016,5,14
420895,2017,12,26
420895,2018,11,17
420895,2019,8,23
420900,2012,5,324
420900,2013,62,336
420900,2014,136,352
420900,2015,137,406
420900,2016,115,379
420900,2017,113,342
420900,2018,115,370
420900,2019,132,353
420910,2012,2443,7886
420910,2013,2274,7848
420910,2014,2365,8063
420910,2015,2266,8402
420910,2016,2124,8030
420910,2017,2222,8083
420910,2018,2254,8177
420910,2019,2204,7815
420915,2012,30,92
420915,2013,21,84
420915,2014,22,98
420915,2015,34,108
420915,2016,22,106
420915,2017,32,102
420915,2018,23,88
420915,2019,26,99
420917,2012,6,27
420917,2013,11,18
420917,2014,10,20
420917,2015,7,20
420917,2016,2,13
420917,2017,9,29
420917,2018,12,28
420917,2019,13,34
420920,2012,0,20
420920,2013,3,19
420920,2014,7,29
420920,2015,11,33
420920,2016,11,26
420920,2017,9,25
420920,2018,7,22
420920,2019,8,27
420930,2012,680,2299
420930,2013,630,2340
420930,2014,705,2406
420930,2015,675,2428
420930,2016,686,2476
420930,2017,748,2491
420930,2018,684,2320
420930,2019,659,2287
420940,2012,160,566
420940,2013,187,573
420940,2014,174,511
420940,2015,183,502
420940,2016,125,421
420940,2017,178,473
420940,2018,159,440
420940,2019,145,453
420945,2012,2,15
420945,2013,6,12
420945,2014,7,21
420945,2015,7,21
420945,2016,10,20
420945,2017,6,26
420945,2018,6,21
420945,2019,2,26
420950,2012,26,85
420950,2013,35,101
420950,2014,41,98
420950,2015,40,106
420950,2016,38,97
420950,2017,33,101
420950,2018,30,102
420950,2019,31,99
420960,2012,64,185
420960,2013,51,194
420960,2014,59,214
420960,2015,65,201
420960,2016,61,217
420960,2017,56,166
420960,2018,67,168
420960,2019,65,170
420970,2012,39,160
420970,2013,37,160
420970,2014,29,162
420970,2015,42,185
420970,2016,35,166
420970,2017,28,146
420970,2018,56,179
420970,2019,28,161
420980,2012,11,29
420980,2013,12,30
420980,2014,8,33
420980,2015,20,43
420980,2016,7,39
420980,2017,11,39
420980,2018,12,32
420980,2019,9,37
420985,2012,19,55
420985,2013,15,42
420985,2014,20,55
420985,2015,26,60
420985,2016,19,48
420985,2017,23,58
420985,2018,21,44
420985,2019,23,58
420990,2012,42,141
420990,2013,65,169
420990,2014,49,166
420990,2015,52,147
420990,2016,36,159
420990,2017,46,166
420990,2018,54,194
420990,2019,52,154
421000,2012,42,144
421000,2013,59,168
421000,2014,67,186
421000,2015,43,158
421000,2016,64,168
421000,2017,60,178
421000,2018,64,214
421000,2019,69,198
421003,2012,0,48
421003,2013,4,43
421003,2014,24,60
421003,2015,27,74
421003,2016,23,63
421003,2017,20,61
421003,2018,23,59
421003,2019,15,60
421005,2012,3,16
421005,2013,12,33
421005,2014,5,22
421005,2015,10,18
421005,2016,6,26
421005,2017,4,21
421005,2018,7,20
421005,2019,4,24
421010,2012,231,745
421010,2013,251,827
421010,2014,199,798
421010,2015,223,777
421010,2016,251,765
421010,2017,265,843
421010,2018,209,820
421010,2019,134,754
421020,2012,12,34
421020,2013,7,27
421020,2014,7,36
421020,2015,10,40
421020,2016,8,25
421020,2017,15,38
421020,2018,18,51
421020,2019,8,30
421030,2012,23,95
421030,2013,30,91
421030,2014,21,76
421030,2015,31,97
421030,2016,39,121
421030,2017,22,82
421030,2018,22,95
421030,2019,16,101
421040,2012,25,92
421040,2013,29,79
421040,2014,36,116
421040,2015,29,107
421040,2016,39,103
421040,2017,32,90
421040,2018,31,106
421040,2019,31,105
421050,2012,132,315
421050,2013,145,310
421050,2014,186,377
421050,2015,175,373
421050,2016,171,362
421050,2017,146,360
421050,2018,181,403
421050,2019,160,371
421055,2012,3,12
421055,2013,4,12
421055,2014,4,17
421055,2015,7,26
421055,2016,8,18
421055,2017,4,17
421055,2018,4,16
421055,2019,10,26
421060,2012,68,186
421060,2013,70,168
421060,2014,70,182
421060,2015,75,203
421060,2016,65,202
421060,2017,89,210
421060,2018,85,228
421060,2019,83,215
421070,2012,14,41
421070,2013,7,30
421070,2014,10,33
421070,2015,12,29
421070,2016,12,36
421070,2017,8,31
421070,2018,13,41
421070,2019,15,38
421080,2012,32,73
421080,2013,28,76
421080,2014,35,86
421080,2015,27,72
421080,2016,27,85
421080,2017,31,82
421080,2018,33,91
421080,2019,27,79
421085,2012,10,30
421085,2013,5,30
421085,2014,10,36
421085,2015,5,28
421085,2016,5,33
421085,2017,4,22
421085,2018,6,27
421085,2019,8,36
421090,2012,19,43
421090,2013,17,44
421090,2014,23,52
421090,2015,13,41
421090,2016,16,37
421090,2017,19,44
421090,2018,19,44
421090,2019,15,49
421100,2012,13,108
421100,2013,22,106
421100,2014,8,112
421100,2015,19,123
421100,2016,35,126
421100,2017,38,121
421100,2018,38,122
421100,2019,33,120
421105,2012,29,152
421105,2013,23,154
421105,2014,24,126
421105,2015,43,162
421105,2016,36,161
421105,2017,41,150
421105,2018,45,155
421105,2019,32,142
421110,2012,32,137
421110,2013,26,106
421110,2014,36,128
421110,2015,35,131
421110,2016,36,131
421110,2017,42,132
421110,2018,29,129
421110,2019,15,131
421120,2012,72,243
421120,2013,73,258
421120,2014,59,245
421120,2015,96,249
421120,2016,60,244
421120,2017,69,268
421120,2018,69,233
421120,2019,58,217
421125,2012,15,44
421125,2013,24,56
421125,2014,18,32
421125,2015,12,34
421125,2016,14,27
421125,2017,15,49
421125,2018,16,39
421125,2019,11,37
421130,2012,327,1160
421130,2013,288,1229
421130,2014,458,1384
421130,2015,427,1452
421130,2016,398,1448
421130,2017,317,1370
421130,2018,327,1446
421130,2019,335,1435
421140,2012,19,58
421140,2013,14,52
421140,2014,19,50
421140,2015,18,54
421140,2016,23,51
421140,2017,22,59
421140,2018,20,46
421140,2019,29,74
421145,2012,22,51
421145,2013,14,55
421145,2014,18,47
421145,2015,18,43
421145,2016,10,31
421145,2017,8,39
421145,2018,17,53
421145,2019,19,58
421150,2012,37,153
421150,2013,53,152
421150,2014,54,143
421150,2015,33,174
421150,2016,32,142
421150,2017,53,147
421150,2018,60,190
421150,2019,53,194
421160,2012,65,178
421160,2013,39,177
421160,2014,57,186
421160,2015,52,194
421160,2016,62,168
421160,2017,44,160
421160,2018,48,175
421160,2019,44,160
421165,2012,6,25
421165,2013,5,21
421165,2014,7,24
421165,2015,7,19
421165,2016,5,24
421165,2017,11,29
421165,2018,7,25
421165,2019,4,24
421170,2012,117,299
421170,2013,102,260
421170,2014,104,252
421170,2015,118,275
421170,2016,119,289
421170,2017,136,310
421170,2018,138,291
421170,2019,114,322
421175,2012,69,257
421175,2013,85,252
421175,2014,63,239
421175,2015,81,247
421175,2016,91,296
421175,2017,88,256
421175,2018,89,264
421175,2019,69,234
421180,2012,0,78
421180,2013,10,78
421180,2014,25,79
421180,2015,12,62
421180,2016,14,76
421180,2017,32,90
421180,2018,20,73
421180,2019,29,71
421185,2012,7,24
421185,2013,11,27
421185,2014,10,26
421185,2015,8,24
421185,2016,5,17
421185,2017,6,26
421185,2018,10,28
421185,2019,5,24
421187,2012,10,28
421187,2013,5,14
421187,2014,6,19
421187,2015,8,20
421187,2016,7,20
421187,2017,5,24
421187,2018,6,25
421187,2019,10,28
421189,2012,8,35
421189,2013,4,18
421189,2014,5,29
421189,2015,6,34
421189,2016,9,30
421189,2017,3,19
421189,2018,5,26
421189,2019,5,31
421190,2012,595,2287
421190,2013,621,2396
421190,2014,599,2469
421190,2015,656,2586
421190,2016,659,2568
421190,2017,657,2814
421190,2018,670,2882
421190,2019,688,2784
421200,2012,23,97
421200,2013,36,112
421200,2014,44,127
421200,2015,41,116
421200,2016,39,128
421200,2017,34,97
421200,2018,32,99
421200,2019,36,118
421205,2012,7,30
421205,2013,9,33
421205,2014,8,32
421205,2015,13,26
421205,2016,12,35
421205,2017,4,20
421205,2018,9,28
421205,2019,8,23
421210,2012,44,191
421210,2013,79,188
421210,2014,85,177
421210,2015,69,164
421210,2016,77,196
421210,2017,84,189
421210,2018,77,179
421210,2019,80,173
421220,2012,73,267
421220,2013,59,225
421220,2014,72,241
421220,2015,89,286
421220,2016,67,228
421220,2017,52,252
421220,2018,59,258
421220,2019,59,249
421223,2012,17,49
421223,2013,11,48
421223,2014,11,39
421223,2015,18,53
421223,2016,15,58
421223,2017,15,54
421223,2018,14,47
421223,2019,5,41
421225,2012,30,80
421225,2013,30,88
421225,2014,31,96
421225,2015,25,88
421225,2016,22,81
421225,2017,35,105
421225,2018,30,89
421225,2019,30,90
421227,2012,13,41
421227,2013,21,55
421227,2014,31,70
421227,2015,19,68
421227,2016,22,54
421227,2017,25,76
421227,2018,19,62
421227,2019,25,66
421230,2012,22,93
421230,2013,27,98
421230,2014,21,78
421230,2015,34,122
421230,2016,20,81
421230,2017,22,106
421230,2018,25,98
421230,2019,34,98
421240,2012,11,32
421240,2013,12,32
421240,2014,16,46
421240,2015,9,36
421240,2016,12,41
421240,2017,18,37
421240,2018,15,38
421240,2019,13,40
421250,2012,87,319
421250,2013,95,372
421250,2014,119,376
421250,2015,121,397
421250,2016,106,375
421250,2017,113,427
421250,2018,121,459
421250,2019,105,433
421260,2012,9,27
421260,2013,8,32
421260,2014,12,42
421260,2015,14,31
421260,2016,8,13
421260,2017,14,37
421260,2018,10,32
421260,2019,10,34
421265,2013,1,9
421265,2014,36,100
421265,2015,30,96
421265,2016,31,89
421265,2017,26,90
421265,2018,39,99
421265,2019,37,119
421270,2012,26,82
