CODMUNRES,ano_nasc,Qtd_5racacormae,Qtd_Total
150120,2013,2,532
150120,2014,1,578
150120,2015,1,575
150120,2016,0,567
150120,2017,1,630
150120,2018,2,580
150120,2019,2,501
150125,2012,1,42
150125,2013,4,43
150125,2014,3,48
150125,2015,2,45
150125,2016,3,37
150125,2017,7,49
150125,2018,9,49
150125,2019,2,46
150130,2012,0,2053
150130,2013,1,1998
150130,2014,0,2105
150130,2015,5,2098
150130,2016,4,2148
150130,2017,0,2154
150130,2018,1,2274
150130,2019,3,2294
150140,2012,30,21371
150140,2013,34,21884
150140,2014,26,21530
150140,2015,17,21250
150140,2016,13,19250
150140,2017,14,19409
150140,2018,14,19348
150140,2019,11,18587
150145,2012,0,243
150145,2013,0,269
150145,2014,5,240
150145,2015,2,273
150145,2016,3,241
150145,2017,3,272
150145,2018,0,296
150145,2019,2,314
150150,2012,2,1082
150150,2013,0,1010
150150,2014,1,1079
150150,2015,0,1008
150150,2016,0,950
150150,2017,0,1041
150150,2018,0,1037
150150,2019,1,999
150157,2012,9,229
150157,2013,6,230
150157,2014,8,203
150157,2015,18,253
150157,2016,13,248
150157,2017,9,225
150157,2018,22,277
150157,2019,23,292
150160,2012,0,217
150160,2013,2,195
150160,2014,0,215
150160,2015,1,212
150160,2016,0,182
150160,2017,0,184
150160,2018,1,188
150160,2019,0,210
150170,2012,0,2148
150170,2013,1,2191
150170,2014,0,2352
150170,2015,2,2192
150170,2016,1,2126
150170,2017,2,2099
150170,2018,0,2203
150170,2019,1,2127
150172,2012,0,279
150172,2013,2,269
150172,2014,0,290
150172,2015,0,255
150172,2016,0,272
150172,2017,0,333
150172,2018,2,351
150172,2019,0,325
150175,2012,0,97
150175,2013,1,95
150175,2014,4,92
150175,2015,7,103
150175,2016,1,79
150175,2017,3,93
150175,2018,9,92
150175,2019,2,100
150178,2012,7,799
150178,2013,8,786
150178,2014,0,851
150178,2015,4,832
150178,2016,3,766
150178,2017,6,785
150178,2018,0,790
150178,2019,0,765
150180,2012,1,2383
150180,2013,2,2660
150180,2014,0,2774
150180,2015,1,2588
150180,2016,1,2541
150180,2017,0,2723
150180,2018,3,2849
150180,2019,0,2772
150190,2012,0,508
150190,2013,0,498
150190,2014,0,501
150190,2015,0,482
150190,2016,0,504
150190,2017,0,473
150190,2018,0,474
150190,2019,0,463
150195,2012,0,356
150195,2013,0,323
150195,2014,0,313
150195,2015,0,304
150195,2016,0,344
150195,2017,0,311
150195,2018,2,306
150195,2019,0,309
150200,2012,0,236
150200,2013,0,268
150200,2014,0,301
150200,2015,2,319
150200,2016,1,339
150200,2017,0,330
150200,2018,0,350
150200,2019,0,343
150210,2012,0,2478
150210,2013,0,2469
150210,2014,1,2511
150210,2015,1,2445
150210,2016,0,2406
150210,2017,0,2417
150210,2018,1,2678
150210,2019,0,2488
150215,2012,2,875
150215,2013,1,954
150215,2014,0,1124
150215,2015,0,1332
150215,2016,1,1380
150215,2017,2,1234
150215,2018,1,1232
150215,2019,0,1174
150220,2012,0,1087
150220,2013,4,1189
150220,2014,2,1095
150220,2015,0,1138
150220,2016,0,1050
150220,2017,0,1040
150220,2018,2,1046
150220,2019,6,1059
150230,2012,1,827
150230,2013,3,839
150230,2014,1,852
150230,2015,1,859
150230,2016,2,807
150230,2017,2,815
150230,2018,5,941
150230,2019,1,946
150240,2012,1,3169
150240,2013,3,3161
150240,2014,0,3218
150240,2015,0,3300
150240,2016,1,3129
150240,2017,0,3196
150240,2018,2,3305
150240,2019,2,3347
150250,2012,0,283
150250,2013,0,281
150250,2014,1,342
150250,2015,0,355
150250,2016,0,370
150250,2017,0,372
150250,2018,0,419
150250,2019,0,342
150260,2012,0,151
150260,2013,0,155
150260,2014,0,182
150260,2015,0,184
150260,2016,0,199
150260,2017,0,164
150260,2018,0,184
150260,2019,0,157
150270,2012,0,756
150270,2013,1,745
150270,2014,1,805
150270,2015,2,787
150270,2016,1,758
150270,2017,0,777
150270,2018,2,791
150270,2019,1,707
150275,2012,0,498
150275,2013,1,559
150275,2014,0,505
150275,2015,0,536
150275,2016,0,500
150275,2017,0,498
150275,2018,1,562
150275,2019,0,546
150276,2012,46,147
150276,2013,37,129
150276,2014,24,137
150276,2015,49,138
150276,2016,53,158
150276,2017,58,166
150276,2018,57,180
150276,2019,68,200
150277,2012,0,443
150277,2013,0,415
150277,2014,0,399
150277,2015,0,400
150277,2016,1,328
150277,2017,2,290
150277,2018,1,308
150277,2019,1,312
150280,2012,2,631
150280,2013,1,621
150280,2014,1,645
150280,2015,4,681
150280,2016,1,698
150280,2017,0,733
150280,2018,0,748
150280,2019,0,699
150285,2012,0,208
150285,2013,0,220
150285,2014,0,247
150285,2015,0,208
150285,2016,1,208
150285,2017,0,192
150285,2018,0,238
150285,2019,0,239
150290,2012,1,498
150290,2013,0,472
150290,2014,0,530
150290,2015,0,526
150290,2016,0,527
150290,2017,0,491
150290,2018,0,555
150290,2019,0,548
150293,2012,1,700
150293,2013,2,678
150293,2014,0,705
150293,2015,0,762
150293,2016,0,692
150293,2017,0,692
150293,2018,0,647
150293,2019,1,596
150295,2012,2,513
150295,2013,1,506
150295,2014,0,547
150295,2015,2,504
150295,2016,2,409
150295,2017,0,413
150295,2018,0,530
150295,2019,1,483
150300,2012,0,147
150300,2013,0,138
150300,2014,0,174
150300,2015,0,124
150300,2016,0,121
150300,2017,1,153
150300,2018,0,142
150300,2019,0,124
150304,2012,1,298
150304,2013,0,277
150304,2014,0,296
150304,2015,0,327
150304,2016,1,327
150304,2017,0,337
150304,2018,1,376
150304,2019,0,346
150307,2012,0,431
150307,2013,1,505
150307,2014,1,508
150307,2015,0,431
150307,2016,0,411
150307,2017,1,411
150307,2018,1,423
150307,2019,0,487
150309,2012,1,721
150309,2013,0,662
150309,2014,1,536
150309,2015,0,524
150309,2016,0,463
150309,2017,0,545
150309,2018,2,575
150309,2019,1,558
150310,2012,0,647
150310,2013,1,626
150310,2014,2,730
150310,2015,1,691
150310,2016,0,736
150310,2017,0,756
150310,2018,0,764
150310,2019,0,774
150320,2012,1,586
150320,2013,1,621
150320,2014,0,610
150320,2015,1,567
150320,2016,1,550
150320,2017,1,564
150320,2018,0,578
150320,2019,0,557
150330,2012,0,1156
150330,2013,2,1155
150330,2014,0,1166
150330,2015,0,1114
150330,2016,0,1055
150330,2017,1,1047
150330,2018,1,1079
150330,2019,0,1144
150340,2012,0,167
150340,2013,0,183
150340,2014,0,166
150340,2015,0,177
150340,2016,0,162
150340,2017,0,175
150340,2018,0,185
150340,2019,0,162
150345,2012,2,569
150345,2013,0,590
150345,2014,5,576
150345,2015,1,576
150345,2016,0,596
150345,2017,0,594
150345,2018,1,626
150345,2019,1,642
150350,2012,1,480
150350,2013,0,464
150350,2014,0,462
150350,2015,0,462
150350,2016,0,437
150350,2017,0,420
150350,2018,0,434
150350,2019,1,456
150360,2012,13,2095
150360,2013,26,1615
150360,2014,23,2167
150360,2015,25,1950
150360,2016,26,2003
150360,2017,29,2377
150360,2018,41,2291
150360,2019,37,2359
150370,2012,5,898
150370,2013,3,884
150370,2014,1,866
150370,2015,4,899
150370,2016,6,840
150370,2017,9,781
150370,2018,10,844
150370,2019,16,846
150375,2012,419,521
150375,2013,386,485
150375,2014,441,567
150375,2015,472,614
150375,2016,469,587
150375,2017,470,619
150375,2018,435,602
150375,2019,440,588
150380,2012,0,904
150380,2013,0,873
150380,2014,2,919
150380,2015,1,882
150380,2016,1,794
150380,2017,0,737
150380,2018,1,751
150380,2019,1,715
150390,2012,0,966
150390,2013,0,1016
150390,2014,4,1073
150390,2015,0,1063
150390,2016,0,1140
150390,2017,4,1042
150390,2018,0,1091
150390,2019,4,1126
150400,2012,0,494
150400,2013,0,483
150400,2014,0,444
150400,2015,0,445
150400,2016,0,456
150400,2017,0,402
150400,2018,0,443
150400,2019,0,469
150405,2012,1,625
150405,2013,1,617
150405,2014,0,621
150405,2015,0,635
150405,2016,0,591
150405,2017,0,559
150405,2018,0,648
150405,2019,0,564
150410,2012,1,127
150410,2013,1,104
150410,2014,0,117
150410,2015,0,112
150410,2016,0,97
150410,2017,0,90
150410,2018,0,93
150410,2019,0,117
150420,2012,33,4812
150420,2013,12,4965
150420,2014,19,5128
150420,2015,15,5173
150420,2016,8,4751
150420,2017,15,4764
150420,2018,9,4943
150420,2019,10,4822
150430,2012,1,392
150430,2013,1,441
150430,2014,1,421
150430,2015,1,427
150430,2016,0,383
150430,2017,1,362
150430,2018,0,384
150430,2019,0,350
150440,2012,0,333
150440,2013,0,323
150440,2014,0,369
150440,2015,0,330
150440,2016,0,329
150440,2017,0,324
150440,2018,0,292
150440,2019,0,304
150442,2012,3,1665
150442,2013,0,1777
150442,2014,1,1853
150442,2015,1,1863
150442,2016,2,1794
150442,2017,4,1794
150442,2018,1,1714
150442,2019,2,1813
150445,2012,0,459
150445,2013,1,477
150445,2014,3,432
150445,2015,2,430
150445,2016,0,432
150445,2017,0,463
150445,2018,0,422
150445,2019,1,491
150450,2012,2,586
150450,2013,1,473
150450,2014,0,602
150450,2015,0,596
150450,2016,1,537
150450,2017,0,562
150450,2018,0,631
150450,2019,0,642
150460,2012,0,469
150460,2013,1,518
150460,2014,1,516
150460,2015,0,482
150460,2016,0,506
150460,2017,1,485
150460,2018,0,464
150460,2019,0,460
150470,2012,5,1174
150470,2013,2,1191
150470,2014,3,1217
150470,2015,1,1249
150470,2016,4,1204
150470,2017,4,1229
150470,2018,3,1312
150470,2019,2,1305
150475,2013,0,1
150475,2014,0,168
150475,2015,0,150
150475,2016,0,225
150475,2017,0,229
150475,2018,1,289
150475,2019,0,335
150480,2012,0,1044
150480,2013,0,1072
150480,2014,0,1094
150480,2015,0,1151
150480,2016,0,1138
150480,2017,0,1107
150480,2018,0,1032
150480,2019,0,1050
150490,2012,1,525
150490,2013,0,564
150490,2014,2,610
150490,2015,0,601
150490,2016,0,605
150490,2017,0,572
150490,2018,0,578
150490,2019,0,616
150495,2012,1,408
150495,2013,2,377
150495,2014,0,401
150495,2015,1,449
150495,2016,1,445
150495,2017,2,386
150495,2018,1,406
150495,2019,0,347
150497,2012,0,194
150497,2013,1,210
150497,2014,0,215
150497,2015,0,199
150497,2016,1,217
150497,2017,1,218
150497,2018,2,223
150497,2019,1,229
150500,2012,0,142
150500,2013,0,124
150500,2014,1,171
150500,2015,0,153
150500,2016,0,165
150500,2017,0,161
150500,2018,0,134
150500,2019,1,131
150503,2012,10,481
150503,2013,1,510
150503,2014,6,577
150503,2015,8,620
150503,2016,0,553
150503,2017,8,621
150503,2018,3,631
150503,2019,8,585
150506,2012,19,1259
150506,2013,25,1209
150506,2014,18,1260
150506,2015,15,1334
150506,2016,16,1211
150506,2017,34,1252
150506,2018,37,1240
150506,2019,40,1193
150510,2012,23,1001
150510,2013,23,991
150510,2014,61,1048
150510,2015,66,983
150510,2016,72,985
150510,2017,58,1019
150510,2018,61,1019
150510,2019,64,1092
150520,2012,1,716
150520,2013,1,751
150520,2014,0,702
150520,2015,0,731
150520,2016,1,649
150520,2017,0,691
150520,2018,0,726
150520,2019,1,673
150530,2012,62,1283
150530,2013,65,1336
150530,2014,62,1482
150530,2015,68,1397
150530,2016,58,1399
150530,2017,53,1403
150530,2018,88,1547
150530,2019,61,1550
150540,2012,2,251
150540,2013,0,288
150540,2014,0,268
150540,2015,0,322
150540,2016,0,281
150540,2017,1,300
150540,2018,0,322
150540,2019,0,310
150543,2012,56,596
150543,2013,49,663
150543,2014,43,668
150543,2015,69,638
150543,2016,62,630
150543,2017,92,675
150543,2018,89,725
150543,2019,59,707
150548,2012,0,681
150548,2013,2,655
150548,2014,1,625
150548,2015,4,686
150548,2016,4,752
150548,2017,0,764
150548,2018,1,744
150548,2019,1,776
150549,2012,0,116
150549,2013,0,122
150549,2014,0,100
150549,2015,0,106
150549,2016,0,89
150549,2017,0,97
150549,2018,0,110
150549,2019,0,105
150550,2012,39,2093
150550,2013,50,2003
150550,2014,26,2069
150550,2015,4,2033
150550,2016,6,2001
150550,2017,4,1977
150550,2018,1,2148
150550,2019,5,2065
150553,2012,43,4513
150553,2013,28,5157
150553,2014,32,5360
150553,2015,21,5019
150553,2016,29,4644
150553,2017,37,4582
150553,2018,39,4810
150553,2019,35,4577
150555,2012,7,127
150555,2013,7,130
150555,2014,8,137
150555,2015,11,142
150555,2016,11,121
150555,2017,9,116
150555,2018,20,127
150555,2019,10,120
150560,2012,0,109
150560,2013,0,97
150560,2014,1,119
150560,2015,0,98
150560,2016,0,103
150560,2017,0,114
150560,2018,1,103
150560,2019,0,95
150563,2012,0,174
150563,2013,0,142
150563,2014,0,154
150563,2015,0,148
150563,2016,0,141
150563,2017,0,182
150563,2018,0,176
150563,2019,0,165
150565,2012,2,246
150565,2013,1,229
150565,2014,1,299
150565,2015,0,273
150565,2016,1,285
150565,2017,0,291
150565,2018,0,321
150565,2019,0,282
150570,2012,1,295
150570,2013,2,330
150570,2014,1,332
150570,2015,0,345
150570,2016,2,352
150570,2017,1,348
150570,2018,0,351
150570,2019,0,364
150580,2012,0,1170
150580,2013,0,1279
150580,2014,0,1480
150580,2015,0,1596
150580,2016,0,1461
150580,2017,0,1489
150580,2018,0,1678
150580,2019,1,1569
150590,2012,5,670
150590,2013,0,732
150590,2014,3,675
150590,2015,0,711
150590,2016,1,743
150590,2017,1,701
150590,2018,1,755
150590,2019,0,768
150600,2012,1,734
150600,2013,0,678
150600,2014,0,655
150600,2015,0,666
150600,2016,0,722
150600,2017,1,777
150600,2018,0,703
150600,2019,0,755
150610,2012,0,176
150610,2013,0,162
150610,2014,0,193
150610,2015,0,185
150610,2016,1,172
150610,2017,0,171
150610,2018,0,200
150610,2019,0,191
150611,2012,0,185
150611,2013,0,180
150611,2014,0,173
150611,2015,0,158
150611,2016,0,168
150611,2017,0,169
150611,2018,1,160
150611,2019,0,162
150613,2012,7,1609
150613,2013,15,1641
150613,2014,37,1651
150613,2015,9,1701
150613,2016,8,1627
150613,2017,8,1743
150613,2018,5,1756
150613,2019,6,1725
150616,2012,0,327
150616,2013,0,276
150616,2014,0,308
150616,2015,1,311
150616,2016,0,274
150616,2017,0,273
150616,2018,1,308
150616,2019,0,281
150618,2012,0,752
150618,2013,1,686
150618,2014,0,672
150618,2015,0,729
150618,2016,2,676
150618,2017,0,608
150618,2018,0,610
150618,2019,1,529
150619,2012,0,390
150619,2013,0,330
150619,2014,0,373
150619,2015,1,383
150619,2016,0,369
150619,2017,0,411
150619,2018,1,413
150619,2019,0,407
150620,2012,0,665
150620,2013,0,684
150620,2014,0,736
150620,2015,0,632
150620,2016,0,655
150620,2017,0,607
150620,2018,0,676
150620,2019,0,680
150630,2012,0,366
150630,2013,0,352
150630,2014,0,349
150630,2015,0,377
150630,2016,1,381
150630,2017,0,378
150630,2018,0,362
150630,2019,0,337
150635,2012,0,306
150635,2013,0,324
150635,2014,0,341
150635,2015,0,285
150635,2016,0,354
150635,2017,0,345
150635,2018,0,326
150635,2019,0,330
150640,2012,0,66
150640,2013,0,101
150640,2014,1,88
150640,2015,0,103
150640,2016,0,78
150640,2017,2,89
150640,2018,0,81
150640,2019,0,110
150650,2012,2,961
150650,2013,0,1000
150650,2014,1,978
150650,2015,0,1044
150650,2016,0,996
150650,2017,1,960
150650,2018,1,1019
150650,2019,0,996
150655,2012,2,375
150655,2013,0,341
150655,2014,2,338
150655,2015,3,345
150655,2016,3,376
150655,2017,5,344
150655,2018,1,305
150655,2019,5,306
150658,2012,0,182
150658,2013,2,168
150658,2014,0,181
150658,2015,0,197
150658,2016,0,143
150658,2017,2,143
150658,2018,0,181
150658,2019,1,215
150660,2012,0,376
150660,2013,0,385
150660,2014,0,373
150660,2015,0,367
150660,2016,1,372
150660,2017,4,428
150660,2018,2,399
150660,2019,3,455
150670,2012,2,587
150670,2013,1,536
150670,2014,3,570
150670,2015,3,584
150670,2016,6,572
150670,2017,3,569
150670,2018,4,605
150670,2019,3,602
150680,2012,4,6489
150680,2013,9,6334
150680,2014,18,6595
150680,2015,17,6756
150680,2016,26,6491
150680,2017,22,6777
150680,2018,37,6703
150680,2019,77,6659
150690,2012,0,102
150690,2013,2,90
150690,2014,0,112
150690,2015,0,83
150690,2016,0,105
150690,2017,0,107
150690,2018,0,87
150690,2019,0,95
150700,2012,0,494
150700,2013,0,490
150700,2014,0,477
150700,2015,0,509
150700,2016,0,444
150700,2017,1,483
150700,2018,1,501
150700,2019,0,512
150710,2012,1,251
150710,2013,0,223
150710,2014,0,222
150710,2015,0,233
150710,2016,0,226
150710,2017,0,215
150710,2018,0,227
150710,2019,0,224
150715,2012,0,371
150715,2013,1,368
150715,2014,1,370
150715,2015,2,382
150715,2016,0,339
150715,2017,2,345
150715,2018,2,422
150715,2019,2,352
150720,2012,0,643
150720,2013,1,623
150720,2014,0,579
150720,2015,0,493
150720,2016,0,511
150720,2017,2,525
150720,2018,0,470
150720,2019,0,465
150730,2012,62,993
150730,2013,63,891
150730,2014,72,915
150730,2015,78,1014
150730,2016,97,1046
150730,2017,96,1071
150730,2018,100,1159
150730,2019,82,1075
150740,2012,0,209
150740,2013,0,231
150740,2014,0,223
150740,2015,0,196
150740,2016,0,227
150740,2017,0,206
150740,2018,0,242
150740,2019,0,235
150745,2012,7,515
150745,2013,6,492
150745,2014,5,436
150745,2015,5,497
150745,2016,5,463
150745,2017,3,494
150745,2018,5,536
150745,2019,4,436
150746,2012,0,81
150746,2013,0,72
150746,2014,0,82
150746,2015,0,83
150746,2016,0,81
150746,2017,0,87
150746,2018,0,97
150746,2019,0,85
150747,2012,0,345
150747,2013,1,365
150747,2014,1,336
150747,2015,1,335
150747,2016,0,340
150747,2017,0,309
150747,2018,0,306
150747,2019,1,307
150750,2012,1,198
150750,2013,0,171
150750,2014,0,165
150750,2015,0,226
150750,2016,0,216
150750,2017,0,170
150750,2018,0,240
150750,2019,2,185
150760,2012,0,980
150760,2013,0,956
150760,2014,1,1006
150760,2015,0,973
150760,2016,1,932
150760,2017,0,957
150760,2018,0,942
150760,2019,0,926
150770,2012,0,465
150770,2013,0,499
150770,2014,0,531
150770,2015,0,553
150770,2016,0,551
150770,2017,0,520
150770,2018,0,517
150770,2019,0,526
150775,2012,0,70
150775,2013,0,94
150775,2014,0,82
150775,2015,0,93
150775,2016,0,86
150775,2017,0,95
150775,2018,1,119
150775,2019,0,93
150780,2012,12,323
150780,2013,29,290
150780,2014,25,271
150780,2015,19,302
150780,2016,18,257
150780,2017,11,297
150780,2018,7,293
150780,2019,12,305
150790,2012,0,460
150790,2013,0,393
150790,2014,0,428
150790,2015,0,432
150790,2016,0,382
150790,2017,0,382
150790,2018,0,395
150790,2019,0,386
150795,2012,1,1440
150795,2013,1,1519
150795,2014,1,1537
150795,2015,2,1688
150795,2016,0,1562
150795,2017,3,1472
150795,2018,1,1462
150795,2019,0,1453
150796,2012,0,196
150796,2013,1,180
150796,2014,0,176
150796,2015,0,207
150796,2016,0,174
150796,2017,0,206
150796,2018,0,175
150796,2019,0,182
150797,2012,1,255
150797,2013,1,289
150797,2014,2,314
150797,2015,0,267
150797,2016,0,273
150797,2017,0,283
150797,2018,0,346
150797,2019,0,311
150800,2012,5,1375
150800,2013,4,1459
150800,2014,5,1415
150800,2015,8,1470
150800,2016,8,1518
150800,2017,15,1489
150800,2018,3,1488
150800,2019,7,1515
150803,2012,0,602
150803,2013,0,578
150803,2014,0,567
150803,2015,0,565
150803,2016,0,537
150803,2017,0,566
150803,2018,0,503
150803,2019,0,479
150805,2012,2,209
150805,2013,1,212
150805,2014,1,223
150805,2015,1,209
150805,2016,0,227
150805,2017,2,221
150805,2018,0,262
150805,2019,0,275
150808,2012,8,745
150808,2013,0,689
150808,2014,2,662
150808,2015,0,704
150808,2016,0,631
150808,2017,1,702
150808,2018,0,762
150808,2019,1,733
150810,2012,26,2047
150810,2013,17,2209
150810,2014,15,2166
150810,2015,22,2131
150810,2016,31,2119
150810,2017,16,2053
150810,2018,21,1900
150810,2019,35,1790
150812,2012,0,469
150812,2013,0,474
150812,2014,0,461
150812,2015,0,467
150812,2016,0,493
150812,2017,0,431
150812,2018,0,475
150812,2019,1,444
150815,2012,0,859
150815,2013,3,791
150815,2014,1,793
150815,2015,1,824
150815,2016,0,736
150815,2017,1,743
150815,2018,0,793
150815,2019,0,783
150820,2012,5,716
150820,2013,1,798
150820,2014,4,749
150820,2015,0,772
150820,2016,0,753
150820,2017,0,707
150820,2018,0,748
150820,2019,0,713
150830,2012,0,1215
150830,2013,1,1218
150830,2014,0,1215
150830,2015,1,1251
150830,2016,1,1158
150830,2017,0,1140
150830,2018,0,1147
150830,2019,0,1044
150835,2012,1,229
150835,2013,3,198
150835,2014,4,257
150835,2015,3,353
150835,2016,3,396
150835,2017,1,377
150835,2018,7,388
150835,2019,2,365
150840,2012,1,770
150840,2013,0,751
150840,2014,1,817
150840,2015,1,931
150840,2016,0,904
150840,2017,0,881
150840,2018,1,950
150840,2019,2,945
160000,2012,0,1
160000,2013,0,1
160000,2015,0,3
160005,2012,0,77
160005,2013,1,89
160005,2014,0,73
160005,2015,0,63
160005,2016,0,67
160005,2017,0,60
160005,2018,0,76
160005,2019,0,92
160010,2012,0,148
160010,2013,0,154
160010,2014,0,141
160010,2015,0,161
160010,2016,0,133
160010,2017,0,141
160010,2018,0,188
160010,2019,0,169
160015,2012,12,279
160015,2013,24,283
160015,2014,66,274
160015,2015,58,244
160015,2016,64,252
160015,2017,88,272
160015,2018,83,303
160015,2019,66,311
160020,2012,0,180
160020,2013,0,195
160020,2014,0,194
160020,2015,0,198
160020,2016,0,176
160020,2017,0,210
160020,2018,0,223
160020,2019,1,214
160021,2012,0,68
160021,2013,0,83
160021,2014,0,81
160021,2015,0,85
160021,2016,0,89
160021,2017,0,106
160021,2018,0,118
