CODMUNRES,ano_nasc,Qtd_5racacormae,Qtd_Total
315100,2016,0,131
315100,2017,0,101
315100,2018,0,104
315100,2019,0,123
315110,2012,0,144
315110,2013,0,137
315110,2014,0,175
315110,2015,2,146
315110,2016,0,142
315110,2017,0,168
315110,2018,0,166
315110,2019,0,163
315120,2012,0,812
315120,2013,0,839
315120,2014,0,910
315120,2015,0,875
315120,2016,0,763
315120,2017,0,849
315120,2018,0,852
315120,2019,0,757
315130,2012,1,143
315130,2013,0,149
315130,2014,0,131
315130,2015,0,127
315130,2016,0,120
315130,2017,0,119
315130,2018,0,123
315130,2019,0,123
315140,2012,0,352
315140,2013,0,337
315140,2014,0,309
315140,2015,1,365
315140,2016,0,330
315140,2017,0,348
315140,2018,0,343
315140,2019,0,337
315150,2012,0,380
315150,2013,0,388
315150,2014,0,371
315150,2015,0,399
315150,2016,0,383
315150,2017,1,433
315150,2018,0,405
315150,2019,0,437
315160,2012,0,167
315160,2013,0,120
315160,2014,0,150
315160,2015,0,152
315160,2016,0,126
315160,2017,0,128
315160,2018,0,136
315160,2019,1,130
315170,2012,0,177
315170,2013,0,158
315170,2014,0,155
315170,2015,0,153
315170,2016,0,178
315170,2017,0,163
315170,2018,0,160
315170,2019,0,176
315180,2012,0,2020
315180,2013,0,1970
315180,2014,0,2021
315180,2015,0,2069
315180,2016,0,1873
315180,2017,1,1934
315180,2018,0,1899
315180,2019,0,1904
315190,2012,0,113
315190,2013,0,89
315190,2014,0,86
315190,2015,0,107
315190,2016,0,75
315190,2017,0,71
315190,2018,0,112
315190,2019,1,86
315200,2012,0,406
315200,2013,0,411
315200,2014,0,437
315200,2015,0,436
315200,2016,2,422
315200,2017,0,410
315200,2018,0,440
315200,2019,0,429
315210,2012,0,706
315210,2013,0,652
315210,2014,0,692
315210,2015,0,695
315210,2016,1,712
315210,2017,0,741
315210,2018,0,662
315210,2019,0,714
315213,2012,0,59
315213,2013,0,58
315213,2014,0,58
315213,2015,0,62
315213,2016,0,57
315213,2017,0,58
315213,2018,0,47
315213,2019,0,68
315217,2012,0,129
315217,2013,0,149
315217,2014,0,140
315217,2015,0,156
315217,2016,0,139
315217,2017,0,147
315217,2018,0,148
315217,2019,0,160
315220,2012,0,487
315220,2013,2,473
315220,2014,1,525
315220,2015,0,436
315220,2016,0,446
315220,2017,0,432
315220,2018,0,501
315220,2019,0,457
315230,2012,0,106
315230,2013,0,86
315230,2014,0,110
315230,2015,1,105
315230,2016,0,82
315230,2017,0,103
315230,2018,0,99
315230,2019,0,91
315240,2012,0,199
315240,2013,0,185
315240,2014,0,194
315240,2015,0,161
315240,2016,0,158
315240,2017,0,153
315240,2018,0,169
315240,2019,0,176
315250,2012,1,1835
315250,2013,2,1885
315250,2014,1,1971
315250,2015,0,2029
315250,2016,1,1819
315250,2017,0,1947
315250,2018,0,1917
315250,2019,0,1920
315260,2012,0,64
315260,2013,0,81
315260,2014,0,64
315260,2015,0,66
315260,2016,0,70
315260,2017,0,64
315260,2018,0,77
315260,2019,0,65
315270,2012,0,81
315270,2013,0,110
315270,2014,0,93
315270,2015,0,93
315270,2016,0,73
315270,2017,0,78
315270,2018,1,84
315270,2019,0,76
315280,2012,0,325
315280,2013,0,328
315280,2014,0,335
315280,2015,0,382
315280,2016,1,371
315280,2017,0,364
315280,2018,1,364
315280,2019,0,301
315290,2012,0,91
315290,2013,0,86
315290,2014,0,84
315290,2015,0,86
315290,2016,0,77
315290,2017,0,80
315290,2018,0,65
315290,2019,0,69
315300,2012,0,40
315300,2013,0,26
315300,2014,0,40
315300,2015,0,38
315300,2016,0,41
315300,2017,0,51
315300,2018,0,42
315300,2019,0,41
315310,2012,0,51
315310,2013,0,40
315310,2014,0,41
315310,2015,1,58
315310,2016,0,40
315310,2017,0,48
315310,2018,0,50
315310,2019,0,32
315320,2012,0,35
315320,2013,0,39
315320,2014,0,35
315320,2015,0,33
315320,2016,0,28
315320,2017,0,40
315320,2018,0,36
315320,2019,0,41
315330,2012,0,47
315330,2013,1,36
315330,2014,0,55
315330,2015,0,45
315330,2016,0,37
315330,2017,0,45
315330,2018,0,35
315330,2019,0,42
315340,2012,0,193
315340,2013,0,189
315340,2014,1,190
315340,2015,0,200
315340,2016,0,182
315340,2017,0,198
315340,2018,0,195
315340,2019,0,173
315350,2012,0,101
315350,2013,0,113
315350,2014,0,116
315350,2015,1,103
315350,2016,0,98
315350,2017,0,101
315350,2018,0,94
315350,2019,0,123
315360,2012,0,140
315360,2013,0,145
315360,2014,0,156
315360,2015,0,182
315360,2016,0,136
315360,2017,0,126
315360,2018,0,158
315360,2019,1,135
315370,2012,0,32
315370,2013,0,32
315370,2014,0,35
315370,2015,0,35
315370,2016,0,22
315370,2017,0,34
315370,2018,0,32
315370,2019,0,33
315380,2012,0,12
315380,2013,0,15
315380,2014,0,8
315380,2015,0,13
315380,2016,0,19
315380,2017,0,11
315380,2018,0,14
315380,2019,0,20
315390,2012,0,199
315390,2013,0,225
315390,2014,0,227
315390,2015,0,180
315390,2016,0,208
315390,2017,0,197
315390,2018,0,179
315390,2019,0,187
315400,2012,0,234
315400,2013,0,222
315400,2014,0,275
315400,2015,0,260
315400,2016,0,213
315400,2017,0,270
315400,2018,0,258
315400,2019,0,269
315410,2012,0,85
315410,2013,0,95
315410,2014,0,99
315410,2015,0,104
315410,2016,0,85
315410,2017,0,98
315410,2018,0,86
315410,2019,0,87
315415,2012,0,106
315415,2013,0,84
315415,2014,0,118
315415,2015,0,81
315415,2016,0,95
315415,2017,0,104
315415,2018,0,104
315415,2019,0,135
315420,2012,0,147
315420,2013,0,139
315420,2014,0,148
315420,2015,0,128
315420,2016,0,112
315420,2017,0,114
315420,2018,0,99
315420,2019,0,89
315430,2012,11,223
315430,2013,14,185
315430,2014,6,221
315430,2015,6,219
315430,2016,7,188
315430,2017,7,205
315430,2018,8,225
315430,2019,9,210
315440,2012,0,48
315440,2013,0,53
315440,2014,0,53
315440,2015,0,52
315440,2016,0,40
315440,2017,0,52
315440,2018,0,42
315440,2019,0,60
315445,2012,0,116
315445,2013,1,70
315445,2014,0,75
315445,2015,0,81
315445,2016,0,72
315445,2017,1,75
315445,2018,0,67
315445,2019,0,84
315450,2012,0,127
315450,2013,0,127
315450,2014,0,130
315450,2015,0,118
315450,2016,0,114
315450,2017,0,104
315450,2018,1,111
315450,2019,0,130
315460,2012,10,4739
315460,2013,9,4812
315460,2014,5,4950
315460,2015,12,5220
315460,2016,13,4893
315460,2017,10,4833
315460,2018,12,4616
315460,2019,9,4486
315470,2012,0,40
315470,2013,0,33
315470,2014,0,48
315470,2015,0,38
315470,2016,0,48
315470,2017,0,41
315470,2018,0,41
315470,2019,0,40
315480,2012,0,146
315480,2013,0,127
315480,2014,0,129
315480,2015,0,122
315480,2016,0,138
315480,2017,0,148
315480,2018,0,126
315480,2019,0,123
315490,2012,0,176
315490,2013,0,183
315490,2014,1,174
315490,2015,0,159
315490,2016,0,144
315490,2017,0,143
315490,2018,0,142
315490,2019,0,156
315500,2012,0,19
315500,2013,0,18
315500,2014,0,19
315500,2015,1,15
315500,2016,0,23
315500,2017,0,14
315500,2018,0,21
315500,2019,0,28
315510,2012,0,64
315510,2013,0,71
315510,2014,0,57
315510,2015,0,57
315510,2016,0,43
315510,2017,0,66
315510,2018,0,61
315510,2019,0,63
315520,2012,0,23
315520,2013,0,35
315520,2014,0,40
315520,2015,0,37
315520,2016,0,32
315520,2017,0,25
315520,2018,0,39
315520,2019,0,45
315530,2012,0,39
315530,2013,0,42
315530,2014,0,43
315530,2015,0,52
315530,2016,0,43
315530,2017,0,55
315530,2018,0,38
315530,2019,0,50
315540,2012,0,84
315540,2013,0,98
315540,2014,0,81
315540,2015,0,80
315540,2016,0,65
315540,2017,0,93
315540,2018,0,78
315540,2019,0,97
315550,2012,0,130
315550,2013,0,135
315550,2014,0,118
315550,2015,0,138
315550,2016,0,147
315550,2017,0,144
315550,2018,0,135
315550,2019,0,169
315560,2012,0,373
315560,2013,0,392
315560,2014,0,428
315560,2015,0,408
315560,2016,0,397
315560,2017,0,372
315560,2018,0,402
315560,2019,0,383
315570,2012,0,164
315570,2013,1,159
315570,2014,0,147
315570,2015,0,162
315570,2016,0,152
315570,2017,0,158
315570,2018,0,154
315570,2019,0,149
315580,2012,0,199
315580,2013,0,179
315580,2014,1,191
315580,2015,0,217
315580,2016,0,170
315580,2017,0,215
315580,2018,0,204
315580,2019,0,174
315590,2012,0,36
315590,2013,0,31
315590,2014,0,36
315590,2015,1,55
315590,2016,0,36
315590,2017,0,45
315590,2018,0,39
315590,2019,0,38
315600,2012,0,197
315600,2013,0,157
315600,2014,1,142
315600,2015,0,143
315600,2016,0,157
315600,2017,0,135
315600,2018,0,122
315600,2019,0,132
315610,2012,0,39
315610,2013,0,39
315610,2014,0,44
315610,2015,0,39
315610,2016,0,42
315610,2017,0,45
315610,2018,0,56
315610,2019,0,48
315620,2012,0,36
315620,2013,0,29
315620,2014,0,15
315620,2015,0,31
315620,2016,0,28
315620,2017,0,28
315620,2018,0,25
315620,2019,0,26
315630,2012,0,116
315630,2013,0,111
315630,2014,0,111
315630,2015,0,134
315630,2016,0,119
315630,2017,0,106
315630,2018,0,125
315630,2019,0,124
315640,2012,0,38
315640,2013,0,40
315640,2014,0,40
315640,2015,0,38
315640,2016,0,31
315640,2017,0,33
315640,2018,0,43
315640,2019,0,39
315645,2012,0,61
315645,2013,0,29
315645,2014,1,46
315645,2015,0,44
315645,2016,0,29
315645,2017,0,50
315645,2018,0,62
315645,2019,0,45
315650,2012,0,89
315650,2013,0,76
315650,2014,1,72
315650,2015,0,82
315650,2016,0,57
315650,2017,0,42
315650,2018,0,73
315650,2019,0,58
315660,2012,0,111
315660,2013,0,95
315660,2014,0,92
315660,2015,0,81
315660,2016,0,90
315660,2017,0,94
315660,2018,0,87
315660,2019,0,105
315670,2012,5,1823
315670,2013,2,1797
315670,2014,2,1855
315670,2015,3,1809
315670,2016,2,1763
315670,2017,4,1845
315670,2018,6,1807
315670,2019,2,1639
315680,2012,2,213
315680,2013,7,197
315680,2014,3,183
315680,2015,0,157
315680,2016,0,176
315680,2017,0,164
315680,2018,0,149
315680,2019,0,165
315690,2012,0,303
315690,2013,0,303
315690,2014,0,332
315690,2015,0,310
315690,2016,0,333
315690,2017,0,329
315690,2018,0,325
315690,2019,0,319
315700,2012,0,494
315700,2013,1,533
315700,2014,1,559
315700,2015,0,550
315700,2016,0,504
315700,2017,0,488
315700,2018,1,553
315700,2019,0,513
315710,2012,0,81
315710,2013,0,78
315710,2014,0,91
315710,2015,0,73
315710,2016,0,79
315710,2017,0,83
315710,2018,0,51
315710,2019,0,62
315720,2012,0,362
315720,2013,0,448
315720,2014,0,422
315720,2015,0,468
315720,2016,0,420
315720,2017,2,414
315720,2018,0,387
315720,2019,0,391
315725,2012,0,94
315725,2013,0,93
315725,2014,0,108
315725,2015,0,94
315725,2016,0,113
315725,2017,0,77
315725,2018,0,127
315725,2019,1,121
315727,2012,0,30
315727,2013,0,33
315727,2014,0,34
315727,2015,0,20
315727,2016,0,31
315727,2017,0,25
315727,2018,0,25
315727,2019,0,33
315730,2012,0,40
315730,2013,0,40
315730,2014,0,34
315730,2015,0,42
315730,2016,0,40
315730,2017,0,32
315730,2018,0,40
315730,2019,0,39
315733,2012,0,74
315733,2013,0,86
315733,2014,0,102
315733,2015,0,81
315733,2016,0,92
315733,2017,0,101
315733,2018,0,76
315733,2019,0,95
315737,2012,0,56
315737,2013,0,40
315737,2014,0,53
315737,2015,0,45
315737,2016,0,45
315737,2017,0,28
315737,2018,0,34
315737,2019,0,45
315740,2012,1,39
315740,2013,0,47
315740,2014,0,42
315740,2015,0,39
315740,2016,0,44
315740,2017,0,40
315740,2018,0,42
315740,2019,0,46
315750,2012,0,64
315750,2013,0,61
315750,2014,0,71
315750,2015,0,60
315750,2016,0,55
315750,2017,0,63
315750,2018,0,53
315750,2019,0,51
315760,2012,0,53
315760,2013,0,54
315760,2014,1,46
315760,2015,0,36
315760,2016,0,43
315760,2017,0,51
315760,2018,0,42
315760,2019,0,46
315765,2012,28,100
315765,2013,35,113
315765,2014,42,119
315765,2015,36,94
315765,2016,29,95
315765,2017,34,94
315765,2018,33,93
315765,2019,38,94
315770,2012,0,152
315770,2013,0,113
315770,2014,0,188
315770,2015,0,192
315770,2016,0,187
315770,2017,1,198
315770,2018,0,192
315770,2019,0,206
315780,2012,7,3202
315780,2013,3,3237
315780,2014,5,3232
315780,2015,7,3161
315780,2016,7,3009
315780,2017,9,3131
315780,2018,5,3127
315780,2019,10,2992
315790,2012,0,240
315790,2013,0,227
315790,2014,0,250
315790,2015,0,239
315790,2016,0,251
315790,2017,0,224
315790,2018,0,254
315790,2019,0,250
315800,2012,0,125
315800,2013,0,150
315800,2014,1,151
315800,2015,2,152
315800,2016,0,143
315800,2017,0,136
315800,2018,0,133
315800,2019,0,123
315810,2012,0,44
315810,2013,0,39
315810,2014,0,47
315810,2015,0,37
315810,2016,0,47
315810,2017,0,47
315810,2018,0,54
315810,2019,0,66
315820,2012,0,218
315820,2013,0,180
315820,2014,0,182
315820,2015,0,150
315820,2016,0,171
315820,2017,0,194
315820,2018,0,181
315820,2019,0,173
315830,2012,0,74
315830,2013,0,79
315830,2014,0,84
315830,2015,0,84
315830,2016,0,70
315830,2017,0,76
315830,2018,0,80
315830,2019,0,78
315840,2012,0,38
315840,2013,0,41
315840,2014,0,18
315840,2015,0,23
315840,2016,0,12
315840,2017,0,29
315840,2018,0,26
315840,2019,0,26
315850,2012,0,62
315850,2013,0,55
315850,2014,0,54
315850,2015,0,62
315850,2016,1,60
315850,2017,0,55
315850,2018,0,53
315850,2019,0,61
315860,2012,0,44
315860,2013,0,46
315860,2014,1,43
315860,2015,0,45
315860,2016,0,43
315860,2017,0,36
315860,2018,0,31
315860,2019,0,30
315870,2012,0,30
315870,2013,0,30
315870,2014,0,20
315870,2015,0,24
315870,2016,0,18
315870,2017,0,23
315870,2018,0,24
315870,2019,0,18
315880,2012,0,40
315880,2013,0,52
315880,2014,0,42
315880,2015,0,56
315880,2016,0,54
315880,2017,0,64
315880,2018,0,51
315880,2019,0,53
315890,2012,1,99
315890,2013,0,105
315890,2014,0,108
315890,2015,0,110
315890,2016,0,120
315890,2017,0,110
315890,2018,0,154
315890,2019,0,136
315895,2012,0,463
315895,2013,0,501
315895,2014,0,595
315895,2015,0,595
315895,2016,0,630
315895,2017,0,673
315895,2018,0,718
315895,2019,1,738
315900,2012,0,43
315900,2013,0,41
315900,2014,0,51
315900,2015,0,59
315900,2016,0,51
315900,2017,0,52
315900,2018,0,62
315900,2019,2,50
315910,2012,0,40
315910,2013,0,31
315910,2014,0,27
315910,2015,0,36
315910,2016,0,35
315910,2017,0,32
315910,2018,1,32
315910,2019,0,28
315920,2012,0,93
315920,2013,0,79
315920,2014,0,73
315920,2015,0,68
315920,2016,0,66
315920,2017,0,89
315920,2018,0,78
315920,2019,0,86
315930,2012,0,51
315930,2013,0,41
315930,2014,0,30
315930,2015,0,49
315930,2016,0,41
315930,2017,0,44
315930,2018,0,33
315930,2019,0,36
315935,2012,0,105
315935,2013,0,106
315935,2014,0,92
315935,2015,0,102
315935,2016,0,103
315935,2017,2,90
315935,2018,2,91
315935,2019,0,110
315940,2012,0,32
315940,2013,0,40
315940,2014,0,40
315940,2015,0,35
315940,2016,0,23
315940,2017,0,30
315940,2018,0,27
315940,2019,0,25
315950,2012,0,79
315950,2013,0,46
315950,2014,0,81
315950,2015,0,87
315950,2016,0,72
315950,2017,0,77
315950,2018,0,92
315950,2019,0,85
315960,2012,0,503
315960,2013,0,552
315960,2014,0,525
315960,2015,0,498
315960,2016,0,471
315960,2017,0,529
315960,2018,0,533
315960,2019,0,472
315970,2012,0,30
315970,2013,0,28
315970,2014,0,37
315970,2015,0,32
315970,2016,0,32
315970,2017,0,39
315970,2018,0,38
315970,2019,0,31
315980,2012,0,255
315980,2013,0,252
315980,2014,0,260
315980,2015,0,280
315980,2016,0,312
315980,2017,0,274
315980,2018,1,287
315980,2019,0,257
315990,2012,1,229
315990,2013,1,195
315990,2014,0,217
315990,2015,0,199
315990,2016,0,191
315990,2017,0,197
315990,2018,1,187
315990,2019,0,212
316000,2012,0,32
316000,2013,0,25
316000,2014,0,30
316000,2015,0,17
316000,2016,0,25
316000,2017,0,32
316000,2018,0,36
316000,2019,0,24
316010,2012,0,72
316010,2013,0,60
316010,2014,0,57
316010,2015,0,60
316010,2016,0,47
316010,2017,0,65
316010,2018,0,52
316010,2019,0,53
316020,2012,0,49
316020,2013,0,40
316020,2014,0,37
316020,2015,0,41
316020,2016,0,34
316020,2017,0,53
316020,2018,0,32
316020,2019,0,47
316030,2012,0,150
316030,2013,0,127
316030,2014,0,122
316030,2015,0,113
316030,2016,0,141
316030,2017,0,123
316030,2018,1,137
316030,2019,0,127
316040,2012,0,312
316040,2013,0,344
316040,2014,0,380
316040,2015,0,355
316040,2016,0,335
316040,2017,0,357
316040,2018,0,358
316040,2019,0,312
316045,2012,0,101
316045,2013,0,67
316045,2014,0,82
316045,2015,0,79
316045,2016,0,80
316045,2017,0,67
316045,2018,0,93
316045,2019,0,86
316050,2012,0,17
316050,2013,0,23
316050,2014,0,14
316050,2015,1,22
316050,2016,0,11
316050,2017,0,16
316050,2018,0,20
316050,2019,0,13
316060,2012,0,29
316060,2013,0,23
316060,2014,0,36
316060,2015,0,23
316060,2016,0,26
316060,2017,1,30
316060,2018,0,29
316060,2019,0,23
316070,2012,0,521
316070,2013,0,510
316070,2014,0,583
316070,2015,0,491
316070,2016,0,509
316070,2017,0,482
316070,2018,0,500
316070,2019,0,489
316080,2012,0,67
316080,2013,0,64
316080,2014,0,74
316080,2015,0,67
316080,2016,0,69
316080,2017,0,66
316080,2018,0,75
316080,2019,0,75
316090,2012,0,29
316090,2013,0,48
316090,2014,0,42
316090,2015,1,50
316090,2016,0,44
316090,2017,0,42
316090,2018,0,30
316090,2019,0,29
316095,2012,0,75
316095,2013,0,71
316095,2014,0,81
316095,2015,0,89
316095,2016,0,85
316095,2017,0,96
316095,2018,0,78
316095,2019,0,103
316100,2012,1,212
316100,2013,0,185
316100,2014,1,191
316100,2015,0,190
316100,2016,0,149
316100,2017,0,174
316100,2018,0,166
316100,2019,0,152
316105,2012,0,32
316105,2013,0,34
316105,2014,0,39
316105,2015,0,36
316105,2016,0,37
316105,2017,0,41
316105,2018,0,48
316105,2019,0,32
316110,2012,0,812
316110,2013,1,864
316110,2014,1,894
316110,2015,1,939
316110,2016,0,754
316110,2017,0,837
316110,2018,0,846
316110,2019,0,787
316120,2012,0,65
316120,2013,0,66
316120,2014,0,54
316120,2015,0,65
316120,2016,0,61
316120,2017,0,76
316120,2018,0,75
316120,2019,0,75
316130,2012,0,72
316130,2013,0,75
316130,2014,0,57
316130,2015,0,72
316130,2016,0,62
316130,2017,0,81
316130,2018,0,68
316130,2019,0,43
316140,2012,0,56
316140,2013,0,35
316140,2014,0,58
316140,2015,0,56
316140,2016,0,41
316140,2017,0,47
316140,2018,0,46
316140,2019,0,49
316150,2012,0,92
316150,2013,0,83
316150,2014,0,100
316150,2015,0,97
316150,2016,0,95
316150,2017,0,93
316150,2018,0,96
316150,2019,0,107
316160,2012,0,49
316160,2013,0,59
316160,2014,0,35
316160,2015,0,40
316160,2016,0,52
316160,2017,0,43
316160,2018,0,47
316160,2019,0,31
316165,2012,0,37
316165,2013,0,36
316165,2014,0,39
316165,2015,0,38
316165,2016,0,38
316165,2017,0,39
316165,2018,0,38
316165,2019,0,48
316170,2012,0,44
316170,2013,0,59
316170,2014,1,57
316170,2015,0,75
316170,2016,0,55
316170,2017,0,59
316170,2018,0,74
316170,2019,0,64
316180,2012,0,150
316180,2013,0,141
316180,2014,0,140
316180,2015,0,141
316180,2016,0,144
316180,2017,0,121
316180,2018,0,145
316180,2019,0,144
316190,2012,0,122
316190,2013,1,135
316190,2014,0,139
316190,2015,1,148
316190,2016,0,137
316190,2017,1,147
316190,2018,0,138
316190,2019,0,160
316200,2012,1,343
316200,2013,0,367
316200,2014,0,350
316200,2015,0,332
316200,2016,0,378
316200,2017,0,290
316200,2018,0,329
316200,2019,0,340
316210,2012,0,537
316210,2013,0,551
316210,2014,0,593
316210,2015,2,628
316210,2016,0,631
316210,2017,0,689
316210,2018,0,794
316210,2019,0,760
316220,2012,0,75
316220,2013,0,78
316220,2014,0,85
316220,2015,0,79
316220,2016,0,87
316220,2017,0,89
316220,2018,0,89
316220,2019,0,80
316225,2012,0,40
316225,2013,1,54
316225,2014,0,38
316225,2015,0,44
316225,2016,0,34
316225,2017,0,39
316225,2018,0,70
316225,2019,0,63
316230,2012,0,31
316230,2013,0,31
316230,2014,0,22
316230,2015,0,29
316230,2016,0,25
316230,2017,0,38
316230,2018,0,36
316230,2019,0,31
316240,2012,0,294
316240,2013,0,309
316240,2014,0,289
316240,2015,0,247
316240,2016,2,237
316240,2017,0,298
316240,2018,1,245
316240,2019,0,261
316245,2012,141,255
316245,2013,171,255
316245,2014,181,291
316245,2015,153,278
316245,2016,156,271
316245,2017,169,264
316245,2018,203,300
316245,2019,163,246
316250,2012,0,932
316250,2013,0,998
316250,2014,0,951
316250,2015,0,993
316250,2016,0,1006
316250,2017,0,974
316250,2018,1,1008
316250,2019,0,987
316255,2012,0,189
316255,2013,0,158
316255,2014,0,164
316255,2015,0,199
316255,2016,0,160
316255,2017,0,174
316255,2018,0,223
316255,2019,0,171
316257,2012,0,53
316257,2013,0,69
316257,2014,0,65
316257,2015,0,84
316257,2016,1,82
316257,2017,0,80
316257,2018,0,83
316257,2019,0,83
316260,2012,0,97
316260,2013,0,79
316260,2014,0,106
316260,2015,0,106
316260,2016,0,90
316260,2017,1,119
316260,2018,0,124
316260,2019,0,116
316265,2012,0,36
316265,2013,0,45
316265,2014,0,42
316265,2015,0,49
316265,2016,0,38
316265,2017,1,40
316265,2018,0,41
316265,2019,0,47
316270,2012,0,260
316270,2013,0,282
316270,2014,0,273
316270,2015,0,278
316270,2016,0,262
316270,2017,2,243
316270,2018,3,270
316270,2019,1,254
316280,2012,0,200
316280,2013,0,182
316280,2014,0,207
316280,2015,0,196
316280,2016,0,201
316280,2017,0,212
316280,2018,0,196
316280,2019,0,241
316290,2012,0,285
316290,2013,0,256
316290,2014,0,314
316290,2015,0,324
316290,2016,1,300
316290,2017,0,291
316290,2018,0,296
316290,2019,0,294
316292,2012,0,388
316292,2013,0,378
316292,2014,0,415
316292,2015,1,393
316292,2016,0,371
316292,2017,0,420
316292,2018,0,371
316292,2019,0,453
316294,2012,0,74
316294,2013,0,78
316294,2014,0,70
316294,2015,1,87
316294,2016,0,80
316294,2017,0,94
316294,2018,0,109
316294,2019,0,91
316295,2012,1,263
316295,2013,0,322
316295,2014,1,323
316295,2015,0,353
316295,2016,0,320
316295,2017,1,343
316295,2018,0,367
316295,2019,2,345
316300,2012,0,60
316300,2013,0,56
316300,2014,0,55
316300,2015,0,66
316300,2016,0,53
316300,2017,0,60
316300,2018,0,65
316300,2019,0,63
316310,2012,0,44
316310,2013,0,33
316310,2014,0,49
316310,2015,0,65
316310,2016,0,38
316310,2017,0,42
316310,2018,0,32
316310,2019,0,53
316320,2012,0,45
316320,2013,0,45
316320,2014,0,56
316320,2015,0,51
316320,2016,0,51
316320,2017,0,56
316320,2018,0,50
316320,2019,0,59
316330,2012,0,46
316330,2013,0,43
316330,2014,0,48
316330,2015,0,40
316330,2016,0,65
316330,2017,0,49
316330,2018,0,47
316330,2019,0,34
316340,2012,0,70
316340,2013,1,61
316340,2014,0,59
316340,2015,0,61
316340,2016,0,52
316340,2017,0,49
316340,2018,0,43
316340,2019,0,62
316350,2012,0,72
316350,2013,0,48
316350,2014,0,53
316350,2015,0,69
316350,2016,0,59
316350,2017,0,74
316350,2018,0,84
316350,2019,0,45
316360,2012,0,34
316360,2013,0,34
316360,2014,0,37
316360,2015,0,37
316360,2016,0,44
316360,2017,1,38
316360,2018,0,36
316360,2019,0,44
316370,2012,0,532
316370,2013,0,515
316370,2014,0,560
316370,2015,0,568
316370,2016,0,546
316370,2017,0,539
316370,2018,1,543
316370,2019,0,500
316380,2012,0,75
316380,2013,0,62
316380,2014,0,78
316380,2015,0,62
316380,2016,0,69
316380,2017,0,59
316380,2018,0,58
316380,2019,0,58
316390,2012,0,55
316390,2013,0,47
316390,2014,0,40
316390,2015,0,40
316390,2016,0,53
316390,2017,0,61
316390,2018,0,39
316390,2019,0,55
316400,2012,0,77
316400,2013,0,98
316400,2014,0,84
316400,2015,0,78
316400,2016,0,80
316400,2017,0,77
316400,2018,0,80
316400,2019,0,89
316410,2012,0,57
316410,2013,0,64
316410,2014,0,54
316410,2015,0,64
316410,2016,0,51
316410,2017,0,66
316410,2018,0,64
316410,2019,0,63
316420,2012,0,127
316420,2013,0,113
316420,2014,0,129
316420,2015,0,135
316420,2016,2,110
316420,2017,0,118
316420,2018,0,114
316420,2019,0,95
316430,2012,0,54
316430,2013,0,53
316430,2014,0,55
316430,2015,0,67
316430,2016,0,47
316430,2017,0,63
316430,2018,0,86
316430,2019,1,70
316440,2012,0,72
316440,2013,0,69
316440,2014,0,79
316440,2015,0,81
316440,2016,0,62
316440,2017,0,84
316440,2018,0,70
316440,2019,0,72
316443,2012,0,44
316443,2013,0,24
316443,2014,0,30
316443,2015,1,33
316443,2016,0,19
316443,2017,0,21
316443,2018,0,21
316443,2019,0,39
316447,2012,0,94
316447,2013,0,94
316447,2014,0,100
316447,2015,0,85
316447,2016,0,78
316447,2017,0,79
316447,2018,0,104
316447,2019,0,85
316450,2012,0,101
316450,2013,0,99
316450,2014,0,107
316450,2015,1,99
316450,2016,1,86
316450,2017,0,92
316450,2018,0,102
316450,2019,0,107
316460,2012,0,71
316460,2013,0,79
316460,2014,1,110
316460,2015,0,113
316460,2016,0,103
316460,2017,0,116
316460,2018,0,139
316460,2019,0,137
316470,2012,0,827
316470,2013,0,893
316470,2014,0,854
316470,2015,0,954
316470,2016,0,821
316470,2017,1,923
316470,2018,0,939
316470,2019,0,965
316480,2012,0,24
316480,2013,0,15
316480,2014,0,17
316480,2015,1,17
316480,2016,0,13
316480,2017,0,15
316480,2018,0,5
316480,2019,0,9
316490,2012,0,17
316490,2013,0,26
316490,2014,0,29
316490,2015,0,16
316490,2016,0,18
316490,2017,0,17
316490,2018,0,24
316490,2019,0,24
316500,2012,0,103
316500,2013,0,117
316500,2014,1,115
316500,2015,0,129
316500,2016,0,90
316500,2017,0,129
316500,2018,0,112
316500,2019,0,116
316510,2012,0,84
316510,2013,0,80
316510,2014,0,98
316510,2015,0,95
316510,2016,0,87
316510,2017,0,66
316510,2018,0,83
316510,2019,0,84
316520,2012,0,73
316520,2013,0,80
316520,2014,0,66
316520,2015,0,68
316520,2016,0,78
316520,2017,0,69
316520,2018,0,70
316520,2019,0,91
316530,2012,0,78
316530,2013,0,37
316530,2014,0,92
316530,2015,0,77
316530,2016,0,84
316530,2017,0,78
316530,2018,0,80
316530,2019,0,79
316540,2012,0,66
316540,2013,0,70
316540,2014,0,80
316540,2015,0,76
316540,2016,0,69
316540,2017,0,76
316540,2018,0,73
316540,2019,0,73
316550,2012,0,75
316550,2013,0,68
316550,2014,0,86
316550,2015,0,74
316550,2016,0,78
316550,2017,0,78
316550,2018,0,56
316550,2019,0,80
316553,2012,0,437
316553,2013,1,498
316553,2014,4,495
316553,2015,1,582
316553,2016,0,527
316553,2017,1,543
316553,2018,0,545
316553,2019,1,516
316555,2012,0,185
316555,2013,0,189
316555,2014,0,166
316555,2015,0,171
316555,2016,0,134
316555,2017,0,170
316555,2018,0,141
316555,2019,0,148
316556,2012,0,18
316556,2013,1,16
316556,2014,0,20
316556,2015,0,14
