CODMUNRES,ano_nasc,Qtd_Maior35,Qtd_Total,Ratio
316370,2014,77.0,560,0.1375
316370,2015,84.0,568,0.14788732394366197
316370,2016,77.0,546,0.14102564102564102
316370,2017,83.0,539,0.15398886827458255
316370,2018,96.0,543,0.17679558011049723
316370,2019,95.0,500,0.19
316370,2020,99.0,482,0.2053941908713693
316380,2012,7.0,75,0.09333333333333334
316380,2013,9.0,62,0.14516129032258066
316380,2014,9.0,78,0.11538461538461539
316380,2015,7.0,62,0.11290322580645161
316380,2016,12.0,69,0.17391304347826086
316380,2017,7.0,59,0.11864406779661017
316380,2018,11.0,58,0.1896551724137931
316380,2019,7.0,58,0.1206896551724138
316380,2020,17.0,70,0.24285714285714285
316390,2012,4.0,55,0.07272727272727272
316390,2013,9.0,47,0.19148936170212766
316390,2014,0.0,40,0.0
316390,2015,8.0,40,0.2
316390,2016,6.0,53,0.11320754716981132
316390,2017,7.0,61,0.11475409836065574
316390,2018,5.0,39,0.1282051282051282
316390,2019,10.0,55,0.18181818181818182
316390,2020,5.0,45,0.1111111111111111
316400,2012,8.0,77,0.1038961038961039
316400,2013,7.0,98,0.07142857142857142
316400,2014,15.0,84,0.17857142857142858
316400,2015,9.0,78,0.11538461538461539
316400,2016,16.0,80,0.2
316400,2017,11.0,77,0.14285714285714285
316400,2018,13.0,80,0.1625
316400,2019,18.0,89,0.20224719101123595
316400,2020,8.0,61,0.13114754098360656
316410,2012,8.0,57,0.14035087719298245
316410,2013,8.0,64,0.125
316410,2014,6.0,54,0.1111111111111111
316410,2015,9.0,64,0.140625
316410,2016,7.0,51,0.13725490196078433
316410,2017,12.0,66,0.18181818181818182
316410,2018,3.0,64,0.046875
316410,2019,18.0,63,0.2857142857142857
316410,2020,13.0,53,0.24528301886792453
316420,2012,9.0,127,0.07086614173228346
316420,2013,11.0,113,0.09734513274336283
316420,2014,11.0,129,0.08527131782945736
316420,2015,13.0,135,0.0962962962962963
316420,2016,8.0,110,0.07272727272727272
316420,2017,12.0,118,0.1016949152542373
316420,2018,10.0,114,0.08771929824561403
316420,2019,9.0,95,0.09473684210526316
316420,2020,16.0,102,0.1568627450980392
316430,2012,9.0,54,0.16666666666666666
316430,2013,7.0,53,0.1320754716981132
316430,2014,8.0,55,0.14545454545454545
316430,2015,6.0,67,0.08955223880597014
316430,2016,7.0,47,0.14893617021276595
316430,2017,12.0,63,0.19047619047619047
316430,2018,15.0,86,0.1744186046511628
316430,2019,10.0,70,0.14285714285714285
316430,2020,13.0,78,0.16666666666666666
316440,2012,9.0,72,0.125
316440,2013,5.0,69,0.07246376811594203
316440,2014,9.0,79,0.11392405063291139
316440,2015,7.0,81,0.08641975308641975
316440,2016,6.0,62,0.0967741935483871
316440,2017,11.0,84,0.13095238095238096
316440,2018,12.0,70,0.17142857142857143
316440,2019,11.0,72,0.1527777777777778
316440,2020,12.0,70,0.17142857142857143
316443,2012,5.0,44,0.11363636363636363
316443,2013,4.0,24,0.16666666666666666
316443,2014,5.0,30,0.16666666666666666
316443,2015,2.0,33,0.06060606060606061
316443,2016,5.0,19,0.2631578947368421
316443,2017,3.0,21,0.14285714285714285
316443,2018,3.0,21,0.14285714285714285
316443,2019,6.0,39,0.15384615384615385
316443,2020,9.0,29,0.3103448275862069
316447,2012,8.0,94,0.0851063829787234
316447,2013,10.0,94,0.10638297872340426
316447,2014,9.0,100,0.09
316447,2015,6.0,85,0.07058823529411765
316447,2016,13.0,78,0.16666666666666666
316447,2017,8.0,79,0.10126582278481013
316447,2018,9.0,104,0.08653846153846154
316447,2019,11.0,85,0.12941176470588237
316447,2020,14.0,89,0.15730337078651685
316450,2012,9.0,101,0.0891089108910891
316450,2013,13.0,99,0.13131313131313133
316450,2014,16.0,107,0.14953271028037382
316450,2015,11.0,99,0.1111111111111111
316450,2016,17.0,86,0.19767441860465115
316450,2017,6.0,92,0.06521739130434782
316450,2018,17.0,102,0.16666666666666666
316450,2019,19.0,107,0.17757009345794392
316450,2020,13.0,93,0.13978494623655913
316460,2012,4.0,71,0.056338028169014086
316460,2013,12.0,79,0.1518987341772152
316460,2014,14.0,110,0.12727272727272726
316460,2015,17.0,113,0.1504424778761062
316460,2016,12.0,103,0.11650485436893204
316460,2017,11.0,116,0.09482758620689655
316460,2018,18.0,139,0.12949640287769784
316460,2019,16.0,137,0.11678832116788321
316460,2020,13.0,130,0.1
316470,2012,96.0,827,0.11608222490931076
316470,2013,126.0,893,0.14109742441209405
316470,2014,109.0,854,0.12763466042154567
316470,2015,127.0,954,0.1331236897274633
316470,2016,120.0,821,0.146163215590743
316470,2017,140.0,923,0.15167930660888407
316470,2018,153.0,939,0.16293929712460065
316470,2019,172.0,965,0.17823834196891192
316470,2020,166.0,875,0.18971428571428572
316480,2012,7.0,24,0.2916666666666667
316480,2013,5.0,15,0.3333333333333333
316480,2014,3.0,17,0.17647058823529413
316480,2015,5.0,17,0.29411764705882354
316480,2016,3.0,13,0.23076923076923078
316480,2017,2.0,15,0.13333333333333333
316480,2018,1.0,5,0.2
316480,2019,1.0,9,0.1111111111111111
316480,2020,2.0,12,0.16666666666666666
316490,2012,2.0,17,0.11764705882352941
316490,2013,1.0,26,0.038461538461538464
316490,2014,2.0,29,0.06896551724137931
316490,2015,2.0,16,0.125
316490,2016,3.0,18,0.16666666666666666
316490,2017,1.0,17,0.058823529411764705
316490,2018,5.0,24,0.20833333333333334
316490,2019,6.0,24,0.25
316490,2020,5.0,16,0.3125
316500,2012,17.0,103,0.1650485436893204
316500,2013,12.0,117,0.10256410256410256
316500,2014,20.0,115,0.17391304347826086
316500,2015,20.0,129,0.15503875968992248
316500,2016,12.0,90,0.13333333333333333
316500,2017,17.0,129,0.13178294573643412
316500,2018,19.0,112,0.16964285714285715
316500,2019,25.0,116,0.21551724137931033
316500,2020,28.0,139,0.2014388489208633
316510,2012,9.0,84,0.10714285714285714
316510,2013,8.0,80,0.1
316510,2014,9.0,98,0.09183673469387756
316510,2015,11.0,95,0.11578947368421053
316510,2016,19.0,87,0.21839080459770116
316510,2017,7.0,66,0.10606060606060606
316510,2018,13.0,83,0.1566265060240964
316510,2019,15.0,84,0.17857142857142858
316510,2020,13.0,88,0.14772727272727273
316520,2012,8.0,73,0.1095890410958904
316520,2013,9.0,80,0.1125
316520,2014,7.0,66,0.10606060606060606
316520,2015,9.0,68,0.1323529411764706
316520,2016,11.0,78,0.14102564102564102
316520,2017,5.0,69,0.07246376811594203
316520,2018,13.0,70,0.18571428571428572
316520,2019,14.0,91,0.15384615384615385
316520,2020,12.0,58,0.20689655172413793
316530,2012,15.0,78,0.19230769230769232
316530,2013,8.0,37,0.21621621621621623
316530,2014,10.0,92,0.10869565217391304
316530,2015,3.0,77,0.03896103896103896
316530,2016,11.0,84,0.13095238095238096
316530,2017,10.0,78,0.1282051282051282
316530,2018,18.0,80,0.225
316530,2019,8.0,79,0.10126582278481013
316530,2020,15.0,78,0.19230769230769232
316540,2012,6.0,66,0.09090909090909091
316540,2013,8.0,70,0.11428571428571428
316540,2014,9.0,80,0.1125
316540,2015,6.0,76,0.07894736842105263
316540,2016,5.0,69,0.07246376811594203
316540,2017,7.0,76,0.09210526315789473
316540,2018,9.0,73,0.1232876712328767
316540,2019,10.0,73,0.136986301369863
316540,2020,9.0,76,0.11842105263157894
316550,2012,7.0,75,0.09333333333333334
316550,2013,6.0,68,0.08823529411764706
316550,2014,10.0,86,0.11627906976744186
316550,2015,7.0,74,0.0945945945945946
316550,2016,16.0,78,0.20512820512820512
316550,2017,9.0,78,0.11538461538461539
316550,2018,9.0,56,0.16071428571428573
316550,2019,13.0,80,0.1625
316550,2020,16.0,72,0.2222222222222222
316553,2012,51.0,437,0.11670480549199085
316553,2013,55.0,498,0.11044176706827309
316553,2014,76.0,495,0.15353535353535352
316553,2015,86.0,582,0.14776632302405499
316553,2016,75.0,527,0.14231499051233396
316553,2017,87.0,543,0.16022099447513813
316553,2018,90.0,545,0.1651376146788991
316553,2019,91.0,516,0.17635658914728683
316553,2020,114.0,539,0.21150278293135436
316555,2012,18.0,185,0.0972972972972973
316555,2013,24.0,189,0.12698412698412698
316555,2014,22.0,166,0.13253012048192772
316555,2015,13.0,171,0.07602339181286549
316555,2016,23.0,134,0.17164179104477612
316555,2017,24.0,170,0.1411764705882353
316555,2018,20.0,141,0.14184397163120568
316555,2019,22.0,148,0.14864864864864866
316555,2020,15.0,156,0.09615384615384616
316556,2012,0.0,18,0.0
316556,2013,1.0,16,0.0625
316556,2014,4.0,20,0.2
316556,2015,3.0,14,0.21428571428571427
316556,2016,5.0,18,0.2777777777777778
316556,2017,2.0,22,0.09090909090909091
316556,2018,1.0,10,0.1
316556,2019,3.0,19,0.15789473684210525
316556,2020,4.0,19,0.21052631578947367
316557,2012,7.0,85,0.08235294117647059
316557,2013,5.0,80,0.0625
316557,2014,11.0,87,0.12643678160919541
316557,2015,13.0,94,0.13829787234042554
316557,2016,14.0,109,0.12844036697247707
316557,2017,7.0,101,0.06930693069306931
316557,2018,15.0,101,0.1485148514851485
316557,2019,10.0,109,0.09174311926605505
316557,2020,14.0,120,0.11666666666666667
316560,2012,4.0,30,0.13333333333333333
316560,2013,1.0,26,0.038461538461538464
316560,2014,7.0,34,0.20588235294117646
316560,2015,2.0,32,0.0625
316560,2016,6.0,28,0.21428571428571427
316560,2017,3.0,26,0.11538461538461539
316560,2018,2.0,20,0.1
316560,2019,1.0,25,0.04
316560,2020,6.0,27,0.2222222222222222
316570,2012,9.0,78,0.11538461538461539
316570,2013,15.0,75,0.2
316570,2014,10.0,82,0.12195121951219512
316570,2015,11.0,85,0.12941176470588237
316570,2016,12.0,77,0.15584415584415584
316570,2017,15.0,91,0.16483516483516483
316570,2018,12.0,89,0.1348314606741573
316570,2019,10.0,86,0.11627906976744186
316570,2020,11.0,74,0.14864864864864866
316580,2012,4.0,14,0.2857142857142857
316580,2013,1.0,10,0.1
316580,2014,2.0,14,0.14285714285714285
316580,2015,3.0,15,0.2
316580,2016,0.0,6,0.0
316580,2017,2.0,11,0.18181818181818182
316580,2018,2.0,10,0.2
316580,2019,1.0,11,0.09090909090909091
316580,2020,3.0,15,0.2
316590,2012,4.0,46,0.08695652173913043
316590,2013,8.0,43,0.18604651162790697
316590,2014,12.0,36,0.3333333333333333
316590,2015,1.0,34,0.029411764705882353
316590,2016,11.0,45,0.24444444444444444
316590,2017,8.0,39,0.20512820512820512
316590,2018,7.0,37,0.1891891891891892
316590,2019,8.0,40,0.2
316590,2020,6.0,31,0.1935483870967742
316600,2012,10.0,62,0.16129032258064516
316600,2013,4.0,47,0.0851063829787234
316600,2014,10.0,61,0.16393442622950818
316600,2015,16.0,72,0.2222222222222222
316600,2016,12.0,63,0.19047619047619047
316600,2017,4.0,43,0.09302325581395349
316600,2018,9.0,55,0.16363636363636364
316600,2019,13.0,58,0.22413793103448276
316600,2020,9.0,49,0.1836734693877551
316610,2012,7.0,36,0.19444444444444445
316610,2013,9.0,35,0.2571428571428571
316610,2014,7.0,47,0.14893617021276595
316610,2015,11.0,45,0.24444444444444444
316610,2016,8.0,46,0.17391304347826086
316610,2017,7.0,32,0.21875
316610,2018,3.0,40,0.075
316610,2019,5.0,44,0.11363636363636363
316610,2020,10.0,51,0.19607843137254902
316620,2012,21.0,92,0.22826086956521738
316620,2013,10.0,66,0.15151515151515152
316620,2014,19.0,92,0.20652173913043478
316620,2015,19.0,83,0.2289156626506024
316620,2016,16.0,83,0.1927710843373494
316620,2017,13.0,106,0.12264150943396226
316620,2018,17.0,78,0.21794871794871795
316620,2019,14.0,94,0.14893617021276595
316620,2020,20.0,99,0.20202020202020202
316630,2012,9.0,96,0.09375
316630,2013,10.0,79,0.12658227848101267
316630,2014,6.0,99,0.06060606060606061
316630,2015,15.0,106,0.14150943396226415
316630,2016,7.0,109,0.06422018348623854
316630,2017,9.0,87,0.10344827586206896
316630,2018,9.0,103,0.08737864077669903
316630,2019,11.0,108,0.10185185185185185
316630,2020,13.0,93,0.13978494623655913
316640,2012,4.0,17,0.23529411764705882
316640,2013,3.0,14,0.21428571428571427
316640,2014,2.0,15,0.13333333333333333
316640,2015,2.0,15,0.13333333333333333
316640,2016,2.0,16,0.125
316640,2017,1.0,18,0.05555555555555555
316640,2018,4.0,23,0.17391304347826086
316640,2019,5.0,26,0.19230769230769232
316640,2020,1.0,15,0.06666666666666667
316650,2012,7.0,60,0.11666666666666667
316650,2013,2.0,50,0.04
316650,2014,5.0,41,0.12195121951219512
316650,2015,4.0,56,0.07142857142857142
316650,2016,8.0,64,0.125
316650,2017,4.0,44,0.09090909090909091
316650,2018,3.0,58,0.05172413793103448
316650,2019,6.0,56,0.10714285714285714
316650,2020,10.0,45,0.2222222222222222
316660,2012,1.0,9,0.1111111111111111
316660,2013,1.0,8,0.125
316660,2014,2.0,9,0.2222222222222222
316660,2015,0.0,4,0.0
316660,2016,0.0,6,0.0
316660,2017,0.0,4,0.0
316660,2018,0.0,7,0.0
316660,2019,0.0,6,0.0
316660,2020,1.0,2,0.5
316670,2012,6.0,96,0.0625
316670,2013,10.0,105,0.09523809523809523
316670,2014,8.0,90,0.08888888888888889
316670,2015,5.0,83,0.060240963855421686
316670,2016,10.0,91,0.10989010989010989
316670,2017,10.0,75,0.13333333333333333
316670,2018,7.0,80,0.0875
316670,2019,12.0,95,0.12631578947368421
316670,2020,8.0,89,0.0898876404494382
316680,2012,14.0,123,0.11382113821138211
316680,2013,11.0,126,0.0873015873015873
316680,2014,10.0,134,0.07462686567164178
316680,2015,13.0,169,0.07692307692307693
316680,2016,17.0,138,0.12318840579710146
316680,2017,27.0,177,0.15254237288135594
316680,2018,15.0,174,0.08620689655172414
316680,2019,31.0,178,0.17415730337078653
316680,2020,28.0,192,0.14583333333333334
316690,2012,9.0,91,0.0989010989010989
316690,2013,14.0,94,0.14893617021276595
316690,2014,18.0,104,0.17307692307692307
316690,2015,13.0,109,0.11926605504587157
316690,2016,11.0,88,0.125
316690,2017,12.0,92,0.13043478260869565
316690,2018,15.0,104,0.14423076923076922
316690,2019,10.0,85,0.11764705882352941
316690,2020,17.0,108,0.1574074074074074
316695,2012,2.0,42,0.047619047619047616
316695,2013,7.0,59,0.11864406779661017
316695,2014,7.0,52,0.1346153846153846
316695,2015,6.0,50,0.12
316695,2016,5.0,43,0.11627906976744186
316695,2017,2.0,43,0.046511627906976744
316695,2018,3.0,40,0.075
316695,2019,6.0,49,0.12244897959183673
316695,2020,5.0,42,0.11904761904761904
316700,2012,1.0,19,0.05263157894736842
316700,2013,4.0,19,0.21052631578947367
316700,2014,1.0,16,0.0625
316700,2015,0.0,12,0.0
316700,2016,1.0,27,0.037037037037037035
316700,2017,3.0,28,0.10714285714285714
316700,2018,2.0,17,0.11764705882352941
316700,2019,2.0,20,0.1
316700,2020,4.0,30,0.13333333333333333
316710,2012,30.0,228,0.13157894736842105
316710,2013,32.0,245,0.1306122448979592
316710,2014,42.0,266,0.15789473684210525
316710,2015,37.0,270,0.13703703703703704
316710,2016,46.0,280,0.16428571428571428
316710,2017,41.0,264,0.1553030303030303
316710,2018,43.0,266,0.16165413533834586
316710,2019,61.0,261,0.23371647509578544
316710,2020,45.0,273,0.16483516483516483
316720,2012,438.0,2906,0.15072264280798348
316720,2013,407.0,2934,0.1387184730743013
316720,2014,473.0,2990,0.15819397993311038
316720,2015,493.0,2985,0.16515912897822446
316720,2016,481.0,2599,0.18507118122354752
316720,2017,500.0,2719,0.18389113644722324
316720,2018,552.0,2821,0.195675292449486
316720,2019,567.0,2677,0.21180425849831902
316720,2020,535.0,2587,0.20680324700425204
316730,2012,2.0,19,0.10526315789473684
316730,2013,1.0,26,0.038461538461538464
316730,2014,1.0,23,0.043478260869565216
316730,2015,3.0,23,0.13043478260869565
316730,2016,2.0,23,0.08695652173913043
316730,2017,4.0,28,0.14285714285714285
316730,2018,1.0,20,0.05
316730,2019,4.0,20,0.2
316730,2020,6.0,29,0.20689655172413793
316740,2012,1.0,51,0.0196078431372549
316740,2013,4.0,59,0.06779661016949153
316740,2014,12.0,67,0.1791044776119403
316740,2015,6.0,59,0.1016949152542373
316740,2016,13.0,78,0.16666666666666666
316740,2017,8.0,52,0.15384615384615385
316740,2018,18.0,70,0.2571428571428571
316740,2019,11.0,64,0.171875
316740,2020,8.0,43,0.18604651162790697
316750,2012,2.0,33,0.06060606060606061
316750,2013,3.0,23,0.13043478260869565
316750,2014,6.0,40,0.15
316750,2015,8.0,35,0.22857142857142856
316750,2016,3.0,22,0.13636363636363635
316750,2017,8.0,33,0.24242424242424243
316750,2018,3.0,21,0.14285714285714285
316750,2019,6.0,30,0.2
316750,2020,1.0,25,0.04
316760,2012,22.0,269,0.08178438661710037
316760,2013,17.0,268,0.06343283582089553
316760,2014,24.0,265,0.09056603773584905
316760,2015,22.0,281,0.07829181494661921
316760,2016,20.0,297,0.06734006734006734
316760,2017,39.0,308,0.1266233766233766
316760,2018,32.0,336,0.09523809523809523
316760,2019,46.0,364,0.12637362637362637
316760,2020,38.0,338,0.11242603550295859
316770,2012,6.0,60,0.1
316770,2013,5.0,56,0.08928571428571429
316770,2014,9.0,57,0.15789473684210525
316770,2015,5.0,61,0.08196721311475409
316770,2016,6.0,55,0.10909090909090909
316770,2017,10.0,59,0.1694915254237288
316770,2018,8.0,56,0.14285714285714285
316770,2019,9.0,55,0.16363636363636364
316770,2020,7.0,38,0.18421052631578946
316780,2012,9.0,61,0.14754098360655737
316780,2013,5.0,69,0.07246376811594203
316780,2014,11.0,65,0.16923076923076924
316780,2015,10.0,67,0.14925373134328357
316780,2016,7.0,72,0.09722222222222222
316780,2017,8.0,62,0.12903225806451613
316780,2018,9.0,58,0.15517241379310345
316780,2019,5.0,55,0.09090909090909091
316780,2020,12.0,57,0.21052631578947367
316790,2012,4.0,31,0.12903225806451613
316790,2013,2.0,25,0.08
316790,2014,6.0,51,0.11764705882352941
316790,2015,6.0,35,0.17142857142857143
316790,2016,9.0,39,0.23076923076923078
316790,2017,3.0,35,0.08571428571428572
316790,2018,10.0,51,0.19607843137254902
316790,2019,5.0,43,0.11627906976744186
316790,2020,8.0,42,0.19047619047619047
316800,2012,49.0,468,0.1047008547008547
316800,2013,52.0,418,0.12440191387559808
316800,2014,63.0,490,0.12857142857142856
316800,2015,58.0,447,0.1297539149888143
316800,2016,55.0,443,0.12415349887133183
316800,2017,68.0,478,0.14225941422594143
316800,2018,61.0,432,0.1412037037037037
316800,2019,60.0,448,0.13392857142857142
316800,2020,75.0,504,0.1488095238095238
316805,2012,3.0,40,0.075
316805,2013,1.0,36,0.027777777777777776
316805,2014,2.0,37,0.05405405405405406
316805,2015,2.0,51,0.0392156862745098
316805,2016,2.0,47,0.0425531914893617
316805,2017,6.0,36,0.16666666666666666
316805,2018,2.0,40,0.05
316805,2019,5.0,37,0.13513513513513514
316805,2020,3.0,40,0.075
316810,2012,2.0,56,0.03571428571428571
316810,2013,4.0,38,0.10526315789473684
316810,2014,4.0,33,0.12121212121212122
316810,2015,3.0,45,0.06666666666666667
316810,2016,6.0,52,0.11538461538461539
316810,2017,7.0,46,0.15217391304347827
316810,2018,7.0,62,0.11290322580645161
316810,2019,12.0,62,0.1935483870967742
316810,2020,5.0,43,0.11627906976744186
316820,2012,4.0,15,0.26666666666666666
316820,2013,1.0,12,0.08333333333333333
316820,2014,0.0,8,0.0
316820,2015,1.0,12,0.08333333333333333
316820,2016,3.0,8,0.375
316820,2017,3.0,13,0.23076923076923078
316820,2018,1.0,10,0.1
316820,2019,0.0,15,0.0
316820,2020,3.0,15,0.2
316830,2012,7.0,38,0.18421052631578946
316830,2013,5.0,34,0.14705882352941177
316830,2014,8.0,42,0.19047619047619047
316830,2015,4.0,34,0.11764705882352941
316830,2016,9.0,36,0.25
316830,2017,3.0,38,0.07894736842105263
316830,2018,9.0,38,0.23684210526315788
316830,2019,12.0,48,0.25
316830,2020,7.0,42,0.16666666666666666
316840,2012,10.0,138,0.07246376811594203
316840,2013,24.0,149,0.1610738255033557
316840,2014,17.0,184,0.09239130434782608
316840,2015,20.0,159,0.12578616352201258
316840,2016,13.0,138,0.09420289855072464
316840,2017,25.0,139,0.17985611510791366
316840,2018,24.0,148,0.16216216216216217
316840,2019,15.0,116,0.12931034482758622
316840,2020,22.0,154,0.14285714285714285
316850,2012,20.0,128,0.15625
316850,2013,12.0,123,0.0975609756097561
316850,2014,24.0,116,0.20689655172413793
316850,2015,18.0,126,0.14285714285714285
316850,2016,21.0,101,0.2079207920792079
316850,2017,25.0,120,0.20833333333333334
316850,2018,24.0,113,0.21238938053097345
316850,2019,18.0,115,0.1565217391304348
316850,2020,24.0,119,0.20168067226890757
316860,2012,186.0,1796,0.10356347438752785
316860,2013,224.0,1824,0.12280701754385964
316860,2014,281.0,1946,0.14439876670092497
316860,2015,271.0,1923,0.14092563702548103
316860,2016,266.0,1824,0.14583333333333334
316860,2017,321.0,1964,0.1634419551934827
316860,2018,324.0,2007,0.16143497757847533
316860,2019,323.0,1879,0.17189994678020223
316860,2020,373.0,1830,0.20382513661202187
316870,2012,157.0,1098,0.1429872495446266
316870,2013,174.0,1083,0.16066481994459833
316870,2014,173.0,1096,0.15784671532846714
316870,2015,178.0,1106,0.1609403254972875
316870,2016,177.0,980,0.18061224489795918
316870,2017,181.0,980,0.1846938775510204
316870,2018,191.0,1031,0.18525703200775945
316870,2019,200.0,961,0.2081165452653486
316870,2020,188.0,894,0.21029082774049218
316880,2012,12.0,72,0.16666666666666666
316880,2013,9.0,77,0.11688311688311688
316880,2014,12.0,90,0.13333333333333333
316880,2015,9.0,84,0.10714285714285714
316880,2016,13.0,104,0.125
316880,2017,11.0,82,0.13414634146341464
316880,2018,9.0,74,0.12162162162162163
316880,2019,20.0,87,0.22988505747126436
316880,2020,21.0,90,0.23333333333333334
316890,2012,9.0,48,0.1875
316890,2013,3.0,47,0.06382978723404255
316890,2014,8.0,64,0.125
316890,2015,4.0,71,0.056338028169014086
316890,2016,6.0,62,0.0967741935483871
316890,2017,10.0,78,0.1282051282051282
316890,2018,15.0,77,0.19480519480519481
316890,2019,17.0,87,0.19540229885057472
316890,2020,13.0,86,0.1511627906976744
316900,2012,24.0,193,0.12435233160621761
316900,2013,28.0,202,0.13861386138613863
316900,2014,19.0,198,0.09595959595959595
316900,2015,21.0,196,0.10714285714285714
316900,2016,25.0,182,0.13736263736263737
316900,2017,26.0,214,0.12149532710280374
316900,2018,27.0,189,0.14285714285714285
316900,2019,26.0,187,0.13903743315508021
316900,2020,30.0,194,0.15463917525773196
316905,2012,3.0,33,0.09090909090909091
316905,2013,3.0,21,0.14285714285714285
316905,2014,12.0,39,0.3076923076923077
316905,2015,7.0,28,0.25
316905,2016,5.0,29,0.1724137931034483
316905,2017,8.0,34,0.23529411764705882
316905,2018,8.0,42,0.19047619047619047
316905,2019,5.0,38,0.13157894736842105
316905,2020,5.0,32,0.15625
316910,2012,7.0,93,0.07526881720430108
316910,2013,8.0,65,0.12307692307692308
316910,2014,11.0,72,0.1527777777777778
316910,2015,5.0,48,0.10416666666666667
316910,2016,8.0,70,0.11428571428571428
316910,2017,5.0,64,0.078125
316910,2018,10.0,55,0.18181818181818182
316910,2019,16.0,92,0.17391304347826086
316910,2020,15.0,88,0.17045454545454544
316920,2012,12.0,104,0.11538461538461539
316920,2013,16.0,89,0.1797752808988764
316920,2014,19.0,114,0.16666666666666666
316920,2015,14.0,100,0.14
316920,2016,17.0,96,0.17708333333333334
316920,2017,8.0,88,0.09090909090909091
316920,2018,17.0,99,0.1717171717171717
316920,2019,16.0,84,0.19047619047619047
316920,2020,16.0,70,0.22857142857142856
316930,2012,103.0,1031,0.09990300678952474
316930,2013,121.0,1004,0.1205179282868526
316930,2014,148.0,1077,0.1374187558031569
316930,2015,148.0,1068,0.13857677902621723
316930,2016,152.0,1026,0.14814814814814814
316930,2017,159.0,1077,0.14763231197771587
316930,2018,192.0,1085,0.17695852534562212
316930,2019,166.0,1010,0.16435643564356436
316930,2020,187.0,1019,0.18351324828263002
316935,2012,58.0,391,0.1483375959079284
316935,2013,58.0,374,0.15508021390374332
316935,2014,62.0,381,0.16272965879265092
316935,2015,57.0,399,0.14285714285714285
316935,2016,62.0,366,0.16939890710382513
316935,2017,56.0,340,0.16470588235294117
316935,2018,63.0,379,0.1662269129287599
316935,2019,73.0,379,0.19261213720316622
316935,2020,88.0,381,0.23097112860892388
316940,2012,95.0,775,0.12258064516129032
316940,2013,109.0,745,0.14630872483221477
316940,2014,115.0,712,0.16151685393258428
316940,2015,103.0,752,0.13696808510638298
316940,2016,106.0,657,0.1613394216133942
316940,2017,109.0,709,0.153737658674189
316940,2018,118.0,733,0.16098226466575716
316940,2019,130.0,692,0.18786127167630057
316940,2020,144.0,719,0.20027816411682892
316950,2012,12.0,91,0.13186813186813187
316950,2013,5.0,69,0.07246376811594203
316950,2014,5.0,66,0.07575757575757576
316950,2015,6.0,89,0.06741573033707865
316950,2016,9.0,75,0.12
316950,2017,8.0,81,0.09876543209876543
316950,2018,7.0,72,0.09722222222222222
316950,2019,8.0,76,0.10526315789473684
316950,2020,9.0,87,0.10344827586206896
316960,2012,7.0,178,0.03932584269662921
316960,2013,16.0,250,0.064
316960,2014,12.0,243,0.04938271604938271
316960,2015,17.0,255,0.06666666666666667
316960,2016,17.0,221,0.07692307692307693
316960,2017,26.0,276,0.09420289855072464
316960,2018,21.0,216,0.09722222222222222
316960,2019,23.0,251,0.09163346613545817
316960,2020,24.0,203,0.11822660098522167
316970,2012,29.0,256,0.11328125
316970,2013,26.0,246,0.10569105691056911
316970,2014,25.0,233,0.1072961373390558
316970,2015,29.0,212,0.13679245283018868
316970,2016,30.0,225,0.13333333333333333
316970,2017,36.0,241,0.14937759336099585
316970,2018,24.0,178,0.1348314606741573
316970,2019,49.0,250,0.196
316970,2020,51.0,250,0.204
316980,2012,3.0,48,0.0625
316980,2013,8.0,51,0.1568627450980392
316980,2014,7.0,71,0.09859154929577464
316980,2015,6.0,64,0.09375
316980,2016,7.0,53,0.1320754716981132
316980,2017,7.0,50,0.14
316980,2018,14.0,75,0.18666666666666668
316980,2019,8.0,64,0.125
316980,2020,13.0,80,0.1625
316990,2012,174.0,1378,0.1262699564586357
316990,2013,154.0,1329,0.11587659894657637
316990,2014,171.0,1315,0.1300380228136882
316990,2015,197.0,1405,0.1402135231316726
316990,2016,153.0,1159,0.13201035375323555
316990,2017,189.0,1262,0.14976228209191758
316990,2018,198.0,1275,0.15529411764705883
316990,2019,239.0,1342,0.1780923994038748
316990,2020,231.0,1300,0.1776923076923077
317000,2012,11.0,154,0.07142857142857142
317000,2013,16.0,165,0.09696969696969697
317000,2014,18.0,134,0.13432835820895522
317000,2015,16.0,147,0.10884353741496598
317000,2016,17.0,156,0.10897435897435898
317000,2017,20.0,132,0.15151515151515152
317000,2018,20.0,145,0.13793103448275862
317000,2019,17.0,133,0.12781954887218044
317000,2020,15.0,119,0.12605042016806722
317005,2012,12.0,155,0.07741935483870968
317005,2013,16.0,157,0.10191082802547771
317005,2014,13.0,174,0.07471264367816093
317005,2015,25.0,177,0.14124293785310735
317005,2016,15.0,133,0.11278195488721804
317005,2017,17.0,137,0.12408759124087591
317005,2018,22.0,156,0.14102564102564102
317005,2019,23.0,155,0.14838709677419354
317005,2020,15.0,146,0.10273972602739725
317010,2012,498.0,4031,0.12354254527412553
317010,2013,505.0,4167,0.12119030477561796
317010,2014,568.0,4287,0.132493585257756
317010,2015,656.0,4443,0.14764798559531847
317010,2016,614.0,4134,0.14852443154329947
317010,2017,682.0,4255,0.16028202115158638
317010,2018,780.0,4188,0.18624641833810887
317010,2019,744.0,4187,0.17769285884881778
317010,2020,755.0,3861,0.19554519554519553
317020,2012,1059.0,8824,0.12001359927470535
