CODMUNRES,Ano,Qtd_Morte_Materna_Direta,Qtd_Total,Ratio
292060,2013,0.0,500,0.0
292060,2014,0.0,500,0.0
292060,2015,0.0,483,0.0
292060,2016,0.0,469,0.0
292060,2017,0.0,449,0.0
292060,2018,0.0,493,0.0
292060,2019,0.0,432,0.0
292070,2012,1.0,217,460.8294930875576
292070,2013,0.0,221,0.0
292070,2014,0.0,207,0.0
292070,2015,1.0,200,500.0
292070,2016,0.0,227,0.0
292070,2017,0.0,247,0.0
292070,2018,1.0,266,375.9398496240601
292070,2019,0.0,282,0.0
292080,2012,0.0,141,0.0
292080,2013,0.0,147,0.0
292080,2014,0.0,134,0.0
292080,2015,0.0,137,0.0
292080,2016,0.0,105,0.0
292080,2017,0.0,128,0.0
292080,2018,0.0,130,0.0
292080,2019,0.0,136,0.0
292090,2012,0.0,244,0.0
292090,2013,0.0,205,0.0
292090,2014,1.0,175,571.4285714285714
292090,2015,0.0,173,0.0
292090,2016,0.0,174,0.0
292090,2017,0.0,174,0.0
292090,2018,0.0,159,0.0
292090,2019,0.0,142,0.0
292100,2012,0.0,744,0.0
292100,2013,0.0,753,0.0
292100,2014,0.0,755,0.0
292100,2015,0.0,647,0.0
292100,2016,0.0,800,0.0
292100,2017,0.0,713,0.0
292100,2018,0.0,729,0.0
292100,2019,0.0,746,0.0
292105,2012,0.0,172,0.0
292105,2013,0.0,171,0.0
292105,2014,0.0,149,0.0
292105,2015,0.0,141,0.0
292105,2016,0.0,162,0.0
292105,2017,0.0,128,0.0
292105,2018,0.0,121,0.0
292105,2019,0.0,143,0.0
292110,2012,0.0,318,0.0
292110,2013,0.0,298,0.0
292110,2014,0.0,287,0.0
292110,2015,0.0,327,0.0
292110,2016,0.0,308,0.0
292110,2017,0.0,265,0.0
292110,2018,0.0,314,0.0
292110,2019,0.0,263,0.0
292120,2012,0.0,424,0.0
292120,2013,0.0,404,0.0
292120,2014,0.0,406,0.0
292120,2015,0.0,385,0.0
292120,2016,1.0,338,295.85798816568047
292120,2017,0.0,376,0.0
292120,2018,0.0,405,0.0
292120,2019,0.0,347,0.0
292130,2012,0.0,194,0.0
292130,2013,0.0,144,0.0
292130,2014,0.0,130,0.0
292130,2015,0.0,141,0.0
292130,2016,0.0,123,0.0
292130,2017,0.0,139,0.0
292130,2018,0.0,152,0.0
292130,2019,0.0,131,0.0
292140,2012,0.0,195,0.0
292140,2013,0.0,182,0.0
292140,2014,0.0,209,0.0
292140,2015,0.0,195,0.0
292140,2016,0.0,178,0.0
292140,2017,0.0,205,0.0
292140,2018,0.0,177,0.0
292140,2019,0.0,186,0.0
292145,2012,0.0,113,0.0
292145,2013,0.0,115,0.0
292145,2014,0.0,92,0.0
292145,2015,1.0,96,1041.6666666666665
292145,2016,0.0,86,0.0
292145,2017,0.0,92,0.0
292145,2018,0.0,105,0.0
292145,2019,1.0,85,1176.4705882352941
292150,2012,0.0,685,0.0
292150,2013,2.0,737,271.37042062415196
292150,2014,1.0,680,147.05882352941177
292150,2015,0.0,715,0.0
292150,2016,0.0,648,0.0
292150,2017,0.0,723,0.0
292150,2018,0.0,695,0.0
292150,2019,0.0,654,0.0
292160,2012,0.0,127,0.0
292160,2013,0.0,106,0.0
292160,2014,0.0,98,0.0
292160,2015,0.0,101,0.0
292160,2016,0.0,111,0.0
292160,2017,0.0,108,0.0
292160,2018,0.0,108,0.0
292160,2019,0.0,94,0.0
292170,2012,0.0,542,0.0
292170,2013,1.0,551,181.48820326678765
292170,2014,0.0,506,0.0
292170,2015,0.0,559,0.0
292170,2016,0.0,524,0.0
292170,2017,0.0,539,0.0
292170,2018,0.0,516,0.0
292170,2019,1.0,545,183.4862385321101
292180,2012,0.0,128,0.0
292180,2013,0.0,125,0.0
292180,2014,0.0,100,0.0
292180,2015,0.0,111,0.0
292180,2016,0.0,100,0.0
292180,2017,0.0,124,0.0
292180,2018,0.0,112,0.0
292180,2019,0.0,124,0.0
292190,2012,0.0,223,0.0
292190,2013,1.0,142,704.2253521126761
292190,2014,0.0,185,0.0
292190,2015,0.0,180,0.0
292190,2016,0.0,156,0.0
292190,2017,0.0,168,0.0
292190,2018,0.0,146,0.0
292190,2019,0.0,163,0.0
292200,2012,0.0,700,0.0
292200,2013,2.0,699,286.1230329041488
292200,2014,0.0,667,0.0
292200,2015,0.0,615,0.0
292200,2016,0.0,646,0.0
292200,2017,0.0,667,0.0
292200,2018,0.0,687,0.0
292200,2019,2.0,567,352.7336860670194
292205,2012,0.0,185,0.0
292205,2013,0.0,182,0.0
292205,2014,0.0,238,0.0
292205,2015,0.0,191,0.0
292205,2016,0.0,199,0.0
292205,2017,0.0,201,0.0
292205,2018,0.0,222,0.0
292205,2019,0.0,208,0.0
292210,2012,0.0,311,0.0
292210,2013,0.0,266,0.0
292210,2014,0.0,218,0.0
292210,2015,0.0,236,0.0
292210,2016,0.0,207,0.0
292210,2017,0.0,240,0.0
292210,2018,0.0,218,0.0
292210,2019,0.0,202,0.0
292220,2012,0.0,82,0.0
292220,2013,0.0,89,0.0
292220,2014,0.0,68,0.0
292220,2015,0.0,80,0.0
292220,2016,0.0,93,0.0
292220,2017,0.0,106,0.0
292220,2018,0.0,94,0.0
292220,2019,0.0,79,0.0
292225,2012,0.0,186,0.0
292225,2013,0.0,180,0.0
292225,2014,0.0,172,0.0
292225,2015,0.0,187,0.0
292225,2016,0.0,165,0.0
292225,2017,0.0,163,0.0
292225,2018,0.0,193,0.0
292225,2019,0.0,156,0.0
292230,2012,0.0,366,0.0
292230,2013,0.0,357,0.0
292230,2014,0.0,331,0.0
292230,2015,0.0,303,0.0
292230,2016,0.0,341,0.0
292230,2017,0.0,354,0.0
292230,2018,0.0,326,0.0
292230,2019,0.0,311,0.0
292240,2012,1.0,277,361.01083032490976
292240,2013,0.0,268,0.0
292240,2014,0.0,268,0.0
292240,2015,0.0,259,0.0
292240,2016,0.0,319,0.0
292240,2017,0.0,302,0.0
292240,2018,0.0,276,0.0
292240,2019,0.0,270,0.0
292250,2012,0.0,386,0.0
292250,2013,1.0,309,323.62459546925567
292250,2014,0.0,315,0.0
292250,2015,0.0,342,0.0
292250,2016,0.0,359,0.0
292250,2017,0.0,325,0.0
292250,2018,0.0,336,0.0
292250,2019,0.0,292,0.0
292260,2012,1.0,211,473.93364928909955
292260,2013,0.0,221,0.0
292260,2014,0.0,184,0.0
292260,2015,0.0,204,0.0
292260,2016,0.0,178,0.0
292260,2017,0.0,190,0.0
292260,2018,0.0,193,0.0
292260,2019,0.0,178,0.0
292265,2012,0.0,155,0.0
292265,2013,0.0,160,0.0
292265,2014,0.0,150,0.0
292265,2015,0.0,172,0.0
292265,2016,0.0,181,0.0
292265,2017,1.0,191,523.5602094240838
292265,2018,0.0,147,0.0
292265,2019,0.0,140,0.0
292270,2012,0.0,186,0.0
292270,2013,0.0,175,0.0
292270,2014,0.0,195,0.0
292270,2015,1.0,178,561.7977528089888
292270,2016,0.0,145,0.0
292270,2017,0.0,150,0.0
292270,2018,0.0,133,0.0
292270,2019,0.0,152,0.0
292273,2012,1.0,59,1694.915254237288
292273,2013,0.0,98,0.0
292273,2014,0.0,107,0.0
292273,2015,0.0,94,0.0
292273,2016,0.0,90,0.0
292273,2017,0.0,71,0.0
292273,2018,0.0,69,0.0
292273,2019,0.0,71,0.0
292275,2012,0.0,80,0.0
292275,2013,0.0,59,0.0
292275,2014,0.0,69,0.0
292275,2015,0.0,74,0.0
292275,2016,0.0,73,0.0
292275,2017,0.0,74,0.0
292275,2018,0.0,59,0.0
292275,2019,0.0,53,0.0
292280,2012,0.0,120,0.0
292280,2013,0.0,102,0.0
292280,2014,0.0,125,0.0
292280,2015,0.0,103,0.0
292280,2016,0.0,132,0.0
292280,2017,0.0,112,0.0
292280,2018,0.0,125,0.0
292280,2019,0.0,128,0.0
292285,2012,0.0,105,0.0
292285,2013,0.0,70,0.0
292285,2014,0.0,87,0.0
292285,2015,0.0,85,0.0
292285,2016,0.0,102,0.0
292285,2017,0.0,102,0.0
292285,2018,0.0,95,0.0
292285,2019,0.0,105,0.0
292290,2012,0.0,383,0.0
292290,2013,0.0,353,0.0
292290,2014,0.0,347,0.0
292290,2015,0.0,279,0.0
292290,2016,0.0,310,0.0
292290,2017,0.0,335,0.0
292290,2018,0.0,320,0.0
292290,2019,0.0,341,0.0
292300,2012,1.0,777,128.7001287001287
292300,2013,1.0,713,140.25245441795232
292300,2014,0.0,717,0.0
292300,2015,1.0,698,143.26647564469914
292300,2016,0.0,653,0.0
292300,2017,0.0,591,0.0
292300,2018,0.0,554,0.0
292300,2019,1.0,460,217.3913043478261
292303,2012,0.0,147,0.0
292303,2013,0.0,117,0.0
292303,2014,0.0,134,0.0
292303,2015,0.0,124,0.0
292303,2016,0.0,113,0.0
292303,2017,0.0,117,0.0
292303,2018,0.0,128,0.0
292303,2019,0.0,134,0.0
292305,2012,0.0,124,0.0
292305,2013,0.0,85,0.0
292305,2014,0.0,92,0.0
292305,2015,0.0,82,0.0
292305,2016,0.0,110,0.0
292305,2017,0.0,83,0.0
292305,2018,0.0,126,0.0
292305,2019,0.0,93,0.0
292310,2012,0.0,343,0.0
292310,2013,0.0,338,0.0
292310,2014,0.0,336,0.0
292310,2015,0.0,299,0.0
292310,2016,0.0,306,0.0
292310,2017,0.0,293,0.0
292310,2018,0.0,318,0.0
292310,2019,0.0,294,0.0
292320,2012,0.0,271,0.0
292320,2013,0.0,255,0.0
292320,2014,0.0,246,0.0
292320,2015,0.0,227,0.0
292320,2016,1.0,254,393.7007874015748
292320,2017,0.0,289,0.0
292320,2018,0.0,283,0.0
292320,2019,0.0,273,0.0
292330,2012,0.0,107,0.0
292330,2013,0.0,106,0.0
292330,2014,0.0,87,0.0
292330,2015,0.0,107,0.0
292330,2016,0.0,83,0.0
292330,2017,0.0,79,0.0
292330,2018,1.0,84,1190.4761904761904
292330,2019,0.0,74,0.0
292335,2012,0.0,297,0.0
292335,2013,1.0,287,348.4320557491289
292335,2014,0.0,252,0.0
292335,2015,0.0,274,0.0
292335,2016,0.0,257,0.0
292335,2017,1.0,308,324.6753246753247
292335,2018,0.0,287,0.0
292335,2019,0.0,273,0.0
292340,2012,0.0,281,0.0
292340,2013,0.0,264,0.0
292340,2014,0.0,313,0.0
292340,2015,0.0,267,0.0
292340,2016,0.0,255,0.0
292340,2017,0.0,258,0.0
292340,2018,1.0,274,364.963503649635
292340,2019,0.0,254,0.0
292350,2012,0.0,151,0.0
292350,2013,0.0,142,0.0
292350,2014,0.0,154,0.0
292350,2015,0.0,152,0.0
292350,2016,0.0,150,0.0
292350,2017,0.0,167,0.0
292350,2018,0.0,152,0.0
292350,2019,0.0,150,0.0
292360,2012,1.0,233,429.18454935622316
292360,2013,0.0,231,0.0
292360,2014,0.0,251,0.0
292360,2015,0.0,216,0.0
292360,2016,0.0,205,0.0
292360,2017,0.0,230,0.0
292360,2018,0.0,201,0.0
292360,2019,0.0,221,0.0
292370,2012,0.0,445,0.0
292370,2013,1.0,523,191.20458891013385
292370,2014,0.0,479,0.0
292370,2015,0.0,431,0.0
292370,2016,0.0,458,0.0
292370,2017,0.0,419,0.0
292370,2018,0.0,478,0.0
292370,2019,1.0,444,225.22522522522522
292380,2012,1.0,365,273.972602739726
292380,2013,0.0,294,0.0
292380,2014,0.0,365,0.0
292380,2015,0.0,290,0.0
292380,2016,0.0,273,0.0
292380,2017,0.0,266,0.0
292380,2018,0.0,287,0.0
292380,2019,0.0,282,0.0
292390,2012,0.0,189,0.0
292390,2013,0.0,139,0.0
292390,2014,0.0,150,0.0
292390,2015,0.0,162,0.0
292390,2016,0.0,187,0.0
292390,2017,0.0,171,0.0
292390,2018,0.0,162,0.0
292390,2019,0.0,139,0.0
292400,2012,5.0,1897,263.5740643120717
292400,2013,0.0,1794,0.0
292400,2014,0.0,1844,0.0
292400,2015,0.0,1988,0.0
292400,2016,0.0,1813,0.0
292400,2017,0.0,1730,0.0
292400,2018,2.0,1809,110.5583195135434
292400,2019,1.0,1853,53.96654074473826
292405,2012,0.0,168,0.0
292405,2013,0.0,146,0.0
292405,2014,0.0,147,0.0
292405,2015,1.0,170,588.2352941176471
292405,2016,0.0,166,0.0
292405,2017,0.0,165,0.0
292405,2018,0.0,135,0.0
292405,2019,0.0,138,0.0
292410,2012,0.0,82,0.0
292410,2013,0.0,69,0.0
292410,2014,0.0,66,0.0
292410,2015,0.0,74,0.0
292410,2016,0.0,77,0.0
292410,2017,0.0,87,0.0
292410,2018,0.0,73,0.0
292410,2019,0.0,60,0.0
292420,2012,0.0,212,0.0
292420,2013,0.0,201,0.0
292420,2014,0.0,218,0.0
292420,2015,0.0,180,0.0
292420,2016,0.0,195,0.0
292420,2017,0.0,169,0.0
292420,2018,0.0,222,0.0
292420,2019,0.0,192,0.0
292430,2012,0.0,257,0.0
292430,2013,0.0,253,0.0
292430,2014,0.0,297,0.0
292430,2015,0.0,309,0.0
292430,2016,0.0,290,0.0
292430,2017,2.0,247,809.7165991902834
292430,2018,0.0,232,0.0
292430,2019,0.0,236,0.0
292440,2012,0.0,564,0.0
292440,2013,1.0,639,156.49452269170578
292440,2014,0.0,561,0.0
292440,2015,0.0,593,0.0
292440,2016,0.0,556,0.0
292440,2017,0.0,609,0.0
292440,2018,0.0,594,0.0
292440,2019,0.0,567,0.0
292450,2012,0.0,203,0.0
292450,2013,1.0,197,507.6142131979695
292450,2014,0.0,202,0.0
292450,2015,0.0,167,0.0
292450,2016,0.0,165,0.0
292450,2017,0.0,175,0.0
292450,2018,0.0,141,0.0
292450,2019,0.0,201,0.0
292460,2012,0.0,334,0.0
292460,2013,0.0,301,0.0
292460,2014,0.0,307,0.0
292460,2015,0.0,253,0.0
292460,2016,0.0,281,0.0
292460,2017,0.0,268,0.0
292460,2018,0.0,294,0.0
292460,2019,0.0,276,0.0
292465,2012,0.0,98,0.0
292465,2013,1.0,90,1111.111111111111
292465,2014,0.0,91,0.0
292465,2015,0.0,85,0.0
292465,2016,0.0,98,0.0
292465,2017,0.0,87,0.0
292465,2018,0.0,93,0.0
292465,2019,0.0,96,0.0
292467,2012,2.0,106,1886.7924528301885
292467,2013,0.0,100,0.0
292467,2014,0.0,104,0.0
292467,2015,0.0,118,0.0
292467,2016,0.0,111,0.0
292467,2017,0.0,124,0.0
292467,2018,0.0,89,0.0
292467,2019,0.0,128,0.0
292470,2012,0.0,115,0.0
292470,2013,0.0,103,0.0
292470,2014,0.0,122,0.0
292470,2015,0.0,93,0.0
292470,2016,0.0,104,0.0
292470,2017,0.0,100,0.0
292470,2018,0.0,117,0.0
292470,2019,0.0,110,0.0
292480,2012,0.0,262,0.0
292480,2013,0.0,240,0.0
292480,2014,0.0,208,0.0
292480,2015,0.0,235,0.0
292480,2016,0.0,234,0.0
292480,2017,0.0,249,0.0
292480,2018,0.0,229,0.0
292480,2019,1.0,199,502.51256281407035
292490,2012,0.0,107,0.0
292490,2013,0.0,70,0.0
292490,2014,0.0,84,0.0
292490,2015,0.0,85,0.0
292490,2016,0.0,102,0.0
292490,2017,0.0,73,0.0
292490,2018,0.0,80,0.0
292490,2019,0.0,81,0.0
292500,2012,0.0,360,0.0
292500,2013,0.0,328,0.0
292500,2014,0.0,317,0.0
292500,2015,0.0,363,0.0
292500,2016,0.0,287,0.0
292500,2017,0.0,298,0.0
292500,2018,0.0,314,0.0
292500,2019,0.0,297,0.0
292510,2012,1.0,694,144.0922190201729
292510,2013,0.0,643,0.0
292510,2014,0.0,667,0.0
292510,2015,1.0,662,151.05740181268882
292510,2016,0.0,628,0.0
292510,2017,0.0,640,0.0
292510,2018,0.0,657,0.0
292510,2019,0.0,617,0.0
292520,2012,0.0,559,0.0
292520,2013,0.0,557,0.0
292520,2014,0.0,515,0.0
292520,2015,0.0,471,0.0
292520,2016,0.0,527,0.0
292520,2017,0.0,455,0.0
292520,2018,0.0,446,0.0
292520,2019,1.0,470,212.76595744680853
292525,2012,0.0,257,0.0
292525,2013,0.0,237,0.0
292525,2014,0.0,252,0.0
292525,2015,0.0,303,0.0
292525,2016,0.0,246,0.0
292525,2017,1.0,274,364.963503649635
292525,2018,0.0,246,0.0
292525,2019,0.0,280,0.0
292530,2012,2.0,2404,83.19467554076539
292530,2013,1.0,2378,42.052144659377625
292530,2014,0.0,2565,0.0
292530,2015,1.0,2656,37.65060240963856
292530,2016,1.0,2573,38.8651379712398
292530,2017,0.0,2765,0.0
292530,2018,3.0,2867,104.63899546564353
292530,2019,1.0,2920,34.24657534246575
292540,2012,0.0,151,0.0
292540,2013,0.0,147,0.0
292540,2014,0.0,123,0.0
292540,2015,0.0,134,0.0
292540,2016,0.0,110,0.0
292540,2017,0.0,112,0.0
292540,2018,0.0,117,0.0
292540,2019,0.0,107,0.0
292550,2012,0.0,416,0.0
292550,2013,0.0,368,0.0
292550,2014,0.0,407,0.0
292550,2015,0.0,453,0.0
292550,2016,1.0,419,238.66348448687353
292550,2017,0.0,442,0.0
292550,2018,0.0,487,0.0
292550,2019,0.0,520,0.0
292560,2012,0.0,200,0.0
292560,2013,1.0,187,534.75935828877
292560,2014,0.0,169,0.0
292560,2015,0.0,159,0.0
292560,2016,0.0,163,0.0
292560,2017,0.0,178,0.0
292560,2018,0.0,151,0.0
292560,2019,0.0,145,0.0
292570,2012,1.0,104,961.5384615384615
292570,2013,1.0,124,806.4516129032257
292570,2014,0.0,125,0.0
292570,2015,0.0,125,0.0
292570,2016,0.0,161,0.0
292570,2017,0.0,144,0.0
292570,2018,0.0,123,0.0
292570,2019,0.0,115,0.0
292575,2012,0.0,407,0.0
292575,2013,0.0,324,0.0
292575,2014,1.0,312,320.5128205128205
292575,2015,0.0,335,0.0
292575,2016,0.0,399,0.0
292575,2017,0.0,390,0.0
292575,2018,0.0,397,0.0
292575,2019,0.0,422,0.0
292580,2012,0.0,320,0.0
292580,2013,1.0,302,331.12582781456956
292580,2014,0.0,324,0.0
292580,2015,1.0,320,312.5
292580,2016,0.0,330,0.0
292580,2017,0.0,304,0.0
292580,2018,0.0,305,0.0
292580,2019,0.0,299,0.0
292590,2012,0.0,344,0.0
292590,2013,0.0,311,0.0
292590,2014,0.0,306,0.0
292590,2015,0.0,266,0.0
292590,2016,0.0,312,0.0
292590,2017,0.0,363,0.0
292590,2018,0.0,293,0.0
292590,2019,1.0,335,298.5074626865672
292593,2012,0.0,116,0.0
292593,2013,0.0,89,0.0
292593,2014,0.0,108,0.0
292593,2015,1.0,104,961.5384615384615
292593,2016,0.0,110,0.0
292593,2017,0.0,96,0.0
292593,2018,0.0,123,0.0
292593,2019,0.0,107,0.0
292595,2012,0.0,296,0.0
292595,2013,0.0,272,0.0
292595,2014,0.0,274,0.0
292595,2015,0.0,281,0.0
292595,2016,0.0,280,0.0
292595,2017,0.0,278,0.0
292595,2018,0.0,319,0.0
292595,2019,0.0,265,0.0
292600,2012,0.0,688,0.0
292600,2013,1.0,643,155.52099533437013
292600,2014,0.0,663,0.0
292600,2015,1.0,703,142.2475106685633
292600,2016,0.0,706,0.0
292600,2017,3.0,670,447.7611940298508
292600,2018,0.0,685,0.0
292600,2019,0.0,672,0.0
292610,2012,0.0,259,0.0
292610,2013,0.0,226,0.0
292610,2014,0.0,205,0.0
292610,2015,0.0,182,0.0
292610,2016,0.0,191,0.0
292610,2017,0.0,217,0.0
292610,2018,0.0,190,0.0
292610,2019,0.0,210,0.0
292620,2012,0.0,354,0.0
292620,2013,0.0,313,0.0
292620,2014,0.0,294,0.0
292620,2015,0.0,315,0.0
292620,2016,0.0,273,0.0
292620,2017,0.0,295,0.0
292620,2018,0.0,300,0.0
292620,2019,0.0,331,0.0
292630,2012,0.0,430,0.0
292630,2013,2.0,386,518.1347150259068
292630,2014,0.0,392,0.0
292630,2015,0.0,394,0.0
292630,2016,1.0,397,251.88916876574308
292630,2017,1.0,419,238.66348448687353
292630,2018,0.0,403,0.0
292630,2019,1.0,394,253.80710659898475
292640,2012,0.0,453,0.0
292640,2013,0.0,413,0.0
292640,2014,0.0,447,0.0
292640,2015,0.0,414,0.0
292640,2016,0.0,389,0.0
292640,2017,1.0,377,265.2519893899204
292640,2018,0.0,346,0.0
292640,2019,0.0,354,0.0
292650,2012,0.0,213,0.0
292650,2013,0.0,178,0.0
292650,2014,0.0,206,0.0
292650,2015,0.0,166,0.0
292650,2016,0.0,187,0.0
292650,2017,0.0,192,0.0
292650,2018,0.0,199,0.0
292650,2019,0.0,179,0.0
292660,2012,1.0,857,116.68611435239205
292660,2013,0.0,833,0.0
292660,2014,0.0,799,0.0
292660,2015,0.0,718,0.0
292660,2016,1.0,742,134.77088948787062
292660,2017,0.0,753,0.0
292660,2018,0.0,840,0.0
292660,2019,1.0,722,138.50415512465375
292665,2012,0.0,90,0.0
292665,2013,0.0,70,0.0
292665,2014,0.0,61,0.0
292665,2015,0.0,77,0.0
292665,2016,0.0,84,0.0
292665,2017,0.0,84,0.0
292665,2018,0.0,104,0.0
292665,2019,0.0,85,0.0
292670,2012,1.0,123,813.0081300813009
292670,2013,0.0,114,0.0
292670,2014,0.0,152,0.0
292670,2015,0.0,156,0.0
292670,2016,0.0,160,0.0
292670,2017,0.0,164,0.0
292670,2018,0.0,134,0.0
292670,2019,0.0,139,0.0
292680,2012,0.0,134,0.0
292680,2013,0.0,111,0.0
292680,2014,0.0,136,0.0
292680,2015,1.0,134,746.2686567164179
292680,2016,0.0,129,0.0
292680,2017,0.0,137,0.0
292680,2018,0.0,114,0.0
292680,2019,0.0,122,0.0
292690,2012,0.0,135,0.0
292690,2013,0.0,112,0.0
292690,2014,0.0,126,0.0
292690,2015,0.0,81,0.0
292690,2016,0.0,107,0.0
292690,2017,0.0,104,0.0
292690,2018,0.0,82,0.0
292690,2019,0.0,80,0.0
292700,2012,0.0,568,0.0
292700,2013,0.0,545,0.0
292700,2014,0.0,526,0.0
292700,2015,0.0,485,0.0
292700,2016,1.0,430,232.5581395348837
292700,2017,0.0,491,0.0
292700,2018,0.0,495,0.0
292700,2019,0.0,534,0.0
292710,2012,0.0,147,0.0
292710,2013,1.0,134,746.2686567164179
292710,2014,0.0,164,0.0
292710,2015,0.0,182,0.0
292710,2016,1.0,172,581.3953488372093
292710,2017,0.0,193,0.0
292710,2018,0.0,185,0.0
292710,2019,0.0,167,0.0
292720,2012,0.0,458,0.0
292720,2013,0.0,431,0.0
292720,2014,0.0,471,0.0
292720,2015,0.0,482,0.0
292720,2016,1.0,400,250.0
292720,2017,0.0,461,0.0
292720,2018,3.0,431,696.0556844547564
292720,2019,0.0,429,0.0
292730,2012,0.0,179,0.0
292730,2013,0.0,176,0.0
292730,2014,0.0,195,0.0
292730,2015,0.0,168,0.0
292730,2016,0.0,149,0.0
292730,2017,1.0,159,628.930817610063
292730,2018,0.0,149,0.0
292730,2019,1.0,144,694.4444444444445
292740,2012,10.0,37163,26.908484245082477
292740,2013,10.0,36456,27.43032696949748
292740,2014,16.0,36676,43.62525902497546
292740,2015,12.0,36637,32.75377350765619
292740,2016,9.0,35017,25.701801981894505
292740,2017,11.0,35367,31.102440127802755
292740,2018,9.0,34808,25.85612502872903
292740,2019,8.0,32988,24.251242876197406
292750,2012,0.0,325,0.0
292750,2013,0.0,280,0.0
292750,2014,0.0,281,0.0
292750,2015,0.0,241,0.0
292750,2016,0.0,194,0.0
292750,2017,0.0,217,0.0
292750,2018,0.0,224,0.0
292750,2019,0.0,246,0.0
292760,2012,0.0,264,0.0
292760,2013,0.0,211,0.0
292760,2014,0.0,208,0.0
292760,2015,1.0,228,438.59649122807014
292760,2016,0.0,198,0.0
292760,2017,0.0,185,0.0
292760,2018,0.0,217,0.0
292760,2019,0.0,242,0.0
292770,2012,0.0,477,0.0
292770,2013,1.0,423,236.4066193853428
292770,2014,0.0,415,0.0
292770,2015,1.0,435,229.88505747126436
292770,2016,0.0,382,0.0
292770,2017,0.0,445,0.0
292770,2018,0.0,463,0.0
292770,2019,0.0,461,0.0
292780,2012,0.0,74,0.0
292780,2013,0.0,79,0.0
292780,2014,0.0,57,0.0
292780,2015,0.0,76,0.0
292780,2016,0.0,52,0.0
292780,2017,0.0,67,0.0
292780,2018,0.0,62,0.0
292780,2019,0.0,56,0.0
292790,2012,0.0,144,0.0
292790,2013,0.0,144,0.0
292790,2014,0.0,120,0.0
292790,2015,0.0,135,0.0
292790,2016,0.0,140,0.0
292790,2017,0.0,121,0.0
292790,2018,0.0,107,0.0
292790,2019,0.0,114,0.0
292800,2012,0.0,503,0.0
292800,2013,0.0,613,0.0
292800,2014,1.0,611,163.66612111292963
292800,2015,0.0,524,0.0
292800,2016,0.0,493,0.0
292800,2017,0.0,491,0.0
292800,2018,0.0,523,0.0
292800,2019,0.0,525,0.0
292805,2012,0.0,213,0.0
292805,2013,0.0,192,0.0
292805,2014,0.0,180,0.0
292805,2015,0.0,193,0.0
292805,2016,0.0,199,0.0
292805,2017,0.0,169,0.0
292805,2018,0.0,204,0.0
292805,2019,0.0,171,0.0
292810,2012,1.0,608,164.4736842105263
292810,2013,0.0,615,0.0
292810,2014,0.0,573,0.0
292810,2015,0.0,516,0.0
292810,2016,0.0,435,0.0
292810,2017,0.0,481,0.0
292810,2018,0.0,461,0.0
292810,2019,0.0,502,0.0
292820,2012,0.0,352,0.0
292820,2013,0.0,359,0.0
292820,2014,0.0,317,0.0
292820,2015,0.0,309,0.0
292820,2016,0.0,298,0.0
292820,2017,0.0,320,0.0
292820,2018,0.0,300,0.0
292820,2019,1.0,301,332.22591362126246
292830,2012,0.0,128,0.0
292830,2013,0.0,113,0.0
292830,2014,0.0,77,0.0
292830,2015,0.0,93,0.0
292830,2016,0.0,67,0.0
292830,2017,0.0,70,0.0
292830,2018,0.0,52,0.0
292830,2019,0.0,45,0.0
292840,2012,0.0,375,0.0
292840,2013,1.0,409,244.49877750611248
292840,2014,0.0,433,0.0
292840,2015,1.0,446,224.2152466367713
292840,2016,0.0,462,0.0
292840,2017,0.0,398,0.0
292840,2018,0.0,342,0.0
292840,2019,0.0,406,0.0
292850,2012,0.0,156,0.0
292850,2013,0.0,139,0.0
292850,2014,0.0,124,0.0
292850,2015,0.0,129,0.0
292850,2016,0.0,111,0.0
292850,2017,0.0,108,0.0
292850,2018,0.0,142,0.0
292850,2019,0.0,109,0.0
292860,2012,0.0,715,0.0
292860,2013,0.0,685,0.0
292860,2014,0.0,659,0.0
292860,2015,0.0,671,0.0
292860,2016,0.0,618,0.0
292860,2017,0.0,672,0.0
292860,2018,0.0,609,0.0
292860,2019,0.0,606,0.0
292870,2012,0.0,1435,0.0
292870,2013,0.0,1331,0.0
292870,2014,0.0,1374,0.0
292870,2015,1.0,1526,65.53079947575361
292870,2016,1.0,1397,71.58196134574086
292870,2017,1.0,1413,70.77140835102618
292870,2018,1.0,1395,71.68458781362007
292870,2019,1.0,1366,73.20644216691069
292880,2012,0.0,749,0.0
292880,2013,0.0,764,0.0
292880,2014,0.0,740,0.0
292880,2015,1.0,761,131.4060446780552
292880,2016,1.0,738,135.50135501355012
292880,2017,1.0,759,131.75230566534916
292880,2018,0.0,735,0.0
292880,2019,1.0,640,156.25
292890,2012,0.0,490,0.0
292890,2013,0.0,521,0.0
292890,2014,0.0,566,0.0
292890,2015,0.0,486,0.0
292890,2016,0.0,501,0.0
292890,2017,0.0,509,0.0
292890,2018,0.0,576,0.0
292890,2019,0.0,596,0.0
292895,2012,0.0,101,0.0
292895,2013,0.0,85,0.0
292895,2014,0.0,79,0.0
292895,2015,0.0,101,0.0
292895,2016,0.0,93,0.0
292895,2017,0.0,86,0.0
292895,2018,0.0,76,0.0
292895,2019,1.0,73,1369.86301369863
292900,2012,0.0,180,0.0
292900,2013,1.0,177,564.9717514124294
292900,2014,0.0,165,0.0
292900,2015,0.0,170,0.0
292900,2016,0.0,179,0.0
