res_MUNNOME,CODMUNRES,REGIAO,ESTADO
Iaras,351925,SUDESTE,SAO PAULO
Ibaté,351930,SUDESTE,SAO PAULO
Ibirá,351940,SUDESTE,SAO PAULO
Ibirarema,351950,SUDESTE,SAO PAULO
Ibitinga,351960,SUDESTE,SAO PAULO
Ibiúna,351970,SUDESTE,SAO PAULO
Icém,351980,SUDESTE,SAO PAULO
Iepê,351990,SUDESTE,SAO PAULO
Igaraçu do Tietê,352000,SUDESTE,SAO PAULO
Igarapava,352010,SUDESTE,SAO PAULO
Igaratá,352020,SUDESTE,SAO PAULO
Iguape,352030,SUDESTE,SAO PAULO
Ilhabela,352040,SUDESTE,SAO PAULO
Ilha Comprida,352042,SUDESTE,SAO PAULO
Ilha Solteira,352044,SUDESTE,SAO PAULO
Indaiatuba,352050,SUDESTE,SAO PAULO
Indiana,352060,SUDESTE,SAO PAULO
Indiaporã,352070,SUDESTE,SAO PAULO
Inúbia Paulista,352080,SUDESTE,SAO PAULO
Ipaussu,352090,SUDESTE,SAO PAULO
Iperó,352100,SUDESTE,SAO PAULO
Ipeúna,352110,SUDESTE,SAO PAULO
Ipiguá,352115,SUDESTE,SAO PAULO
Iporanga,352120,SUDESTE,SAO PAULO
Ipuã,352130,SUDESTE,SAO PAULO
Iracemápolis,352140,SUDESTE,SAO PAULO
Irapuã,352150,SUDESTE,SAO PAULO
Irapuru,352160,SUDESTE,SAO PAULO
Itaberá,352170,SUDESTE,SAO PAULO
Itaí,352180,SUDESTE,SAO PAULO
Itajobi,352190,SUDESTE,SAO PAULO
Itaju,352200,SUDESTE,SAO PAULO
Itanhaém,352210,SUDESTE,SAO PAULO
Itaóca,352215,SUDESTE,SAO PAULO
Itapecerica da Serra,352220,SUDESTE,SAO PAULO
Itapetininga,352230,SUDESTE,SAO PAULO
Itapeva,352240,SUDESTE,SAO PAULO
Itapevi,352250,SUDESTE,SAO PAULO
Itapira,352260,SUDESTE,SAO PAULO
Itapirapuã Paulista,352265,SUDESTE,SAO PAULO
Itápolis,352270,SUDESTE,SAO PAULO
Itaporanga,352280,SUDESTE,SAO PAULO
Itapuí,352290,SUDESTE,SAO PAULO
Itapura,352300,SUDESTE,SAO PAULO
Itaquaquecetuba,352310,SUDESTE,SAO PAULO
Itararé,352320,SUDESTE,SAO PAULO
Itariri,352330,SUDESTE,SAO PAULO
Itatiba,352340,SUDESTE,SAO PAULO
Itatinga,352350,SUDESTE,SAO PAULO
Itirapina,352360,SUDESTE,SAO PAULO
Itirapuã,352370,SUDESTE,SAO PAULO
Itobi,352380,SUDESTE,SAO PAULO
Itu,352390,SUDESTE,SAO PAULO
Itupeva,352400,SUDESTE,SAO PAULO
Ituverava,352410,SUDESTE,SAO PAULO
Jaborandi,352420,SUDESTE,SAO PAULO
Jaboticabal,352430,SUDESTE,SAO PAULO
Jacareí,352440,SUDESTE,SAO PAULO
Jaci,352450,SUDESTE,SAO PAULO
Jacupiranga,352460,SUDESTE,SAO PAULO
Jaguariúna,352470,SUDESTE,SAO PAULO
Jales,352480,SUDESTE,SAO PAULO
Jambeiro,352490,SUDESTE,SAO PAULO
Jandira,352500,SUDESTE,SAO PAULO
Jardinópolis,352510,SUDESTE,SAO PAULO
Jarinu,352520,SUDESTE,SAO PAULO
Jaú,352530,SUDESTE,SAO PAULO
Jeriquara,352540,SUDESTE,SAO PAULO
Joanópolis,352550,SUDESTE,SAO PAULO
João Ramalho,352560,SUDESTE,SAO PAULO
José Bonifácio,352570,SUDESTE,SAO PAULO
Júlio Mesquita,352580,SUDESTE,SAO PAULO
Jumirim,352585,SUDESTE,SAO PAULO
Jundiaí,352590,SUDESTE,SAO PAULO
Junqueirópolis,352600,SUDESTE,SAO PAULO
Juquiá,352610,SUDESTE,SAO PAULO
Juquitiba,352620,SUDESTE,SAO PAULO
Lagoinha,352630,SUDESTE,SAO PAULO
Laranjal Paulista,352640,SUDESTE,SAO PAULO
Lavínia,352650,SUDESTE,SAO PAULO
Lavrinhas,352660,SUDESTE,SAO PAULO
Leme,352670,SUDESTE,SAO PAULO
Lençóis Paulista,352680,SUDESTE,SAO PAULO
Limeira,352690,SUDESTE,SAO PAULO
Lindóia,352700,SUDESTE,SAO PAULO
Lins,352710,SUDESTE,SAO PAULO
Lorena,352720,SUDESTE,SAO PAULO
Lourdes,352725,SUDESTE,SAO PAULO
Louveira,352730,SUDESTE,SAO PAULO
Lucélia,352740,SUDESTE,SAO PAULO
Lucianópolis,352750,SUDESTE,SAO PAULO
Luís Antônio,352760,SUDESTE,SAO PAULO
Luiziânia,352770,SUDESTE,SAO PAULO
Lupércio,352780,SUDESTE,SAO PAULO
Lutécia,352790,SUDESTE,SAO PAULO
Macatuba,352800,SUDESTE,SAO PAULO
Macaubal,352810,SUDESTE,SAO PAULO
Macedônia,352820,SUDESTE,SAO PAULO
Magda,352830,SUDESTE,SAO PAULO
Mairinque,352840,SUDESTE,SAO PAULO
Mairiporã,352850,SUDESTE,SAO PAULO
Manduri,352860,SUDESTE,SAO PAULO
Marabá Paulista,352870,SUDESTE,SAO PAULO
Maracaí,352880,SUDESTE,SAO PAULO
Marapoama,352885,SUDESTE,SAO PAULO
Mariápolis,352890,SUDESTE,SAO PAULO
Marília,352900,SUDESTE,SAO PAULO
Marinópolis,352910,SUDESTE,SAO PAULO
Martinópolis,352920,SUDESTE,SAO PAULO
Matão,352930,SUDESTE,SAO PAULO
Mauá,352940,SUDESTE,SAO PAULO
Mendonça,352950,SUDESTE,SAO PAULO
Meridiano,352960,SUDESTE,SAO PAULO
Mesópolis,352965,SUDESTE,SAO PAULO
Miguelópolis,352970,SUDESTE,SAO PAULO
Mineiros do Tietê,352980,SUDESTE,SAO PAULO
Miracatu,352990,SUDESTE,SAO PAULO
Mira Estrela,353000,SUDESTE,SAO PAULO
Mirandópolis,353010,SUDESTE,SAO PAULO
Mirante do Paranapanema,353020,SUDESTE,SAO PAULO
Mirassol,353030,SUDESTE,SAO PAULO
Mirassolândia,353040,SUDESTE,SAO PAULO
Mococa,353050,SUDESTE,SAO PAULO
Mogi das Cruzes,353060,SUDESTE,SAO PAULO
Mogi Guaçu,353070,SUDESTE,SAO PAULO
Moji Mirim,353080,SUDESTE,SAO PAULO
Mombuca,353090,SUDESTE,SAO PAULO
Monções,353100,SUDESTE,SAO PAULO
Mongaguá,353110,SUDESTE,SAO PAULO
Monte Alegre do Sul,353120,SUDESTE,SAO PAULO
Monte Alto,353130,SUDESTE,SAO PAULO
Monte Aprazível,353140,SUDESTE,SAO PAULO
Monte Azul Paulista,353150,SUDESTE,SAO PAULO
Monte Castelo,353160,SUDESTE,SAO PAULO
Monteiro Lobato,353170,SUDESTE,SAO PAULO
Monte Mor,353180,SUDESTE,SAO PAULO
Morro Agudo,353190,SUDESTE,SAO PAULO
Morungaba,353200,SUDESTE,SAO PAULO
Motuca,353205,SUDESTE,SAO PAULO
Murutinga do Sul,353210,SUDESTE,SAO PAULO
Nantes,353215,SUDESTE,SAO PAULO
Narandiba,353220,SUDESTE,SAO PAULO
Natividade da Serra,353230,SUDESTE,SAO PAULO
Nazaré Paulista,353240,SUDESTE,SAO PAULO
Neves Paulista,353250,SUDESTE,SAO PAULO
Nhandeara,353260,SUDESTE,SAO PAULO
Nipoã,353270,SUDESTE,SAO PAULO
Nova Aliança,353280,SUDESTE,SAO PAULO
Nova Campina,353282,SUDESTE,SAO PAULO
Nova Canaã Paulista,353284,SUDESTE,SAO PAULO
Nova Castilho,353286,SUDESTE,SAO PAULO
Nova Europa,353290,SUDESTE,SAO PAULO
Nova Granada,353300,SUDESTE,SAO PAULO
Nova Guataporanga,353310,SUDESTE,SAO PAULO
Nova Independência,353320,SUDESTE,SAO PAULO
Novais,353325,SUDESTE,SAO PAULO
Nova Luzitânia,353330,SUDESTE,SAO PAULO
Nova Odessa,353340,SUDESTE,SAO PAULO
Novo Horizonte,353350,SUDESTE,SAO PAULO
Nuporanga,353360,SUDESTE,SAO PAULO
Ocauçu,353370,SUDESTE,SAO PAULO
Óleo,353380,SUDESTE,SAO PAULO
Olímpia,353390,SUDESTE,SAO PAULO
Onda Verde,353400,SUDESTE,SAO PAULO
Oriente,353410,SUDESTE,SAO PAULO
Orindiúva,353420,SUDESTE,SAO PAULO
Orlândia,353430,SUDESTE,SAO PAULO
Osasco,353440,SUDESTE,SAO PAULO
Oscar Bressane,353450,SUDESTE,SAO PAULO
Osvaldo Cruz,353460,SUDESTE,SAO PAULO
Ourinhos,353470,SUDESTE,SAO PAULO
Ouroeste,353475,SUDESTE,SAO PAULO
Ouro Verde,353480,SUDESTE,SAO PAULO
Pacaembu,353490,SUDESTE,SAO PAULO
Palestina,353500,SUDESTE,SAO PAULO
Palmares Paulista,353510,SUDESTE,SAO PAULO
Palmeira d'Oeste,353520,SUDESTE,SAO PAULO
Palmital,353530,SUDESTE,SAO PAULO
Panorama,353540,SUDESTE,SAO PAULO
Paraguaçu Paulista,353550,SUDESTE,SAO PAULO
Paraibuna,353560,SUDESTE,SAO PAULO
Paraíso,353570,SUDESTE,SAO PAULO
Paranapanema,353580,SUDESTE,SAO PAULO
Paranapuã,353590,SUDESTE,SAO PAULO
Parapuã,353600,SUDESTE,SAO PAULO
Pardinho,353610,SUDESTE,SAO PAULO
Pariquera-Açu,353620,SUDESTE,SAO PAULO
Parisi,353625,SUDESTE,SAO PAULO
Patrocínio Paulista,353630,SUDESTE,SAO PAULO
Paulicéia,353640,SUDESTE,SAO PAULO
Paulínia,353650,SUDESTE,SAO PAULO
Paulistânia,353657,SUDESTE,SAO PAULO
Paulo de Faria,353660,SUDESTE,SAO PAULO
Pederneiras,353670,SUDESTE,SAO PAULO
Pedra Bela,353680,SUDESTE,SAO PAULO
Pedranópolis,353690,SUDESTE,SAO PAULO
Pedregulho,353700,SUDESTE,SAO PAULO
Pedreira,353710,SUDESTE,SAO PAULO
Pedrinhas Paulista,353715,SUDESTE,SAO PAULO
Pedro de Toledo,353720,SUDESTE,SAO PAULO
Penápolis,353730,SUDESTE,SAO PAULO
Pereira Barreto,353740,SUDESTE,SAO PAULO
Pereiras,353750,SUDESTE,SAO PAULO
Peruíbe,353760,SUDESTE,SAO PAULO
Piacatu,353770,SUDESTE,SAO PAULO
Piedade,353780,SUDESTE,SAO PAULO
Pilar do Sul,353790,SUDESTE,SAO PAULO
Pindamonhangaba,353800,SUDESTE,SAO PAULO
Pindorama,353810,SUDESTE,SAO PAULO
Pinhalzinho,353820,SUDESTE,SAO PAULO
Piquerobi,353830,SUDESTE,SAO PAULO
Piquete,353850,SUDESTE,SAO PAULO
Piracaia,353860,SUDESTE,SAO PAULO
Piracicaba,353870,SUDESTE,SAO PAULO
Piraju,353880,SUDESTE,SAO PAULO
Pirajuí,353890,SUDESTE,SAO PAULO
Pirangi,353900,SUDESTE,SAO PAULO
Pirapora do Bom Jesus,353910,SUDESTE,SAO PAULO
Pirapozinho,353920,SUDESTE,SAO PAULO
Pirassununga,353930,SUDESTE,SAO PAULO
Piratininga,353940,SUDESTE,SAO PAULO
Pitangueiras,353950,SUDESTE,SAO PAULO
Planalto,353960,SUDESTE,SAO PAULO
Platina,353970,SUDESTE,SAO PAULO
Poá,353980,SUDESTE,SAO PAULO
Poloni,353990,SUDESTE,SAO PAULO
Pompéia,354000,SUDESTE,SAO PAULO
Pongaí,354010,SUDESTE,SAO PAULO
Pontal,354020,SUDESTE,SAO PAULO
Pontalinda,354025,SUDESTE,SAO PAULO
Pontes Gestal,354030,SUDESTE,SAO PAULO
Populina,354040,SUDESTE,SAO PAULO
Porangaba,354050,SUDESTE,SAO PAULO
Porto Feliz,354060,SUDESTE,SAO PAULO
Porto Ferreira,354070,SUDESTE,SAO PAULO
Potim,354075,SUDESTE,SAO PAULO
Potirendaba,354080,SUDESTE,SAO PAULO
Pracinha,354085,SUDESTE,SAO PAULO
Pradópolis,354090,SUDESTE,SAO PAULO
Praia Grande,354100,SUDESTE,SAO PAULO
Pratânia,354105,SUDESTE,SAO PAULO
Presidente Alves,354110,SUDESTE,SAO PAULO
Presidente Bernardes,354120,SUDESTE,SAO PAULO
Presidente Epitácio,354130,SUDESTE,SAO PAULO
Presidente Prudente,354140,SUDESTE,SAO PAULO
Presidente Venceslau,354150,SUDESTE,SAO PAULO
Promissão,354160,SUDESTE,SAO PAULO
Quadra,354165,SUDESTE,SAO PAULO
Quatá,354170,SUDESTE,SAO PAULO
Queiroz,354180,SUDESTE,SAO PAULO
Queluz,354190,SUDESTE,SAO PAULO
Quintana,354200,SUDESTE,SAO PAULO
Rafard,354210,SUDESTE,SAO PAULO
Rancharia,354220,SUDESTE,SAO PAULO
Redenção da Serra,354230,SUDESTE,SAO PAULO
Regente Feijó,354240,SUDESTE,SAO PAULO
Reginópolis,354250,SUDESTE,SAO PAULO
Registro,354260,SUDESTE,SAO PAULO
Restinga,354270,SUDESTE,SAO PAULO
Ribeira,354280,SUDESTE,SAO PAULO
Ribeirão Bonito,354290,SUDESTE,SAO PAULO
Ribeirão Branco,354300,SUDESTE,SAO PAULO
Ribeirão Corrente,354310,SUDESTE,SAO PAULO
Ribeirão do Sul,354320,SUDESTE,SAO PAULO
Ribeirão dos Índios,354323,SUDESTE,SAO PAULO
Ribeirão Grande,354325,SUDESTE,SAO PAULO
Ribeirão Pires,354330,SUDESTE,SAO PAULO
Ribeirão Preto,354340,SUDESTE,SAO PAULO
Riversul,354350,SUDESTE,SAO PAULO
Rifaina,354360,SUDESTE,SAO PAULO
Rincão,354370,SUDESTE,SAO PAULO
Rinópolis,354380,SUDESTE,SAO PAULO
Rio Claro,354390,SUDESTE,SAO PAULO
Rio das Pedras,354400,SUDESTE,SAO PAULO
Rio Grande da Serra,354410,SUDESTE,SAO PAULO
Riolândia,354420,SUDESTE,SAO PAULO
Rosana,354425,SUDESTE,SAO PAULO
Roseira,354430,SUDESTE,SAO PAULO
Rubiácea,354440,SUDESTE,SAO PAULO
Rubinéia,354450,SUDESTE,SAO PAULO
Sabino,354460,SUDESTE,SAO PAULO
Sagres,354470,SUDESTE,SAO PAULO
Sales,354480,SUDESTE,SAO PAULO
Sales Oliveira,354490,SUDESTE,SAO PAULO
Salesópolis,354500,SUDESTE,SAO PAULO
Salmourão,354510,SUDESTE,SAO PAULO
Saltinho,354515,SUDESTE,SAO PAULO
Salto,354520,SUDESTE,SAO PAULO
Salto de Pirapora,354530,SUDESTE,SAO PAULO
Salto Grande,354540,SUDESTE,SAO PAULO
Sandovalina,354550,SUDESTE,SAO PAULO
Santa Adélia,354560,SUDESTE,SAO PAULO
Santa Albertina,354570,SUDESTE,SAO PAULO
Santa Bárbara d'Oeste,354580,SUDESTE,SAO PAULO
Santa Branca,354600,SUDESTE,SAO PAULO
Santa Clara d'Oeste,354610,SUDESTE,SAO PAULO
Santa Cruz da Conceição,354620,SUDESTE,SAO PAULO
Santa Cruz da Esperança,354625,SUDESTE,SAO PAULO
Santa Cruz das Palmeiras,354630,SUDESTE,SAO PAULO
Santa Cruz do Rio Pardo,354640,SUDESTE,SAO PAULO
Santa Ernestina,354650,SUDESTE,SAO PAULO
Santa Fé do Sul,354660,SUDESTE,SAO PAULO
Santa Gertrudes,354670,SUDESTE,SAO PAULO
Santa Isabel,354680,SUDESTE,SAO PAULO
Santa Lúcia,354690,SUDESTE,SAO PAULO
Santa Maria da Serra,354700,SUDESTE,SAO PAULO
Santa Mercedes,354710,SUDESTE,SAO PAULO
Santana da Ponte Pensa,354720,SUDESTE,SAO PAULO
Santana de Parnaíba,354730,SUDESTE,SAO PAULO
Santa Rita d'Oeste,354740,SUDESTE,SAO PAULO
Santa Rita do Passa Quatro,354750,SUDESTE,SAO PAULO
Santa Rosa de Viterbo,354760,SUDESTE,SAO PAULO
Santa Salete,354765,SUDESTE,SAO PAULO
Santo Anastácio,354770,SUDESTE,SAO PAULO
Santo André,354780,SUDESTE,SAO PAULO
Santo Antônio da Alegria,354790,SUDESTE,SAO PAULO
Santo Antônio de Posse,354800,SUDESTE,SAO PAULO
Santo Antônio do Aracanguá,354805,SUDESTE,SAO PAULO
Santo Antônio do Jardim,354810,SUDESTE,SAO PAULO
Santo Antônio do Pinhal,354820,SUDESTE,SAO PAULO
Santo Expedito,354830,SUDESTE,SAO PAULO
Santópolis do Aguapeí,354840,SUDESTE,SAO PAULO
Santos,354850,SUDESTE,SAO PAULO
São Bento do Sapucaí,354860,SUDESTE,SAO PAULO
São Bernardo do Campo,354870,SUDESTE,SAO PAULO
São Caetano do Sul,354880,SUDESTE,SAO PAULO
São Carlos,354890,SUDESTE,SAO PAULO
São Francisco,354900,SUDESTE,SAO PAULO
São João da Boa Vista,354910,SUDESTE,SAO PAULO
São João das Duas Pontes,354920,SUDESTE,SAO PAULO
São João de Iracema,354925,SUDESTE,SAO PAULO
São João do Pau d'Alho,354930,SUDESTE,SAO PAULO
São Joaquim da Barra,354940,SUDESTE,SAO PAULO
São José da Bela Vista,354950,SUDESTE,SAO PAULO
São José do Barreiro,354960,SUDESTE,SAO PAULO
São José do Rio Pardo,354970,SUDESTE,SAO PAULO
São José do Rio Preto,354980,SUDESTE,SAO PAULO
São José dos Campos,354990,SUDESTE,SAO PAULO
São Lourenço da Serra,354995,SUDESTE,SAO PAULO
São Luís do Paraitinga,355000,SUDESTE,SAO PAULO
São Manuel,355010,SUDESTE,SAO PAULO
São Miguel Arcanjo,355020,SUDESTE,SAO PAULO
São Paulo,355030,SUDESTE,SAO PAULO
São Pedro,355040,SUDESTE,SAO PAULO
São Pedro do Turvo,355050,SUDESTE,SAO PAULO
São Roque,355060,SUDESTE,SAO PAULO
São Sebastião,355070,SUDESTE,SAO PAULO
São Sebastião da Grama,355080,SUDESTE,SAO PAULO
São Simão,355090,SUDESTE,SAO PAULO
São Vicente,355100,SUDESTE,SAO PAULO
Sarapuí,355110,SUDESTE,SAO PAULO
Sarutaiá,355120,SUDESTE,SAO PAULO
Sebastianópolis do Sul,355130,SUDESTE,SAO PAULO
Serra Azul,355140,SUDESTE,SAO PAULO
Serrana,355150,SUDESTE,SAO PAULO
Serra Negra,355160,SUDESTE,SAO PAULO
Sertãozinho,355170,SUDESTE,SAO PAULO
Sete Barras,355180,SUDESTE,SAO PAULO
Severínia,355190,SUDESTE,SAO PAULO
Silveiras,355200,SUDESTE,SAO PAULO
Socorro,355210,SUDESTE,SAO PAULO
Sorocaba,355220,SUDESTE,SAO PAULO
Sud Mennucci,355230,SUDESTE,SAO PAULO
Sumaré,355240,SUDESTE,SAO PAULO
Suzano,355250,SUDESTE,SAO PAULO
Suzanápolis,355255,SUDESTE,SAO PAULO
Tabapuã,355260,SUDESTE,SAO PAULO
Tabatinga,355270,SUDESTE,SAO PAULO
Taboão da Serra,355280,SUDESTE,SAO PAULO
Taciba,355290,SUDESTE,SAO PAULO
Taguaí,355300,SUDESTE,SAO PAULO
Taiaçu,355310,SUDESTE,SAO PAULO
Taiúva,355320,SUDESTE,SAO PAULO
Tambaú,355330,SUDESTE,SAO PAULO
Tanabi,355340,SUDESTE,SAO PAULO
Tapiraí,355350,SUDESTE,SAO PAULO
Tapiratiba,355360,SUDESTE,SAO PAULO
Taquaral,355365,SUDESTE,SAO PAULO
Taquaritinga,355370,SUDESTE,SAO PAULO
Taquarituba,355380,SUDESTE,SAO PAULO
Taquarivaí,355385,SUDESTE,SAO PAULO
Tarabai,355390,SUDESTE,SAO PAULO
Tarumã,355395,SUDESTE,SAO PAULO
Tatuí,355400,SUDESTE,SAO PAULO
Taubaté,355410,SUDESTE,SAO PAULO
Tejupá,355420,SUDESTE,SAO PAULO
Teodoro Sampaio,355430,SUDESTE,SAO PAULO
Terra Roxa,355440,SUDESTE,SAO PAULO
Tietê,355450,SUDESTE,SAO PAULO
Timburi,355460,SUDESTE,SAO PAULO
Torre de Pedra,355465,SUDESTE,SAO PAULO
Torrinha,355470,SUDESTE,SAO PAULO
Trabiju,355475,SUDESTE,SAO PAULO
Tremembé,355480,SUDESTE,SAO PAULO
Três Fronteiras,355490,SUDESTE,SAO PAULO
Tuiuti,355495,SUDESTE,SAO PAULO
Tupã,355500,SUDESTE,SAO PAULO
Tupi Paulista,355510,SUDESTE,SAO PAULO
Turiúba,355520,SUDESTE,SAO PAULO
Turmalina,355530,SUDESTE,SAO PAULO
Ubarana,355535,SUDESTE,SAO PAULO
Ubatuba,355540,SUDESTE,SAO PAULO
Ubirajara,355550,SUDESTE,SAO PAULO
Uchoa,355560,SUDESTE,SAO PAULO
União Paulista,355570,SUDESTE,SAO PAULO
Urânia,355580,SUDESTE,SAO PAULO
Uru,355590,SUDESTE,SAO PAULO
Urupês,355600,SUDESTE,SAO PAULO
Valentim Gentil,355610,SUDESTE,SAO PAULO
Valinhos,355620,SUDESTE,SAO PAULO
Valparaíso,355630,SUDESTE,SAO PAULO
Vargem,355635,SUDESTE,SAO PAULO
Vargem Grande do Sul,355640,SUDESTE,SAO PAULO
Vargem Grande Paulista,355645,SUDESTE,SAO PAULO
Várzea Paulista,355650,SUDESTE,SAO PAULO
Vera Cruz,355660,SUDESTE,SAO PAULO
Vinhedo,355670,SUDESTE,SAO PAULO
Viradouro,355680,SUDESTE,SAO PAULO
Vista Alegre do Alto,355690,SUDESTE,SAO PAULO
Vitória Brasil,355695,SUDESTE,SAO PAULO
Votorantim,355700,SUDESTE,SAO PAULO
Votuporanga,355710,SUDESTE,SAO PAULO
Zacarias,355715,SUDESTE,SAO PAULO
Chavantes,355720,SUDESTE,SAO PAULO
Estiva Gerbi,355730,SUDESTE,SAO PAULO
Abatiá,410010,SUL,PARANA
Adrianópolis,410020,SUL,PARANA
Agudos do Sul,410030,SUL,PARANA
Almirante Tamandaré,410040,SUL,PARANA
Altamira do Paraná,410045,SUL,PARANA
Altônia,410050,SUL,PARANA
Alto Paraná,410060,SUL,PARANA
Alto Piquiri,410070,SUL,PARANA
Alvorada do Sul,410080,SUL,PARANA
Amaporã,410090,SUL,PARANA
Ampére,410100,SUL,PARANA
Anahy,410105,SUL,PARANA
Andirá,410110,SUL,PARANA
Ângulo,410115,SUL,PARANA
Antonina,410120,SUL,PARANA
Antônio Olinto,410130,SUL,PARANA
Apucarana,410140,SUL,PARANA
Arapongas,410150,SUL,PARANA
Arapoti,410160,SUL,PARANA
Arapuã,410165,SUL,PARANA
Araruna,410170,SUL,PARANA
Araucária,410180,SUL,PARANA
Ariranha do Ivaí,410185,SUL,PARANA
Assaí,410190,SUL,PARANA
Assis Chateaubriand,410200,SUL,PARANA
Astorga,410210,SUL,PARANA
Atalaia,410220,SUL,PARANA
Balsa Nova,410230,SUL,PARANA
Bandeirantes,410240,SUL,PARANA
Barbosa Ferraz,410250,SUL,PARANA
Barracão,410260,SUL,PARANA
Barra do Jacaré,410270,SUL,PARANA
Bela Vista da Caroba,410275,SUL,PARANA
Bela Vista do Paraíso,410280,SUL,PARANA
Bituruna,410290,SUL,PARANA
Boa Esperança,410300,SUL,PARANA
Boa Esperança do Iguaçu,410302,SUL,PARANA
Boa Ventura de São Roque,410304,SUL,PARANA
Boa Vista da Aparecida,410305,SUL,PARANA
Bocaiúva do Sul,410310,SUL,PARANA
Bom Jesus do Sul,410315,SUL,PARANA
Bom Sucesso,410320,SUL,PARANA
Bom Sucesso do Sul,410322,SUL,PARANA
Borrazópolis,410330,SUL,PARANA
Braganey,410335,SUL,PARANA
Brasilândia do Sul,410337,SUL,PARANA
Cafeara,410340,SUL,PARANA
Cafelândia,410345,SUL,PARANA
Cafezal do Sul,410347,SUL,PARANA
Califórnia,410350,SUL,PARANA
Cambará,410360,SUL,PARANA
Cambé,410370,SUL,PARANA
Cambira,410380,SUL,PARANA
Campina da Lagoa,410390,SUL,PARANA
Campina do Simão,410395,SUL,PARANA
Campina Grande do Sul,410400,SUL,PARANA
Campo Bonito,410405,SUL,PARANA
Campo do Tenente,410410,SUL,PARANA
Campo Largo,410420,SUL,PARANA
Campo Magro,410425,SUL,PARANA
Campo Mourão,410430,SUL,PARANA
Cândido de Abreu,410440,SUL,PARANA
Candói,410442,SUL,PARANA
Cantagalo,410445,SUL,PARANA
Capanema,410450,SUL,PARANA
Capitão Leônidas Marques,410460,SUL,PARANA
Carambeí,410465,SUL,PARANA
Carlópolis,410470,SUL,PARANA
Cascavel,410480,SUL,PARANA
Castro,410490,SUL,PARANA
Catanduvas,410500,SUL,PARANA
Centenário do Sul,410510,SUL,PARANA
Cerro Azul,410520,SUL,PARANA
Céu Azul,410530,SUL,PARANA
Chopinzinho,410540,SUL,PARANA
Cianorte,410550,SUL,PARANA
Cidade Gaúcha,410560,SUL,PARANA
Clevelândia,410570,SUL,PARANA
Colombo,410580,SUL,PARANA
Colorado,410590,SUL,PARANA
Congonhinhas,410600,SUL,PARANA
Conselheiro Mairinck,410610,SUL,PARANA
Contenda,410620,SUL,PARANA
Corbélia,410630,SUL,PARANA
Cornélio Procópio,410640,SUL,PARANA
Coronel Domingos Soares,410645,SUL,PARANA
Coronel Vivida,410650,SUL,PARANA
Corumbataí do Sul,410655,SUL,PARANA
Cruzeiro do Iguaçu,410657,SUL,PARANA
Cruzeiro do Oeste,410660,SUL,PARANA
Cruzeiro do Sul,410670,SUL,PARANA
Cruz Machado,410680,SUL,PARANA
Cruzmaltina,410685,SUL,PARANA
Curitiba,410690,SUL,PARANA
Curiúva,410700,SUL,PARANA
Diamante do Norte,410710,SUL,PARANA
Diamante do Sul,410712,SUL,PARANA
Diamante D'Oeste,410715,SUL,PARANA
Dois Vizinhos,410720,SUL,PARANA
Douradina,410725,SUL,PARANA
Doutor Camargo,410730,SUL,PARANA
Enéas Marques,410740,SUL,PARANA
Engenheiro Beltrão,410750,SUL,PARANA
Esperança Nova,410752,SUL,PARANA
Entre Rios do Oeste,410753,SUL,PARANA
Espigão Alto do Iguaçu,410754,SUL,PARANA
Farol,410755,SUL,PARANA
Faxinal,410760,SUL,PARANA
Fazenda Rio Grande,410765,SUL,PARANA
Fênix,410770,SUL,PARANA
Fernandes Pinheiro,410773,SUL,PARANA
Figueira,410775,SUL,PARANA
Floraí,410780,SUL,PARANA
Flor da Serra do Sul,410785,SUL,PARANA
Floresta,410790,SUL,PARANA
Florestópolis,410800,SUL,PARANA
Flórida,410810,SUL,PARANA
Formosa do Oeste,410820,SUL,PARANA
Foz do Iguaçu,410830,SUL,PARANA
Francisco Alves,410832,SUL,PARANA
Francisco Beltrão,410840,SUL,PARANA
Foz do Jordão,410845,SUL,PARANA
General Carneiro,410850,SUL,PARANA
Godoy Moreira,410855,SUL,PARANA
Goioerê,410860,SUL,PARANA
Goioxim,410865,SUL,PARANA
Grandes Rios,410870,SUL,PARANA
Guaíra,410880,SUL,PARANA
Guairaçá,410890,SUL,PARANA
Guamiranga,410895,SUL,PARANA
Guapirama,410900,SUL,PARANA
Guaporema,410910,SUL,PARANA
Guaraci,410920,SUL,PARANA
Guaraniaçu,410930,SUL,PARANA
Guarapuava,410940,SUL,PARANA
Guaraqueçaba,410950,SUL,PARANA
Guaratuba,410960,SUL,PARANA
Honório Serpa,410965,SUL,PARANA
Ibaiti,410970,SUL,PARANA
Ibema,410975,SUL,PARANA
Ibiporã,410980,SUL,PARANA
Icaraíma,410990,SUL,PARANA
Iguaraçu,411000,SUL,PARANA
Iguatu,411005,SUL,PARANA
Imbaú,411007,SUL,PARANA
Imbituva,411010,SUL,PARANA
Inácio Martins,411020,SUL,PARANA
Inajá,411030,SUL,PARANA
Indianópolis,411040,SUL,PARANA
Ipiranga,411050,SUL,PARANA
Iporã,411060,SUL,PARANA
Iracema do Oeste,411065,SUL,PARANA
Irati,411070,SUL,PARANA
Iretama,411080,SUL,PARANA
Itaguajé,411090,SUL,PARANA
Itaipulândia,411095,SUL,PARANA
Itambaracá,411100,SUL,PARANA
Itambé,411110,SUL,PARANA
