res_MUNNOME,CODMUNRES,REGIAO,ESTADO
São João Nepomuceno,316290,SUDESTE,MINAS GERAIS
São Joaquim de Bicas,316292,SUDESTE,MINAS GERAIS
São José da Barra,316294,SUDESTE,MINAS GERAIS
São José da Lapa,316295,SUDESTE,MINAS GERAIS
São José da Safira,316300,SUDESTE,MINAS GERAIS
São José da Varginha,316310,SUDESTE,MINAS GERAIS
São José do Alegre,316320,SUDESTE,MINAS GERAIS
São José do Divino,316330,SUDESTE,MINAS GERAIS
São José do Goiabal,316340,SUDESTE,MINAS GERAIS
São José do Jacuri,316350,SUDESTE,MINAS GERAIS
São José do Mantimento,316360,SUDESTE,MINAS GERAIS
São Lourenço,316370,SUDESTE,MINAS GERAIS
São Miguel do Anta,316380,SUDESTE,MINAS GERAIS
São Pedro da União,316390,SUDESTE,MINAS GERAIS
São Pedro dos Ferros,316400,SUDESTE,MINAS GERAIS
São Pedro do Suaçuí,316410,SUDESTE,MINAS GERAIS
São Romão,316420,SUDESTE,MINAS GERAIS
São Roque de Minas,316430,SUDESTE,MINAS GERAIS
São Sebastião da Bela Vista,316440,SUDESTE,MINAS GERAIS
São Sebastião da Vargem Alegre,316443,SUDESTE,MINAS GERAIS
São Sebastião do Anta,316447,SUDESTE,MINAS GERAIS
São Sebastião do Maranhão,316450,SUDESTE,MINAS GERAIS
São Sebastião do Oeste,316460,SUDESTE,MINAS GERAIS
São Sebastião do Paraíso,316470,SUDESTE,MINAS GERAIS
São Sebastião do Rio Preto,316480,SUDESTE,MINAS GERAIS
São Sebastião do Rio Verde,316490,SUDESTE,MINAS GERAIS
São Tiago,316500,SUDESTE,MINAS GERAIS
São Tomás de Aquino,316510,SUDESTE,MINAS GERAIS
São Thomé das Letras,316520,SUDESTE,MINAS GERAIS
São Vicente de Minas,316530,SUDESTE,MINAS GERAIS
Sapucaí-Mirim,316540,SUDESTE,MINAS GERAIS
Sardoá,316550,SUDESTE,MINAS GERAIS
Sarzedo,316553,SUDESTE,MINAS GERAIS
Setubinha,316555,SUDESTE,MINAS GERAIS
Sem-Peixe,316556,SUDESTE,MINAS GERAIS
Senador Amaral,316557,SUDESTE,MINAS GERAIS
Senador Cortes,316560,SUDESTE,MINAS GERAIS
Senador Firmino,316570,SUDESTE,MINAS GERAIS
Senador José Bento,316580,SUDESTE,MINAS GERAIS
Senador Modestino Gonçalves,316590,SUDESTE,MINAS GERAIS
Senhora de Oliveira,316600,SUDESTE,MINAS GERAIS
Senhora do Porto,316610,SUDESTE,MINAS GERAIS
Senhora dos Remédios,316620,SUDESTE,MINAS GERAIS
Sericita,316630,SUDESTE,MINAS GERAIS
Seritinga,316640,SUDESTE,MINAS GERAIS
Serra Azul de Minas,316650,SUDESTE,MINAS GERAIS
Serra da Saudade,316660,SUDESTE,MINAS GERAIS
Serra dos Aimorés,316670,SUDESTE,MINAS GERAIS
Serra do Salitre,316680,SUDESTE,MINAS GERAIS
Serrania,316690,SUDESTE,MINAS GERAIS
Serranópolis de Minas,316695,SUDESTE,MINAS GERAIS
Serranos,316700,SUDESTE,MINAS GERAIS
Serro,316710,SUDESTE,MINAS GERAIS
Sete Lagoas,316720,SUDESTE,MINAS GERAIS
Silveirânia,316730,SUDESTE,MINAS GERAIS
Silvianópolis,316740,SUDESTE,MINAS GERAIS
Simão Pereira,316750,SUDESTE,MINAS GERAIS
Simonésia,316760,SUDESTE,MINAS GERAIS
Sobrália,316770,SUDESTE,MINAS GERAIS
Soledade de Minas,316780,SUDESTE,MINAS GERAIS
Tabuleiro,316790,SUDESTE,MINAS GERAIS
Taiobeiras,316800,SUDESTE,MINAS GERAIS
Taparuba,316805,SUDESTE,MINAS GERAIS
Tapira,316810,SUDESTE,MINAS GERAIS
Tapiraí,316820,SUDESTE,MINAS GERAIS
Taquaraçu de Minas,316830,SUDESTE,MINAS GERAIS
Tarumirim,316840,SUDESTE,MINAS GERAIS
Teixeiras,316850,SUDESTE,MINAS GERAIS
Teófilo Otoni,316860,SUDESTE,MINAS GERAIS
Timóteo,316870,SUDESTE,MINAS GERAIS
Tiradentes,316880,SUDESTE,MINAS GERAIS
Tiros,316890,SUDESTE,MINAS GERAIS
Tocantins,316900,SUDESTE,MINAS GERAIS
Tocos do Moji,316905,SUDESTE,MINAS GERAIS
Toledo,316910,SUDESTE,MINAS GERAIS
Tombos,316920,SUDESTE,MINAS GERAIS
Três Corações,316930,SUDESTE,MINAS GERAIS
Três Marias,316935,SUDESTE,MINAS GERAIS
Três Pontas,316940,SUDESTE,MINAS GERAIS
Tumiritinga,316950,SUDESTE,MINAS GERAIS
Tupaciguara,316960,SUDESTE,MINAS GERAIS
Turmalina,316970,SUDESTE,MINAS GERAIS
Turvolândia,316980,SUDESTE,MINAS GERAIS
Ubá,316990,SUDESTE,MINAS GERAIS
Ubaí,317000,SUDESTE,MINAS GERAIS
Ubaporanga,317005,SUDESTE,MINAS GERAIS
Uberaba,317010,SUDESTE,MINAS GERAIS
Uberlândia,317020,SUDESTE,MINAS GERAIS
Umburatiba,317030,SUDESTE,MINAS GERAIS
Unaí,317040,SUDESTE,MINAS GERAIS
União de Minas,317043,SUDESTE,MINAS GERAIS
Uruana de Minas,317047,SUDESTE,MINAS GERAIS
Urucânia,317050,SUDESTE,MINAS GERAIS
Urucuia,317052,SUDESTE,MINAS GERAIS
Vargem Alegre,317057,SUDESTE,MINAS GERAIS
Vargem Bonita,317060,SUDESTE,MINAS GERAIS
Vargem Grande do Rio Pardo,317065,SUDESTE,MINAS GERAIS
Varginha,317070,SUDESTE,MINAS GERAIS
Varjão de Minas,317075,SUDESTE,MINAS GERAIS
Várzea da Palma,317080,SUDESTE,MINAS GERAIS
Varzelândia,317090,SUDESTE,MINAS GERAIS
Vazante,317100,SUDESTE,MINAS GERAIS
Verdelândia,317103,SUDESTE,MINAS GERAIS
Veredinha,317107,SUDESTE,MINAS GERAIS
Veríssimo,317110,SUDESTE,MINAS GERAIS
Vermelho Novo,317115,SUDESTE,MINAS GERAIS
Vespasiano,317120,SUDESTE,MINAS GERAIS
Viçosa,317130,SUDESTE,MINAS GERAIS
Vieiras,317140,SUDESTE,MINAS GERAIS
Mathias Lobato,317150,SUDESTE,MINAS GERAIS
Virgem da Lapa,317160,SUDESTE,MINAS GERAIS
Virgínia,317170,SUDESTE,MINAS GERAIS
Virginópolis,317180,SUDESTE,MINAS GERAIS
Virgolândia,317190,SUDESTE,MINAS GERAIS
Visconde do Rio Branco,317200,SUDESTE,MINAS GERAIS
Volta Grande,317210,SUDESTE,MINAS GERAIS
Wenceslau Braz,317220,SUDESTE,MINAS GERAIS
Município ignorado - ES,320000,SUDESTE,ESPIRITO SANTO
Afonso Cláudio,320010,SUDESTE,ESPIRITO SANTO
Águia Branca,320013,SUDESTE,ESPIRITO SANTO
Água Doce do Norte,320016,SUDESTE,ESPIRITO SANTO
Alegre,320020,SUDESTE,ESPIRITO SANTO
Alfredo Chaves,320030,SUDESTE,ESPIRITO SANTO
Alto Rio Novo,320035,SUDESTE,ESPIRITO SANTO
Anchieta,320040,SUDESTE,ESPIRITO SANTO
Apiacá,320050,SUDESTE,ESPIRITO SANTO
Aracruz,320060,SUDESTE,ESPIRITO SANTO
Atilio Vivacqua,320070,SUDESTE,ESPIRITO SANTO
Baixo Guandu,320080,SUDESTE,ESPIRITO SANTO
Barra de São Francisco,320090,SUDESTE,ESPIRITO SANTO
Boa Esperança,320100,SUDESTE,ESPIRITO SANTO
Bom Jesus do Norte,320110,SUDESTE,ESPIRITO SANTO
Brejetuba,320115,SUDESTE,ESPIRITO SANTO
Cachoeiro de Itapemirim,320120,SUDESTE,ESPIRITO SANTO
Cariacica,320130,SUDESTE,ESPIRITO SANTO
Castelo,320140,SUDESTE,ESPIRITO SANTO
Colatina,320150,SUDESTE,ESPIRITO SANTO
Conceição da Barra,320160,SUDESTE,ESPIRITO SANTO
Conceição do Castelo,320170,SUDESTE,ESPIRITO SANTO
Divino de São Lourenço,320180,SUDESTE,ESPIRITO SANTO
Domingos Martins,320190,SUDESTE,ESPIRITO SANTO
Dores do Rio Preto,320200,SUDESTE,ESPIRITO SANTO
Ecoporanga,320210,SUDESTE,ESPIRITO SANTO
Fundão,320220,SUDESTE,ESPIRITO SANTO
Governador Lindenberg,320225,SUDESTE,ESPIRITO SANTO
Guaçuí,320230,SUDESTE,ESPIRITO SANTO
Guarapari,320240,SUDESTE,ESPIRITO SANTO
Ibatiba,320245,SUDESTE,ESPIRITO SANTO
Ibiraçu,320250,SUDESTE,ESPIRITO SANTO
Ibitirama,320255,SUDESTE,ESPIRITO SANTO
Iconha,320260,SUDESTE,ESPIRITO SANTO
Irupi,320265,SUDESTE,ESPIRITO SANTO
Itaguaçu,320270,SUDESTE,ESPIRITO SANTO
Itapemirim,320280,SUDESTE,ESPIRITO SANTO
Itarana,320290,SUDESTE,ESPIRITO SANTO
Iúna,320300,SUDESTE,ESPIRITO SANTO
Jaguaré,320305,SUDESTE,ESPIRITO SANTO
Jerônimo Monteiro,320310,SUDESTE,ESPIRITO SANTO
João Neiva,320313,SUDESTE,ESPIRITO SANTO
Laranja da Terra,320316,SUDESTE,ESPIRITO SANTO
Linhares,320320,SUDESTE,ESPIRITO SANTO
Mantenópolis,320330,SUDESTE,ESPIRITO SANTO
Marataízes,320332,SUDESTE,ESPIRITO SANTO
Marechal Floriano,320334,SUDESTE,ESPIRITO SANTO
Marilândia,320335,SUDESTE,ESPIRITO SANTO
Mimoso do Sul,320340,SUDESTE,ESPIRITO SANTO
Montanha,320350,SUDESTE,ESPIRITO SANTO
Mucurici,320360,SUDESTE,ESPIRITO SANTO
Muniz Freire,320370,SUDESTE,ESPIRITO SANTO
Muqui,320380,SUDESTE,ESPIRITO SANTO
Nova Venécia,320390,SUDESTE,ESPIRITO SANTO
Pancas,320400,SUDESTE,ESPIRITO SANTO
Pedro Canário,320405,SUDESTE,ESPIRITO SANTO
Pinheiros,320410,SUDESTE,ESPIRITO SANTO
Piúma,320420,SUDESTE,ESPIRITO SANTO
Ponto Belo,320425,SUDESTE,ESPIRITO SANTO
Presidente Kennedy,320430,SUDESTE,ESPIRITO SANTO
Rio Bananal,320435,SUDESTE,ESPIRITO SANTO
Rio Novo do Sul,320440,SUDESTE,ESPIRITO SANTO
Santa Leopoldina,320450,SUDESTE,ESPIRITO SANTO
Santa Maria de Jetibá,320455,SUDESTE,ESPIRITO SANTO
Santa Teresa,320460,SUDESTE,ESPIRITO SANTO
São Domingos do Norte,320465,SUDESTE,ESPIRITO SANTO
São Gabriel da Palha,320470,SUDESTE,ESPIRITO SANTO
São José do Calçado,320480,SUDESTE,ESPIRITO SANTO
São Mateus,320490,SUDESTE,ESPIRITO SANTO
São Roque do Canaã,320495,SUDESTE,ESPIRITO SANTO
Serra,320500,SUDESTE,ESPIRITO SANTO
Sooretama,320501,SUDESTE,ESPIRITO SANTO
Vargem Alta,320503,SUDESTE,ESPIRITO SANTO
Venda Nova do Imigrante,320506,SUDESTE,ESPIRITO SANTO
Viana,320510,SUDESTE,ESPIRITO SANTO
Vila Pavão,320515,SUDESTE,ESPIRITO SANTO
Vila Valério,320517,SUDESTE,ESPIRITO SANTO
Vila Velha,320520,SUDESTE,ESPIRITO SANTO
Vitória,320530,SUDESTE,ESPIRITO SANTO
Município ignorado - RJ,330000,SUDESTE,RIO DE JANEIRO
Angra dos Reis,330010,SUDESTE,RIO DE JANEIRO
Aperibé,330015,SUDESTE,RIO DE JANEIRO
Araruama,330020,SUDESTE,RIO DE JANEIRO
Areal,330022,SUDESTE,RIO DE JANEIRO
Armação dos Búzios,330023,SUDESTE,RIO DE JANEIRO
Arraial do Cabo,330025,SUDESTE,RIO DE JANEIRO
Barra do Piraí,330030,SUDESTE,RIO DE JANEIRO
Barra Mansa,330040,SUDESTE,RIO DE JANEIRO
Belford Roxo,330045,SUDESTE,RIO DE JANEIRO
Bom Jardim,330050,SUDESTE,RIO DE JANEIRO
Bom Jesus do Itabapoana,330060,SUDESTE,RIO DE JANEIRO
Cabo Frio,330070,SUDESTE,RIO DE JANEIRO
Cachoeiras de Macacu,330080,SUDESTE,RIO DE JANEIRO
Cambuci,330090,SUDESTE,RIO DE JANEIRO
Carapebus,330093,SUDESTE,RIO DE JANEIRO
Comendador Levy Gasparian,330095,SUDESTE,RIO DE JANEIRO
Campos dos Goytacazes,330100,SUDESTE,RIO DE JANEIRO
Cantagalo,330110,SUDESTE,RIO DE JANEIRO
Cardoso Moreira,330115,SUDESTE,RIO DE JANEIRO
Carmo,330120,SUDESTE,RIO DE JANEIRO
Casimiro de Abreu,330130,SUDESTE,RIO DE JANEIRO
Conceição de Macabu,330140,SUDESTE,RIO DE JANEIRO
Cordeiro,330150,SUDESTE,RIO DE JANEIRO
Duas Barras,330160,SUDESTE,RIO DE JANEIRO
Duque de Caxias,330170,SUDESTE,RIO DE JANEIRO
Engenheiro Paulo de Frontin,330180,SUDESTE,RIO DE JANEIRO
Guapimirim,330185,SUDESTE,RIO DE JANEIRO
Iguaba Grande,330187,SUDESTE,RIO DE JANEIRO
Itaboraí,330190,SUDESTE,RIO DE JANEIRO
Itaguaí,330200,SUDESTE,RIO DE JANEIRO
Italva,330205,SUDESTE,RIO DE JANEIRO
Itaocara,330210,SUDESTE,RIO DE JANEIRO
Itaperuna,330220,SUDESTE,RIO DE JANEIRO
Itatiaia,330225,SUDESTE,RIO DE JANEIRO
Japeri,330227,SUDESTE,RIO DE JANEIRO
Laje do Muriaé,330230,SUDESTE,RIO DE JANEIRO
Macaé,330240,SUDESTE,RIO DE JANEIRO
Macuco,330245,SUDESTE,RIO DE JANEIRO
Magé,330250,SUDESTE,RIO DE JANEIRO
Mangaratiba,330260,SUDESTE,RIO DE JANEIRO
Maricá,330270,SUDESTE,RIO DE JANEIRO
Mendes,330280,SUDESTE,RIO DE JANEIRO
Mesquita,330285,SUDESTE,RIO DE JANEIRO
Miguel Pereira,330290,SUDESTE,RIO DE JANEIRO
Miracema,330300,SUDESTE,RIO DE JANEIRO
Natividade,330310,SUDESTE,RIO DE JANEIRO
Nilópolis,330320,SUDESTE,RIO DE JANEIRO
Niterói,330330,SUDESTE,RIO DE JANEIRO
Nova Friburgo,330340,SUDESTE,RIO DE JANEIRO
Nova Iguaçu,330350,SUDESTE,RIO DE JANEIRO
Paracambi,330360,SUDESTE,RIO DE JANEIRO
Paraíba do Sul,330370,SUDESTE,RIO DE JANEIRO
Parati,330380,SUDESTE,RIO DE JANEIRO
Paty do Alferes,330385,SUDESTE,RIO DE JANEIRO
Petrópolis,330390,SUDESTE,RIO DE JANEIRO
Pinheiral,330395,SUDESTE,RIO DE JANEIRO
Piraí,330400,SUDESTE,RIO DE JANEIRO
Porciúncula,330410,SUDESTE,RIO DE JANEIRO
Porto Real,330411,SUDESTE,RIO DE JANEIRO
Quatis,330412,SUDESTE,RIO DE JANEIRO
Queimados,330414,SUDESTE,RIO DE JANEIRO
Quissamã,330415,SUDESTE,RIO DE JANEIRO
Resende,330420,SUDESTE,RIO DE JANEIRO
Rio Bonito,330430,SUDESTE,RIO DE JANEIRO
Rio Claro,330440,SUDESTE,RIO DE JANEIRO
Rio das Flores,330450,SUDESTE,RIO DE JANEIRO
Rio das Ostras,330452,SUDESTE,RIO DE JANEIRO
Rio de Janeiro,330455,SUDESTE,RIO DE JANEIRO
Santa Maria Madalena,330460,SUDESTE,RIO DE JANEIRO
Santo Antônio de Pádua,330470,SUDESTE,RIO DE JANEIRO
São Francisco de Itabapoana,330475,SUDESTE,RIO DE JANEIRO
São Fidélis,330480,SUDESTE,RIO DE JANEIRO
São Gonçalo,330490,SUDESTE,RIO DE JANEIRO
São João da Barra,330500,SUDESTE,RIO DE JANEIRO
São João de Meriti,330510,SUDESTE,RIO DE JANEIRO
São José de Ubá,330513,SUDESTE,RIO DE JANEIRO
São José do Vale do Rio Preto,330515,SUDESTE,RIO DE JANEIRO
São Pedro da Aldeia,330520,SUDESTE,RIO DE JANEIRO
São Sebastião do Alto,330530,SUDESTE,RIO DE JANEIRO
Sapucaia,330540,SUDESTE,RIO DE JANEIRO
Saquarema,330550,SUDESTE,RIO DE JANEIRO
Seropédica,330555,SUDESTE,RIO DE JANEIRO
Silva Jardim,330560,SUDESTE,RIO DE JANEIRO
Sumidouro,330570,SUDESTE,RIO DE JANEIRO
Tanguá,330575,SUDESTE,RIO DE JANEIRO
Teresópolis,330580,SUDESTE,RIO DE JANEIRO
Trajano de Morais,330590,SUDESTE,RIO DE JANEIRO
Três Rios,330600,SUDESTE,RIO DE JANEIRO
Valença,330610,SUDESTE,RIO DE JANEIRO
Varre-Sai,330615,SUDESTE,RIO DE JANEIRO
Vassouras,330620,SUDESTE,RIO DE JANEIRO
Volta Redonda,330630,SUDESTE,RIO DE JANEIRO
Município ignorado - SP,350000,SUDESTE,SAO PAULO
Adamantina,350010,SUDESTE,SAO PAULO
Adolfo,350020,SUDESTE,SAO PAULO
Aguaí,350030,SUDESTE,SAO PAULO
Águas da Prata,350040,SUDESTE,SAO PAULO
Águas de Lindóia,350050,SUDESTE,SAO PAULO
Águas de Santa Bárbara,350055,SUDESTE,SAO PAULO
Águas de São Pedro,350060,SUDESTE,SAO PAULO
Agudos,350070,SUDESTE,SAO PAULO
Alambari,350075,SUDESTE,SAO PAULO
Alfredo Marcondes,350080,SUDESTE,SAO PAULO
Altair,350090,SUDESTE,SAO PAULO
Altinópolis,350100,SUDESTE,SAO PAULO
Alto Alegre,350110,SUDESTE,SAO PAULO
Alumínio,350115,SUDESTE,SAO PAULO
Álvares Florence,350120,SUDESTE,SAO PAULO
Álvares Machado,350130,SUDESTE,SAO PAULO
Álvaro de Carvalho,350140,SUDESTE,SAO PAULO
Alvinlândia,350150,SUDESTE,SAO PAULO
Americana,350160,SUDESTE,SAO PAULO
Américo Brasiliense,350170,SUDESTE,SAO PAULO
Américo de Campos,350180,SUDESTE,SAO PAULO
Amparo,350190,SUDESTE,SAO PAULO
Analândia,350200,SUDESTE,SAO PAULO
Andradina,350210,SUDESTE,SAO PAULO
Angatuba,350220,SUDESTE,SAO PAULO
Anhembi,350230,SUDESTE,SAO PAULO
Anhumas,350240,SUDESTE,SAO PAULO
Aparecida,350250,SUDESTE,SAO PAULO
Aparecida d'Oeste,350260,SUDESTE,SAO PAULO
Apiaí,350270,SUDESTE,SAO PAULO
Araçariguama,350275,SUDESTE,SAO PAULO
Araçatuba,350280,SUDESTE,SAO PAULO
Araçoiaba da Serra,350290,SUDESTE,SAO PAULO
Aramina,350300,SUDESTE,SAO PAULO
Arandu,350310,SUDESTE,SAO PAULO
Arapeí,350315,SUDESTE,SAO PAULO
Araraquara,350320,SUDESTE,SAO PAULO
Araras,350330,SUDESTE,SAO PAULO
Arco-Íris,350335,SUDESTE,SAO PAULO
Arealva,350340,SUDESTE,SAO PAULO
Areias,350350,SUDESTE,SAO PAULO
Areiópolis,350360,SUDESTE,SAO PAULO
Ariranha,350370,SUDESTE,SAO PAULO
Artur Nogueira,350380,SUDESTE,SAO PAULO
Arujá,350390,SUDESTE,SAO PAULO
Aspásia,350395,SUDESTE,SAO PAULO
Assis,350400,SUDESTE,SAO PAULO
Atibaia,350410,SUDESTE,SAO PAULO
Auriflama,350420,SUDESTE,SAO PAULO
Avaí,350430,SUDESTE,SAO PAULO
Avanhandava,350440,SUDESTE,SAO PAULO
Avaré,350450,SUDESTE,SAO PAULO
Bady Bassitt,350460,SUDESTE,SAO PAULO
Balbinos,350470,SUDESTE,SAO PAULO
Bálsamo,350480,SUDESTE,SAO PAULO
Bananal,350490,SUDESTE,SAO PAULO
Barão de Antonina,350500,SUDESTE,SAO PAULO
Barbosa,350510,SUDESTE,SAO PAULO
Bariri,350520,SUDESTE,SAO PAULO
Barra Bonita,350530,SUDESTE,SAO PAULO
Barra do Chapéu,350535,SUDESTE,SAO PAULO
Barra do Turvo,350540,SUDESTE,SAO PAULO
Barretos,350550,SUDESTE,SAO PAULO
Barrinha,350560,SUDESTE,SAO PAULO
Barueri,350570,SUDESTE,SAO PAULO
Bastos,350580,SUDESTE,SAO PAULO
Batatais,350590,SUDESTE,SAO PAULO
Bauru,350600,SUDESTE,SAO PAULO
Bebedouro,350610,SUDESTE,SAO PAULO
Bento de Abreu,350620,SUDESTE,SAO PAULO
Bernardino de Campos,350630,SUDESTE,SAO PAULO
Bertioga,350635,SUDESTE,SAO PAULO
Bilac,350640,SUDESTE,SAO PAULO
Birigui,350650,SUDESTE,SAO PAULO
Biritiba-Mirim,350660,SUDESTE,SAO PAULO
Boa Esperança do Sul,350670,SUDESTE,SAO PAULO
Bocaina,350680,SUDESTE,SAO PAULO
Bofete,350690,SUDESTE,SAO PAULO
Boituva,350700,SUDESTE,SAO PAULO
Bom Jesus dos Perdões,350710,SUDESTE,SAO PAULO
Bom Sucesso de Itararé,350715,SUDESTE,SAO PAULO
Borá,350720,SUDESTE,SAO PAULO
Boracéia,350730,SUDESTE,SAO PAULO
Borborema,350740,SUDESTE,SAO PAULO
Borebi,350745,SUDESTE,SAO PAULO
Botucatu,350750,SUDESTE,SAO PAULO
Bragança Paulista,350760,SUDESTE,SAO PAULO
Braúna,350770,SUDESTE,SAO PAULO
Brejo Alegre,350775,SUDESTE,SAO PAULO
Brodowski,350780,SUDESTE,SAO PAULO
Brotas,350790,SUDESTE,SAO PAULO
Buri,350800,SUDESTE,SAO PAULO
Buritama,350810,SUDESTE,SAO PAULO
Buritizal,350820,SUDESTE,SAO PAULO
Cabrália Paulista,350830,SUDESTE,SAO PAULO
Cabreúva,350840,SUDESTE,SAO PAULO
Caçapava,350850,SUDESTE,SAO PAULO
Cachoeira Paulista,350860,SUDESTE,SAO PAULO
Caconde,350870,SUDESTE,SAO PAULO
Cafelândia,350880,SUDESTE,SAO PAULO
Caiabu,350890,SUDESTE,SAO PAULO
Caieiras,350900,SUDESTE,SAO PAULO
Caiuá,350910,SUDESTE,SAO PAULO
Cajamar,350920,SUDESTE,SAO PAULO
Cajati,350925,SUDESTE,SAO PAULO
Cajobi,350930,SUDESTE,SAO PAULO
Cajuru,350940,SUDESTE,SAO PAULO
Campina do Monte Alegre,350945,SUDESTE,SAO PAULO
Campinas,350950,SUDESTE,SAO PAULO
Campo Limpo Paulista,350960,SUDESTE,SAO PAULO
Campos do Jordão,350970,SUDESTE,SAO PAULO
Campos Novos Paulista,350980,SUDESTE,SAO PAULO
Cananéia,350990,SUDESTE,SAO PAULO
Canas,350995,SUDESTE,SAO PAULO
Cândido Mota,351000,SUDESTE,SAO PAULO
Cândido Rodrigues,351010,SUDESTE,SAO PAULO
Canitar,351015,SUDESTE,SAO PAULO
Capão Bonito,351020,SUDESTE,SAO PAULO
Capela do Alto,351030,SUDESTE,SAO PAULO
Capivari,351040,SUDESTE,SAO PAULO
Caraguatatuba,351050,SUDESTE,SAO PAULO
Carapicuíba,351060,SUDESTE,SAO PAULO
Cardoso,351070,SUDESTE,SAO PAULO
Casa Branca,351080,SUDESTE,SAO PAULO
Cássia dos Coqueiros,351090,SUDESTE,SAO PAULO
Castilho,351100,SUDESTE,SAO PAULO
Catanduva,351110,SUDESTE,SAO PAULO
Catiguá,351120,SUDESTE,SAO PAULO
Cedral,351130,SUDESTE,SAO PAULO
Cerqueira César,351140,SUDESTE,SAO PAULO
Cerquilho,351150,SUDESTE,SAO PAULO
Cesário Lange,351160,SUDESTE,SAO PAULO
Charqueada,351170,SUDESTE,SAO PAULO
Clementina,351190,SUDESTE,SAO PAULO
Colina,351200,SUDESTE,SAO PAULO
Colômbia,351210,SUDESTE,SAO PAULO
Conchal,351220,SUDESTE,SAO PAULO
Conchas,351230,SUDESTE,SAO PAULO
Cordeirópolis,351240,SUDESTE,SAO PAULO
Coroados,351250,SUDESTE,SAO PAULO
Coronel Macedo,351260,SUDESTE,SAO PAULO
Corumbataí,351270,SUDESTE,SAO PAULO
Cosmópolis,351280,SUDESTE,SAO PAULO
Cosmorama,351290,SUDESTE,SAO PAULO
Cotia,351300,SUDESTE,SAO PAULO
Cravinhos,351310,SUDESTE,SAO PAULO
Cristais Paulista,351320,SUDESTE,SAO PAULO
Cruzália,351330,SUDESTE,SAO PAULO
Cruzeiro,351340,SUDESTE,SAO PAULO
Cubatão,351350,SUDESTE,SAO PAULO
Cunha,351360,SUDESTE,SAO PAULO
Descalvado,351370,SUDESTE,SAO PAULO
Diadema,351380,SUDESTE,SAO PAULO
Dirce Reis,351385,SUDESTE,SAO PAULO
Divinolândia,351390,SUDESTE,SAO PAULO
Dobrada,351400,SUDESTE,SAO PAULO
Dois Córregos,351410,SUDESTE,SAO PAULO
Dolcinópolis,351420,SUDESTE,SAO PAULO
Dourado,351430,SUDESTE,SAO PAULO
Dracena,351440,SUDESTE,SAO PAULO
Duartina,351450,SUDESTE,SAO PAULO
Dumont,351460,SUDESTE,SAO PAULO
Echaporã,351470,SUDESTE,SAO PAULO
Eldorado,351480,SUDESTE,SAO PAULO
Elias Fausto,351490,SUDESTE,SAO PAULO
Elisiário,351492,SUDESTE,SAO PAULO
Embaúba,351495,SUDESTE,SAO PAULO
Embu,351500,SUDESTE,SAO PAULO
Embu-Guaçu,351510,SUDESTE,SAO PAULO
Emilianópolis,351512,SUDESTE,SAO PAULO
Engenheiro Coelho,351515,SUDESTE,SAO PAULO
Espírito Santo do Pinhal,351518,SUDESTE,SAO PAULO
Espírito Santo do Turvo,351519,SUDESTE,SAO PAULO
Estrela d'Oeste,351520,SUDESTE,SAO PAULO
Estrela do Norte,351530,SUDESTE,SAO PAULO
Euclides da Cunha Paulista,351535,SUDESTE,SAO PAULO
Fartura,351540,SUDESTE,SAO PAULO
Fernandópolis,351550,SUDESTE,SAO PAULO
Fernando Prestes,351560,SUDESTE,SAO PAULO
Fernão,351565,SUDESTE,SAO PAULO
Ferraz de Vasconcelos,351570,SUDESTE,SAO PAULO
Flora Rica,351580,SUDESTE,SAO PAULO
Floreal,351590,SUDESTE,SAO PAULO
Flórida Paulista,351600,SUDESTE,SAO PAULO
Florínia,351610,SUDESTE,SAO PAULO
Franca,351620,SUDESTE,SAO PAULO
Francisco Morato,351630,SUDESTE,SAO PAULO
Franco da Rocha,351640,SUDESTE,SAO PAULO
Gabriel Monteiro,351650,SUDESTE,SAO PAULO
Gália,351660,SUDESTE,SAO PAULO
Garça,351670,SUDESTE,SAO PAULO
Gastão Vidigal,351680,SUDESTE,SAO PAULO
Gavião Peixoto,351685,SUDESTE,SAO PAULO
General Salgado,351690,SUDESTE,SAO PAULO
Getulina,351700,SUDESTE,SAO PAULO
Glicério,351710,SUDESTE,SAO PAULO
Guaiçara,351720,SUDESTE,SAO PAULO
Guaimbê,351730,SUDESTE,SAO PAULO
Guaíra,351740,SUDESTE,SAO PAULO
Guapiaçu,351750,SUDESTE,SAO PAULO
Guapiara,351760,SUDESTE,SAO PAULO
Guará,351770,SUDESTE,SAO PAULO
Guaraçaí,351780,SUDESTE,SAO PAULO
Guaraci,351790,SUDESTE,SAO PAULO
Guarani d'Oeste,351800,SUDESTE,SAO PAULO
Guarantã,351810,SUDESTE,SAO PAULO
Guararapes,351820,SUDESTE,SAO PAULO
Guararema,351830,SUDESTE,SAO PAULO
Guaratinguetá,351840,SUDESTE,SAO PAULO
Guareí,351850,SUDESTE,SAO PAULO
Guariba,351860,SUDESTE,SAO PAULO
Guarujá,351870,SUDESTE,SAO PAULO
Guarulhos,351880,SUDESTE,SAO PAULO
Guatapará,351885,SUDESTE,SAO PAULO
Guzolândia,351890,SUDESTE,SAO PAULO
Herculândia,351900,SUDESTE,SAO PAULO
Holambra,351905,SUDESTE,SAO PAULO
Hortolândia,351907,SUDESTE,SAO PAULO
Iacanga,351910,SUDESTE,SAO PAULO
Iacri,351920,SUDESTE,SAO PAULO
