CODMUNRES,ano_nasc,Qtd_Robson,Qtd_Total,Ratio
120060,2012,167.0,1158,0.14421416234887738
120060,2013,0.0,1138,0.0
120060,2014,175.0,1230,0.14227642276422764
120060,2015,111.0,1165,0.09527896995708154
120060,2016,113.0,1078,0.10482374768089053
120060,2017,163.0,1132,0.1439929328621908
120060,2018,187.0,1193,0.1567476948868399
120060,2019,108.0,1143,0.09448818897637795
120060,2020,154.0,1161,0.1326442721791559
120070,2012,93.0,311,0.2990353697749196
120070,2013,0.0,294,0.0
120070,2014,74.0,306,0.24183006535947713
120070,2015,57.0,322,0.17701863354037267
120070,2016,44.0,329,0.1337386018237082
120070,2017,82.0,305,0.26885245901639343
120070,2018,28.0,325,0.08615384615384615
120070,2019,9.0,297,0.030303030303030304
120070,2020,11.0,316,0.03481012658227848
120080,2012,223.0,346,0.6445086705202312
120080,2013,0.0,362,0.0
120080,2014,167.0,368,0.453804347826087
120080,2015,111.0,358,0.3100558659217877
120080,2016,83.0,356,0.23314606741573032
120080,2017,149.0,430,0.34651162790697676
120080,2018,46.0,392,0.11734693877551021
120080,2019,25.0,379,0.06596306068601583
120080,2020,9.0,361,0.024930747922437674
130000,2012,0.0,8,0.0
130000,2013,0.0,18,0.0
130000,2014,11.0,23,0.4782608695652174
130000,2015,14.0,18,0.7777777777777778
130000,2016,6.0,25,0.24
130000,2017,0.0,17,0.0
130000,2018,1.0,25,0.04
130000,2019,1.0,12,0.08333333333333333
130000,2020,5.0,41,0.12195121951219512
130002,2012,18.0,320,0.05625
130002,2013,0.0,346,0.0
130002,2014,7.0,308,0.022727272727272728
130002,2015,4.0,342,0.011695906432748537
130002,2016,9.0,325,0.027692307692307693
130002,2017,23.0,401,0.057356608478802994
130002,2018,1.0,346,0.002890173410404624
130002,2019,1.0,418,0.0023923444976076554
130002,2020,0.0,397,0.0
130006,2012,5.0,242,0.02066115702479339
